GAS,-11.474000000000046,-8.800000000000068,-11.790000000000077,-9.80600000000004,-2.1419999999998254,-8.455000000000155,-11.94199999999978,-15.805000000000064,-21.085000000000036,-26.121000000000095,-31.942999999999984,-40.96900000000005,-62.833000000000084,-66.37400000000025,-70.86099999999988,-74.60800000000017,-78.53600000000006,-83.3720000000003,-87.26500000000033,-90.97699999999986,-94.0920000000001,-97.45699999999988,-100.32299999999987,-104.23100000000022,-108.71199999999999,-110.61599999999999,-112.73399999999992,-114.58300000000008,-118.95400000000018,-117.26699999999983,-114.9010000000003,-117.67199999999957,-121.85500000000047,-122.76000000000022,-126.8779999999997,-130.12900000000081,-135.20899999999983,-137.6969999999992,-162.8710000000001,-204.86399999999958,-149.88600000000042,-92.36599999999999,-34.32999999999993,-18.39099999999962,-17.811000000000604,-15.955999999999221,-4.128999999999905,-10.287999999999556,-13.52599999999984,-20.06800000000021,-24.71900000000005
PER,-8.86099999999999,-8.192000000000007,-20.557999999999993,-19.753999999999905,-3.905999999999949,-14.370000000000118,-17.824999999999818,-21.580999999999904,-24.134000000000015,-25.636000000000195,-27.312000000000126,-29.96199999999999,-32.24499999999989,-33.68600000000015,-37.01299999999992,-37.66800000000012,-38.840000000000146,-40.159000000000106,-41.60500000000002,-42.952999999999975,-44.16000000000031,-45.616999999999734,-48.00099999999975,-49.302000000000135,-53.64499999999998,-54.603000000000065,-56.57900000000018,-57.947000000000116,-59.228000000000065,-56.271999999999935,-52.98299999999972,-54.16199999999935,-55.600000000000364,-55.46700000000055,-56.42699999999968,-58.017000000000735,-60.681000000000495,-62.060999999999694,-63.60699999999997,-86.16899999999987,-54.97900000000027,-8.4399999999996,-7.878000000000611,-7.380999999999403,-8.780000000000655,-5.552999999999884,-1.1649999999999636,-5.425999999999476,-4.273000000000138,-4.680000000000291,-4.043999999999869
ALO,-50.09800000000007,-36.72900000000004,-23.144000000000005,-23.085000000000036,-4.166999999999916,-14.662000000000035,-19.63299999999981,-22.588999999999942,-25.590999999999894,-27.855999999999995,-31.666000000000167,-35.391000000000076,-38.97200000000021,-40.81800000000021,-44.36000000000013,-46.89800000000014,-48.98000000000002,-51.27300000000014,-53.53800000000001,-56.572999999999865,-59.26700000000028,-61.490999999999985,-64.44599999999991,-67.03999999999996,-69.54899999999998,-71.70700000000033,-73.66300000000001,-80.75,-82.46000000000004,-79.76099999999997,-76.69399999999996,-78.23599999999988,-81.32300000000032,-81.90000000000055,-83.46299999999974,-85.44400000000041,-88.52800000000025,-90.90299999999934,-93.21199999999953,-127.05699999999979,-91.02700000000004,-36.74499999999989,-14.699999999999818,-15.529999999999745,-16.11200000000008,-13.54699999999957,-2.4580000000005384,-7.367999999999483,-7.583000000000538,-9.572000000000116,-11.030999999999949
LEC,-12.29600000000005,-10.36200000000008,-13.526000000000067,-13.105000000000018,-2.310999999999922,-9.919000000000096,-12.863999999999805,-15.653999999999996,-17.52800000000002,-19.213000000000193,-21.510999999999967,-24.878999999999905,-27.384000000000015,-28.396999999999935,-30.70199999999977,-32.09800000000041,-34.98500000000013,-36.83899999999994,-38.652000000000044,-40.278999999999996,-41.982000000000426,-44.17599999999993,-45.66300000000001,-51.189000000000306,-69.57799999999997,-69.80600000000004,-70.8140000000003,-71.88200000000006,-72.79399999999987,-69.91300000000001,-66.48700000000053,-69.27399999999943,-71.41600000000017,-71.83200000000033,-73.24199999999928,-75.0560000000005,-77.82700000000023,-79.81299999999919,-81.93299999999999,-112.2559999999994,-78.82200000000012,-30.338999999999942,-12.378000000000611,-13.470999999999549,-12.64600000000064,-10.721999999999753,-2.011000000000422,-6.266999999999825,-6.3289999999997235,-8.316000000000713,-9.105999999999767
STR,-7.555000000000064,-6.3670000000000755,-8.115999999999985,-6.173000000000002,-1.461999999999989,-9.350000000000136,-12.333999999999833,-14.888999999999896,-16.142000000000053,-18.057999999999993,-20.97700000000009,-24.68100000000004,-27.315999999999804,-28.914999999999964,-32.146999999999935,-33.88500000000022,-35.81899999999996,-37.91600000000017,-39.99000000000024,-42.14899999999989,-45.95600000000013,-48.62599999999975,-56.28699999999981,-72.91900000000032,-74.26600000000008,-75.24900000000025,-76.44200000000001,-77.60899999999992,-78.53699999999981,-75.22899999999981,-71.56399999999985,-72.77499999999964,-74.25,-74.00200000000041,-75.34899999999925,-76.89300000000003,-78.92299999999977,-80.3789999999999,-82.47699999999986,-114.61199999999917,-79.02500000000055,-31.28399999999965,-12.855000000000473,-13.568999999999505,-13.465000000000146,-11.318999999999505,-1.7359999999998763,-7.9399999999996,-7.9520000000002256,-8.75,-11.957999999999629
VAN,-13.07000000000005,-11.079000000000065,-14.773000000000025,-14.269000000000005,-2.4320000000000164,-11.578000000000202,-16.29599999999982,-21.02299999999991,-24.09999999999991,-27.865999999999985,-32.61900000000014,-36.753000000000156,-40.134000000000015,-42.376000000000204,-45.52399999999989,-48.53200000000015,-55.794000000000324,-76.596,-79.42200000000003,-81.82099999999991,-85.49400000000014,-88.52299999999968,-91.00999999999976,-93.29100000000017,-105.4670000000001,-124.45500000000038,-126.92100000000028,-128.94799999999987,-131.4319999999998,-131.92099999999982,-133.93200000000024,-137.0709999999999,-140.84500000000025,-142.85000000000036,-145.875,-148.78300000000036,-155.8100000000004,-162.0059999999994,-195.73899999999958,-238.46699999999964,-170.63700000000063,-113.5590000000002,-58.50799999999981,-23.368999999999687,-22.00800000000072,-22.33299999999963,-5.148000000000138,-10.271999999999935,-11.11999999999989,-12.769000000000233,-14.14599999999973
MAG,-63.16300000000001,-31.860000000000014,-21.732000000000085,-22.00299999999993,-4.061999999999898,-14.539000000000215,-19.69399999999996,-24.645999999999958,-28.576999999999998,-32.64200000000005,-38.822000000000116,-44.0300000000002,-49.23500000000013,-53.52300000000014,-58.822999999999865,-63.04000000000042,-67.04800000000023,-71.19399999999996,-74.4340000000002,-77.80099999999993,-81.48600000000033,-85.35199999999986,-88.74099999999999,-91.54800000000023,-94.15700000000015,-95.94800000000032,-98.46199999999999,-101.32400000000007,-104.05699999999979,-102.74099999999999,-100.97800000000052,-103.41899999999987,-108.39300000000003,-110.15400000000045,-112.1889999999994,-114.5590000000002,-118.06800000000021,-122.6259999999993,-145.0050000000001,-199.1939999999995,-146.96100000000024,-90.28099999999995,-32.3130000000001,-17.083999999999833,-16.782000000000153,-15.422999999999774,-4.0900000000001455,-18.949999999999818,-21.962000000000444,-26.284999999999854,-30.735999999999876
HUL,-9.682000000000016,-7.774000000000001,-10.831000000000017,-8.64799999999991,-2.046999999999798,-8.475000000000136,-11.743999999999915,-12.801999999999907,-14.874000000000024,-16.235000000000127,36.92599999999993
HAR,-26.281000000000063,-13.894999999999982,-18.038999999999987,-17.283999999999878,-3.4019999999998163,-12.962000000000216,-18.085999999999785,-22.836000000000013,-26.868999999999915,-30.843000000000075,-36.667000000000144,-41.182000000000244,-45.44300000000021,-49.61100000000033,-54.38299999999981,-58.16100000000006,-62.32500000000027,-66.55200000000013,-70.83500000000004,-75.42099999999982,-80.06100000000015,-88.846,-111.02299999999968,-113.40200000000004,-115.94999999999982,-118.96100000000024,-121.64400000000023,-124.01699999999983,-127.18600000000015,-125.91000000000031,-123.6579999999999,-127.3109999999997,-132.59100000000035,-134.2470000000003,-136.68099999999959,-139.3710000000001,-142.78600000000006,-145.6329999999998,-173.22299999999996,-216.49099999999999,-151.95499999999993,-93.50799999999981,-35.253999999999905,-21.17199999999957,-20.69000000000051,-18.690999999999804,-4.954999999999927,-11.403999999999542,-13.519000000000233,-16.707000000000335,-18.152999999999338
RIC,-4.413000000000011,-4.04200000000003,-4.525000000000091,-3.519999999999982,-1.0960000000000036,-7.673000000000002,-10.72999999999979,-12.780999999999949,-16.028999999999996,-17.746000000000095,-20.05300000000011,-23.521999999999935,-25.74499999999989,-27.003000000000156,-29.434999999999945,-29.786000000000058,-30.617999999999938,-31.442000000000007,-32.277000000000044,-33.070000000000164,-33.465000000000146,-34.233999999999924,-34.17699999999968,-33.202000000000226,-32.99299999999994,-31.355000000000018,-33.72700000000032,-33.58899999999994,-33.52799999999979,-28.855000000000018,-24.135999999999967,-24.88799999999992,-25.157000000000153,-23.13500000000022,-23.196999999999207,-23.72900000000027,-29.134000000000015,-46.43199999999979,-46.57999999999993,65.77600000000075
