VER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.645999999999731,-28.55699999999979,-27.910999999999603,-27.72799999999961,-28.283000000000357,-22.7829999999999,-14.627999999999702,-14.298999999999978,-14.811999999999898,-15.39599999999973,-15.902999999999793,-4.9409999999998035,-1.8960000000001855,-3.1619999999993524,-3.402999999999338,-3.923999999999978,-2.949000000000524,-2.532999999999447,-2.0659999999998035,-0.9149999999999636,-0.6289999999999054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GAS,-4.873000000000047,-3.550999999999931,-3.94399999999996,-2.946999999999889,-3.759999999999991,-2.1679999999998927,-3.729000000000042,-4.1469999999999345,-4.154999999999973,-3.675999999999931,-4.358999999999924,-4.673999999999978,-5.324999999999818,-6.1590000000001055,-7.014999999999873,-7.748000000000047,-15.413000000000011,-33.75099999999975,-34.547999999999774,-34.710000000000036,-30.10400000000027,-22.027000000000044,-22.295000000000073,-23.534999999999854,-23.670000000000073,-25.326000000000022,-2.3339999999998327,-0.9900000000002365,-2.5689999999995052,-3.0609999999996944,-4.605999999999767,-4.764000000000124,-5.556999999999789,-7.317000000000007,-7.454999999999927,-8.019000000000233,-7.643000000000029,-8.54700000000048,-10.212000000000444,-12.003999999999905,-14.844000000000051,-16.726000000000568,-19.40899999999965,-23.738000000000284,-26.699999999999818,-28.88299999999981,-30.911000000000058,-32.63100000000031,-33.63299999999981,-34.3119999999999
PER,-19.029999999999973,-31.107999999999947,-40.39300000000003,-19.934999999999945,-23.161000000000058,-8.894000000000005,-12.342000000000098,-13.595000000000027,-13.937999999999874,-16.442000000000007,-16.990000000000236,-17.391000000000076,-16.951000000000022,-17.34400000000005,-16.090000000000146,-14.132000000000062,-14.592999999999847,-14.364999999999782,-14.24499999999989,-13.602000000000317,-8.56899999999996,0.0,0.0,0.0,0.0,0.0,-1.0149999999998727,-0.7170000000000982,-0.501999999999498,-0.3149999999995998,-0.40200000000004366,0.0,0.0,0.0,-0.31599999999980355,-1.3240000000005239,-1.089999999999236,-1.5,-1.6810000000004948,-1.6229999999995925,-1.9909999999999854,-2.4160000000001673,-2.8469999999997526,-3.8190000000004147,-4.061999999999898,-4.329999999999927,-4.4669999999996435,-4.257000000000517,-3.431999999999789,-2.188999999999396
ALO,-39.27800000000002,-42.325000000000045,-53.289999999999964,-23.385999999999967,-25.938000000000102,-9.510999999999967,-12.843000000000075,-13.948000000000093,-14.755999999999858,-16.952000000000226,-18.968000000000302,-20.228999999999814,-21.878999999999905,-20.90099999999984,-19.971000000000004,-21.583000000000084,-23.55899999999974,-24.167999999999665,-24.90599999999995,-25.03500000000031,-21.257000000000062,-14.528999999999996,-17.141000000000076,-18.998999999999796,-20.416999999999916,-25.210999999999785,-11.802999999999884,-5.041000000000167,-6.581999999999425,-7.998999999999796,-8.983000000000175,-9.173999999999978,-10.45299999999952,-11.384000000000015,-11.608000000000175,-12.842999999999847,-13.432999999999993,-15.092000000000553,-17.202000000000226,-18.83299999999963,-19.61699999999928,-19.963999999999942,-20.782000000000153,-23.160000000000764,-23.972999999999956,-25.2549999999992,-26.09400000000005,-26.88500000000022,-26.63799999999992,-25.966999999999643
LEC,-1.677000000000021,-1.6390000000001237,-0.9139999999999873,-1.1899999999998272,-1.0730000000000928,-1.16599999999994,-1.8690000000001419,-2.1200000000001182,-2.2059999999999036,-1.8290000000001783,-1.9090000000001055,-2.0909999999998945,-1.9360000000001492,-1.4829999999997199,-0.5929999999998472,0.0,0.0,0.0,0.0,0.0,0.0,-10.77099999999973,-11.686999999999898,-11.750999999999749,-11.509999999999764,-8.17599999999993,0.0,0.0,0.0,0.0,0.0,-0.5570000000006985,-0.8819999999996071,-0.7429999999994834,0.0,0.0,-0.6399999999994179,-0.7960000000002765,-0.9989999999997963,-1.1229999999995925,-1.6599999999998545,-1.9750000000003638,-4.4409999999998035,-4.953000000000429,-4.798999999999978,-4.993999999999687,-5.109999999999673,-5.164999999999964,-4.082999999999629,-2.1149999999997817
STR,-14.08400000000006,-8.094000000000051,-15.968000000000075,-17.739000000000033,-20.499000000000024,-8.473999999999933,-11.479000000000042,-13.105000000000018,-13.781999999999925,-16.6579999999999,-17.903999999999996,-18.86299999999983,-19.159999999999854,-19.016999999999825,-19.106000000000222,-17.726000000000113,-18.990999999999985,-18.915999999999713,-19.230999999999767,-20.128000000000156,-16.25,-8.724999999999909,-9.432999999999993,-10.612999999999829,-12.032999999999902,-15.13000000000011,-6.837999999999738,-3.2780000000002474,-5.3289999999997235,-5.902999999999338,-6.760000000000218,-7.065000000000509,-7.674999999999272,-8.631999999999607,-9.128999999999905,-9.925000000000182,-9.86999999999989,-10.623000000000502,-11.501000000000204,-12.435999999999694,-14.256999999999607,-15.123000000000502,-16.08100000000013,-17.230000000000473,-17.947000000000116,-18.91899999999987,-19.83099999999922,-21.02599999999984,-21.065999999999804,-20.070999999999913
SAR,-9.870999999999981,-5.076999999999998,-7.8599999999999,-5.6469999999999345,-5.854000000000042,-3.2719999999999345,-5.22400000000016,-5.899000000000115,-6.458999999999833,-7.1460000000001855,-8.269999999999982,-8.853999999999814,-9.788000000000011,-13.009999999999764,-20.31899999999996,-36.74800000000005,-38.585999999999785,-39.723999999999705,-41.31899999999996,-41.7170000000001,-37.69900000000007,-29.44900000000007,-29.802999999999884,-30.281999999999698,-31.259000000000015,-36.34999999999991,-10.695999999999913,-4.97400000000016,-7.932999999999993,-9.152000000000044,-10.681999999999789,-10.844000000000051,-12.085000000000036,-14.061999999999898,-14.587000000000444,-16.222999999999956,-17.6279999999997,-20.139000000000124,-22.50500000000011,-26.28899999999976,-29.063999999999396,-32.90900000000056,-35.57600000000002,-38.90400000000045,-41.60599999999977,-44.52399999999943,-47.04199999999946,-48.83300000000054,-50.513999999999214,-50.96299999999974
MAG,-11.051000000000045,-6.277000000000044,-11.525000000000091,-8.378999999999905,-9.018000000000029,-3.87299999999982,-6.40300000000002,-7.6400000000001,-9.049999999999955,-10.6550000000002,-12.695000000000164,-13.838999999999942,-14.871999999999844,-21.891000000000076,-38.52500000000009,-38.378999999999905,-40.072999999999865,-41.01399999999967,-42.37599999999975,-43.126000000000204,-39.62400000000025,-32.072999999999865,-33.333000000000084,-34.81700000000001,-36.32499999999982,-46.34999999999991,-14.132000000000062,-6.383000000000266,-8.407999999999447,-9.880999999999403,-11.411000000000058,-12.007000000000517,-13.027000000000044,-14.93499999999949,-15.70300000000043,-16.86200000000008,-18.187999999999192,-20.771999999999935,-22.9970000000003,-25.686999999999898,-28.221999999999753,-30.144000000000233,-32.07600000000002,-35.155000000000655,-37.88500000000022,-40.90699999999924,-43.24299999999948,-44.52000000000044,-45.04599999999937,-44.86399999999958
TSU,-19.557000000000016,-9.374000000000024,-17.663999999999987,-10.56899999999996,-11.243000000000166,-5.579999999999927,-8.65800000000013,-10.81899999999996,-12.711000000000013,-21.494000000000142,-41.91100000000006,-43.31899999999996,-44.48799999999983,-45.88000000000011,-46.26800000000003,-46.08199999999988,-48.116999999999734,-49.29399999999987,-51.60099999999966,-53.80400000000009,-58.67300000000023,-72.1289999999999,-74.78999999999996,-77.2529999999997,-78.98799999999983,-99.96099999999979,-50.236999999999625,-9.711999999999989,-13.372999999999593,-16.423999999999978,-19.884000000000015,-22.702000000000226,-25.979999999999563,-29.487999999999374,-32.664999999999964,-36.3119999999999,-37.85899999999947,-40.71600000000035,-43.46699999999964,-45.860999999999876,-47.94499999999971,-49.88799999999992,-51.850000000000364,-53.96600000000035,-55.686000000000604,-57.69599999999991,-91.24399999999969
ALB,-6.69399999999996,-4.509999999999991,-5.286000000000058,-4.230000000000018,-4.9090000000001055,-2.6019999999998618,-4.301000000000158,-4.841000000000122,-5.541999999999916,-6.1550000000002,-7.356000000000222,-7.8659999999999854,-8.840000000000146,-9.940000000000055,-10.978000000000065,-16.739000000000033,-35.8159999999998,-36.36999999999989,-37.685999999999694,-37.939000000000306,-33.2470000000003,-25.547999999999774,-25.83999999999969,-27.036999999999807,-27.95699999999988,-30.9079999999999,-7.80199999999968,-3.4470000000001164,-4.4399999999996,-5.076999999999316,-5.845999999999549,-6.338000000000648,-7.114999999999782,-8.248999999999796,-9.253000000000611,-11.182000000000698,-11.99199999999928,-13.680000000000291,-16.394000000000233,-21.567000000000007,-24.996000000000095,-27.502000000000407,-30.083999999999833,-33.60100000000057,-36.24200000000019,-38.6299999999992,-41.14899999999943,-42.7480000000005,-43.672999999999774,-43.39300000000003
