VER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2930000000005748,-15.925000000000182,-15.769999999999527,-15.523999999999432,-11.318000000000211,-18.652000000000044,-31.8070000000007,-18.212000000000444,-1.77599999999984,-0.19899999999961437,-1.2689999999993233,-1.5910000000003492,-1.6090000000003783,-1.931999999999789,-2.2349999999996726,-2.6270000000004075,-2.770999999999731,-3.036000000000058,-3.3519999999998618,-3.4669999999996435,-3.83600000000024,-4.108000000000175,-4.576999999999316,-5.01299999999992,-5.1030000000000655,-5.22899999999936,-5.649000000000342,-5.760000000000218,-5.963999999999942,-6.147999999999229,-6.369999999998981,-6.639999999999418,-7.0679999999993015,-7.518000000000029,-7.641999999999825
GAS,-9.019000000000233,-10.423999999999978,-11.076000000000022,-11.726999999999862,-13.083000000000084,-14.148000000000138,-15.544000000000324,-16.51000000000022,-17.173999999999978,-18.63800000000083,-19.88000000000011,-25.999000000000706,-40.884000000000015,-41.34100000000035,-41.52800000000025,-42.33300000000054,-42.94300000000021,-43.728000000000065,-44.23399999999947,-45.34299999999985,-46.107999999999265,-54.422999999999774,-44.98000000000047,-46.50799999999981,-48.02399999999943,-49.80799999999999,-46.70100000000002,-65.71900000000005,-61.486000000000786,-38.634000000000015,-30.19499999999971,-4.52599999999984,-7.9299999999993815,-9.841999999999643,-11.314000000000306,-13.058999999999287,-14.770000000000437,-16.625,-18.4399999999996,-20.003999999999905,-21.945999999999913,-23.233000000000175,-24.671000000000276,-26.34599999999955,-28.259000000000015,-31.247999999999593,-32.59199999999964,-34.085000000000036,-35.6279999999997,-36.89300000000003,-38.335000000000946,-39.73400000000038,-40.73899999999958,-41.74799999999959,-43.09400000000096,-44.10899999999856,-44.95399999999972
PER,-3.9440000000004147,-4.031999999999698,-4.416000000000167,-4.336999999999989,-4.820999999999913,-5.080000000000382,-5.360000000000127,-5.668999999999869,-5.869999999999891,-6.1820000000006985,-6.213000000000648,-6.871000000000095,-7.712999999999738,-8.627000000000407,-9.157000000000153,-9.582000000000335,-15.646999999999935,-29.173999999999978,-29.664999999999964,-30.203999999999724,-30.03099999999995,-29.97699999999986,-27.320999999999913,-27.252000000000407,-27.561999999999898,-27.417999999999665,-22.858000000000175,-37.85199999999986,-42.55799999999999,-25.136000000000422,-10.318000000000211,-1.3630000000002838,-3.7950000000000728,-4.694000000000415,-4.892000000000735,-5.9429999999993015,-7.42200000000048,-7.9520000000002256,-8.954999999999927,-10.378000000000611,-11.456000000000131,-11.628999999999905,-11.967999999999847,-12.29699999999957,-12.760999999999513,-13.090000000000146,-13.036000000000058,-13.449999999999818,-13.668999999999869,-14.17700000000059,-14.615999999999985,-14.902000000000044,-14.966999999998734,-14.868999999998778,-14.744000000000597,-14.997999999999593,-14.64600000000064
ALO,-8.68600000000015,-11.172000000000025,-12.038000000000011,-12.55600000000004,-13.740000000000236,-14.861000000000331,-16.571000000000367,-17.48400000000038,-18.201000000000022,-19.553000000000793,-21.251000000000204,-23.347000000000662,-24.875,-26.574999999999818,-28.118000000000393,-29.577000000000226,-30.91700000000037,-32.05200000000059,-33.43299999999999,-35.13299999999981,-36.464999999999236,-45.960000000000036,-44.63000000000011,-45.6220000000003,-46.81700000000001,-47.62299999999959,-44.085000000000036,-62.15599999999995,-56.87800000000061,-36.9970000000003,-28.572000000000116,-3.561999999999898,-7.3049999999993815,-9.083999999999833,-10.364000000000487,-11.541999999999462,-12.873999999999796,-13.96100000000024,-15.429000000000087,-16.689000000000306,-18.4970000000003,-19.336999999999534,-20.5,-21.583999999999833,-23.5679999999993,-25.807999999999993,-27.50500000000011,-29.41399999999976,-30.539999999999964,-31.38299999999981,-32.30000000000109,-32.940999999998894,-33.84699999999975,-34.30400000000009,-35.050999999999476,-36.141999999999825,-37.103000000000975
LEC,-1.3590000000003783,-1.5830000000000837,-1.7560000000003129,-2.02599999999984,-3.0010000000002037,-3.0019999999999527,-3.3850000000002183,-3.6599999999998545,-3.5230000000001382,-3.7340000000003783,-3.404000000000451,-3.430000000000291,-3.6279999999997017,-3.675000000000182,-3.556999999999789,-3.834000000000742,-3.981999999999971,-3.7890000000006694,-9.359999999999673,-23.24200000000019,-22.429000000000087,-22.16399999999976,-19.243000000000393,-19.182999999999993,-19.009000000000015,-18.74499999999989,-14.081000000000131,-20.942000000000007,-33.17200000000048,-20.427999999999884,-5.055000000000291,-0.4970000000002983,-2.126999999999498,-2.337000000000444,-2.3950000000004366,-3.1259999999992942,-3.893000000000029,-4.511999999999716,-4.881000000000313,-5.311000000000604,-5.597999999999956,-5.757999999999811,-6.324000000000524,-6.697999999999411,-7.007999999999811,-7.1929999999993015,-7.3969999999999345,-7.488999999999578,-7.630000000000109,-8.338999999999942,-8.481999999999971,-9.016999999999825,-9.220999999999549,-9.537000000000262,-9.837999999999738,-9.881999999999607,-9.935999999999694
STR,-7.666000000000167,-9.098999999999705,-10.176000000000386,-10.737999999999829,-12.409999999999854,-13.388000000000375,-14.557000000000244,-15.48700000000008,-16.297999999999774,-17.548999999999978,-24.251000000000204,-41.28700000000026,-42.09400000000005,-42.537999999999556,-43.210000000000036,-44.319000000000415,-44.8720000000003,-45.71100000000024,-46.677999999999884,-47.96399999999994,-48.76499999999942,-58.72599999999966,-47.63799999999992,-49.02100000000064,-50.27899999999954,-51.32099999999991,-48.46100000000024,-73.01299999999992,-76.92600000000039,-46.6869999999999,-40.33100000000013,-8.188000000000102,-10.063999999999396,-12.333999999999833,-13.893000000000029,-16.113999999999578,-18.1850000000004,-19.840000000000146,-21.567000000000007,-24.73400000000038,-25.835000000000036,-27.078999999999724,-28.97100000000046,-30.3149999999996,-32.08299999999963,-33.18199999999979,-34.20100000000002,-36.001000000000204,-37.16600000000017,-37.93000000000029,-40.800999999999476,-42.76299999999901,-43.48499999999876,-43.95099999999911,-44.603000000000975,-45.15599999999904,-45.16899999999987
SAR,-9.982000000000426,-12.255999999999858,-13.765000000000327,-14.56399999999985,-15.563000000000102,-17.088999999999942,-18.835000000000036,-20.47099999999955,-21.457000000000335,-22.772000000000844,-28.663000000000466,-44.41400000000067,-44.990999999999985,-45.76500000000033,-46.409999999999854,-47.68299999999999,-48.48000000000047,-49.13799999999992,-50.011999999999716,-51.197000000000116,-52.07600000000002,-62.761999999999716,-50.33100000000013,-51.561000000000604,-52.909999999999854,-54.46900000000005,-51.302999999999884,28.496000000000095
MAG,-10.58600000000024,-14.360999999999876,-16.50400000000036,-17.460000000000036,-18.847000000000207,-19.764000000000124,-21.53500000000031,-23.889000000000124,-25.17700000000059,-27.028000000000247,-28.679000000000087,-30.19500000000062,-31.670999999999367,-32.97099999999955,-34.0590000000002,-35.4350000000004,-36.655000000000655,-37.66900000000078,-39.1279999999997,-40.71900000000005,-41.91100000000006,-53.47199999999975,-51.610999999999876,-52.30400000000009,-53.03200000000015,-54.7470000000003,-51.405000000000655,-105.48599999999988,-117.38500000000022,-82.63900000000012,-65.4989999999998,-23.940999999999804,-24.557999999999993,-25.498999999999796,-26.101000000000568,-27.173999999999978,-28.085000000000036,-29.024999999999636,-30.15099999999984,-31.39100000000053,-32.667999999999665,-33.6279999999997,-34.64900000000034,-35.7559999999994,-36.96699999999964,-38.68299999999999,-40.248999999999796,-41.49799999999959,-42.664999999999964,-43.83300000000054,-45.185999999999694,-47.0669999999991,-48.51999999999862,-49.998999999999796,-51.379000000000815,-53.11999999999898,-54.67900000000009
TSU,-6.717000000000098,-7.960999999999785,-9.101000000000113,-9.489000000000033,-11.922000000000025,-12.885000000000218,-13.672000000000025,-14.855999999999767,-15.684000000000196,-17.33300000000054,-18.64800000000014,-20.1820000000007,-21.74199999999928,-22.798999999999978,-23.328999999999724,-24.26300000000083,-25.27900000000045,-26.002000000000407,-26.71599999999944,-27.63299999999981,-28.417999999999665,-29.22699999999986,-26.40400000000045,-28.35400000000027,-29.177999999999884,-29.60199999999986,-25.99000000000069,-41.61800000000039,-46.457000000000335,-29.807999999999993,-15.057999999999993,-1.969000000000051,-4.938999999999396,-6.881999999999607,-7.8090000000001965,-9.063999999999396,-9.89599999999973,-10.485999999999876,-11.497999999999593,-13.074000000000524,-14.192000000000007,-14.795000000000073,-15.63799999999992,-16.372999999999593,-17.381999999999607,-18.05499999999938,-18.63799999999992,-19.51299999999992,-20.5,-21.225000000000364,-22.215000000000146,-22.994000000000597,-23.69800000000032,-24.31500000000051,-25.016999999999825,-25.79899999999907,-26.181000000000495
ALB,-9.620000000000346,-11.45199999999977,-12.624000000000251,-13.009000000000015,-14.34900000000016,-15.670000000000073,-17.25,-18.39300000000003,-19.353000000000065,-25.687000000000808,-40.09900000000016,-41.42100000000028,-42.78199999999924,-43.792999999999665,-44.43299999999999,-45.86200000000008,-46.625,-47.29500000000007,-48.297999999999774,-49.35199999999986,-50.03299999999945,-60.79199999999946,-48.74300000000039,-50.2480000000005,-51.22400000000016,-52.04199999999946,-49.10100000000057,-70.28499999999985,-64.03400000000056,-39.03899999999976,-32.610999999999876,-5.4210000000002765,-8.18499999999949,-10.393000000000029,-11.856999999999971,-13.880999999999403,-15.860999999999876,-17.72400000000016,-20.03099999999995,-21.574000000000524,-24.157000000000153,-25.764000000000124,-27.378999999999905,-28.97699999999986,-30.47399999999925,-31.922999999999774,-33.159999999999854,-34.576999999999316,-36.04600000000028,-37.574000000000524,-40.63600000000042,-44.43000000000029,-59.876000000000204,-75.49799999999959,-75.36700000000019,-76.38999999999942,-76.08699999999953
