VER,0.0,-2.592000000000553,-0.9950000000008004,-1.3649999999997817,-1.2309999999997672,-1.1739999999999782,-1.018000000000029,-0.73700000000008,-0.7680000000000291,0.0,0.0,0.0,-22.722999999999956,-23.560999999999694,-24.92200000000048,-26.387000000000626,-28.052999999999884,-29.860000000000582,-31.881999999999607,-33.95300000000134,-34.54199999999946,-36.572000000000116,-37.57500000000073,-63.54999999999927,-66.45399999999972,-66.71300000000156,-68.93799999999828,-71.15499999999884,-73.11700000000019,-75.0640000000003,-76.55899999999929,-78.89500000000044,-81.14199999999983,-65.04199999999946,-67.33599999999933,-70.5679999999993,-72.97799999999916,-75.15799999999945,-96.42399999999907,-74.42199999999866,-11.0099999999984,-3.595999999999549,-5.6229999999995925,-7.16399999999885,-8.083999999998923,-9.183999999999287,-10.45299999999952,-11.769000000000233,-13.416000000001077,-15.326000000000931,-16.710000000000946,-18.765000000001237
GAS,-27.376000000000204,-26.0,-5.199000000000524,-7.6159999999999854,-10.569000000000415,-12.305999999999585,-14.029999999999745,-15.8100000000004,-17.761999999999716,-19.75799999999981,-28.36200000000008,-29.467999999999847,-31.519999999999527,-33.388999999999214,-35.61499999999978,-37.59300000000076,-62.46399999999994,-63.91200000000026,-65.67599999999948,-68.01800000000003,-68.90899999999965,-70.83500000000095,-72.35200000000077,-74.05999999999949,-76.67699999999968,-76.77000000000044
PER,-12.014999999999873,-5.839000000000851,-3.3120000000008076,-5.35399999999936,-7.128999999999905,-36.972999999999956,-36.51000000000022,-36.21299999999974,-36.0,-35.14100000000053,-35.1869999999999,-34.33100000000013,-35.70899999999983,-35.99699999999939,-36.844999999999345,-37.59600000000137,-37.92499999999927,-38.57500000000073,-39.98099999999977,-41.240999999999985,-40.15799999999945,-40.46600000000035,-40.36700000000019,-40.449000000000524,-41.04899999999907,-39.533000000001266,-40.03599999999824,-40.61800000000039,-41.19000000000051,-41.573999999998705,-41.552999999999884,-42.36000000000058,-43.029999999998836,-25.447000000000116,-25.978000000000975,-26.60899999999856,-27.396999999999025,-28.808999999999287,-34.53799999999865,-10.390999999999622,-3.9069999999992433,-1.1520000000000437,-1.7489999999997963,-3.0270000000000437,-4.018999999998414,-4.068999999999505,-3.690999999998894,-3.7369999999991705,-3.4170000000012806,-3.378000000000611,-3.8800000000010186,-3.7450000000008004
ALO,-8.971000000000004,-20.09600000000046,-5.485000000000582,-8.47399999999925,-9.914999999999964,-11.265999999999622,-12.332999999999629,-13.577000000000226,-14.801000000000386,-15.268000000000029,-16.344999999999345,-16.08299999999963,-16.867999999999483,-17.3799999999992,-18.298000000000684,-19.042999999999665,-19.96599999999853,-20.655000000000655,-21.76800000000003,-23.07600000000093,-22.75799999999981,-23.809000000001106,-24.673000000000684,-25.90099999999984,-27.475000000000364,-27.306000000000495,-28.696999999998297,-30.112999999999374,-31.662000000000262,-32.96899999999914,-34.1190000000006,-35.90300000000025,-37.39799999999923,-41.92100000000028,-42.89099999999962,-43.727999999999156,-44.347999999999956,-45.70800000000054,-58.28199999999924,-35.922999999998865,-5.816999999999098,-1.706000000000131,-2.716999999998734,-4.0460000000002765,-4.638999999999214,-6.063000000000102,-6.356999999999971,-7.944999999999709,-8.601000000000568,-9.16700000000128,-9.451000000000931,-9.619000000000597
LEC,-5.7970000000000255,-4.417000000000371,-1.7620000000006257,-2.9749999999994543,-3.0090000000000146,-2.895999999999731,-2.681999999999789,-2.5979999999999563,-2.532000000000153,-2.09900000000016,-2.149999999999636,-1.2419999999992797,-0.9549999999999272,-0.8559999999997672,-0.6329999999998108,-0.6930000000011205,-0.8239999999987049,-1.0210000000006403,-0.8040000000000873,-1.0510000000012951,0.0,0.0,0.0,0.0,0.0,-19.96600000000035,-19.580999999998312,-19.336999999999534,-19.197000000000116,-19.058999999999287,-18.70800000000054,-18.46600000000035,-18.185999999999694,0.0,0.0,0.0,0.0,0.0,-0.2889999999988504,0.0,0.0,0.0,-1.3220000000001164,-2.4020000000000437,-4.274999999999636,-4.880999999999403,-5.613999999999578,-7.506999999999607,-7.914000000000669,-8.520000000000437,-8.816000000000713,-8.572000000000116
STR,-34.572999999999865,-44.6190000000006,-8.65100000000075,-13.402999999999338,-16.064000000000306,-18.22899999999936,-19.97699999999986,-21.88500000000022,-24.342000000000553,-25.85400000000027,-28.98999999999978,-30.289999999999964,-32.26299999999992,-34.17900000000009,-35.737999999999374,-60.45000000000073,-63.06999999999971,-64.73699999999917,-66.45800000000054,-68.86200000000099,-69.43399999999929,-71.48199999999997,-73.06999999999971,-74.73300000000017,-77.375,-78.03700000000026,-80.16399999999885,-82.42499999999927,-84.11599999999999,-85.94800000000032,-87.28800000000047,-90.32500000000073,-92.32099999999991,-75.79199999999946,-77.76599999999962,-79.86199999999917,-81.97099999999955,-90.16400000000067,-114.04199999999946,-74.02499999999964,-29.833999999998923,-5.439000000000306,-8.70799999999872,-11.670000000000073,-13.667999999999665,-15.712999999999738,-17.89300000000003,-19.838999999999942,-22.64600000000064,-24.317000000000917,-25.259000000000015,-26.11200000000099
MAG,-29.352000000000317,-34.212000000000444,-8.067000000000007,-12.41399999999976,-14.725999999999658,-16.678999999999178,-18.0029999999997,-19.881999999999607,-21.75,-23.037000000000262,-24.925999999999476,-25.646999999999935,-27.558999999999287,-29.266999999999825,-32.41400000000067,-33.92900000000009,-36.448999999998705,-39.152000000000044,-41.173000000000684,-43.68500000000131,-44.25699999999961,-45.710000000000946,-67.79399999999987,-69.3169999999991,-71.01399999999921,-70.50700000000143,-72.18999999999869,-74.28499999999985,-76.98099999999977,-79.44599999999991,-81.1319999999996,-84.26800000000003,-86.17099999999846,-70.29899999999907,-72.76599999999962,-75.00799999999981,-76.92000000000007,-82.51400000000103,-108.60999999999876,-68.33899999999994,-9.890999999999622,-3.32300000000032,-7.502999999998792,-10.381999999999607,-12.573999999998705,-14.459000000000742,-16.62199999999939,-18.680999999998676,-20.17699999999968,-22.15900000000147,-23.512000000000626,-24.647000000000844
TSU,-73.9390000000003,-29.228000000000065,-5.805000000000291,-9.1899999999996,-11.311999999999898,-13.198999999999614,-14.85400000000027,-16.53099999999995,-18.721999999999753,-20.083999999999833,-31.876999999999498,-33.36999999999989,-36.537999999999556,-39.222999999999956,-41.98500000000058,-44.527000000000044,-47.198999999998705,-49.21700000000055,-80.70399999999972,-84.13700000000063,-85.29999999999927,-88.21700000000055,-90.53600000000006,-95.47899999999936,-98.8189999999995,-100.07900000000154,-103.13899999999921,-106.41899999999987,-109.59699999999975,-115.4439999999995,-118.27299999999923,-121.89900000000125,-124.83899999999994,-109.64899999999943,-112.67200000000048,-115.58699999999953,-118.72400000000016,-137.91899999999987,-178.8769999999986,-152.1880000000001,-78.89099999999962,-11.840000000000146,-14.457000000000335,-18.634000000000015,-21.906999999999243,-24.63500000000022,-27.451999999999316,-30.148999999999432,-32.90400000000045,-35.95400000000154,-38.3119999999999,-40.875
ALB,0.0
ZHO,0.0
