RUS,-2.3510000000001128,-2.992999999999938,-3.576999999999771,-4.141000000000076,-4.329000000000178,-5.124000000000251,-5.585999999999785,-5.9099999999998545,-5.938000000000102,-6.605000000000018,-7.323999999999614,-7.947000000000116,-8.313000000000102,-9.045999999999367,-9.489000000000487,-9.91399999999976,-10.391999999999825,-10.324999999999818,-10.378999999999905,-10.36199999999917,-10.70300000000043,-14.231000000000677,-26.320999999999913,-10.733000000000175,-8.516000000000531,-9.04700000000048,-9.460000000000036,-9.963999999999942,-10.425000000000182,-10.943999999999505,-11.184000000000196,-11.827000000000226,-12.465000000000146,-13.243000000000393,-13.808999999999287,-14.5,-14.886000000000422,-15.38300000000072,-15.84899999999925,-16.39300000000003,-16.446000000000822,-16.61499999999978,-16.49499999999989,-17.40099999999984,-18.453999999999724,-23.853000000000065,-39.33899999999994,-38.14300000000003,-36.88799999999992,-35.49200000000019,-31.39099999999962,-9.686999999999898,-10.786999999999352,-12.36999999999989,-13.05200000000059,-14.139999999999418,-15.22900000000027,-16.048000000000684,-15.362999999999374,-16.02900000000045,-15.636999999999716,-16.15900000000056,-15.78899999999976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PIA,-4.900000000000091,-5.502999999999702,-6.389000000000124,-7.2960000000002765,-7.898000000000138,-8.906000000000404,-9.779999999999745,-10.799999999999727,-11.223999999999705,-11.996999999999844,-12.828999999999724,-13.470000000000255,-13.8149999999996,-14.531999999999243,-15.168999999999869,-15.695999999999913,-16.25,-16.462999999999738,-16.701000000000022,-16.893999999999323,-17.454000000000633,-17.27100000000064,-13.815999999999804,0.0,-2.334000000000742,-19.904999999999745,-20.748999999999796,-21.443999999999505,-21.733000000000175,-22.49499999999989,-22.792999999999665,-22.98400000000038,-23.045000000000073,-23.341999999999643,-23.62199999999939,-24.01299999999992,-24.069000000000415,-24.327000000000226,-24.638999999999214,-25.070999999999913,-24.686000000000604,-25.30999999999949,-25.177999999999884,-25.916000000000167,-26.184000000000196,-26.45800000000054,-26.823999999999614,-27.04200000000037,-27.159999999999854,-26.939000000000306,-26.984999999999673,-20.751999999999498,-21.06800000000021,-21.292999999999665,-20.91700000000037,-20.990999999999985,-21.064000000000306,-21.322000000000116,-20.302999999999884,-20.520000000000437,-20.003999999999905,-20.110000000000582,-19.684000000000196,-2.918999999999869,-2.780999999999949,-2.881000000000313,-3.061000000000604,-2.657000000000153,-2.0690000000013242,-2.4310000000004948,-1.9060000000008586
SAI,-3.405999999999949,-4.186999999999898,-5.157999999999902,-5.798999999999978,-6.195000000000164,-6.637000000000171,-7.639000000000124,-8.444999999999709,-8.567999999999756,-8.915999999999713,-9.192999999999302,-9.695999999999913,-10.050000000000182,-10.699999999999818,-11.244000000000597,-11.748999999999796,-12.47400000000016,-12.600999999999658,-12.925000000000182,-13.088999999999942,-13.596000000000458,-16.926000000000386,-29.03099999999995,-13.891000000000531,-11.77100000000064,-12.399000000000342,-13.186999999999898,-13.664999999999964,-14.186999999999898,-14.853000000000065,-15.265000000000327,-15.932999999999993,-16.618999999999687,-17.298999999999978,-17.849999999999454,-18.416000000000167,-18.772000000000844,-19.66900000000078,-20.2529999999997,-20.78399999999965,-20.399000000000342,-20.67699999999968,-20.58600000000024,-21.320999999999913,-22.052999999999884,-22.853000000000065,-27.006000000000313,-42.98900000000049,-42.000999999999294,-40.61999999999989,-36.17199999999957,-14.685999999999694,-15.894999999999527,-16.652000000000044,-16.903000000000247,-17.561999999999898,-18.300000000000182,-19.038000000000466,-18.583999999999833,-18.91899999999987,-18.83599999999933,-19.265000000000327,-18.899999999999636,-2.2070000000003347,-3.5600000000004,-4.006000000000313,-4.314000000000306,-5.050000000000182,-5.045000000000073,-5.119000000000597,-4.533000000001266
HAM,-2.7899999999999636,-3.382000000000062,-4.248000000000047,-4.966000000000349,-5.436999999999898,-7.236000000000331,-8.213999999999942,-9.092999999999847,-9.473999999999705,-9.875,-10.529999999999745,-11.25500000000011,-11.653999999999542,-12.445999999999913,-13.082000000000335,-13.640000000000327,-14.273000000000138,-14.425999999999476,-15.063000000000102,-15.38299999999981,-19.813000000000102,-35.177999999999884,-30.63000000000011,-15.775000000000546,-14.023000000000138,-14.890999999999622,-15.694000000000415,-16.260999999999513,-16.735999999999876,-17.442000000000007,-18.134000000000015,-19.123999999999796,-19.88000000000011,-20.52599999999984,-21.133999999999105,-21.89800000000014,-22.257000000000517,-22.791000000000167,-23.170999999999367,-23.574999999999818,-23.45800000000054,-23.77599999999984,-23.673999999999978,-24.52599999999984,-25.054000000000087,-25.626000000000204,-26.251000000000204,-27.83300000000054,-28.208999999999833,-28.412000000000262,-25.779999999999745,-5.52599999999984,-12.092999999999847,-36.154999999999745,-36.905000000000655,-38.373999999999796,-39.44300000000021,-40.164999999999964,-39.310999999999694,-39.72200000000066,-39.28099999999995,-39.858000000000175,-39.08299999999963,-22.350000000000364,-26.57800000000043,-20.75800000000072,-20.998000000000502,-21.212999999999738,-21.90400000000045,-22.92200000000048,-23.142000000001644
VER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.243000000000393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.289999999999964,-34.70899999999983,-31.496000000000095,-33.835000000000036,-31.90899999999965,-30.483000000000175,-28.927999999999884,-27.25300000000061
HUL,-6.369999999999891,-6.648999999999887,-7.40099999999984,-8.456000000000131,-9.476999999999862,-10.317000000000007,-11.778999999999996,-13.125,-14.217000000000098,-15.360000000000127,-19.90899999999965,-38.59900000000016,-38.1880000000001,-38.732999999999265,-38.822000000000116,-39.17100000000028,-39.59900000000016,-39.89899999999943,-39.61400000000049,-39.26499999999942,-39.38600000000042,-39.37800000000061,-36.21700000000055,-22.25500000000011,-21.459000000000742,-23.145000000000437,-25.92699999999968,-27.751000000000204,-29.786000000000058,-31.760999999999513,-33.78200000000015,-35.90300000000025,-38.136999999999716,-40.48000000000047,-42.300999999999476,-44.21700000000055,-45.89100000000053,-47.556000000000495,-52.18199999999979,-69.83299999999963,-71.48300000000017,-71.59999999999945,-71.1880000000001,-71.15899999999965,-71.07399999999961,-71.28600000000006,-71.10199999999986,-71.23400000000038,-71.53899999999976,-71.40400000000045,-67.75900000000001,-46.57799999999952,-48.67199999999957,-50.60599999999977,-51.970000000000255,-54.11899999999969,-56.09300000000076,-57.613000000000284,-57.90599999999995,-59.400000000000546,-60.0659999999998,-61.20400000000063,-61.66399999999976,-46.12800000000061,-59.746000000000095,-48.34600000000046,-50.07000000000062,-50.99200000000019,-51.58600000000115,-52.64800000000105,-54.08800000000156
PER,-4.175000000000182,-4.85799999999972,-5.7199999999998,-6.608000000000175,-7.242000000000189,-8.22400000000016,-10.485000000000127,-11.879999999999654,-12.807999999999993,-13.817999999999756,-14.832999999999629,-16.01299999999992,-16.640000000000327,-17.399999999999636,-18.170000000000073,-19.153000000000247,-20.037000000000262,-20.349999999999454,-20.77900000000045,-21.232999999999265,-26.21600000000035,-42.59100000000035,-38.72900000000027,-24.07000000000062,-22.820999999999913,-23.962000000000444,-25.036000000000058,-26.425999999999476,-27.475999999999658,-28.50799999999981,-29.578999999999724,-30.730999999999767,-31.846999999999753,-33.373999999999796,-34.30199999999968,-35.39600000000064,-36.63100000000031,-37.84400000000005,-39.04199999999946,-39.82899999999972,-39.853000000000065,-40.39599999999973,-40.409999999999854,-41.32600000000002,-42.3149999999996,-43.5600000000004,-44.33299999999963,-45.71300000000065,-46.88000000000011,-47.59600000000046,-49.998999999999796,-52.274999999999636,-53.219999999999345,-54.65099999999984,-55.525000000000546,-56.59599999999955,-57.80799999999999,-58.77600000000075,-58.74399999999969,-60.02300000000014,-60.76299999999992,-61.69200000000001,-62.15099999999984,-46.77100000000064,-61.189000000000306,-48.84100000000035,-50.56600000000071,-51.637000000000626,-52.29000000000087,-52.887000000000626,-54.67200000000048
MAG,-6.77599999999984,-8.021999999999935,-9.215999999999894,-10.356999999999971,-11.271999999999935,-12.247000000000298,-13.518999999999778,-14.821999999999662,-15.815000000000055,-20.436999999999898,-37.305999999999585,-38.06700000000001,-39.077000000000226,-39.36399999999958,-39.551000000000386,-40.00500000000011,-40.266999999999825,-40.69699999999921,-40.7470000000003,-40.305999999999585,-40.47900000000027,-40.835000000000036,-38.01800000000003,-25.248000000000502,-24.9320000000007,-27.192000000000007,-29.532000000000153,-31.85400000000027,-34.194000000000415,-36.289999999999964,-38.22199999999975,-40.3100000000004,-42.39800000000014,-44.746000000000095,-46.61999999999989,-48.75600000000031,-50.45100000000002,-55.6190000000006,-72.60499999999956,-73.2539999999999,-72.89500000000044,-72.88699999999972,-72.25900000000001,-72.19899999999961,-71.97499999999945,-72.05200000000059,-72.27300000000014,-72.61999999999989,-72.77499999999964,-72.66800000000057,-69.65599999999995,-48.85699999999997,-50.98099999999977,-53.09699999999975,-54.62700000000041,-57.65599999999995,-59.45900000000074,-61.28600000000006,-61.96900000000005,-63.6840000000002,-64.95699999999943,-66.57700000000023,-67.23999999999978,-51.77900000000045,-67.77800000000025,-53.516999999999825,-55.28100000000086,-56.58100000000013,-57.641999999999825,-59.159999999999854,-60.35500000000138
RIC,-7.45699999999988,-9.16399999999976,-10.66800000000012,-11.960000000000036,-12.98700000000008,-13.853000000000065,-15.030999999999949,-16.4079999999999,-17.259000000000015,-21.567000000000007,-39.01799999999912,-39.77599999999984,-40.26900000000023,-41.068999999999505,-41.418000000000575,-42.09400000000005,-42.48900000000049,-42.78299999999945,-43.33399999999983,-43.16099999999915,-43.23100000000068,-43.92200000000048,-40.637000000000626,-26.95300000000043,-26.56500000000051,-28.721999999999753,-30.95300000000043,-33.11399999999958,-35.430999999999585,-37.6220000000003,-39.59299999999985,-41.94599999999991,-44.123999999999796,-46.54600000000028,-48.59699999999975,-50.7470000000003,-55.9320000000007,-73.0560000000005,-73.58599999999933,-74.22500000000036,-73.84100000000035,-73.80699999999979,-73.64600000000064,-74.10999999999967,-74.58899999999994,-75.22400000000016,-75.23899999999958,-75.52500000000055,-75.40799999999945,-75.1880000000001,-72.3759999999993,-51.72999999999956,-54.85399999999936,-56.9340000000002,-58.59600000000046,-60.53299999999945,-62.17399999999998,-63.90100000000075,-64.16199999999935,-65.34400000000005,-66.26999999999953,-67.78999999999996,-68.65400000000045,-53.51500000000033,-69.96500000000015,-54.71600000000035,-56.4320000000007,-57.439000000000306,-58.48400000000038,-59.98199999999997,-61.16900000000169
GAS,-7.0590000000001965,-8.503999999999905,-9.836999999999989,-10.97900000000027,-11.985000000000127,-12.885000000000218,-14.177999999999884,-15.52599999999984,-16.434999999999945,-17.971000000000004,-19.34899999999925,-20.792999999999665,-21.542999999999665,-22.756999999999607,-23.81800000000021,-25.240999999999985,-26.6279999999997,-27.712999999999738,-28.670000000000073,-32.930999999999585,-49.61400000000049,-49.277000000000044,-45.672999999999774,-31.439000000000306,-30.155000000000655,-31.811999999999898,-33.70399999999972,-35.34599999999955,-37.37700000000041,-39.251000000000204,-41.34400000000005,-43.69599999999991,-46.05500000000029,-48.483000000000175,-51.448999999999614,-53.16400000000067,-54.6850000000004,-55.94100000000071,-57.46099999999933,-59.060999999999694,-59.91200000000026,-64.64199999999983,-80.83899999999994,-79.97299999999996,-79.23300000000017,-79.02100000000064,-78.69999999999982,-78.90500000000065,-78.92799999999988,-78.7490000000007,-75.48300000000017,-54.20399999999972,-55.99799999999959,-58.029999999999745,-59.44800000000032,-61.26299999999992,-62.77600000000075,-64.53200000000015,-64.80799999999999,-66.00300000000061,-67.21299999999974,-68.8740000000007,-69.95499999999993,-54.44200000000001,-70.77800000000025,-55.64300000000003,-57.1850000000004,-58.08599999999933,-59.277000000000044,-60.80899999999929,-61.76600000000144
