VER,-8.355000000000018,-1.5629999999996471,-6.6349999999997635,-5.670999999999367,-3.9200000000000728,-2.9530000000004293,-3.868999999999687,-4.101999999999862,-4.029000000000451,-2.342000000000553,-4.007000000000517,-2.673999999999978,-3.7239999999992506,-0.9790000000002692,-2.7159999999994398,-2.378000000000611,-2.0559999999995853,-2.0950000000002547,-1.8980000000001382
GAS,-19.452999999999975,-3.9849999999996726,-13.695999999999913,-12.893999999999323,-12.061999999999898,-5.311999999999898,-7.470999999999549,-8.954999999999927,-10.952000000000226,-12.166000000000167,-15.657000000000153,-12.21100000000024,-12.107999999999265,-3.244999999999891,-6.375999999999294,-8.86200000000008,-13.457999999999629,-18.342999999999847,-21.78399999999965
PER,-18.125,-3.8399999999996908,-15.177999999999884,-14.032999999999447,-12.918000000000575,-5.905999999999949,-7.836999999999534,-9.25,-9.25500000000011,-9.753000000000611,73.47399999999925
ALO,-13.650000000000091,-2.2219999999997526,-10.769999999999982,-9.431999999999789,-9.010000000000218,-4.1840000000001965,-5.5479999999997744,-6.386999999999716,-7.094000000000051,-7.4950000000008,-11.270000000000437,-8.212999999999738,-8.929000000000087,-2.4909999999999854,-5.7039999999997235,-8.13799999999992,-12.189000000000306,-17.154999999999745,-21.185999999999694
LEC,-6.5090000000000146,-1.1669999999999163,-5.02599999999984,-4.13799999999992,-2.925000000000182,-2.4760000000005675,-3.2020000000002256,-3.7160000000003492,-5.282000000000153,-5.7390000000004875,-10.374000000000706,-6.484999999999673,-7.984999999999673,-1.7570000000005166,-4.1799999999993815,-6.886000000000422,-11.529999999999745,-15.536000000000058,-19.842999999999847
STR,-24.510999999999967,-5.339999999999691,-18.143999999999778,-16.493999999999687,-17.52599999999984,-6.503000000000611,-9.722999999999956,-11.518000000000029,-12.931000000000495,-14.00500000000011,-22.144000000000233,-20.087999999999738,-18.14099999999962,-4.902000000000044,-9.070999999999913,-12.981999999999971,-16.591999999999643,-20.574999999999818,-24.509000000000015
SAR,-32.65700000000015,-6.618999999999687,32.858999999999924
MAG,-29.425000000000182,-6.0349999999998545,-22.074999999999818,-20.39099999999962,-22.032000000000153,-8.449000000000524,-12.210000000000036,-14.425000000000182,-16.289999999999964,-17.735000000000582,-24.697000000000116,-22.738000000000284,-20.761999999999716,-5.735000000000582,-10.082999999999629,-13.875,-17.509000000000015,-21.380999999999403,-24.95600000000013
TSU,-35.69300000000021,-7.457999999999629,-25.02099999999973,-23.54699999999957,-24.938000000000102,-9.142000000000735,-12.845000000000255,-15.782000000000153,-17.895000000000437,-18.287000000000262,-23.392000000000735,-16.805999999999585,-16.81999999999971,-4.570999999999913,-8.50799999999981,-12.123999999999796,-15.578999999999724,-19.453999999999724,-22.90899999999965
ALB,-31.353000000000065,-6.320999999999913,-23.43600000000015,-21.381999999999607,-23.202000000000226,-9.03400000000056,-13.265000000000327,-16.185999999999694,-16.670000000000073,-16.15600000000086,-20.78100000000086,-14.78399999999965,-14.82299999999941,-4.018000000000029,-7.737999999999374,-10.17200000000048,-13.454999999999927,-17.42199999999957,-19.845000000000255
