VER,0.0,-0.6990000000000691,-0.5369999999998072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.03399999999965,-17.74499999999989,-16.748999999999796,-14.658000000000357,-13.51299999999992,-11.929000000000087,-10.829999999999927,-9.402000000000044,-3.4399999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NOR,-0.2709999999997308,0.0,0.0,-1.0199999999999818,-1.669999999999618,-1.9809999999997672,-2.2089999999998327,-2.587999999999738,-2.963999999999942,-3.2919999999994616,-3.58600000000024,-3.8659999999999854,-3.9049999999997453,-4.295999999999367,-4.278000000000247,-4.3659999999999854,-4.707999999999629,-5.170000000000073,-5.621000000000095,-5.813000000000102,-5.892000000000735,-6.123999999999796,-6.234000000000378,-6.3840000000000146,-6.496000000000095,-6.399999999999636,-6.220000000000255,-6.2609999999995125,-6.207000000000335,-5.917999999999665,-6.166000000000167,-6.05199999999968,-5.764000000000124,-5.522999999999229,-5.518999999999323,-5.458000000000538,-0.5060000000003129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.210000000000036,-19.93199999999979,-19.75800000000072,-19.583999999999833,-19.150000000000546,-19.40599999999995,-19.207000000000335
PIA,-0.8329999999996289,-2.431999999999789,-3.875,-4.643000000000029,-5.413000000000011,-5.515999999999622,-5.94399999999996,-6.753999999999905,-7.337999999999738,-7.71100000000024,-8.542000000000371,-9.014000000000124,-9.358000000000175,-9.902000000000044,-10.210000000000036,-10.346000000000458,-10.791999999999462,-11.323999999999614,-11.845000000000255,-12.213000000000648,-12.25,-12.400000000000546,-12.574999999999818,-12.502000000000407,-12.80199999999968,-12.912000000000262,-12.693000000000211,-12.506999999999607,-12.39599999999973,-12.38799999999992,-12.26299999999992,-11.948999999999614,-12.277000000000044,-12.15099999999984,-12.087999999999738,-11.621000000000095,-6.6140000000004875,-5.856999999999971,-5.568000000000211,-5.243000000000393,-4.413000000000466,-4.242000000000189,-3.706999999999425,-3.7229999999999563,-7.550999999999476,-21.665999999999258,-18.13500000000022,-18.60199999999986,-20.75800000000072,-20.96900000000005,-20.697000000000116,-21.079999999999927,-21.350999999999658
LEC,-1.1209999999996398,-2.1390000000001237,-3.4299999999998363,-4.155999999999949,-5.0090000000000146,-6.290999999999713,-6.954999999999927,-7.856999999999971,-8.807999999999993,-9.859999999999673,-10.829999999999927,-11.708999999999833,-12.13799999999992,-12.656999999999243,-13.215000000000146,-13.809000000000196,-14.588999999999942,-15.310999999999694,-15.963999999999942,-16.597000000000662,-17.17200000000048,-17.752000000000407,-18.1220000000003,-18.56800000000021,-18.708999999999833,-19.14599999999973,-19.111000000000786,-19.172999999999774,-19.097999999999956,-19.141999999999825,-19.057999999999993,-19.14300000000003,-23.21900000000005,-43.396999999999935,-42.91600000000017,-42.57800000000043,-37.52000000000044,-36.32999999999993,-36.06999999999971,-35.7470000000003,-34.57000000000062,-34.01500000000033,-32.92900000000009,-32.27899999999954,-31.171000000000276,-25.85899999999947,-22.929000000000087,-23.198999999999614,-24.090000000000146,-24.368000000000393,-24.520000000000437,-25.42999999999938,-25.623999999999796
RUS,-1.7479999999995925,-2.8969999999999345,-4.56899999999996,-5.282999999999902,-6.03899999999976,-6.919999999999618,-7.549999999999727,-8.291000000000167,-9.25799999999981,-10.516999999999825,-11.574999999999818,-12.390999999999622,-12.706000000000131,-13.519999999999527,-14.280000000000655,-15.154999999999745,-16.050999999999476,-16.979999999999563,-17.89800000000014,-18.628999999999905,-19.142000000000735,-19.88799999999992,-20.7470000000003,-21.56800000000021,-22.362999999999374,-23.40599999999995,-28.369000000000597,-49.500999999999294,-49.110999999999876,-48.78399999999965,-48.50200000000041,-48.3130000000001,-47.84299999999985,-47.537999999999556,-47.73399999999947,-47.28300000000036,-42.413000000000466,-41.52800000000025,-41.177999999999884,-40.66899999999987,-39.228000000000065,-38.55000000000018,-37.63000000000011,-37.289999999999964,-36.3090000000002,-30.943999999999505,-27.980999999999767,-29.161000000000058,-29.798000000000684,-30.461999999999534,-31.024000000000342,-32.09299999999985,-32.88100000000031
HAM,-3.330999999999676,-4.6729999999997744,-6.485000000000127,-7.429999999999836,-7.783999999999651,-8.38299999999981,-9.129999999999654,-10.637000000000626,-11.429999999999382,-12.166000000000167,-12.975999999999658,-14.297999999999774,-15.635000000000218,-16.39599999999973,-16.85900000000038,-17.601000000000568,-18.399999999999636,-19.375,-20.050000000000182,-20.601000000000568,-21.15400000000045,-21.86700000000019,-22.490999999999985,-23.34900000000016,-23.896999999999935,-24.921000000000276,-25.31800000000021,-25.68499999999949,-25.917999999999665,-26.45300000000043,-27.14800000000014,-27.46599999999944,-27.532999999999447,-28.02899999999954,-28.36999999999989,-28.661000000000058,-24.10699999999997,-27.972999999999956,-48.05699999999979,-47.63000000000011,-46.48900000000049,-45.79700000000048,-44.80999999999949,-44.45899999999983,-43.50799999999981,-37.995999999999185,-34.8769999999995,-35.172999999999774,-35.54600000000028,-35.79500000000007,-35.952000000000226,-36.69200000000001,-37.449000000000524
ALB,-5.692000000000007,-7.293999999999869,-8.858000000000175,-10.485999999999876,-11.49599999999964,-12.663000000000011,-14.088999999999942,-15.503000000000611,-17.048999999999978,-18.41399999999976,-19.86200000000008,-21.407000000000153,-22.565999999999804,-23.659999999999854,-25.014000000000124,-26.511999999999716,-28.04399999999987,-30.05500000000029,-31.467999999999847,-32.850000000000364,-33.746000000000095,-34.751000000000204,-35.75,-36.80000000000018,-37.555999999999585,-37.86499999999978,-38.57300000000032,-38.89099999999962,-39.3090000000002,-39.51000000000022,-39.574000000000524,-39.83299999999963,-39.88499999999931,-39.995999999999185,-39.84199999999964,-39.75200000000041,-35.04899999999998,-34.391999999999825,-34.373999999999796,-34.327000000000226,-37.20600000000013,-57.38299999999981,-56.3779999999997,-56.115999999999985,-55.36899999999969,-49.826999999999316,-46.680999999999585,-47.32499999999982,-48.69000000000051,-49.11999999999989,-49.42399999999998,-50.26899999999932,-50.53700000000026
BOR,-2.9899999999997817,-3.6529999999997926,-5.333000000000084,-6.277999999999793,-7.018999999999778,-8.044999999999618,-9.77599999999984,-11.365999999999985,-12.695999999999913,-14.125,-15.608000000000175,-17.122999999999593,-18.506999999999607,-19.71599999999944,-21.024000000000342,-22.150000000000546,-23.461999999999534,-24.975999999999658,-26.36999999999989,-32.271999999999935,-56.0600000000004,-57.2440000000006,-58.277000000000044,-59.34400000000005,-60.443999999999505,-61.47999999999956,-61.65700000000015,-61.60699999999997,-62.51299999999992,-62.927999999999884,-62.99499999999989,-63.14499999999953,-63.44499999999971,-63.46900000000005,-63.69599999999991,-63.48700000000008,-58.8700000000008,-58.09199999999964,-58.33899999999994,-59.39300000000003,-58.6820000000007,-59.264000000000124,-59.18499999999949,-59.63299999999981,-59.461999999999534,-54.59299999999985,-52.28399999999965,-53.31800000000021,-54.40400000000045,-55.25799999999981,-55.64800000000014,-57.263999999999214,-58.48400000000038
ANT,-4.526999999999589,-5.820000000000164,-7.606999999999971,-8.648999999999887,-9.710999999999785,-11.21499999999969,-12.405999999999949,-13.664999999999964,-15.1299999999992,-16.613000000000284,-18.05699999999979,-19.48999999999978,-20.77099999999973,-22.034999999999854,-23.41400000000067,-24.929000000000087,-26.26599999999962,-27.51800000000003,-28.61999999999989,-29.509000000000015,-30.278000000000247,-30.840000000000146,-31.72900000000027,-32.42699999999968,-32.90599999999995,-34.667999999999665,-35.353000000000065,-40.07199999999921,-61.20600000000013,-61.052999999999884,-60.775000000000546,-60.73700000000008,-60.498999999999796,-60.352999999999156,-60.35499999999956,-60.60900000000038,-56.15900000000056,-55.85400000000027,-57.31700000000001,-57.802999999999884,-56.85699999999997,-56.521999999999935,-55.9399999999996,-57.399999999999636,-57.26999999999953,-52.34899999999925,-49.899999999999636,-50.784999999999854,-51.63100000000031,-52.33100000000013,-52.78899999999976,-53.89399999999932,-54.761999999999716
HAD,-7.718999999999596,-10.291000000000167,-12.083999999999833,-13.503000000000156,-14.80199999999968,-16.149999999999636,-17.445999999999913,-20.034999999999854,-21.100999999999658,-22.876999999999498,-24.460000000000036,-26.041000000000167,-26.868000000000393,-27.93199999999979,-28.89100000000053,-30.17699999999968,-31.73399999999947,-33.03899999999976,-34.44300000000021,-35.72600000000057,-36.92900000000009,-38.039999999999964,-39.23099999999977,-40.215000000000146,-41.1269999999995,-42.21599999999944,-43.08600000000024,-43.740999999999985,-44.318999999999505,-45.09199999999964,-45.582000000000335,-51.03399999999965,-71.08299999999963,-70.94499999999971,-70.875,-70.8779999999997,-66.44400000000041,-66.21100000000024,-66.26500000000033,-67.39599999999973,-66.47200000000066,-66.47699999999986,-66.02099999999973,-66.05999999999949,-65.60899999999947,-60.45499999999993,-57.88799999999992,-58.810999999999694,-59.75200000000041,-60.76599999999962,-61.24300000000039,-62.45499999999993,-63.89100000000053
