VER,-0.5130000000003747,-0.2480000000000473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3270000000002256,-2.1649999999999636,-2.59900000000016,-2.931999999999789,-5.520999999999731,-7.072000000000116,-8.003999999999905,-8.756000000000313,-9.556999999999789,-10.493999999999687
GAS,-5.744000000000142,-8.139000000000124,-8.628999999999905,-9.690000000000055,-10.768000000000029,-12.378000000000156,-13.54300000000012,-15.13000000000011,-16.070999999999913,-17.41099999999915,-18.222999999999956,-18.743999999999687,-18.462000000000444,-18.960000000000036,-19.782000000000153,-21.09400000000005,-22.266999999999825,-23.386999999999716,-24.833999999999833,-26.359999999999673,-28.994000000000597,-30.84900000000016,-32.54200000000037,-34.17000000000007
PER,-4.097000000000207,-5.543999999999869,-6.179999999999836,-6.6720000000000255,-6.864000000000033,-7.059999999999945,-7.835000000000036,-8.292000000000371,-8.123999999999796,-8.587999999999738,-8.939000000000306,-8.554000000000087,-7.692000000000007,-7.673999999999978,-7.846000000000458,-8.584000000000742,-8.893000000000029,-8.86200000000008,-9.445999999999913,-9.836999999999534,-10.164999999999964,-10.643000000000029,-11.318000000000211,-11.854999999999563
ALO,-3.206000000000131,-13.155999999999949,-41.05600000000004,-41.608000000000175,-41.86499999999978,-42.460000000000036,-42.60400000000027,-43.008000000000266,-43.302999999999884,-43.65899999999965,-43.75,-43.45100000000002,-43.646999999999935,-44.197000000000116,-44.42200000000048,-45.27900000000045,-45.693999999999505,-46.0029999999997,-46.78099999999995,-46.90700000000015,-46.983000000000175,-47.27800000000025,-48.1279999999997,-48.98499999999967
LEC,-5.184999999999945,-7.0300000000002,-7.969000000000051,-8.68100000000004,-9.98299999999972,-10.747000000000298,-11.327000000000226,-11.863000000000284,-12.252999999999702,-12.781999999999243,-13.102000000000771,-12.850999999999658,-12.506000000000313,-12.570999999999913,-12.817000000000007,-12.994000000000597,-12.88000000000011,-12.726999999999862,-12.962999999999738,-13.090000000000146,-13.186999999999898,-13.007000000000517,-12.988000000000284,-13.13299999999981
STR,-5.8090000000001965,-8.498000000000047,-9.679999999999836,-10.581000000000131,-11.632000000000062,-13.30600000000004,-15.045000000000073,-17.107000000000426,-19.35699999999997,-21.706999999999425,-23.639000000000124,-24.430999999999585,-25.569000000000415,-27.02900000000045,-28.10400000000027,-29.83300000000054,-31.297999999999774,-32.60599999999977,-34.14799999999923,-35.417999999999665,-36.65900000000056,-37.725000000000364,-39.185999999999694,-40.69999999999982
MAG,0.0,0.0,-1.1619999999998072,-3.451000000000022,-4.501999999999953,-5.829999999999927,-7.005000000000109,-8.219000000000051,-9.496999999999844,-10.77099999999973,-11.695000000000618,-11.842999999999847,-11.601999999999862,-12.36200000000008,-14.228000000000065,-15.686999999999898,-16.740999999999985,-17.909999999999854,-19.747999999999593,-22.721999999999753,-24.284999999999854,-25.65599999999995,-27.27300000000014,-28.76800000000003
TSU,-8.30600000000004,-11.182999999999993,-13.391999999999825,-15.280999999999949,-17.802999999999884,-19.82900000000018,-21.86100000000033,-23.56800000000021,-25.123999999999796,-27.31999999999971,-28.825000000000728,-30.188000000000102,-31.256000000000313,-32.48400000000038,-34.00700000000052,-35.91600000000017,-37.51800000000003,-39.177999999999884,-40.82299999999941,-42.42000000000007,-44.07499999999982,-45.8070000000007,-47.5630000000001,-50.305999999999585
ALB,-7.028999999999996,-9.46100000000024,-11.734999999999673,-13.208999999999833,-15.83199999999988,-17.822000000000116,-19.513000000000375,-21.547000000000025,-23.113999999999578,-24.77099999999973,-26.011000000000422,-26.769000000000233,28.703999999999724
ZHO,-8.673999999999978,-11.237999999999829,-13.692999999999756,-15.427999999999884,-17.915999999999713,-21.476000000000113,-22.402000000000044,-23.97300000000041,-25.078999999999724,-26.02599999999984,-26.902000000000044,-27.30500000000029,-27.78099999999995,-28.432999999999993,-30.30200000000059,-31.79700000000048,-33.13500000000022,-33.85899999999947,-35.11699999999928,-36.48499999999967,-37.64800000000014,-39.00300000000061,-40.42699999999968,-41.76299999999992
RIC,-6.439000000000306,-8.990000000000236,-11.123999999999796,-12.132000000000062,-13.009999999999764,-14.342000000000098,-15.990999999999985,-17.957000000000335,-19.764999999999873,-21.61199999999917,-22.52300000000014,-23.426000000000386,-24.686000000000604,-25.748000000000502,-26.621000000000095,-28.264000000000124,-29.54399999999987,-30.952000000000226,-32.48899999999958,-33.69300000000021,-34.88299999999981,-36.168000000000575,-37.85400000000027,-39.39500000000044
OCO,-3.225000000000364,-4.277000000000044,-6.099999999999909,-8.233000000000175,-9.822999999999865,-12.231000000000222,-14.648000000000138,-16.614000000000033,-18.180999999999585,-20.079999999999927,-22.230000000000473,-23.337999999999738,-24.757000000000517,-26.712000000000444,-30.203999999999724,-32.91400000000067,-35.384000000000015,-37.238000000000284,-40.03099999999995,-41.89800000000014,-43.6850000000004,-46.8119999999999,-49.55000000000018,-51.75600000000031
NOR,-2.019000000000233,-2.4169999999999163,-3.1799999999998363,-4.036000000000058,-5.567999999999756,-6.729000000000269,-7.61200000000008,-9.652000000000044,-10.866999999999734,-12.021999999999935,-12.950000000000728,-13.658000000000357,-13.717000000000553,-14.61700000000019,-15.775000000000546,-16.954999999999927,-17.850999999999658,-18.76000000000022,-20.05699999999979,-21.59400000000005,-22.662000000000262,-23.541000000000167,-24.613999999999578,-25.623999999999796
HAM,-3.5720000000001164,-4.2849999999998545,-3.80199999999968,-4.170999999999822,-4.561999999999898,-5.032999999999902,-5.226000000000113,-5.400000000000091,-5.061999999999898,-4.893999999999323,-4.518000000000029,-3.4489999999996144,-2.556999999999789,-2.2399999999997817,-2.6320000000005166,-3.6030000000000655,-4.0,-3.98700000000008,-5.482999999999265,-5.617000000000189,-5.432999999999993,-5.195999999999913,-4.91399999999976,-4.492000000000189
MSC,-7.526000000000295,-9.809000000000196,-11.967999999999847,-13.380999999999858,-14.644999999999982,-16.03099999999995,-17.51700000000028,-19.39300000000003,-21.1899999999996,-23.144999999999527,-24.215000000000146,-24.68199999999979,-25.89300000000003,-27.364000000000487,-28.583999999999833,-30.020000000000437,-31.708999999999833,-33.10199999999986,-34.623999999999796,-36.003999999999905,-37.38500000000022,-38.44300000000021,-39.76900000000023,-41.15899999999965
VET,-6.3659999999999854,-8.936999999999898,-10.159999999999854,-11.086999999999989,-12.208999999999833,-13.371000000000095,-15.360000000000127,-17.200000000000273,-19.24499999999989,-20.105999999999767,-20.865999999999985,-20.92699999999968,-20.576000000000022,-21.082000000000335,-21.84100000000035,-22.652000000000044,-23.583999999999833,-24.653000000000247,-25.563999999999396,-26.503999999999905,-27.623999999999796,-28.58100000000013,-29.5029999999997,-30.217999999999847
