VER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HAM,-0.7869999999998072,-1.1749999999997272,-0.8540000000002692,-0.8489999999997053,-1.0549999999998363,-1.7280000000000655,-2.3520000000003165,-2.4900000000002365,-2.868999999999687,-3.3850000000002183,-3.7880000000004657,-4.265999999999622,-4.413000000000466,-4.880999999999403,-5.492999999999483,-6.295999999999367,-6.798999999999978,-8.01299999999992,-9.464999999999236
LEC,-2.4699999999998,-3.60799999999972,-3.7829999999999018,-4.286000000000058,-4.7280000000000655,-5.261999999999716,-5.675000000000182,-6.038000000000011,-6.548999999999978,-7.074999999999818,-7.665000000000873,-8.256000000000313,-9.236000000000786,-9.845999999999549,-10.931999999999789,-12.479999999999563,-13.668999999999869,-15.757000000000517,-17.98699999999917
NOR,-4.298999999999978,-6.313999999999851,-7.414999999999964,-8.201000000000022,-9.266999999999825,-10.212999999999738,-11.64200000000028,-12.472999999999956,-13.470999999999549,-13.845999999999549,-14.236000000000786,-14.393000000000029,-14.743000000000393,-15.364999999999782,-15.768000000000029,-16.4429999999993,-16.634000000000015,-17.761999999999716,-18.862999999999374
PER,-5.369999999999891,-8.15099999999984,-9.385000000000218,-10.344000000000051,-11.369000000000142,-11.80600000000004,-12.508000000000266,-13.38299999999981,-14.238999999999578,-15.373999999999796,-16.05500000000029,-16.88000000000011,-17.306000000000495,-18.165999999999258,-18.854999999999563,-19.787999999999556,-20.675999999999476,-21.853000000000065,-22.927999999999884
SAI,-3.4729999999999563,-5.324000000000069,-6.492000000000189,-7.404999999999745,-8.40099999999984,-9.442000000000007,-10.625,-11.75500000000011,-12.831000000000131,-14.820999999999913,-17.027000000000044,-18.470000000000255,-20.12800000000061,-22.14800000000014,-23.27099999999973,-24.574999999999818,-25.46599999999944,-26.98999999999978,-28.30699999999979
GAS,-6.303999999999633,-8.963999999999942,-11.5,-13.67599999999993,-14.60400000000027,-15.993999999999687,-16.85400000000027,-17.585000000000036,-18.842999999999847,-19.697000000000116,-20.705000000000837,-21.51599999999962,-22.460000000000036,-24.175999999999476,-26.10400000000027,-27.735999999999876,-29.3179999999993,-30.96600000000035,-32.40299999999934
RUS,-5.886999999999716,-8.458999999999833,-10.327000000000226,-11.55600000000004,-12.7800000000002,-13.86999999999989,-14.694000000000415,-15.53899999999976,-16.626999999999498,-17.197000000000116,-18.001000000000204,-18.98400000000038,-20.472000000000662,-22.695999999999913,-23.787999999999556,-25.42699999999968,-26.17699999999968,-27.789999999999964,-29.25
ALB,-6.748999999999796,-9.66800000000012,-11.961999999999989,-14.420000000000073,-16.929999999999836,-18.753999999999905,-20.233000000000175,-22.002000000000407,-23.740999999999985,-25.100999999999658,-26.649000000000342,-28.194000000000415,-29.40400000000045,-30.777999999999338,-31.792999999999665,-32.60099999999966,-32.8779999999997,-33.89100000000053,-34.56700000000001
PIA,-4.871999999999844,-7.626999999999953,-11.038000000000011,-13.19900000000007,-16.2800000000002,-19.2529999999997,-21.619000000000142,-23.409999999999854,-24.748999999999796,-26.313000000000102,-28.00800000000072,-29.561999999999898,-31.34400000000005,-33.228000000000065,-35.04600000000028,-36.71599999999944,-38.17099999999937,-40.04600000000028,-42.40299999999934
OCO,-7.356999999999971,-10.201000000000022,-12.657000000000153,-15.083999999999833,-17.552000000000135,-19.88299999999981,-22.207000000000335,-24.007000000000517,-25.680999999999585,-27.501000000000204,-29.47700000000077,-31.296000000000276,-33.26600000000053,-35.15899999999965,-36.779999999999745,-38.539999999999964,-40.277000000000044,-42.50600000000031,-44.985999999999876
RIC,-7.880999999999858,-10.778999999999996,-13.222999999999956,-15.706000000000131,-18.115000000000236,-20.570999999999913,-22.819000000000415,-24.757000000000517,-27.541000000000167,-30.073999999999614,-31.925000000000182,-33.76900000000023,-35.514000000000124,-36.542999999999665,-37.990999999999985,-39.748999999999796,-41.211999999999534,-43.10999999999967,-45.509000000000015
ALO,-9.936999999999898,-13.478000000000065,-15.80099999999993,-18.315000000000055,-20.626000000000204,-23.578999999999724,-25.554000000000087,-26.842999999999847,-28.618999999999687,-30.815999999999804,-32.822000000000116,-34.80699999999979,-36.44800000000032,-38.0679999999993,-39.52899999999954,-40.96699999999964,-43.628999999999905,-46.22100000000046,-49.08599999999933
TSU,-10.795000000000073,-14.53899999999976,-17.11700000000019,-19.516000000000076,-22.141999999999825,-25.26299999999992,-28.23400000000038,-31.787000000000262,-33.99200000000019,-35.90099999999984,-37.702000000000226,-39.02599999999984,-40.36200000000008,-42.003999999999905,-43.585000000000036,-45.25500000000011,-46.06999999999971,-47.871000000000095,-49.732999999999265
HUL,-10.528999999999996,-14.06399999999985,-16.590000000000146,-19.08199999999988,-21.60199999999986,-24.804000000000087,-27.077999999999975,-29.34400000000005,-31.78099999999995,-34.52300000000014,-37.103000000000065,-40.8159999999998,-43.12700000000041,-45.47899999999936,-47.9369999999999,-50.38299999999981,-52.5619999999999,-54.613000000000284,-56.649999999999636
BOT,-11.553999999999633,-15.815999999999804,-18.483999999999924,-20.889000000000124,-23.740999999999985,-26.235999999999876,-29.442000000000007,-32.560999999999694,-36.136999999999716,-39.537999999999556,-42.8730000000005,-46.988000000000284,-50.288000000000466,-52.77399999999943,-55.409999999999854,-57.722999999999956,-59.73099999999977,-62.052999999999884,-64.40099999999984
ZHO,-11.147999999999683,-15.221999999999753,-17.911000000000058,-20.458000000000084,-23.11999999999989,-25.954999999999927,-28.91800000000012,-32.13100000000031,-35.57499999999982,-39.04199999999946,-42.337000000000444,-46.28200000000015,-48.76600000000053,-51.246000000000095,-53.51500000000033,-56.21099999999933,-58.10099999999966,-60.51500000000033,-62.97199999999975
MAG,-9.388999999999669,-12.458999999999833,-14.69900000000007,-17.449999999999818,-20.041999999999916,-24.241999999999734,-27.826000000000022,-31.628999999999905,-35.02899999999954,-38.42100000000028,-41.88300000000072,-45.52400000000034,-49.86200000000008,-53.71799999999985,-57.25799999999981,-60.529999999999745,-63.74699999999939,-67.7460000000001,-71.12199999999939
SAR,-12.098999999999705,-16.67099999999982,-19.28099999999995,-21.976000000000113,-24.79800000000023,-27.35799999999972,-30.113000000000284,-33.29100000000017,-36.83100000000013,-40.03899999999976,-43.39400000000023,-47.47900000000027,-50.84400000000005,-54.154999999999745,-57.77800000000025,-61.034999999999854,-64.17000000000007,-68.28300000000036,-71.44899999999961
