HAM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3930000000000291,-22.22799999999961,-15.074999999999818,-14.41399999999976,-13.766000000000076,-14.369000000000142,-12.829999999999927,-9.324999999999818,-9.294000000000324,-8.635000000000218,-7.826999999999771,-7.3659999999999854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VER,-2.0499999999999545,-4.056999999999789,-3.064000000000078,-1.6720000000000255,-1.9800000000000182,-1.7760000000000673,-1.97400000000016,-2.4140000000002146,-2.1700000000000728,-2.3190000000004147,-2.2530000000001564,-3.5770000000002256,-4.610000000000127,-5.97400000000016,0.0,0.0,0.0,-19.19499999999971,-18.505999999999858,-18.248000000000047,-17.565000000000055,-13.971000000000004,-13.756000000000313,-13.351000000000113,-12.791000000000167,-12.153000000000247,-5.189000000000306,-4.576000000000022,-4.947000000000116,-4.543999999999869,-5.153000000000247,-5.083000000000538,-5.064000000000306,-4.8159999999998035,-5.0900000000001455,-3.3869999999997162,-1.9920000000001892,-2.319999999999709,-3.6920000000000073,-3.4229999999997744,-3.4080000000003565,-3.899000000000342,-3.856999999999971,-3.8519999999998618,-3.4160000000001673,-4.003999999999905,-3.480000000000473,-3.6350000000002183,-4.532000000000153,-4.128999999999905,-2.9140000000006694,-4.405999999999949,-4.51299999999992,-3.369999999999891,-5.4399999999996,-6.217999999999847,-6.425999999999476,-6.903000000000247,-7.017000000000735,-8.657999999999447,-8.986000000000786
VET,-0.9329999999999927,-2.397999999999911,-2.286000000000058,-0.8609999999998763,-1.1140000000000327,-1.0219999999999345,-0.900000000000091,-1.412000000000262,-1.2469999999998436,-1.3170000000000073,-1.1900000000000546,-1.7919999999999163,-2.2150000000001455,-10.809000000000196,-22.62400000000025,-26.743999999999687,-20.358000000000175,-21.889999999999873,-21.172999999999774,-21.228000000000065,-20.284000000000106,-16.704999999999927,-16.41300000000001,-15.802999999999884,-15.317000000000007,-14.557999999999993,-7.416000000000167,-7.195999999999913,-7.563000000000102,-7.872000000000298,-8.49499999999989,-8.792999999999665,-9.305000000000291,-9.440999999999804,-9.645000000000437,-7.813999999999396,-5.454000000000633,-4.769999999999527,-6.8400000000001455,-7.34900000000016,-7.44800000000032,-8.172999999999774,-8.359999999999673,-8.61200000000008,-8.345000000000255,-9.461999999999534,-10.185999999999694,-10.28900000000067,-11.733000000000175,-13.279000000000451,-13.75,-15.766999999999825,-18.731000000000677,-20.198999999999614,-23.68499999999949,-27.320999999999913,-29.5,-31.795000000000073,-33.822000000000116,-36.68000000000029,-39.94800000000032
BOT,-3.509999999999991,-5.082999999999856,-4.80600000000004,-2.2690000000000055,-2.69399999999996,-2.8299999999999272,-3.2200000000002547,-3.8730000000000473,-3.588000000000193,-3.8450000000002547,-3.8840000000000146,-5.507000000000062,-7.416999999999916,-9.333000000000084,-3.9149999999999636,-12.261999999999716,-24.876999999999953,-23.95799999999963,-23.05600000000004,-23.235999999999876,-22.960000000000036,-20.0029999999997,-20.001000000000204,-18.978999999999814,-17.983999999999924,-17.56800000000021,-10.563000000000102,-10.374000000000706,-10.819999999999709,-10.990999999999985,-11.521999999999935,-11.855000000000473,-12.185999999999694,-12.475000000000364,-12.819000000000415,-10.774999999999636,-8.365000000000691,-6.61699999999928,-10.564000000000306,-12.048999999999978,-11.63299999999981,-11.668999999999869,-14.27599999999984,-14.881999999999607,-14.556000000000495,-14.858999999999469,-15.439000000000306,-17.019000000000233,-19.4350000000004,-21.53399999999965,-22.826000000000022,-25.79399999999987,-28.33100000000013,-29.873999999999796,-33.1899999999996,-36.79600000000028,-40.003999999999905,-43.527000000000044,-46.072000000000116,-49.74499999999989,-51.92900000000009
RAI,-5.3279999999999745,-6.016999999999825,-6.100000000000136,-2.9179999999998927,-3.6829999999999927,-3.935999999999922,-4.416000000000167,-5.405999999999949,-5.188999999999851,-5.111000000000331,-5.253000000000156,-6.9900000000002365,-9.13000000000011,-10.961999999999989,-5.963999999999942,-7.227999999999611,-0.2669999999998254,0.0,0.0,0.0,0.0,-6.063999999999851,-24.490000000000236,-22.827000000000226,-21.670000000000073,-21.021999999999935,-14.206999999999425,-13.726999999999862,-14.28399999999965,-14.038000000000466,-14.661000000000058,-15.452000000000226,-15.92199999999957,-15.793000000000575,-15.228000000000065,-13.131999999999607,-10.846000000000458,-7.518999999999323,-11.95299999999952,-13.476000000000568,-13.481999999999971,-14.689000000000306,-15.740999999999985,-16.576000000000022,-16.61500000000069,-16.764000000000124,-17.24200000000019,-18.421000000000276,-20.592999999999847,-22.574999999999818,-24.113000000000284,-26.998999999999796,-29.574000000000524,-31.340000000000146,-34.19499999999971,-37.774999999999636,-40.80999999999949,-45.009000000000015,-47.51299999999992,-50.896999999999935,-53.01500000000033
RIC,-6.081000000000131,-6.967999999999847,-8.504000000000133,-3.7670000000000528,-4.754000000000133,-4.994999999999891,-5.571000000000367,-7.048000000000229,-7.233999999999924,-7.503000000000156,-7.7970000000000255,-10.083000000000084,-12.677000000000135,-15.079000000000178,-9.760999999999967,-10.625999999999749,-4.371000000000095,-3.6279999999997017,-2.7339999999999236,-2.6349999999997635,-2.644999999999982,0.0,0.0,0.0,0.0,0.0,-2.4210000000002765,-24.59600000000046,-26.899000000000342,-27.045000000000073,-27.715000000000146,-27.6850000000004,-27.587000000000444,-27.489000000000487,-25.967000000000553,-23.339999999999236,-20.239000000000487,-15.329999999999927,-17.266999999999825,-18.11200000000008,-18.837999999999738,-18.947000000000116,-17.860999999999876,-18.398999999999432,-18.001000000000204,-18.177999999999884,-19.588999999999942,-22.41899999999987,-21.953999999999724,-24.065999999999804,-25.014000000000124,-27.958999999999833,-30.916000000000167,-35.67100000000028,-35.63299999999981,-39.97699999999986,-44.98199999999997,-49.417999999999665,-48.735999999999876,-51.91399999999976,-53.98100000000068
ALO,-9.672000000000025,-10.125,-12.00200000000018,-6.7970000000000255,-9.0,-10.169999999999845,-11.845000000000255,-13.91000000000031,-15.06100000000015,-16.501000000000204,-18.340999999999894,-22.059000000000196,-26.96199999999999,-32.76200000000017,-32.54300000000012,-38.358999999999924,-33.27300000000014,-34.33199999999988,-34.547999999999774,-35.64800000000014,-36.021999999999935,-33.82899999999972,-35.23600000000033,-35.91300000000001,-36.86700000000019,-37.52099999999973,-31.847999999999956,-33.13000000000011,-34.68199999999979,-36.24200000000019,-38.11400000000049,-39.70300000000043,-41.28099999999995,-42.99200000000019,-44.45400000000063,-43.94499999999971,-43.64900000000034,-48.857999999999265,-71.69899999999961,-72.09700000000066,-72.78999999999996,-74.0640000000003,-76.0619999999999,-74.68299999999999,-75.13700000000063,-75.35699999999997,-75.95899999999983,-76.92300000000068,-78.98700000000008,-81.80400000000009,-83.13900000000012,-84.73199999999997,-85.90300000000025,-86.81800000000021,-91.44799999999941,-95.67799999999988,-95.14499999999953,-96.20300000000043,-97.47500000000036,-98.94899999999961,-103.00500000000011
SAI,-10.787000000000035,-11.707999999999856,-13.10200000000009,-7.656999999999925,-10.241999999999962,-12.015999999999849,-14.001000000000204,-16.454999999999927,-17.786999999999807,-19.108000000000175,-20.67099999999982,-24.843000000000302,-29.179999999999836,-34.07900000000018,-33.37699999999995,-39.45699999999988,-34.94900000000007,-36.28899999999976,-37.17499999999973,-38.59699999999975,-39.333000000000084,-37.25199999999995,-38.664000000000215,-39.427000000000135,-40.23700000000008,-41.32300000000032,-36.011999999999716,-37.17500000000018,-38.84900000000016,-40.3119999999999,-42.43000000000029,-44.14900000000034,-46.33299999999963,-47.56800000000021,-49.123999999999796,-48.88299999999981,-55.92900000000009,-72.77999999999975,-75.29799999999977,-77.78800000000047,-80.76000000000022,-84.13100000000031,-90.5659999999998,-92.39099999999962,-92.51700000000073,-94.22299999999996,-94.85000000000036,-95.76400000000012,-97.29100000000017,-98.2470000000003,-98.8760000000002,-100.96900000000005,-103.89199999999983,-107.35499999999956,-112.28299999999945,-114.99099999999999,-116.96699999999964,-119.74099999999999,-122.45300000000043,-126.17000000000007
LEC,-18.40800000000013,-17.027999999999793,-18.189000000000078,-9.213999999999942,-12.645999999999958,-15.085000000000036,-17.596000000000004,-20.583000000000084,-22.36200000000008,-24.188000000000102,-25.369000000000142,-28.68600000000015,-32.54399999999987,-38.17900000000009,-36.22700000000032,-41.01099999999997,-38.2170000000001,-40.35599999999977,-42.335999999999785,-44.914999999999964,-47.279999999999745,-46.50099999999975,-49.516000000000076,-52.41899999999987,-54.85100000000011,-59.595000000000255,-54.345000000000255,-55.63000000000011,-57.08899999999994,-57.88500000000022,-59.413000000000466,-61.072000000000116,-63.0649999999996,-64.85199999999986,-66.28999999999996,-65.73999999999978,-64.56800000000021,-69.72599999999966,-90.64999999999964,-91.88600000000042,-92.5609999999997,-95.0689999999995,-98.74299999999948,-100.19700000000012,-100.3660000000009,-102.07600000000002,-103.54899999999998,-107.43299999999999,-111.83100000000013,-113.53300000000036,-114.8710000000001,-118.2519999999995,-121.96300000000065,-124.77599999999984,-127.65999999999985,-130.8119999999999,-132.3180000000002,-135.22900000000027,-137.78200000000015,-140.42799999999988
HUL,-12.13799999999992,-12.533999999999878,-15.438000000000102,-8.309999999999945,-11.282000000000153,-13.623000000000047,-16.158000000000357,-18.585000000000036,-20.18100000000004,-21.783000000000357,-22.71199999999999,-26.278999999999996,-30.876000000000204,-35.676000000000386,-41.63500000000022,-63.9699999999998,-60.37699999999995,-62.24399999999969,-63.9369999999999,-66.10300000000007,-67.25,-66.53800000000001,-69.0329999999999,-70.88799999999992,-72.5909999999999,-74.36300000000028,-70.34099999999944,-72.64600000000064,-76.6260000000002,-79.2460000000001,-82.65099999999984,-85.7539999999999,-90.33799999999974,-94.10100000000057,-94.83800000000065,-94.59199999999964,-95.63500000000022,-92.49699999999939,-95.08600000000024,-96.77400000000034,-98.39599999999973,-100.22400000000016,-102.47599999999966,-107.84999999999945,-111.97300000000087,-117.82099999999991,-119.30299999999988,-121.6820000000007,-124.02300000000014,-125.86300000000028,-127.25200000000041,-130.10000000000036,-132.6900000000005,-134.57200000000012,-137.83899999999994,-142.45499999999993,-145.4989999999998,-148.16299999999956,-151.13300000000072,-154.15799999999945
ERI,-20.2650000000001,-18.42599999999993,-21.44300000000021,-9.747000000000071,-13.28300000000013,-15.663000000000011,-18.177000000000135,-21.315000000000055,-23.297000000000025,-25.825000000000273,-27.09999999999991,-31.003999999999905,-34.766000000000076,-39.97200000000021,-38.552000000000135,-43.68399999999974,-41.139000000000124,-44.14899999999989,-46.378999999999905,-48.98500000000013,-51.197000000000116,-50.93299999999999,-53.61500000000024,-56.297000000000025,-59.05400000000009,-62.21299999999974,-57.646999999999935,-59.66100000000006,-61.76599999999962,-63.59100000000035,-65.67100000000028,-68.15700000000015,-70.33399999999983,-72.07800000000043,-73.64000000000033,-73.85499999999956,-73.35000000000036,-70.6880000000001,-74.47900000000027,-77.1860000000006,-79.97000000000025,-83.41100000000006,-92.12299999999959,-105.16600000000017,-124.89100000000053,-125.76599999999962,-128.3680000000004,-129.59900000000016,-131.125,-132.03899999999976,-133.07300000000032,-136.59900000000016,-141.4360000000006,-144.73999999999978,-148.39899999999943,-152.76900000000023,-156.30000000000018,-160.52800000000025,-164.0550000000003,-167.89899999999943
VAN,-26.394000000000005,-24.40599999999995,-27.326000000000022,-12.225999999999885,-15.730000000000018,-18.354000000000042,-21.378000000000156,-24.735000000000127,-27.172999999999774,-29.326000000000022,-31.17099999999982,-35.552999999999884,-40.05000000000018,-44.596000000000004,-42.26999999999998,-46.33699999999999,-43.565000000000055,-46.866999999999734,-49.64599999999973,-52.710999999999785,-54.802999999999884,-54.621999999999844,-57.590000000000146,-60.08899999999994,-62.335000000000036,-65.40999999999985,-61.14499999999953,-63.50500000000011,-66.42600000000039,-69.25900000000001,-72.1260000000002,-74.70600000000013,-77.46799999999985,-79.8720000000003,-82.25,-82.59199999999964,-82.70900000000074,-80.92999999999938,-84.21900000000005,-87.36499999999978,-90.21799999999985,-94.10999999999967,-106.13799999999992,-128.1889999999994,-128.89400000000023,-130.16799999999967,-131.8159999999998,-133.3710000000001,-135.46600000000035,-136.76599999999962,-137.78200000000015,-140.42799999999988,-143.26500000000033,-146.07999999999993,-149.54699999999957,-153.70300000000043,-157.2579999999998,-161.51299999999992,-165.4310000000005,-168.6859999999997
GAS,-14.777000000000044,-15.144999999999982,-17.23400000000015,-8.832999999999856,-11.967000000000098,-14.39799999999991,-16.89700000000039,-19.552000000000135,-21.33699999999999,-22.92300000000023,-23.98199999999997,-27.523999999999887,-31.871000000000095,-36.922000000000025,-35.39200000000028,-40.375,-37.15700000000015,-39.434999999999945,-41.215999999999894,-44.12699999999995,-46.235999999999876,-45.58199999999988,-48.63700000000017,-51.67599999999993,-54.23999999999978,-69.27199999999993,-82.05699999999979,-82.81700000000001,-84.20600000000013,-85.72000000000025,-87.86300000000028,-90.10000000000036,-93.28300000000036,-99.57200000000012,-104.95300000000043,-109.18399999999929,-116.02700000000004,-118.02599999999984,-121.82799999999952,-126.21900000000005,-128.66100000000006,-131.21500000000015,-133.40299999999934,-135.04899999999998,-135.86300000000028,-138.04699999999957,-140.1819999999998,-142.1230000000005,-144.82499999999982,-147.29600000000028,-148.71700000000055,-151.97299999999996,-155.14400000000023,-157.07999999999993,-159.89599999999973,-163.04600000000028,-165.72699999999986,-168.4920000000002,-172.1170000000002,-177.375
STR,-28.028999999999996,-26.005999999999858,-29.942000000000007,-12.84699999999998,-16.562000000000126,-19.378999999999905,-22.925000000000182,-26.488000000000284,-29.172999999999774,-31.673999999999978,-33.608000000000175,-37.55099999999993,-42.45899999999983,-47.697000000000116,-45.89900000000034,-49.81399999999985,-46.63499999999976,-49.54599999999982,-52.228999999999814,-55.51999999999998,-57.983000000000175,-57.978000000000065,-61.1869999999999,-63.552000000000135,-65.96099999999979,-68.6260000000002,-65.00600000000031,-67.85199999999986,-71.26299999999992,-74.51800000000003,-78.16600000000017,-81.7430000000004,-85.3119999999999,-88.59200000000055,-92.1180000000004,-93.72799999999916,-95.01900000000023,-95.86499999999978,-100.11999999999989,-112.18299999999999,-133.7579999999998,-136.0079999999998,-137.6349999999993,-139.5039999999999,-140.76600000000053,-143.01199999999972,-145.3090000000002,-147.33300000000054,-150.02900000000045,-152.08200000000033,-153.79600000000028,-156.72699999999986,-159.25700000000052,-161.03700000000026,-164.14399999999932,-167.96200000000044,-171.03499999999985,-174.1949999999997,-177.28800000000047,-180.34400000000005
GRO,-8.393000000000029,-9.033999999999878,-10.298000000000002,-6.15300000000002,-7.456000000000131,-8.01299999999992,-9.428000000000338,-11.305000000000291,-12.932999999999993,-14.386000000000422,-15.961999999999989,-20.24499999999989,-25.967999999999847,-32.11900000000014,-31.635999999999967,-45.5659999999998,-61.47400000000016,-63.261999999999716,-65.30899999999974,-67.82699999999977,-69.24099999999999,-67.9079999999999,-70.53600000000006,-72.10600000000022,-74.06500000000005,-75.75600000000031,-71.84199999999964,-75.03099999999995,-78.10800000000017,-80.86599999999999,-84.31800000000021,-87.44599999999991,-91.91300000000047,-99.08700000000044,-104.14900000000034,-107.63799999999992,-113.8680000000004,-113.85499999999956,-120.79200000000037,-122.90500000000065,-126.82200000000012,-128.86099999999988,-130.76899999999932,-132.8809999999994,-134.41600000000017,-136.7579999999998,-138.72400000000016,-140.6220000000003,-143.13900000000012,-145.82499999999982,-147.08000000000084,-150.25900000000001,-153.21399999999994,-154.94800000000032,-157.72699999999986,-161.4340000000002,-163.64099999999962,-166.6869999999999,-171.11000000000058,-175.35300000000007
PER,-7.224999999999909,-7.707999999999856,-9.107000000000198,-5.242999999999938,-5.864000000000033,-6.263999999999896,-7.133000000000266,-8.355000000000018,-8.764999999999873,-9.353000000000065,-9.782999999999902,-12.795000000000073,-17.376999999999953,-22.62900000000036,-21.008000000000266,-26.366999999999734,-31.677999999999884,-54.33199999999988,-55.25799999999981,-57.80099999999993,-60.51899999999978,-60.358999999999924,-63.488000000000284,-66.07299999999987,-68.89899999999989,-71.33899999999994,-67.46799999999985,-70.80299999999988,-75.15999999999985,-77.98199999999997,-81.61000000000058,-84.80400000000009,-105.27000000000044,-127.48000000000047,-128.1800000000003,-126.44499999999971,-123.75200000000041,-122.72899999999936,-135.86399999999958,-153.23999999999978,-154.54300000000057,-156.20799999999963,-158.04099999999926,-162.0689999999995,-165.00700000000052,-166.99099999999999,-167.9380000000001,-168.76100000000042,-170.6289999999999,-172.22099999999955,-173.65300000000025,-176.05199999999968,-178.24099999999999,-179.6319999999996,-182.66099999999915,-186.1819999999998,-189.34199999999964,-193.80100000000039,-198.98400000000038,-202.15200000000004
HAR,-23.413999999999987,-21.921999999999798,-24.36500000000001,-11.317999999999984,-14.81899999999996,-17.40599999999995,-20.08600000000024,-23.095000000000255,-25.77599999999984,-27.835000000000036,-29.86200000000008,-33.414000000000215,-37.89300000000003,-49.48900000000003,-65.35200000000032,-66.79299999999967,-62.70699999999988,-65.01799999999957,-67.23599999999988,-69.69999999999982,-71.51600000000008,-70.74699999999984,-73.18000000000029,-74.98000000000002,-76.56100000000015,-78.49099999999999,-74.22199999999975,-76.78700000000026,-80.10099999999966,-82.64500000000044,-85.73500000000058,-89.13699999999972,-94.52599999999984,-100.23300000000017,-106.29100000000017,-117.11799999999948,-134.8100000000004,-129.6329999999998,-131.32999999999993,-134.73300000000017,-140.77099999999973,-146.91100000000006,-155.71799999999985,-159.8759999999993,-161.3800000000001,-162.42699999999968,-162.92500000000018,-163.51400000000012,-165.28200000000015,-167.10199999999986,-169.0550000000003,-171.9949999999999,-175.13500000000022,-177.5619999999999,-181.28899999999976,-185.21600000000035,-188.3710000000001,-193.08399999999983,-201.90800000000036,-216.83199999999943
