HAM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PIA,-2.0899999999996908,-2.7770000000000437,-2.742000000000189,-2.5710000000003674,-2.2359999999998763,-2.2029999999999745,-1.4400000000000546,-2.1030000000000655,-2.31899999999996,-1.8460000000000036,-1.9949999999998909,-2.394999999999982,-2.2409999999999854,-2.58600000000024,-2.673000000000684,-3.7849999999998545,-4.921999999999571,-6.1850000000004,-6.889000000000124
VER,-0.7709999999997308,-1.1169999999997344,-0.9630000000001928,-0.9820000000004256,-1.02599999999984,-1.3399999999996908,-0.6660000000001673,-0.6179999999999382,-1.1210000000000946,-1.2989999999999782,-1.456000000000131,-1.7690000000002328,-1.8840000000000146,-2.099999999999909,-3.242000000000189,-5.237999999999374,-6.789999999999964,-8.543000000000575,-9.804000000000087
RUS,-3.312999999999647,-4.346000000000004,-4.2400000000002365,-4.067000000000007,-3.7770000000000437,-3.78899999999976,-3.825000000000273,-4.541000000000167,-4.548999999999978,-5.0,-6.050999999999931,-6.813000000000102,-6.889000000000124,-7.423000000000229,-7.697000000000116,-8.15099999999984,-8.725999999999658,-9.69000000000051,-11.591999999999643
LEC,-3.6599999999998545,-5.155999999999949,-5.2970000000000255,-5.488000000000284,-5.3279999999999745,-5.322999999999865,-5.34900000000016,-6.360000000000127,-6.707000000000335,-7.464999999999691,-8.784000000000106,-10.084000000000287,-10.54300000000012,-10.303000000000338,-9.568000000000211,-9.571999999999207,-9.300999999999476,-10.236000000000786,-12.1899999999996
TSU,-4.513999999999669,-5.904999999999745,-6.242000000000189,-6.566000000000258,-6.4090000000001055,-6.9099999999998545,-7.093000000000302,-8.266000000000076,-8.769000000000233,-9.53899999999976,-11.021999999999935,-12.269999999999982,-13.512000000000171,-14.644000000000233,-15.707000000000335,-17.003999999999905,-18.430999999999585,-20.426000000000386,-22.287999999999556
ANT,-4.861999999999625,-6.317000000000007,-6.825000000000273,-7.278999999999996,-6.905999999999949,-7.415999999999713,-7.510000000000218,-8.766000000000076,-9.143000000000029,-10.016000000000076,-11.579999999999927,-12.960000000000036,-14.153999999999996,-15.242999999999938,-16.20800000000054,-17.519999999999527,-19.186999999999898,-20.921000000000276,-23.037999999999556
NOR,-6.102999999999611,-7.58199999999988,-8.532000000000153,-9.176000000000386,-10.028999999999996,-10.759000000000015,-11.240000000000236,-12.498999999999796,-13.440000000000055,-14.436999999999898,-15.961999999999989,-16.65599999999995,-17.227000000000317,-17.633000000000266,-18.587000000000444,-19.719999999999345,-20.83100000000013,-21.90600000000086,-23.47099999999955
STR,-5.4699999999998,-7.045000000000073,-7.807999999999993,-8.179000000000087,-8.398000000000138,-9.123999999999796,-9.402000000000044,-10.534999999999854,-10.914000000000215,-11.271999999999935,-12.632000000000062,-13.926000000000386,-15.001000000000204,-16.470000000000255,-17.94500000000062,-18.993999999999687,-21.445999999999913,-23.163000000000466,-24.916000000000167
ALO,-6.655999999999949,-8.552999999999884,-9.907000000000153,-11.316000000000258,-12.235000000000127,-13.509000000000015,-14.161000000000058,-15.215999999999894,-15.921000000000276,-17.08999999999969,-18.771999999999935,-20.73199999999997,-22.595000000000255,-24.690000000000055,-27.036000000000058,-29.46599999999944,-31.92699999999968,-34.483000000000175,-38.21799999999985
ALB,-6.924999999999727,-9.06899999999996,-10.264999999999873,-11.896000000000186,-12.782000000000153,-14.032999999999902,-14.760000000000218,-16.643999999999778,-18.215000000000146,-19.634999999999764,-21.197000000000116,-22.597000000000207,-24.452999999999975,-26.390000000000327,-28.201000000000022,-30.680999999999585,-33.141999999999825,-36.358000000000175,-39.29199999999946
GAS,-8.40899999999965,-11.028999999999996,-12.358999999999924,-13.99200000000019,-15.146000000000186,-16.70199999999977,-17.98199999999997,-20.64800000000014,-23.176000000000386,-24.519999999999982,-26.679000000000087,-28.664999999999964,-30.67800000000034,-32.35500000000047,-33.168000000000575,-35.18399999999929,-36.748999999999796,-37.75600000000031,-39.64900000000034
HAD,-9.329999999999927,-12.069999999999709,-13.467999999999847,-14.989000000000033,-16.2199999999998,-17.786000000000058,-18.90000000000009,-21.04399999999987,-22.957000000000335,-25.329999999999927,-28.427000000000135,-29.87400000000025,-31.152000000000044,-32.73900000000049,-33.85200000000077,-35.75699999999961,-38.87299999999959,-41.056000000000495,-42.399999999999636
LAW,-10.804999999999836,-13.752999999999702,-15.326000000000022,-16.425000000000182,-17.36999999999989,-18.529999999999745,-19.98600000000033,-22.096000000000004,-23.798999999999978,-26.014999999999873,-29.05600000000004,-30.63700000000017,-31.766000000000076,-33.659999999999854,-34.77100000000064,-36.638999999999214,-39.326999999999316,-41.8730000000005,-44.90399999999954
BEA,-7.450999999999567,-9.88799999999992,-10.871999999999844,-12.76700000000028,-13.777000000000044,-15.320999999999913,-16.44300000000021,-18.677000000000135,-20.106000000000222,-21.547000000000025,-23.204999999999927,-25.302000000000135,-26.99200000000019,-29.614000000000033,-32.10600000000068,-34.6909999999998,-38.39499999999953,-41.5570000000007,-45.64900000000034
OCO,-9.696999999999662,-12.587999999999738,-13.990999999999985,-15.559000000000196,-16.628999999999905,-18.858999999999924,-20.510999999999967,-22.951000000000022,-24.524000000000342,-27.045000000000073,-30.480000000000018,-32.858000000000175,-34.363000000000284,-36.03600000000006,-37.460000000000036,-39.05699999999979,-41.01099999999951,-43.39800000000014,-46.18199999999979
SAI,-7.977999999999611,-10.601000000000113,-11.751999999999953,-13.393000000000029,-14.512000000000171,-16.047999999999774,-17.37400000000025,-19.760999999999967,-22.169000000000324,-25.047999999999774,-34.54600000000028,-51.97700000000032,-50.43000000000029,-49.525000000000546,-48.850000000000364,-48.529999999999745,-48.76099999999951,-49.087000000000444,-51.376000000000204
