VER,-1.6700000000000728,-1.319999999999709,-1.2960000000002765,-1.5270000000000437,-0.4149999999999636,-1.2429999999994834,-1.404000000000451,-2.1790000000000873,-2.9539999999997235,-3.5029999999997017,-4.152000000000044,-4.886000000000422,-5.4229999999997744,-6.069000000000415,-6.588999999999942,-6.839999999999236,-7.379000000000815,-7.864999999999782,-8.293000000000575,-8.523000000000138,-8.820000000000618,-9.50800000000072,-10.050000000000182,-10.668999999999869,-11.803999999999178,-31.212000000000444,-18.09599999999955,-17.72400000000016,-17.243000000000393,-16.288000000000466,-13.877000000000407,-11.246000000000095,-11.041000000000167,-11.471000000000458,-11.57800000000043,-11.650000000000546,-12.136000000000422,-12.206999999999425,-12.730999999999767,-13.067999999999302,-13.136000000000422,-13.074000000000524,-13.342999999999847,-13.09900000000016,-13.019000000000233,-12.096999999999753,-12.817000000000917,-13.075999999999112,-13.347999999999956,-14.088999999999942,-15.318999999999505,-18.046000000000276,-19.06499999999869,-19.550999999999476,-19.90099999999984,-19.40099999999984
GAS,-4.439000000000306,-6.164999999999964,-12.164000000000215,-10.696000000000367,-2.2029999999999745,-5.347999999999956,-7.265000000000327,-8.99499999999989,-10.449999999999818,-11.599999999999454,-13.293999999999869,-14.932000000000698,-16.578999999999724,-18.93000000000029,-20.756999999999607,-22.28099999999995,-24.80200000000059,-26.404999999999745,-52.67399999999998,-54.514000000000124,-56.14000000000033,-57.762000000000626,-58.96699999999964,-60.18299999999999,-61.58599999999933,-63.32900000000063,-53.573999999999614,-55.14800000000014,-56.034999999999854,-57.00200000000041,-56.324000000000524,-55.07999999999993,-56.29200000000037,-57.564000000000306,-58.53300000000036,-60.52000000000044,-62.740999999999985,-65.01599999999962,-67.16299999999956,-68.77499999999964,-70.96299999999974,-71.92500000000018,-72.9439999999995,-73.79700000000048,-76.11300000000028,-76.29999999999927,-78.80199999999968,-80.04999999999927,-81.02400000000125,-82.24699999999939,-83.7559999999994,-84.56399999999849,-85.32599999999911,-85.87900000000081,-86.28800000000047,-85.53900000000067
PER,-6.086999999999989,-8.161999999999807,-17.332000000000335,-16.722000000000207,-3.462999999999738,-7.087999999999738,-9.221000000000458,-11.043000000000575,-13.188000000000102,-14.902999999999338,-16.83100000000013,-18.874000000000706,-20.694000000000415,-22.925000000000182,-24.863999999999578,-26.549999999999272,-28.40900000000056,-29.511999999999716,-30.217000000000553,-30.712999999999738,-31.777000000000044,-33.822000000000116,-34.625,-35.48999999999978,-36.021999999999935,-36.600000000000364,-44.24499999999989,-44.73099999999977,-44.634000000000015,-44.5619999999999,-42.775000000000546,-40.41600000000017,-41.103000000000065,-42.67000000000007,-43.87800000000061,-45.396999999999935,-46.41900000000078,-46.787999999999556,-47.9399999999996,-48.71900000000005,-50.025000000000546,-50.712000000000444,-51.24199999999928,-51.32600000000002,-51.490999999999985,-50.89300000000003,-51.33599999999933,-51.86499999999978,-52.22100000000137,-52.998999999999796,-53.79399999999987,-54.87799999999879,-56.25200000000041,-56.88000000000102,-58.965000000000146,-59.016999999999825
ALO,-6.4340000000001965,-8.812999999999647,-19.600000000000364,-17.891000000000076,-3.75,-7.84099999999944,-10.680000000000291,-12.881000000000313,-15.59900000000016,-18.105999999999767,-21.835000000000036,-24.088000000000648,-26.376000000000204,-28.882000000000517,-30.73999999999978,-32.638999999999214,-35.44200000000001,-37.24499999999989,-39.36899999999969,-41.19799999999941,-42.98900000000049,-46.285000000000764,-48.172999999999774,-50.353000000000065,-52.384000000000015,-54.365999999999985,-63.04100000000017,-64.36300000000028,-65.29500000000007,-65.80000000000018,-64.46399999999994,-63.327000000000226,-64.85099999999966,-66.50300000000061,-68.83700000000044,-70.40700000000015,-72.54000000000087,-74.10999999999967,-76.35499999999956,-77.99499999999989,-80.63500000000022,-81.90099999999984,-83.19799999999941,-83.95300000000043,-85.60300000000007,-85.96600000000035,-87.02800000000025,-88.35299999999916,-89.97600000000057,-91.60900000000038,-93.02399999999943,-94.1929999999993,-95.55699999999888,-99.05199999999968,-101.246000000001
LEC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.359999999999673,-6.8659999999999854,-6.385000000000218,-5.713999999999942,-2.912000000000262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STR,-8.533000000000357,-10.983999999999924,-22.11200000000008,-21.26000000000022,-4.608999999999924,-12.753999999999905,-15.331000000000131,-17.896999999999935,-20.61200000000008,-23.003999999999905,-26.184000000000196,-28.910000000000764,-31.613000000000284,-34.475000000000364,-37.15099999999984,-39.67999999999938,-42.113000000000284,-44.54699999999957,-46.564000000000306,-48.40899999999965,-50.319000000000415,-53.56500000000051,-55.92399999999998,-57.90300000000025,-59.95399999999972,-62.95600000000013,-52.99300000000039,-77.06800000000021,-77.09500000000025,-77.77400000000034,-76.39300000000003,-75.34500000000025,-76.72699999999986,-78.4980000000005,-80.0,-81.79200000000037,-83.52500000000055,-84.97999999999956,-87.1840000000002,-88.72800000000007,-90.80799999999999,-92.71399999999994,-94.3789999999999,-95.68299999999999,-97.81500000000051,-99.8109999999997,-100.86399999999958,-102.21700000000055,-105.58100000000013,-107.38899999999921,-109.40999999999985,-110.76599999999962,-111.83599999999933,-112.875,-116.47099999999955
MAG,-5.08600000000024,-6.782999999999902,-12.469000000000051,-11.62900000000036,-2.561999999999898,-5.921999999999571,-8.092000000000553,-9.621000000000095,-10.997999999999593,-12.863999999999578,-14.963999999999942,-16.67700000000059,-18.427999999999884,-20.507000000000517,-22.570999999999913,-24.6899999999996,-26.96400000000085,-47.31999999999971,-48.63500000000022,-49.875,-51.62800000000061,-52.69599999999991,-53.55000000000018,-54.47699999999986,-55.185999999999694,-55.45400000000063,-43.417999999999665,-45.784999999999854,-46.48700000000008,-47.551000000000386,-46.53700000000026,-44.96600000000035,-45.76000000000022,-46.76800000000003,-47.45600000000013,-48.59900000000016,-50.603000000000065,-51.876000000000204,-72.65899999999965,-73.34699999999975,-74.96200000000044,-75.4359999999997,-76.16699999999946,-76.14100000000053,-76.83700000000044,-76.74499999999898,-77.05299999999988,-77.76499999999942,-78.18500000000131,-78.90999999999985,-79.91200000000026,-80.4429999999993,-80.58599999999933,-80.73600000000079,-81.07300000000032,-79.76499999999942
TSU,-5.626000000000204,-7.398999999999887,-16.126000000000204,-15.128000000000156,-2.911000000000058,-6.519000000000233,-8.680000000000291,-10.47400000000016,-12.170000000000073,-13.940999999999804,-15.956999999999425,-18.021999999999935,-19.84600000000046,-21.9970000000003,-23.860999999999876,-25.76299999999992,-29.168000000000575,-32.40899999999965,-55.70399999999972,-57.14599999999973,-58.97700000000077,-60.57099999999991,-62.05799999999999,-63.564000000000306,-65.05399999999918,-65.77000000000044,-54.85400000000027,-57.164999999999964,-58.409999999999854,-59.41100000000006,-58.73500000000058,-57.46399999999994,-58.73400000000038,-60.24000000000069,-61.13000000000011,-62.409999999999854,-64.9350000000004,-66.22000000000025,-68.0,-69.55799999999999,-83.88100000000031,-84.91399999999976,-86.01800000000003,-86.70000000000073,-88.0619999999999,-88.66300000000047,-89.82300000000032,-91.20700000000033,-92.35699999999997,-94.26900000000023,-95.91499999999905,-97.47999999999956,-100.22899999999936,-101.24700000000121,-102.72400000000016
ALB,-11.282000000000153,-15.484999999999673,-29.3100000000004,-34.121000000000095,-7.399999999999636,-13.100999999999658,-16.158000000000357,-18.99499999999989,-21.738999999999578,-25.053999999999178,-27.675999999999476,-30.166000000000167,-33.225000000000364,-36.246000000000095,-38.836999999999534,-41.38599999999951,-43.64900000000034,-45.738000000000284,-47.78600000000006,-49.4409999999998,-52.39500000000044,-55.15300000000025,-57.16100000000006,-58.89400000000023,-60.72899999999936,-62.875,-54.25699999999961,-58.03300000000036,-59.771999999999935,-61.71800000000076,-61.884000000000015,-61.444000000000415,-64.11400000000049,-87.03000000000065,-88.16200000000026,-89.24000000000069,-90.39500000000044,-91.51499999999942,-93.21199999999953,-94.59099999999944,-95.60199999999986,-96.66399999999976,-97.75999999999931,-100.27800000000025,-101.89000000000033,-104.44599999999991,-105.52700000000004,-106.41899999999987,-107.60200000000077,-109.28999999999905,-111.13500000000022,-112.32200000000012,-113.30699999999888,-114.21600000000035,-117.61299999999937
ZHO,-9.486000000000331,-12.105000000000018,-26.21100000000024,-24.552000000000135,-5.4229999999997744,-9.730999999999767,-12.261000000000422,-14.428000000000793,-17.08100000000013,-28.34599999999955,-31.49200000000019,-34.306000000000495,-37.33399999999983,-60.96900000000005,-62.672999999999774,-64.52399999999943,-66.78900000000067,-68.67900000000009,-70.47800000000007,-72.57999999999993,-74.50900000000001,-77.27400000000034,-79.65499999999975,-81.60500000000047,-83.71799999999985,-84.8710000000001,-73.89500000000044,-76.15899999999965,-78.84200000000055,-80.66900000000078,-80.70200000000023,-80.60800000000017,-82.70600000000013,-85.46000000000004,-88.34600000000046,-115.79600000000028,-117.48000000000047,-119.05799999999999,-123.10400000000027,-124.94799999999941,-126.89500000000044,-128.88400000000001,-130.86799999999948,-132.20400000000063,-133.51299999999992,-134.1939999999995,-135.34799999999996,-137.25400000000081,-139.16800000000148,-141.1800000000003,-142.70299999999952,-144.29399999999987,-145.2009999999991,-146.6220000000012,-148.78100000000086
