VER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAI,-2.974999999999909,-2.79300000000012,-3.186999999999898,-3.86200000000008,-3.7649999999998727,-3.769999999999982,-3.78899999999976,-3.824999999999818,-3.717999999999847,-3.838999999999942,-3.9420000000000073,-3.9960000000000946,-3.7229999999999563,-3.5429999999996653,-3.6719999999995707,-3.834000000000742,-3.793000000000575,-3.7929999999996653,-3.881999999999607
NOR,-0.9559999999996762,-0.8510000000001128,-0.9929999999999382,-1.2830000000003565,-1.4329999999999927,-2.161000000000058,-1.9239999999999782,-1.5679999999997563,-1.4679999999998472,-1.5610000000001492,-2.093000000000302,-2.3849999999997635,-2.324999999999818,-2.3159999999998035,-2.3350000000000364,-2.701000000000022,-2.9149999999999636,-3.2969999999995707,-6.239999999999782
LEC,-2.556999999999789,-2.524000000000342,-2.651999999999589,-3.162000000000262,-4.435999999999694,-4.364999999999782,-4.391999999999825,-4.26299999999992,-4.8530000000000655,-5.110999999999876,-4.942000000000007,-4.733999999999924,-4.3539999999998145,-4.581999999999425,-4.528999999999542,-4.553000000000793,-4.47400000000016,-4.27599999999984,-6.956000000000131
RUS,-1.8849999999997635,-1.649000000000342,-1.9349999999999454,-2.08600000000024,-2.1099999999996726,-2.949000000000069,-3.05600000000004,-2.987999999999829,-4.417999999999665,-6.4659999999998945,-8.22900000000027,-9.68899999999985,-10.277999999999793,-10.854999999999563,-12.136999999999716,-13.066000000000713,-13.789999999999964,-14.443999999999505,-15.765999999999622
HAM,-3.7039999999997235,-3.951000000000022,-4.74599999999964,-5.413000000000011,-5.573999999999614,-5.786000000000058,-6.0349999999998545,-6.530999999999949,-9.492999999999938,-10.50500000000011,-10.911000000000058,-11.494000000000142,-11.679999999999836,-12.659999999999854,-13.434000000000196,-13.988000000000284,-14.529000000000451,-15.717999999999847,-18.72400000000016
MAG,-4.129999999999654,-5.276000000000295,-6.930999999999585,-7.689000000000306,-10.735999999999876,-11.05099999999993,-11.952999999999975,-12.31899999999996,-13.213999999999942,-14.474999999999909,-15.460000000000036,-16.713999999999942,-17.7199999999998,-18.547999999999774,-19.57300000000032,-20.967000000000553,-22.347999999999956,-23.506999999999607,-25.161000000000058
HUL,-5.388999999999669,-7.423000000000229,-8.972999999999956,-10.12900000000036,-11.677999999999884,-12.971000000000004,-13.728999999999814,-14.427000000000135,-15.656999999999698,-16.833000000000084,-18.057000000000244,-19.394999999999982,-19.853999999999814,-20.44799999999941,-21.64599999999973,-22.225000000000364,-23.371000000000095,-24.578999999999724,-26.587999999999738
PER,-5.945999999999913,-8.026000000000295,-9.971000000000004,-11.209000000000287,-12.60299999999961,-13.9699999999998,-15.080999999999676,-16.13299999999981,-18.079999999999927,-19.597000000000207,-21.369000000000142,-23.509000000000015,-25.13299999999981,-25.639999999999418,-26.68199999999979,-27.25,-28.15900000000056,-28.96099999999933,-29.949999999999818
PIA,-7.705999999999676,-10.222000000000207,-13.076000000000022,-14.946000000000367,-15.60299999999961,-16.588000000000193,-17.458999999999833,-17.92599999999993,-19.16300000000001,-21.0949999999998,-23.610999999999876,-24.809000000000196,-26.518999999999778,-29.363999999999578,-31.10899999999947,-32.27000000000044,-32.39000000000033,-31.954999999999927,-32.0590000000002
TSU,-4.871999999999844,-6.887000000000171,-8.159999999999854,-9.372000000000298,-10.256999999999607,-12.407000000000153,-14.44900000000007,-15.588999999999942,-17.289999999999964,-18.858999999999924,-20.521999999999935,-23.96199999999999,-26.159000000000106,-28.714999999999236,-30.652000000000044,-33.4970000000003,-35.139000000000124,-36.6899999999996,-38.363000000000284
COL,-6.389999999999873,-8.428000000000338,-10.739999999999782,-12.409000000000106,-13.740999999999985,-15.06899999999996,-16.51299999999992,-17.18199999999979,-18.664999999999964,-20.5920000000001,-22.677000000000135,-25.583000000000084,-27.672000000000025,-30.05199999999968,-32.215000000000146,-34.22400000000016,-35.931000000000495,-37.58799999999974,-39.460000000000036
STR,-6.809999999999945,-9.021000000000186,-11.487999999999829,-13.365000000000236,-14.618999999999687,-15.93899999999985,-18.371000000000095,-19.674999999999727,-21.496999999999844,-23.43100000000004,-25.62400000000025,-27.326000000000022,-29.105999999999767,-31.03099999999995,-33.46699999999964,-35.483000000000175,-37.525000000000546,-39.16699999999946,-41.235999999999876
GAS,-7.300999999999931,-9.69900000000007,-12.378999999999905,-15.54300000000012,-16.968999999999596,-18.480999999999767,-19.67099999999982,-20.797999999999774,-22.811999999999898,-24.61200000000008,-26.671000000000276,-28.518999999999778,-30.471000000000004,-32.23999999999978,-34.30999999999949,-36.27800000000025,-38.21100000000024,-40.01999999999953,-41.99499999999989
OCO,-9.396999999999935,-12.020000000000437,-15.031999999999698,-17.26200000000017,-19.174999999999727,-20.971999999999753,-21.415999999999713,-22.266000000000076,-23.945999999999913,-25.588000000000193,-27.69900000000007,-29.472999999999956,-31.213000000000193,-32.92099999999937,-34.89300000000003,-37.0,-38.89400000000023,-40.789999999999964,-42.80400000000009
LAW,-8.49499999999989,-10.709000000000287,-13.735999999999876,-16.007000000000062,-18.109999999999673,-21.590000000000146,-22.435999999999694,-23.27599999999984,-24.96900000000005,-26.79399999999987,-29.046000000000276,-30.829999999999927,-32.58899999999994,-34.15399999999954,-36.17500000000018,-37.939000000000306,-39.80500000000029,-41.49299999999948,-44.00799999999981
ALB,-11.279999999999745,-13.994000000000142,-17.397999999999683,-19.835000000000036,-21.753999999999905,-23.88700000000017,-25.891999999999825,-27.32699999999977,-29.202999999999975,-30.940999999999804,-32.58199999999988,-34.034000000000106,-34.871000000000095,-35.972999999999956,-37.60499999999956,-39.11200000000008,-40.47900000000027,-42.27899999999954,-44.564000000000306
