GAS,-10.826999999999998,-13.933999999999969,-16.98599999999999,-19.697000000000003,-22.868000000000052,-30.934999999999945,-32.452,-34.67899999999986,-36.75,-39.00199999999995,-41.077999999999975,-43.49199999999996,-45.605999999999995,-74.71500000000015
PER,-8.107999999999947,-10.739000000000033,-12.934000000000083,-14.83299999999997,-16.831999999999994,-18.27699999999993,-20.095000000000027,-21.924999999999955,-23.713999999999942,-25.751999999999953,-27.310000000000173,-29.85699999999997,-31.882000000000062,-34.33699999999999,-36.600000000000136,-38.875,-41.50199999999995,-43.930000000000064,-37.89099999999962,-39.98999999999978,-42.093999999999596,-44.833000000000084,-46.120000000000346,-65.96500000000015,-87.57500000000027,-86.1260000000002,-81.0029999999997,-79.52700000000004,-45.42099999999982,-19.30600000000004,-5.226999999999862,-9.530999999999949,-11.833999999999833,-14.67599999999993,-16.996999999999844,-18.5920000000001,-20.541999999999916,-21.741999999999734,-23.14800000000014,-25.037000000000262,-26.377000000000407,-27.353000000000065,-28.649999999999636,-29.85199999999986,-31.506000000000313,-33.09400000000005,-34.378999999999905,-35.167999999999665,-36.090000000000146,-37.36499999999978,-38.39399999999932,-39.90300000000025,-41.8149999999996,-43.19699999999921,-44.4980000000005,-45.600000000000364,-46.460000000000036,-46.81700000000001
ALO,-7.294999999999959,-8.595000000000027,-10.090000000000032,-11.168000000000006,-13.91700000000003,-15.534999999999968,-16.682000000000016,-18.51599999999985,-19.853000000000065,-21.95399999999995,-23.965000000000146,-26.12799999999993,-27.764000000000124,-29.735000000000127,-31.988000000000056,-33.83600000000001,-36.34899999999993,-38.67899999999986,-31.583999999999833,-32.95600000000013,-34.25999999999976,-35.371000000000095,-35.220000000000255,-35.36700000000019,-35.7170000000001,-51.139000000000124,-51.948999999999614,-51.710000000000036,-27.909999999999854,-9.69900000000007,-2.8470000000002074,-5.036999999999807,-6.1909999999998035,-7.836999999999989,-9.363999999999578,-10.621000000000095,-11.896999999999935,-12.991999999999734,-14.206999999999425,-15.577000000000226,-16.71100000000024,-17.625,-18.77300000000014,-19.787999999999556,-21.17699999999968,-22.61700000000019,-23.613999999999578,-24.80199999999968,-25.63799999999992,-26.511000000000422,-27.25799999999981,-27.83600000000024,-28.79199999999946,-29.201000000000022,-29.3720000000003,-29.418000000000575,-29.40599999999995,-27.886000000000422
LEC,-11.350999999999999,-14.86099999999999,-17.456999999999994,-21.111999999999966,-24.03800000000001,-31.43999999999994,-33.462999999999965,-36.22999999999979,-38.44699999999989,-40.539999999999964,-42.82400000000007,-45.386999999999944,-47.11699999999996,-49.968000000000075,-52.297000000000025,-54.47400000000016,-57.25,-59.50499999999988,-53.198999999999614,-73.721,-79.51899999999978,-84.5949999999998,-85.60900000000038,-85.90200000000004,-108.73800000000028,-106.95200000000023,-117.25099999999975,-123.67300000000023,-86.07499999999982,-42.19599999999991,-6.269999999999982,-10.742999999999938,-13.853000000000065,-16.394999999999982,-19.19699999999966,-21.97300000000041,-24.74499999999989,-26.94399999999996,-29.478000000000065,-32.74499999999989,-35.88000000000011,-38.26900000000023,-40.6899999999996,-43.1840000000002,-46.08600000000024,-49.039999999999964,-51.21100000000024,-52.94499999999971,-55.702000000000226,-58.80500000000029,-61.35599999999977,-63.711999999999534,-66.84999999999945,-69.1239999999998,-71.14400000000023,-72.66700000000037,-74.67799999999988,-75.75900000000001
STR,-9.201000000000022,-12.072999999999979,-14.918000000000006,-18.406999999999925,-21.519000000000005,-23.923000000000002,-25.881000000000085,-28.44699999999989,-30.778999999999996,-32.98299999999995,-35.240999999999985,-38.70999999999981,-41.103000000000065,-43.83900000000017,-46.912000000000035,-50.124000000000024,-54.100999999999885,-57.50299999999993,-51.63799999999992,-54.40299999999979,-56.82899999999972,-59.32999999999993,-61.345000000000255,-63.26999999999998,-95.25400000000036,-98.48900000000003,-91.99499999999989,-92.60000000000036,-72.02700000000004,-32.909999999999854,-6.092000000000098,-11.327999999999975,-14.41800000000012,-17.266000000000076,-20.17599999999993,-22.752000000000407,-25.717999999999847,-28.608999999999924,-32.5029999999997,-36.011999999999716,-38.822000000000116,-41.297999999999774,-43.71100000000024,-46.185999999999694,-49.07499999999982,-51.61200000000008,-53.72999999999956,-55.35099999999966,-56.9409999999998,-59.435999999999694,-62.0630000000001,-64.50500000000011,-68.97099999999955,-71.23099999999977,-72.75900000000001,-74.21200000000044,-75.85999999999967,-78.28800000000047
VAN,-7.717999999999961,-9.625999999999976,-11.377000000000066,-12.760999999999967,-15.071000000000026,-16.920999999999935,-18.50299999999993,-20.458999999999833,-22.33699999999999,-24.04399999999987,-25.826999999999998,-28.304999999999836,-30.276000000000067,-32.486000000000104,-34.79500000000007,-36.721000000000004,-39.429999999999836,-41.75400000000013,-34.983999999999924,-36.628999999999905,-38.50699999999961,-41.934999999999945,-42.79200000000037,-44.233000000000175,-63.46199999999999,-66.28699999999981,-62.511999999999716,-62.60500000000002,-33.34699999999975,-12.882000000000062,-4.150000000000091,-7.300999999999931,-8.98700000000008,-10.890000000000327,-13.854999999999563,-15.264000000000124,-16.936999999999898,-18.10199999999986,-19.411999999999352,-20.858000000000175,-21.90099999999984,-22.717000000000553,-23.958999999999833,-24.916000000000167,-26.534999999999854,-27.657000000000153,-28.621000000000095,-29.162000000000262,-30.297999999999774,-31.472999999999956,-32.99499999999989,-34.136999999999716,-35.3779999999997,-35.886999999999716,-36.285000000000764,-36.14000000000033,-36.108000000000175,-34.92100000000028
MAG,-2.8740000000000236,-3.4389999999999645,-4.865000000000009,-5.9389999999999645,-7.296000000000049,-8.166999999999916,-8.723999999999933,-9.883999999999787,-11.259000000000015,-12.9849999999999,-14.624000000000024,-16.3449999999998,-17.924999999999955,-19.945000000000164,-21.80099999999993,-23.516000000000076,-26.208999999999833,-28.399000000000115,-22.097999999999956,-23.672999999999774,-24.64599999999973,-43.52099999999973
HUL,-4.844000000000051,-5.88900000000001,-7.161000000000058,-8.534999999999968,-12.232000000000085,-13.43999999999994,-13.933999999999969,-15.210999999999785,-16.110999999999876,-17.995999999999867,-19.082000000000107,-20.825999999999794,-22.417000000000144,-24.164999999999964,-26.406999999999925,-28.230999999999995,-30.569999999999936,-32.64200000000005,-25.95699999999988,-27.514000000000124,-28.785999999999603,-30.33699999999999,-31.182000000000244,-50.29399999999987,-65.37700000000041,-63.64400000000023,-58.31299999999965,-59.08400000000029,-30.20199999999977,-11.592000000000098,-3.4850000000001273,-6.5,-7.9699999999998,-9.562000000000353,-11.093999999999596,-12.695000000000164,-13.954000000000178,-14.789999999999964,-15.920999999999367,-17.72900000000027,-18.60400000000027,-19.402000000000044,-20.501000000000204,-21.322000000000116,-22.756999999999607,-24.176000000000386,-25.176000000000386,-26.45799999999963,-27.347999999999956,-28.417999999999665,-29.34599999999955,-29.93199999999979,-30.997999999999593,-31.799999999999272,-32.07600000000002,-31.92200000000048,-32.01299999999992,-32.67100000000028
HAR,-31.351,-38.327,-39.40600000000006,-41.11500000000001,-43.43500000000006,-45.43299999999999,-47.00999999999999,-49.077999999999975,-51.055000000000064,-53.22399999999993,-55.381000000000085,-58.299999999999955,-61.20600000000013,-64.33600000000001,-67.28800000000001,-70.09000000000015,-73.29199999999992,-76.481,-70.89399999999978,-73.5340000000001,-76.77599999999984,-109.78800000000001,-119.66700000000037,-120.15000000000009,-155.92800000000034,-154.567,-149.625,-150.97000000000025,-129.4949999999999,-85.89400000000023,-38.77399999999989,-41.496000000000095,-44.91800000000012,-48.04600000000028,-51.53800000000001,-54.84900000000016,-57.96300000000019,-60.74200000000019,-63.47099999999955,-66.57200000000012,-69.55400000000009,-72.39900000000034,-75.28300000000036,-77.60199999999986,-80.16399999999976,-82.7510000000002,-85.11399999999958,-91.54699999999957,-94.47699999999986,-99.8779999999997,-102.46699999999964,-104.18000000000029,-106.00900000000001,-107.55299999999988,-108.89600000000064,-110.15300000000025,-111.33899999999994
RIC,-5.366999999999962,-6.3659999999999854,-7.719000000000051,-9.04200000000003,-11.571000000000026,-12.17599999999993,-12.714999999999918,-13.543999999999869,-14.127999999999929,-16.509000000000015,-17.253000000000156,-18.83699999999999,-19.986000000000104,-21.757000000000062,-23.81899999999996,-25.475000000000136,-27.912000000000035,-30.05800000000022,-23.587999999999738,-25.373999999999796,-26.42099999999982,-27.55899999999974,-27.932999999999993,-28.20400000000018,-27.544000000000324,-39.608999999999924,-39.82199999999966,-37.89300000000003,-21.415999999999713,-4.5210000000001855,-2.5590000000001965,-3.4699999999998,-3.5650000000000546,-3.8650000000002365,-4.671999999999571,-4.96100000000024,-5.230000000000018,-5.78899999999976,-6.375999999999294,-6.6710000000002765,-6.835000000000036,-6.6850000000004,-7.291000000000167,-7.394999999999527,-7.77599999999984,-8.326000000000022,-8.720999999999549,-8.57799999999952,-9.02099999999973,-8.942000000000007,-9.943999999999505,-10.88000000000011,-11.765999999999622,-11.0,-10.182000000000698,-9.375,-8.733000000000175,-7.069000000000415
OCO,-8.673000000000002,-11.363000000000056,-14.134999999999991,-16.573999999999955,-18.75,-20.543000000000006,-22.08199999999988,-24.54599999999982,-28.05899999999997,-30.620999999999867,-32.728000000000065,-35.04599999999982,-37.097999999999956,-39.51999999999998,-41.89800000000014,-44.480999999999995,-47.34699999999998,-50.09899999999993,-43.95799999999963,-45.94399999999996,-47.547999999999774,-49.741999999999734,-68.63700000000017,-73.83300000000008,-90.94700000000012,-90.02399999999989,-85.1909999999998,-83.62900000000036,-46.379999999999654,-20.63299999999981,-5.706000000000131,-10.155999999999949,-12.784999999999854,-15.524000000000342,-18.455999999999676,-20.720000000000255,-22.742999999999938,-24.18100000000004,-26.081999999999425,-27.77300000000014,-29.488000000000284,-31.047999999999774,-32.710000000000036,-34.44499999999971,-36.27599999999984,-38.814000000000306,-40.74300000000039,-42.13199999999961,-43.712000000000444,-45.3149999999996,-47.12299999999959,-48.72699999999986,-50.3779999999997,-52.20100000000002,-53.45000000000073,-54.1830000000009,-54.792999999999665,-60.27800000000025
VER,-3.451000000000022,-4.128000000000043,-5.22300000000007,-6.562000000000012,-7.878000000000043,-9.024000000000001,-9.463999999999942,-10.62299999999982,-11.996999999999844,-19.61500000000001,-20.961000000000013,-22.705999999999904,-24.087999999999965,-25.6400000000001,-27.48700000000008,-29.338000000000193,-31.725999999999885,-33.888999999999896,-27.365999999999985,-29.061999999999898,-46.861999999999625,-51.8130000000001,-51.29500000000007,-50.2199999999998,-57.85699999999997,-53.9699999999998,-50.40899999999965,-50.42800000000034,-25.83999999999969,-7.898000000000138,-3.436999999999898,-5.704999999999927,-6.755999999999858,-8.41800000000012,-9.881999999999607,-11.07400000000007,-12.659000000000106,-13.559999999999945,-14.90099999999984,-16.235999999999876,-17.337999999999738,-18.33100000000013,-19.488000000000284,-20.386999999999716,-21.725999999999658,-23.442000000000007,-24.451000000000022,-25.565999999999804,-26.527000000000044,-27.358000000000175,-28.149999999999636,-28.585000000000036,-29.949999999999818,-30.118999999999687,-30.28400000000056,-30.110000000000582,-30.161999999999352,-28.94500000000062
SIR,-12.260999999999967,-16.133000000000038,-18.897000000000048,-22.366999999999962,-11.379999999999995
HAM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.35799999999972,-13.078999999999724,-12.471999999999753,-12.777999999999793,-12.052000000000135,-11.411999999999807,-11.30600000000004,-3.8859999999999673,-1.668999999999869,-1.413000000000011,-1.4519999999997708,-1.7100000000000364,-0.7400000000002365,-0.6430000000000291,-0.7300000000000182,-0.7530000000001564,-0.6959999999999127,-0.8830000000002656,-1.1889999999998508,-1.0459999999998217,-0.9879999999993743,-0.9589999999998327,-0.8559999999997672,-0.9949999999998909,-1.0050000000001091,-0.9520000000002256,-1.0649999999995998,-0.8220000000001164,-2.9089999999996508,-2.2200000000002547,-1.792000000000371,-1.431999999999789,-1.4749999999994543,-1.018000000000029,-2.3270000000002256,-3.587999999999738,-4.405999999999949,-4.899000000000342,-5.956999999999425,-5.036000000000058
VET,-1.9610000000000127,-2.258000000000038,-2.62600000000009,-2.76299999999992,-3.1420000000000528,-3.5259999999999536,-3.6829999999999927,-4.071999999999889,-4.376999999999953,-4.157999999999902,-4.322000000000116,-4.397999999999911,-4.97199999999998,-5.675000000000182,-6.11200000000008,-6.679000000000087,-7.5219999999999345,-8.204000000000178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
