GAS,0.0
PER,-10.264000000000124,-7.081000000000131,-7.195999999999913,-8.670000000000073,-7.025000000000091,-1.4989999999997963,-9.672000000000025,-1434.4910000000004,-1.3370000000004438,-5.193000000000211,-6.405999999999949,-8.260000000000218,-9.071000000000822,-9.570999999999913,-11.35400000000027,-12.635999999999513,-13.824999999999818,-15.555000000000291,-16.917999999999665,-18.55500000000029,-20.109999999999673,-20.988000000000284,-22.89599999999973,-24.601000000000568,-26.43199999999979,-28.311999999999898,-30.55500000000029,-52.09199999999964,-55.917999999999665,-54.95500000000084,-55.1909999999998,-38.45899999999983,-32.847999999999956,-33.66600000000017,-34.21900000000005,-35.389000000000124,-36.36200000000008,-37.13599999999951,-37.487999999999374,-38.12199999999939,-38.490999999999985,-38.75500000000011,-70.76499999999942,-54.35100000000057,-1285.6350000000002,-1.0910000000003492,-2.8069999999988795,-4.561999999999898,-5.761000000000422,-6.189000000000306,-8.03399999999965,-8.03900000000067,-8.819999999999709,-9.784999999999854,-10.344999999999345,-10.947000000000116,-12.037000000000262,-14.404000000000451,-15.69800000000032
LEC,-4.564000000000306,-2.4160000000001673,-1.7229999999999563,-3.386000000000422,-2.53899999999976,-0.40399999999999636,-3.617999999999938,-1423.8539999999998,-0.49399999999968713,-3.431999999999789,-4.574999999999818,-5.829999999999927,-6.257000000000517,-7.117000000000189,-7.981999999999971,-9.375,-10.818999999999505,-12.47400000000016,-15.292999999999665,-18.119000000000597,-40.238000000000284,-47.26000000000022,-48.099999999999454,-49.39100000000053,-51.10899999999947,-51.38199999999961,-52.23099999999977,-53.836999999999534,-55.27400000000034,-57.642000000000735,-59.05499999999938,-42.96900000000005,-40.11699999999928,-41.985999999999876,-43.586999999999534,-44.6220000000003,-65.26599999999962,-71.58500000000004,-71.78599999999915,-71.98199999999997,-72.50800000000072,-73.4960000000001,-99.20600000000013,-81.72500000000036,-1297.652,-1.511000000000422,-7.027999999998428,-9.897999999999229,-12.462000000001353,-13.036000000000058,-15.467999999998938,-16.163000000000466,-17.605999999999767,-19.15400000000045,-20.380999999999403,-21.51599999999962,-23.306000000000495,-25.709000000000742,-28.36499999999978
STR,-7.162000000000262,-4.286000000000058,-4.5900000000001455,-5.364000000000033,-4.583999999999833,-0.6489999999998872,-6.5349999999998545,-1429.3809999999999,-0.831000000000131,-3.855999999999767,-5.359000000000378,-6.871000000000095,-7.139000000000124,-7.970999999999549,-8.625,-10.134999999999309,-11.315999999999804,-10.891999999999825,-11.609999999999673,-12.033000000000357,-13.036000000000058,-13.182999999999993,-13.699999999999818,-14.625,-15.420000000000073,-16.0649999999996,-17.050000000000182,-18.159999999999854,-19.67200000000048,-38.4340000000002,-43.83100000000013,-26.93199999999979,-21.20299999999952,-22.337000000000444,-23.096999999999753,-23.677999999999884,-24.402000000000044,-24.626000000000204,-24.719999999999345,-24.764999999999418,-24.640000000000327,-24.35400000000027,-228.4430000000002
MAG,-21.59900000000016,-15.289000000000215,-15.452000000000226,-15.796000000000276,-16.373999999999796,-165.70100000000002
ALB,-5.890000000000327,-3.2780000000002474,-3.1669999999999163,-4.34900000000016,-3.543999999999869,-0.5399999999999636,-5.3090000000001965,-1427.5120000000002,-0.8450000000002547,-6.543999999999869,-8.048999999999978,-9.721999999999753,-10.624000000000706,-11.123999999999796,-11.8100000000004,-13.148999999999432,-14.207999999999629,-13.914999999999964,-15.61700000000019,-15.623000000000502,-16.591999999999643,-16.55200000000059,-17.20799999999963,-17.945999999999913,-18.442000000000007,-19.092999999999847,-19.703999999999724,-20.266999999999825,-21.588999999999942,-22.82800000000043,-25.15399999999954,-26.105000000000473,-26.10699999999997,-26.1220000000003,-26.545000000000073,-26.40599999999995,-26.307999999999993,-26.77099999999973,-26.221999999999753,-25.876999999999498,-25.81800000000021,-25.502000000000407,-54.503999999999905,-37.9380000000001,-1284.058000000001,-0.9220000000004802,-2.418999999999869,-3.2009999999991123,-4.085000000000946,-3.894000000000233,-4.286000000000058,-3.4770000000007713,-3.5320000000010623,-3.8539999999993597,-3.856999999999971,-4.168999999999869,-4.79700000000048,-6.144000000000233,-8.078999999999724
KVY,-15.521000000000186,-11.079000000000178,-11.238000000000284,-12.472000000000207,-11.204999999999927,-2.0340000000001055,-12.856000000000222,-1441.3740000000003,-1.5510000000003856,-8.029999999999745,-10.546000000000276,-12.351999999999862,-13.793000000000575,-15.335000000000036,-16.323999999999614,-17.548999999999978,-19.230999999999767,-20.001000000000204,-21.36700000000019,-22.478000000000065,-24.661000000000058,-25.43000000000029,-26.952000000000226,-29.311999999999898,-31.251999999999498,-32.77799999999934,-34.66699999999946,-37.24399999999969,-57.69599999999991,-65.44900000000052,-66.05099999999948,-49.051000000000386,-43.21599999999944,-44.33800000000065,-45.162999999999556,-45.29899999999998,-47.8149999999996,-49.26900000000023,-50.85399999999936,-51.89300000000003,-52.94599999999991,-53.9970000000003,-91.1890000000003,-75.76600000000053,-1293.5290000000005,-1.282999999999447,-4.860999999998967,-7.239999999999782,-8.615999999999985,-9.709999999999127,-11.520999999998821,-11.701000000000931,-12.608000000000175,-13.622999999999593,-14.450999999999112,-15.457000000000335,-16.77900000000045,-19.53399999999965,-21.790000000000873
RIC,-9.501000000000204,-5.7150000000001455,-5.988000000000284,-7.9050000000002,-6.530999999999949,-1.2300000000000182,-7.862999999999829,-1432.0899999999997,-1.029000000000451,-5.782000000000153,-7.395999999999731,-8.797999999999774,-9.77100000000064,-9.833999999999833,-10.110999999999876,-11.112999999999374,-12.228000000000065,-12.8149999999996,-13.268000000000029,-13.778000000000247,-14.703999999999724,-14.5,-14.871000000000095,-15.467000000000553,-16.557999999999993,-17.18199999999979,-34.88199999999961,-38.498999999999796,-40.2529999999997,-40.436000000000604,-41.077000000000226,-24.722999999999956,-19.05199999999968,-20.212000000000444,-21.16399999999976,-21.847999999999956,-22.784999999999854,-23.188999999999396,-23.096999999999753,-23.188999999999396,-23.371000000000095,-23.16899999999987,-49.20100000000002,-32.42200000000048,-1279.1040000000012,-0.5200000000004366,-1.190999999998894,-2.6489999999994325,-3.2080000000005384,-3.4089999999996508,-5.9909999999999854,-5.8729999999995925,-6.236000000000786,-6.5,-6.493999999998778,-6.60399999999936,-6.8840000000000146,-8.693999999999505,-10.452000000001135
OCO,-16.644000000000233,-11.927999999999884,-12.836999999999989,-13.808000000000447,-13.266000000000076,-2.1729999999997744,-14.744000000000142,0.0
VER,0.0
NOR,-13.102000000000317,-8.90099999999984,-9.153999999999996,-10.288000000000011,-8.753999999999905,-1.6770000000001346,-11.021000000000186,-1438.623,-1.3999999999996362,-7.46100000000024,-9.65099999999984,-11.126000000000204,-12.530999999999949,-13.653000000000247,-14.618999999999687,-15.907000000000153,-17.20799999999963,-17.962999999999738,-19.597999999999956,-20.945999999999913,-22.832000000000335,-23.20600000000013,-24.399999999999636,-26.04200000000037,-27.716999999999643,-29.411000000000058,-30.962999999999738,-32.10899999999947,-53.39500000000044,-59.75200000000041,-60.039999999999964,-43.431000000000495,-37.615999999999985,-38.53300000000036,-39.57099999999991,-39.902000000000044,-40.470000000000255,-41.34900000000016,-41.92999999999938,-42.072000000000116,-42.64900000000034,-42.99300000000039,-78.14400000000023,-63.860999999999876,-1290.893,-1.2669999999998254,-3.8149999999986903,-6.323999999998705,-7.816000000000713,-8.451999999999316,-10.295999999998457,-10.288000000000466,-11.03900000000067,-11.977999999999156,-12.63799999999901,-13.355999999999767,-14.629000000000815,-17.06500000000051,-18.92500000000109
