VER,-0.7879999999995562,-0.9450000000006185,-0.6710000000002765,-0.6539999999995416,-0.4070000000001528,-0.6289999999999054,-0.6390000000001237,-0.40499999999974534,-0.5340000000005602,-0.6260000000002037,-0.5780000000004293,-0.61200000000008,-0.39099999999962165,-0.4470000000001164,0.0,0.0,0.0,0.0,0.0,0.0,-12.557000000000698,-3.456999999999425,-1.0659999999998035,-0.0820000000003347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GAS,-8.856999999999971,-11.54700000000048,-13.48700000000008,-14.891999999999825,-16.163000000000466,-16.8720000000003,-17.72400000000016,-18.73999999999978,-19.63000000000011,-25.153000000000247,-48.63199999999961,-49.654999999999745,-50.13600000000042,-50.512000000000626,-50.64599999999973,-51.01600000000053,-51.35900000000038,-52.139000000000124,-52.836999999999534,-49.02300000000014,-43.626000000000204,-35.85999999999967,-34.763999999999214,-34.51299999999992,-35.73999999999978,-37.54399999999987,-39.23199999999997,-41.319000000000415,-43.23099999999977,-45.490999999999985,-52.19300000000021,-73.50300000000061,-74.70199999999932,-75.89599999999973,-76.98400000000038,-78.18299999999999,-78.9989999999998,-79.77099999999882,-81.02100000000064,-81.66799999999967,-82.23500000000058,-82.74799999999959,-82.67500000000109,-82.6820000000007,-83.0630000000001,-83.17000000000007,-83.17699999999968,-82.23000000000138,-82.23599999999897,-81.21799999999894,-244.49099999999999
PER,-2.688999999999396,-3.5640000000003056,-3.730999999999767,-3.6829999999999927,-3.6140000000004875,-3.463999999999942,-3.4390000000003056,-4.101999999999862,-4.190000000000509,-4.132999999999811,-4.686999999999898,-5.246999999999389,-5.373999999999796,-5.8530000000000655,-5.403000000000247,-5.507999999999811,-5.786000000000058,-6.278000000000247,-6.5090000000000146,-2.1690000000007785,0.0,-10.242999999999483,-7.256999999999607,-5.704999999999927,-5.713999999999942,-5.811999999999898,-6.766999999999825,-6.917000000000371,-7.05199999999968,-7.411000000000058,-8.324000000000524,-8.794000000000779,-9.573999999999614,-9.838999999999942,-9.675000000000182,-9.703999999999724,-9.778000000000247,-9.777000000000044,-9.813000000000102,-9.538000000000466,-10.477999999999156,-11.104999999999563,-11.735000000000582,-12.313000000000102,-12.969999999999345,-12.38299999999981,-12.721999999999753,-11.595000000001164,-9.693999999999505,-7.685999999999694,-6.064000000000306
ALO,-6.222999999999956,-8.22900000000027,-9.798999999999978,-10.95299999999952,-11.563000000000102,-12.123000000000502,-12.694000000000415,-13.412999999999556,-14.320000000000618,-15.17699999999968,-15.828999999999724,-16.75999999999931,-17.03099999999995,-17.666000000000167,-17.365999999999985,-17.811999999999898,-18.234999999999673,-19.23700000000008,-20.11699999999928,-17.55200000000059,-16.826000000000022,-29.112999999999374,-27.411999999999352,-27.050000000000182,-27.95299999999952,-28.958999999999833,-30.123999999999796,-31.413000000000466,-32.938999999999396,-34.45600000000013,-35.80200000000059,-37.139000000000124,-38.667999999999665,-39.547999999999774,-40.25,-41.10900000000038,-41.806000000000495,-42.794999999998254,-44.01599999999962,-44.725000000000364,-45.76100000000042,-46.25200000000041,-46.36300000000119,-46.766999999999825,-47.12799999999879,-47.39600000000064,-48.17100000000028,-48.1190000000006,-47.457000000000335,-46.42399999999907,-46.29399999999987
LEC,-1.63799999999992,-1.9440000000004147,-1.6869999999998981,-1.644999999999527,-1.4880000000002838,-1.3560000000006767,-1.4710000000004584,-1.219000000000051,-1.4210000000002765,-1.6970000000001164,-1.844000000000051,-2.130000000000109,-1.800000000000182,-1.768000000000029,-1.8530000000000655,-2.2899999999999636,-3.2269999999998618,-4.4520000000002256,-5.71599999999944,-6.022000000000844,-18.761000000000422,-9.518000000000029,-6.774999999999636,-5.3969999999999345,-5.461999999999534,-5.438999999999396,-6.171999999999571,-6.40099999999984,-6.743999999999687,-7.127999999999702,-8.122000000000298,-9.581000000000131,-10.302999999999884,-10.470999999999549,-10.506000000000313,-10.53899999999976,-10.527000000000044,-10.521999999999025,-10.665000000000873,-10.49200000000019,-11.22400000000016,-11.760000000000218,-12.363000000001193,-13.19800000000032,-13.602999999999156,-13.997999999999593,-15.231999999999971,-14.825000000000728,-13.550999999999476,-12.118999999998778,-11.377000000000407
STR,-9.670000000000073,-12.61700000000019,-15.25500000000011,-16.912999999999556,-18.064000000000306,-19.105000000000473,-19.846999999999753,-20.984999999999673,-21.820999999999913,-22.84900000000016,-23.527000000000044,-24.929000000000087,-26.264000000000124,-27.34900000000016,-28.298999999999978,-29.661000000000058,-30.836999999999534,-32.965000000000146,-34.576999999999316,-36.754000000000815,-52.50200000000041,-44.259000000000015,-42.67699999999968,-42.70600000000013,-43.88599999999951,-45.35899999999947,-46.53299999999945,-48.1840000000002,-49.521999999999935,-51.047999999999774,-52.163000000000466,-53.585000000000036,-55.46599999999944,-57.08099999999922,-58.235999999999876,-59.73400000000038,-61.42400000000089,-62.740999999999985,-64.15899999999965,-65.32999999999993,-66.46700000000055,-67.62199999999939,-72.76200000000063,-75.22500000000036,-77.64500000000044,-78.61299999999937,-79.74299999999857,-80.09799999999996,-81.65799999999945,-84.1299999999992,-252.29099999999926
SAR,-7.289999999999964,-9.364000000000487,-11.034999999999854,-12.356999999999971,-13.10400000000027,-13.624000000000706,-14.516999999999825,-15.52599999999984,-16.509000000000015,-17.682999999999993,-18.796000000000276,-21.081999999999425,-21.993999999999687,-28.09600000000046,-48.25600000000031,-48.3779999999997,-48.64499999999953,-49.27800000000025,-50.00500000000011,-46.436000000000604,-40.69600000000082,-33.175999999999476,-31.774999999999636,-31.56800000000021,-32.73700000000008,-33.97199999999975,-35.72399999999925,-37.83600000000024,-39.909999999999854,-41.63299999999981,-43.59200000000055,-45.70400000000063,-47.75699999999961,-49.292999999999665,-50.71100000000024,-52.25500000000011,-53.86399999999958,-55.38199999999961,-57.03299999999945,-58.772000000000844,-60.173000000000684,-61.4369999999999,-64.82800000000134,-66.76300000000083,-68.34900000000016,-69.87299999999959,-71.35800000000017,-71.5630000000001,-71.39799999999923,-72.6309999999994,-236.37099999999919
MAG,-9.34900000000016,-12.266000000000531,-14.82799999999952,-18.01299999999992,-19.865999999999985,-21.200000000000728,-22.533000000000357,-24.243999999999687,-25.985999999999876,-27.985999999999876,-30.087000000000444,-36.951999999999316,-58.48899999999958,-59.59700000000066,-60.21600000000035,-61.146999999999935,-62.0029999999997,-63.6279999999997,-64.34899999999925,-60.51100000000042,-54.53600000000006,-46.79500000000007,-45.73699999999917,-45.961999999999534,-47.46799999999985,-49.099999999999454,-50.818999999999505,-52.53900000000067,-54.41200000000026,-56.39800000000014,-58.38200000000052,-60.52800000000025,-68.44599999999991,-90.09599999999955,-90.58100000000013,-91.3680000000004,-92.13899999999921,-92.9479999999985,-97.80500000000029,-98.60000000000036,-99.14899999999943,-99.51499999999942,-100.03200000000106,-100.79500000000007,-101.66599999999926,-102.46399999999994,-102.98699999999917,-102.49099999999999,-101.63799999999901,-100.14899999999943,-128.88999999999942
TSU,0.0
ALB,-3.6679999999996653,-4.729000000000269,-5.331000000000131,-5.947999999999411,-6.393000000000029,-6.439000000000306,-6.854000000000269,-7.305999999999585,-7.668000000000575,-8.461999999999534,-9.159999999999854,-10.284999999999854,-11.073999999999614,-11.824999999999818,-16.896999999999935,-37.78400000000056,-38.13799999999992,-38.75799999999981,-39.6279999999997,-35.63200000000052,-29.13000000000011,-20.978000000000065,-19.34099999999944,-18.778000000000247,-19.67999999999938,-20.94300000000021,-22.17699999999968,-23.767000000000735,-25.27300000000014,-26.8149999999996,-28.047999999999774,-29.07000000000062,-30.21900000000005,-31.11499999999978,-31.845000000000255,-33.228000000000065,-34.376000000000204,-36.16100000000006,-37.47700000000077,-38.14800000000105,-39.04399999999987,-39.840000000000146,-40.759000000000015,-42.733000000000175,-43.72400000000016,-44.79099999999926,-47.14499999999862,-46.73199999999997,-46.39400000000023,-45.19800000000032,-45.10599999999977
