HAM,-3.8979999999996835,-2.1010000000001128,-1.5630000000001019,-2.8640000000000327,-3.3960000000001855,-4.014000000000124,-4.199000000000069,-4.360000000000127,-4.5349999999998545,-5.812999999999647,-6.303999999999633,-6.730000000000018,-6.817000000000007,-6.8159999999998035,-6.596999999999753,-6.8530000000000655,-7.187999999999647,-7.177999999999884,-7.132999999999811,-7.168999999999869,-6.777999999999338,-6.274000000000342,-6.266999999999825,-5.851999999999862,-5.068000000000211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BOT,-6.935999999999694,-4.882000000000062,-2.569999999999709,-5.263999999999669,-7.344000000000051,-9.488000000000284,-10.623000000000047,-11.239999999999782,-11.505999999999858,-12.090999999999894,-13.041999999999916,-13.749000000000251,-14.012000000000171,-14.380999999999858,-14.804999999999836,-15.3449999999998,-15.894999999999982,-17.19900000000007,-17.93399999999974,-18.78399999999965,-18.69499999999971,-18.289999999999964,-18.295000000000073,-17.971999999999753,-17.38299999999981,-12.812999999999192,-13.0,-19.432999999999993,-16.847999999999956,-2.8969999999999345,-0.9239999999999782,-1.0029999999997017,-1.4750000000003638,-1.4960000000000946,-2.0009999999992942,-2.186999999999898,-3.081000000000131,-3.1460000000006403,-3.4200000000000728,-3.7169999999996435,-4.076000000000022,-4.639000000000124,-4.338000000000648,-4.485000000000582,-4.469000000000051,-4.881999999999607,-5.257999999999811,-5.397999999999229,-4.734999999999673,-3.9549999999999272,-4.994999999999891,-4.82799999999952,-3.7849999999998545
LEC,-1.6369999999997162,-1.2730000000001382,-0.8919999999998254,-1.163000000000011,-1.3539999999998145,-1.3800000000001091,-1.375999999999749,-1.6900000000000546,-1.9529999999999745,-2.1679999999996653,-2.7299999999995634,-3.163000000000011,-3.487999999999829,-3.675999999999931,-3.663000000000011,-3.9899999999997817,-3.8649999999997817,-3.911999999999807,-4.144999999999982,-4.390999999999622,-4.234999999999673,-9.248000000000502,-28.190999999999804,-27.11999999999989,-25.42700000000059,-19.302999999999884,-18.95299999999952,-24.9399999999996,-4.2169999999996435,-4.118000000000393,-1.8739999999997963,-1.6649999999999636,-2.2590000000000146,-2.3950000000004366,-2.9409999999998035,-3.563000000000102,-4.476999999999862,-4.324000000000524,-4.471000000000458,-4.755000000000109,-5.354000000000269,-5.9979999999995925,-5.71100000000024,-5.999000000000706,-6.13799999999992,-6.412999999999556,-6.4340000000001965,-6.842999999999847,-6.529999999999745,-6.188000000000102,-7.322000000000116,-6.563999999999396,-5.233999999999469
VER,-11.06399999999985,-9.50500000000011,-3.8539999999998145,-7.802999999999884,-10.900000000000091,-13.550000000000182,-16.378999999999905,-18.903999999999996,-21.281999999999698,-23.41399999999976,-25.610999999999876,-27.09900000000016,-28.58100000000013,-30.143999999999778,-32.0329999999999,-34.302000000000135,-35.093999999999596,-36.17599999999993,-37.11400000000003,-38.05799999999999,-38.78399999999965,-39.05200000000059,-39.813999999999396,-40.39300000000003,-41.077000000000226,-37.15099999999984,-39.22999999999956,-56.06999999999971,-60.57499999999982,-39.436000000000604,-3.5200000000004366,-2.393000000000029,-3.606999999999971,-4.188000000000102,-4.636999999999716,-5.407000000000153,-6.398000000000138,-6.629000000000815,-7.126000000000204,-7.698999999999614,-8.414999999999964,-9.268999999999323,-9.454000000000633,-9.943000000000211,-10.46599999999944,-11.144999999999527,-11.6899999999996,-12.466999999999643,-12.537000000000262,-12.501000000000204,-14.04699999999957,-14.694999999999709,-14.11999999999989
ALB,-26.592999999999847,-20.208000000000084,-9.906999999999698,-12.902000000000044,-17.56399999999985,-21.48600000000033,-25.576000000000022,-28.545000000000073,-31.5949999999998,-33.91999999999962,-36.75699999999961,-40.02399999999989,-43.1579999999999,-46.590999999999894,-49.42899999999963,-53.04399999999987,-54.98499999999967,-57.82999999999993,-61.05899999999974,-63.92099999999937,-65.71199999999953,-67.00300000000061,-69.64099999999962,-71.84799999999996,-73.0630000000001,-69.55999999999949,-79.75799999999981,-88.35099999999966,-79.10599999999977,-76.48199999999997,-19.717999999999847,-5.617000000000189,-8.387000000000626,-10.92700000000059,-14.281999999999243,-16.33100000000013,-18.743999999999687,-20.118000000000393,-21.42200000000048,-23.068999999999505,-27.704999999999927,-29.310999999999694,-30.041000000000167,-30.892000000000735,-31.590000000000146,-33.23499999999967,-35.146999999999935,-36.38299999999981,-36.49799999999959,-36.16400000000067,-38.581999999999425,-39.29399999999987,-38.32600000000002
SAI,-6.075999999999567,-3.48299999999972,-1.9829999999997199,-4.317999999999756,-6.418999999999869,-8.765000000000327,-12.61999999999989,-14.8449999999998,-17.016999999999825,-19.10299999999961,-21.539999999999964,-23.865000000000236,-26.18399999999974,-28.677999999999884,-31.021999999999935,-33.5659999999998,-37.42099999999982,-39.72400000000016,-41.61799999999994,-43.51799999999912,-49.67999999999938,-71.26900000000023,-72.64799999999923,-75.55199999999968,-76.66300000000047,-73.53099999999995,-85.09999999999945,-92.66099999999915,-83.38299999999981,-62.72900000000027,-5.480000000000473,-3.2020000000002256,-5.792000000000371,-7.677000000000589,-9.789999999999964,-11.980999999999767,-14.640999999999622,-16.623000000000502,-18.662000000000262,-20.573999999999614,-22.60699999999997,-24.93199999999979,-26.38799999999992,-28.22700000000077,-30.041000000000167,-32.40599999999995,-34.40300000000025,-39.09399999999914,-40.610999999999876,-41.94000000000051,-44.52399999999943,-46.09199999999964,-45.835000000000036
PER,-10.334999999999582,-8.61200000000008,-3.5289999999999964,-7.298999999999978,-10.391999999999825,-12.932000000000244,-15.947000000000116,-20.159999999999854,-22.766000000000076,-25.136999999999716,-27.322999999999865,-30.48700000000008,-33.327999999999975,-36.82499999999982,-39.48000000000002,-42.19200000000001,-44.27399999999989,-46.22699999999986,-48.10599999999977,-49.86499999999978,-51.001000000000204,-51.676000000000386,-56.96099999999933,-79.52799999999934,-80.74499999999989,-79.33399999999983,-93.85899999999947,-100.48699999999917,-93.89300000000003,-73.67900000000009,-16.39800000000014,-5.2169999999996435,-9.467000000000553,-11.963999999999942,-15.591999999999643,-18.2470000000003,-20.845000000000255,-22.664999999999964,-24.565999999999804,-26.26299999999992,-28.878999999999905,-31.84400000000005,-33.79100000000017,-35.374000000000706,-36.94999999999982,-38.85099999999966,-40.53399999999965,-42.45599999999922,-43.42900000000009,-44.642000000000735,-47.1279999999997,-48.509000000000015,-48.71399999999994
NOR,-8.980999999999767,-6.60799999999972,-2.9980000000000473,-6.596000000000004,-9.440000000000055,-12.099999999999909,-14.994000000000142,-17.761999999999716,-20.266000000000076,-22.596000000000004,-24.93899999999985,-29.376999999999953,-32.090000000000146,-34.45199999999977,-36.86799999999994,-39.41199999999981,-41.39499999999998,-43.44900000000007,-45.28099999999995,-52.01299999999992,-72.8739999999998,-74.36599999999999,-75.69999999999982,-77.52599999999984,-79.2470000000003,-78.58099999999922,-92.45399999999972,-98.60199999999986,-90.96000000000004,-71.82999999999993,-13.225000000000364,-4.4099999999998545,-7.7409999999999854,-10.228000000000065,-16.571999999999207,-19.467999999999847,-22.694000000000415,-24.916000000000167,-27.45600000000013,-30.11499999999978,-32.92100000000028,-35.78299999999945,-37.56500000000051,-40.03700000000026,-42.43299999999999,-44.925999999999476,-47.39300000000003,-50.396999999999935,-52.09099999999944,-53.56500000000051,-56.16699999999946,-57.516999999999825,-57.69499999999971
MAG,-14.808999999999742,-11.650000000000091,-4.873000000000047,-8.702999999999975,-12.244000000000142,-17.92300000000023,-21.16300000000001,-24.048999999999978,-27.11499999999978,-30.185999999999694,-33.41399999999976,-36.31700000000001,-39.353999999999814,-42.0659999999998,-44.66300000000001,-47.527000000000044,-49.98099999999977,-52.37699999999995,-54.66199999999981,-57.04699999999957,-58.91899999999987,-60.46100000000024,-62.1899999999996,-63.74399999999969,-64.84799999999996,-61.76099999999951,-74.64199999999983,-97.45100000000002,-90.02800000000025,-70.58100000000013,-7.136999999999716,-3.7880000000004657,-6.735999999999876,-8.86700000000019,-11.42199999999957,-13.615999999999985,-16.21100000000024,-18.17700000000059,-20.13299999999981,-22.398999999999432,-26.57000000000062,-30.670999999999367,-32.96600000000035,-37.56800000000021,-39.9340000000002,-42.529999999999745,-44.996000000000095,-47.26999999999953,-48.6279999999997,-49.95900000000074,-52.404999999999745,-53.860999999999876,-53.71399999999994
HUL,-13.210999999999785,-10.764999999999873,-4.467000000000098,-9.330999999999676,-12.715999999999894,-15.684999999999945,-18.3420000000001,-20.81899999999996,-23.473999999999705,-25.893999999999778,-28.1579999999999,-31.23700000000008,-33.996999999999844,-35.71199999999999,-37.91899999999987,-45.016000000000076,-70.91599999999971,-72.61799999999994,-74.36799999999994,-77.0649999999996,-78.9359999999997,-79.6780000000008,-80.8819999999996,-82.7489999999998,-84.0590000000002,-81.23599999999988,-95.92199999999957,-101.42799999999988,-96.64099999999962,-93.06900000000041,-34.292999999999665,-6.313000000000102,-10.905999999999949,-13.838000000000648,-17.83299999999963,-20.922999999999774,-23.550000000000182,-26.01800000000003,-28.27100000000064,-30.95600000000013,-33.54100000000017,-36.447000000000116,-38.298000000000684,-40.789999999999964,-43.167999999999665,-45.69300000000021,-48.103000000000065,-51.1909999999998,-52.9399999999996,-54.561000000000604,-57.42500000000018,-59.537999999999556,-59.779999999999745
