VER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HAM,-2.4409999999998035,-3.7170000000000982,-4.057000000000244,-4.673000000000229,-5.145000000000437,-5.44800000000032,-5.460000000000036,-6.0440000000007785,-6.574000000000524,-6.950000000000728,-7.076000000000022,-7.13799999999992,-7.511999999999716,-7.9190000000007785,-8.502000000000407,-8.048999999999978,-7.958000000000538,-7.871999999999389,-8.128000000000611,-8.667000000000371,-9.260999999999513,-9.953999999999724,-10.641999999999825,-15.368000000000393,-34.70800000000054,-30.494000000000597,-11.252999999999702,-11.707000000000335,-12.646999999999935,-12.962999999999738,-13.280999999999949,-13.618000000000393,-13.627999999999702,-13.849999999999454,-13.887000000000626,-14.225000000000364,-15.03399999999965,-15.34900000000016,-15.621000000000095,-15.701000000000022,-15.694000000000415,-15.78899999999976,-15.954999999999927,-16.106000000000677,-16.20300000000043,-16.32799999999952,-16.152000000000044,-16.381999999999607,-16.257000000000517,-19.73700000000008,-39.65699999999924,-35.42900000000009,-16.761999999999716,-16.8179999999993,-16.627000000000407,-17.3179999999993,-17.73699999999917,-18.08299999999872,-18.460000000000946,-18.730000000001382,-20.027000000000044,-18.689000000000306,-19.958999999998923,-19.97900000000118,-22.677999999999884,-24.090000000000146
RUS,-4.59900000000016,-6.130999999999858,-7.269000000000233,-8.010000000000218,-8.702000000000226,-9.63000000000011,-9.670000000000073,-10.9350000000004,-11.6850000000004,-12.606000000000677,-12.832999999999629,-13.654999999999745,-14.34900000000016,-14.826000000000022,-15.221000000000458,-15.680999999999585,-15.840000000000146,-16.103000000000065,-16.777000000000044,-17.311999999999898,-17.98199999999997,-18.837000000000444,-19.533000000000357,-20.636999999999716,-25.296000000000276,-39.85400000000027,-20.30499999999938,-19.86200000000008,-20.201000000000022,-20.587000000000444,-20.608000000000175,-21.032000000000153,-21.411000000000058,-22.09400000000005,-22.902000000000044,-23.94800000000032,-24.60199999999986,-24.989000000000487,-25.396999999999935,-25.61999999999989,-25.561000000000604,-25.75,-26.036000000000058,-26.36200000000008,-30.238999999999578,-48.57999999999993,-47.52800000000025,-46.44999999999982,-45.73999999999978,-45.00699999999961,-44.849999999999454,-40.33600000000024,-21.60899999999947,-22.497999999999593,-22.86499999999978,-24.13000000000102,-25.113999999999578,-25.96899999999914,-26.337000000001353,-26.199000000000524,-28.070000000001528,-28.20800000000054,-29.141999999999825,-29.5,-31.05199999999968,-32.38900000000103
PER,-6.420000000000073,-7.742000000000189,-9.196000000000367,-9.786000000000058,-11.327000000000226,-11.833000000000538,-12.601999999999862,-13.8100000000004,-14.538000000000466,-15.470000000000255,-16.565999999999804,-17.72099999999955,-19.13500000000022,-20.08600000000024,-21.131000000000313,-21.977999999999156,-22.749000000000706,-23.3149999999996,-24.375,-24.934000000000196,-25.103000000000065,-25.548999999999978,-26.14099999999962,-27.02300000000014,-28.11200000000008,-25.51299999999992,-12.26299999999992,-31.76000000000022,-31.545000000000073,-32.988000000000284,-32.60900000000038,-33.26100000000042,-33.40899999999965,-33.41999999999916,-33.314000000000306,-34.07800000000043,-34.347999999999956,-34.177999999999884,-34.16600000000017,-33.96900000000005,-33.64000000000033,-33.45499999999993,-33.610999999999876,-34.14500000000044,-34.64099999999962,-35.167999999999665,-34.96600000000035,-35.19200000000001,-35.498999999999796,-39.31700000000001,-56.14799999999923,-49.965000000000146,-29.855999999999767,-29.925999999999476,-29.935999999999694,-30.23700000000099,-30.370999999999185,-30.799999999999272,-31.662000000000262,-31.872000000001208,-33.33100000000013,-33.11000000000058,-33.240999999999985,-32.59200000000055,-33.457000000000335,-35.81200000000172
SAI,-1.0790000000001783,-1.5289999999999964,-1.6010000000001128,-2.0700000000001637,-2.722000000000662,-3.104000000000269,-3.2719999999999345,-4.208000000000538,-4.6599999999998545,-5.2590000000000146,-5.469000000000051,-5.877999999999702,-6.414999999999964,-7.091000000000349,-11.789999999999964,-30.682999999999993,-30.504000000000815,-30.22699999999986,-29.990999999999985,-30.252000000000407,-30.328999999999724,-30.73199999999997,-31.113000000000284,-31.644000000000233,-32.36400000000049,-28.83600000000024,-10.74200000000019,-13.485000000000582,-15.311999999999898,-16.592999999999847,-17.6850000000004,-18.897000000000844,-20.024000000000342,-21.560999999999694,-24.978000000000065,-26.90100000000075,-28.00799999999981,-28.980999999999767,-29.8100000000004,-30.475000000000364,-35.225000000000364,-55.284999999999854,-55.70399999999972,-55.975000000000364,-56.19599999999991,-56.05400000000009,-55.50700000000052,-55.07499999999982,-54.61700000000019,-53.91399999999976,-53.70799999999963,-49.45400000000063,-31.96099999999933,-33.373999999999796,-34.121000000000095,-35.49699999999939,-36.91599999999926,-38.03699999999844,-39.07500000000073,-39.27300000000105,-41.65700000000106,-42.35499999999956,-43.65699999999924,-43.784999999999854,-44.95899999999892,-45.69800000000032
STR,-1.8040000000000873,-2.369000000000142,-2.7380000000002838,-3.3880000000003747,-3.9589999999998327,-4.5900000000001455,-4.996999999999389,-7.485000000000582,-8.563000000000102,-9.49200000000019,-10.342999999999847,-11.21100000000024,-12.396999999999935,-17.713000000000648,-37.17100000000028,-37.891999999999825,-37.83100000000013,-37.965000000000146,-38.22700000000077,-38.73500000000058,-39.10499999999956,-39.74200000000019,-40.04100000000017,-40.534999999999854,-41.293000000000575,-37.983000000000175,-20.010999999999513,-22.503999999999905,-24.21900000000005,-25.984999999999673,-27.3779999999997,-29.014000000000124,-30.68199999999979,-37.07600000000002,-58.29600000000028,-59.25300000000061,-60.17499999999927,-60.78200000000015,-60.527000000000044,-60.66899999999987,-60.95800000000054,-61.40799999999945,-62.003999999999905,-63.155000000000655,-63.72199999999975,-64.47499999999945,-64.84300000000076,-65.01900000000023,-65.33899999999994,-65.40099999999984,-65.79699999999957,-61.96600000000035,-43.732999999999265,-45.32799999999952,-46.49499999999989,-48.03399999999965,-49.76900000000023,-51.51800000000003,-52.95000000000073,-53.71200000000135,-56.3700000000008,-57.4369999999999,-58.824000000000524,-59.677999999999884,-61.26199999999881,-63.32000000000153
ALO,-4.1039999999998145,-5.494000000000142,-6.569000000000415,-6.940000000000055,-7.945999999999913,-9.175000000000182,-10.786000000000058,-12.668000000000575,-13.735999999999876,-14.74200000000019,-15.79699999999957,-16.64599999999973,-17.792999999999665,-18.291000000000167,-19.177999999999884,-20.141999999999825,-20.990999999999985,-21.88000000000011,-26.780000000000655,-45.8090000000002,-46.09699999999975,-47.18199999999979,-48.07099999999991,-48.9380000000001,-49.284999999999854,-45.8090000000002,-27.699999999999818,-29.396999999999935,-30.77599999999984,-32.71600000000035,-34.44300000000021,-35.944000000000415,-37.36899999999969,-39.19699999999921,-40.74200000000019,-42.27600000000075,-43.49699999999939,-44.15400000000045,-44.68299999999999,-45.12700000000041,-45.43700000000081,-46.24499999999989,-47.46299999999974,-52.39500000000044,-72.05000000000018,-71.65200000000004,-70.86400000000049,-70.14800000000014,-69.13799999999992,-68.85199999999986,-68.91699999999946,-64.61100000000079,-46.60499999999956,-47.667999999999665,-48.485999999999876,-50.05199999999968,-51.51599999999962,-52.875,-53.98400000000038,-54.89000000000124,-58.184000000001106,-59.61499999999978,-60.44999999999891,-61.1200000000008,-62.35399999999936,-64.12700000000041
OCO,-3.19399999999996,-4.791999999999916,-5.738000000000284,-6.331000000000131,-6.8400000000001455,-7.7520000000004075,-8.238999999999578,-9.74200000000019,-10.838000000000648,-11.97900000000027,-14.221999999999753,-15.475999999999658,-20.770000000000437,-39.32000000000062,-39.561000000000604,-40.23999999999978,-40.452000000000226,-40.56999999999971,-40.897000000000844,-41.53200000000015,-42.09099999999944,-42.46100000000024,-42.902000000000044,-43.59200000000055,-44.15300000000025,-41.72100000000046,-23.683999999999287,-25.295000000000073,-26.77599999999984,-28.113000000000284,-29.449999999999818,-31.11500000000069,-32.746000000000095,-35.45599999999922,-40.92100000000028,-62.8100000000004,-63.46299999999974,-63.07300000000032,-63.11899999999969,-63.460000000000036,-63.63300000000072,-64.23700000000008,-65.02499999999964,-65.91700000000037,-66.65599999999995,-67.47000000000025,-68.03000000000065,-68.69499999999971,-68.56700000000001,-68.50900000000001,-70.95299999999952,-67.31700000000001,-49.26299999999992,-50.735999999999876,-52.02700000000095,-53.94100000000071,-56.0,-57.70499999999993,-59.13299999999981,-59.89800000000105,-62.74300000000039,-63.78600000000006,-65.26299999999901,-65.9320000000007,-67.49499999999898,-69.24200000000019
ZHO,-5.5470000000000255,-6.976999999999862,-8.475000000000364,-9.361000000000331,-9.475000000000364,-10.587000000000444,-11.604999999999563,-13.416000000000167,-19.29700000000048,-40.07800000000043,-40.73199999999997,-40.24499999999989,-40.01500000000033,-42.160000000000764,-43.0630000000001,-43.78299999999945,-44.254000000000815,-44.563999999999396,-44.986000000000786,-45.47699999999986,-47.009000000000015,-48.36700000000019,-49.761999999999716,-51.215000000000146,-52.35599999999977,-49.40800000000036,-31.53099999999995,-33.77000000000044,-35.417999999999665,-36.84699999999975,-38.35500000000047,-40.15600000000086,-41.748999999999796,-43.388999999999214,-44.86999999999989,-50.431000000000495,-71.26099999999951,-70.59700000000066,-70.25700000000052,-69.98800000000028,-69.52300000000014,-69.47499999999945,-69.63599999999951,-70.00200000000041,-70.22400000000016,-70.50600000000031,-70.61100000000079,-71.40700000000015,-71.59000000000015,-71.82999999999993,-72.76099999999951,-68.95200000000023,-50.80699999999979,-52.39099999999962,-53.771999999999935,-56.92400000000089,-59.042999999999665,-60.66399999999885,-61.876000000000204,-62.740999999999985,-65.3650000000016,-66.71999999999935,-68.253999999999,-68.95200000000114,-70.47799999999916,-71.87800000000061
GAS,-7.608000000000175,-10.079999999999927,-11.553000000000338,-13.09100000000035,-14.261000000000422,-15.291000000000167,-17.034999999999854,-19.720000000000255,-21.001000000000204,-22.077000000000226,-22.61700000000019,-23.233000000000175,-24.372999999999593,-25.30200000000059,-26.38000000000011,-27.73699999999917,-28.947000000000116,-29.88799999999992,-36.00700000000052,-56.76100000000042,-56.110999999999876,-56.935999999999694,-58.136999999999716,-57.83799999999974,-57.733000000000175,-54.363000000000284,-35.412999999999556,-36.702000000000226,-37.983000000000175,-39.48099999999977,-40.70899999999983,-42.337000000000444,-44.09100000000035,-45.71799999999985,-47.83300000000054,-49.92800000000079,-51.36799999999948,-52.35500000000047,-57.18000000000029,-77.8739999999998,-76.71900000000005,-76.20399999999972,-75.94999999999982,-75.78400000000056,-75.84100000000035,-76.09299999999985,-75.9320000000007,-76.17000000000007,-75.92000000000007,-75.54399999999987,-75.5719999999992,-71.72900000000027,-53.322000000000116,-54.840000000000146,-56.26899999999932,-58.65099999999984,-60.63199999999961,-62.36199999999917,-63.595000000001164,-64.35500000000138,-67.07700000000114,-68.24099999999999,-69.77599999999984,-70.74099999999999,-72.11999999999898,-73.53000000000065
LEC,-11.855000000000018,-13.481999999999971,-14.452000000000226,-15.960000000000036,-17.307999999999993,-17.733000000000175,-18.659999999999854,-20.94800000000032,-22.404999999999745,-23.899000000000342,-24.21900000000005,-25.28099999999995,-26.899999999999636,-28.253999999999905,-29.516999999999825,-35.607999999999265,-55.12800000000061,-55.80999999999949,-56.29500000000007,-56.3730000000005,-57.610999999999876,-58.59299999999985,-59.39599999999973,-61.038000000000466,-61.47900000000027,-57.71399999999994,-39.55899999999929,-41.34700000000066,-42.835000000000036,-44.1840000000002,-45.31500000000051,-46.75300000000061,-47.810999999999694,-49.378999999999905,-50.850000000000364,-52.61500000000069,-54.26499999999942,-55.306000000000495,-56.54200000000037,-57.3730000000005,-61.569000000000415,-81.83899999999994,-81.38699999999972,-81.07400000000052,-80.60400000000027,-80.51299999999992,-80.11300000000028,-79.92299999999977,-80.7480000000005,-80.69200000000001,-80.54099999999926,-76.04899999999998,-57.375999999999294,-58.60999999999967,-59.697000000001026,-61.41100000000006,-62.97599999999875,-64.33699999999953,-65.41600000000108,-65.82999999999993,-68.1820000000007,-69.20299999999952,-70.60199999999895,-71.54500000000007,-72.85599999999977,-74.41900000000169
TSU,-6.9090000000001055,-8.965999999999894,-10.054000000000087,-10.738000000000284,-12.101999999999862,-13.542000000000371,-14.333999999999833,-15.625,-16.79399999999987,-21.418000000000575,-41.40399999999954,-41.20499999999993,-40.79399999999987,-41.577000000000226,-41.45600000000013,-41.646999999999935,-42.301000000000386,-42.26599999999962,-42.42000000000007,-42.694000000000415,-43.19799999999941,-43.79699999999957,-44.10900000000038,-44.76299999999992,-45.43299999999999,-42.58899999999994,-24.63299999999981,-26.235999999999876,-27.747999999999593,-29.100999999999658,-30.53099999999995,-32.44600000000082,-35.57899999999972,-41.27799999999934,-60.3720000000003,-60.72400000000016,-62.07299999999941,-62.77599999999984,-64.22000000000025,-64.71799999999985,-64.91600000000017,-65.4390000000003,-66.17199999999957,-67.26500000000033,-67.90700000000015,-68.78099999999995,-69.29700000000048,-69.83600000000024,-70.88799999999992,-70.8779999999997,-71.77700000000004,-68.16400000000067,-49.96099999999933,-51.75500000000011,-53.23499999999967,-55.6200000000008,-57.495999999999185,-59.21399999999994,-60.35699999999997,-61.13100000000122,-64.04200000000128,-65.23400000000038,-66.65799999999945,-67.28100000000086,-68.95700000000033,-70.41600000000108
PIA,-6.139999999999873,-8.653999999999996,-10.559000000000196,-11.484000000000378,-12.747000000000298,-14.041000000000167,-15.810999999999694,-17.7470000000003,-19.154999999999745,-20.22900000000027,-20.73400000000038,-21.28899999999976,-22.60900000000038,-23.52100000000064,-24.608000000000175,-26.136999999999716,-30.697000000000116,-50.761999999999716,-50.47900000000027,-50.60599999999977,-50.89899999999943,-51.74200000000019,-52.38199999999961,-53.40900000000056,-54.20600000000013,-51.19100000000071,-33.38199999999961,-35.34200000000055,-36.83399999999983,-38.51900000000023,-39.82300000000032,-41.61700000000019,-43.29600000000028,-44.938999999999396,-46.4980000000005,-48.6200000000008,-50.09099999999944,-51.28099999999995,-56.07099999999991,-75.58799999999974,-74.73700000000008,-74.6319999999996,-74.58399999999983,-74.46799999999985,-74.44400000000041,-75.07399999999961,-75.36200000000008,-78.07600000000002,-80.07200000000012,-80.07799999999952,-82.21199999999953,-78.8700000000008,-60.99699999999939,-62.90399999999954,-64.59099999999944,-66.77299999999923,-68.86299999999937,-70.46499999999833,-71.80000000000109,-72.4260000000013,-75.17400000000089,-76.36000000000058,-79.65999999999985,-80.4940000000006,-81.98300000000017
DEV,-7.86200000000008,-10.527999999999793,-12.036000000000058,-13.407000000000153,-14.72400000000016,-15.894000000000233,-17.58299999999963,-20.178000000000793,-25.17200000000048,-45.28099999999995,-45.46600000000035,-46.38100000000031,-46.75600000000031,-47.740999999999985,-48.23500000000058,-49.07099999999991,-49.535000000000764,-50.49799999999959,-52.001000000000204,-53.23000000000047,-54.784999999999854,-56.572000000000116,-58.899999999999636,-60.38500000000022,-60.93199999999979,-59.07900000000063,-41.46299999999974,-43.60400000000027,-45.240999999999985,-46.725000000000364,-48.042999999999665,-49.668000000000575,-51.20300000000043,-53.31999999999971,-55.19999999999982,-57.17500000000018,-59.05799999999999,-63.91899999999987,-83.03499999999985,-82.9930000000004,-82.0570000000007,-83.17500000000018,-83.5029999999997,-83.84500000000025,-83.67199999999957,-83.80400000000009,-83.8060000000005,-83.65599999999995,-83.57200000000012,-83.6909999999998,-84.27299999999923,-80.72200000000066,-62.67699999999968,-64.5029999999997,-65.77199999999993,-67.88299999999981,-69.74099999999999,-71.47899999999936,-72.73199999999997,-73.9260000000013,-76.96800000000076,-79.52100000000064,-81.00799999999981,-81.61499999999978,-83.03499999999985
HUL,-5.197999999999865,-6.708000000000084,-8.101000000000113,-9.118000000000393,-10.807000000000698,-13.143000000000029,-15.442000000000007,-22.48199999999997,-40.927999999999884,-40.69500000000062,-39.702000000000226,-39.373999999999796,-39.55199999999968,-41.293000000000575,-42.6880000000001,-45.740999999999985,-46.86400000000049,-47.9409999999998,-49.03700000000026,-50.31500000000051,-52.19200000000001,-53.314000000000306,-54.345000000000255,-55.72900000000027,-56.900000000000546,-57.8070000000007,-59.222999999999956,-59.475000000000364,-59.59599999999955,-59.9340000000002,-59.733000000000175,-60.347999999999956,-61.08100000000013,-61.451999999999316,-62.436000000000604,-64.46100000000024,-65.47599999999966,-66.09200000000055,-67.07999999999993,-67.72299999999996,-68.23200000000088,-69.14099999999962,-75.30799999999999,-97.17700000000059,-96.98499999999967,-96.98599999999988,-96.9980000000005,-96.99200000000019,-97.17100000000028,-96.80499999999938,-96.89799999999923,-93.01100000000042,-74.55599999999959,-76.03399999999965,-78.75000000000091,-81.28800000000047,-83.10999999999876,-84.75900000000001,-85.98300000000017,-86.77500000000146,-89.39400000000023,-90.61199999999917,-92.4390000000003,-93.20000000000073,-95.0049999999992
ALB,-8.340000000000146,-10.994000000000142,-12.610000000000127,-14.10400000000027,-15.666000000000167,-17.159999999999854,-19.865999999999985,-22.358000000000175,-24.519000000000233,-26.692000000000007,-28.445999999999913,-30.19300000000021,-32.09600000000046,-33.85500000000047,-35.762000000000626,-42.33899999999994,-64.2490000000007,-64.74499999999989,-65.27000000000044,-66.17900000000009,-67.07299999999941,-68.39900000000034,-69.39500000000044,-70.56999999999971,-71.71100000000024,-68.88799999999992,-51.222999999999956,-53.54899999999998,-55.58399999999983,-57.27900000000045,-59.02599999999984,-62.561000000000604,-64.59299999999985,-66.94599999999991,-68.9970000000003,-71.55000000000018,-78.7559999999994,-98.26200000000063,-98.71000000000004,-98.8680000000004,-98.83800000000065,-99.38500000000022,-100.30899999999929,-101.09700000000066,-101.64699999999993,-102.42699999999968,-102.84300000000076,-103.3159999999998,-103.9350000000004,-104.36399999999958,-105.04299999999967,-101.58400000000074,-83.67999999999938,-85.55400000000009,-87.20300000000043,-89.36299999999937,-91.24599999999919,-92.99199999999837,-94.3640000000014,-95.41899999999987,-99.55000000000109,-101.18299999999908,-102.85999999999876,-103.60800000000017,-105.41599999999926
