NOR,-3.6899999999996,-4.72400000000016,-1.6109999999998763,-1.6859999999996944,-1.9600000000000364,-1.6419999999998254,-1.881999999999607,-2.842999999999847,-2.59900000000016,-2.173999999999978,-1.7570000000005166,-0.6200000000008004,0.0,0.0,0.0,0.0,0.0,0.0
PIA,-1.4219999999995707,-2.5579999999999927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.619999999999891,-17.47099999999955,-0.8079999999999927,-1.5390000000006694,-0.6369999999997162,-0.7400000000006912
HAM,-8.471000000000458,-11.608000000000175,-5.149000000000342,-6.833999999999833,-8.216999999999643,-9.056999999999789,-10.9399999999996,-12.877999999999702,-14.311999999999898,-16.08299999999963,-23.04200000000037,-36.57500000000073,-30.18199999999979,-23.98199999999997,-1.9799999999995634,-2.386000000000422,-1.4380000000001019,-1.0770000000002256
RUS,-7.82300000000032,-9.25800000000072,-4.295000000000073,-5.55199999999968,-6.542999999999665,-6.645999999999731,-7.98700000000008,-8.827000000000226,-9.80199999999968,-11.432999999999993,-12.351000000000568,-13.72400000000016,-19.034999999999854,-37.085000000000036,-5.546999999999571,-6.08600000000024,-4.65099999999984,-3.1649999999999636
STR,-29.36200000000008,-35.99000000000069,-8.524999999999636,-11.961999999999534,-14.24499999999989,-15.739999999999782,-17.99499999999989,-20.300999999999476,-22.43199999999979,-25.051000000000386,-32.753999999999905,-45.90400000000045,-39.98199999999997,-40.784999999999854,-7.456000000000131,-8.032000000000153,-6.188999999999396,-3.485000000000582
TSU,-38.72100000000046,-59.44800000000032,-11.765000000000327,-16.76299999999992,-19.420999999999367,-21.670000000000073,-24.329999999999927,-27.10699999999997,-29.636999999999716,-37.297999999999774,-54.072000000000116,-50.94100000000071,-46.25799999999981,-54.5029999999997,-16.715000000000146,-12.338000000000648,-9.610999999999876,-5.2260000000005675
ANT,0.0,0.0,-3.2929999999996653,-4.304000000000087,-5.182999999999993,-5.335000000000036,-7.185999999999694,-8.430999999999585,-9.462000000000444,-9.92199999999957,-10.613000000000284,-15.518000000000029,-31.613000000000284,-62.3090000000002,-28.126999999999498,-13.110000000000582,-10.88000000000011,-5.632000000000517
GAS,-21.7529999999997,-28.536000000000058,-9.975999999999658,-13.885999999999513,-16.17699999999968,-18.702000000000226,-21.157999999999447,-23.8149999999996,-26.061999999999898,-29.08299999999963,-31.69000000000051,-39.70800000000054,-52.54899999999998,-63.56700000000001,-29.326999999999316,-14.777000000000044,-12.302999999999884,-6.0460000000002765
HUL,-16.91899999999987,-22.556000000000495,-10.591999999999643,-14.497999999999593,-16.94799999999941,-19.639000000000124,-22.40399999999954,-25.090000000000146,-27.92200000000048,-30.58600000000024,-32.53200000000015,-40.673000000000684,-55.16200000000026,-64.96599999999944,-31.167999999999665,-16.14800000000014,-14.36200000000008,-6.2260000000005675
HAD,-12.53399999999965,-16.552999999999884,-7.82799999999952,-11.148000000000138,-13.430999999999585,-14.831000000000131,-17.336999999999534,-19.503999999999905,-21.59400000000005,-23.697000000000116,-26.21900000000005,-27.900000000000546,-36.32600000000002,-68.92299999999977,-34.764000000000124,-18.30500000000029,-16.858000000000175,-7.472999999999956
ALB,-9.99499999999989,-12.798999999999978,-5.708999999999833,-7.899999999999636,-9.528999999999542,-10.483000000000175,-11.943999999999505,-13.57799999999952,-15.155999999999949,-16.896999999999935,-17.9970000000003,-24.228000000000065,-35.62700000000041,-33.51999999999953,-4.447999999999411,-4.958999999999833,-3.1939999999995052,-2.5120000000006257
OCO,-19.613999999999578,-24.988000000000284,-9.289999999999964,-12.90099999999984,-15.094999999999345,-16.784999999999854,-19.52599999999984,-21.66899999999987,-23.908000000000357,-27.289999999999964,-30.684000000000196,-33.29100000000017,-40.89099999999962,-70.9439999999995,-37.21799999999985,-19.87800000000061,-18.139000000000124,-9.070999999999913
LAW,-24.78399999999965,-30.889000000000124,-7.149999999999636,-10.269999999999527,-12.442000000000007,-14.037000000000262,-15.720999999999549,-17.412000000000262,-18.730000000000473,-20.743000000000393,-22.721999999999753,-30.015000000000327,-43.10699999999997,-51.110999999999876,-14.002999999999702,-9.215000000000146,-7.461999999999534,-4.097000000000662
BEA,-36.123999999999796,-58.42100000000028,-11.574999999999818,-16.324999999999818,-18.14099999999962,-20.229999999999563,-23.024999999999636,-25.929000000000087,-27.50500000000011,-28.712999999999738,-30.119000000000597,-35.23700000000008,-45.52900000000045,-52.39400000000023,-15.581000000000131,-10.369000000000597,-8.212999999999738,-4.291000000000167
BOR,-34.89500000000044,-42.91400000000067,-13.002999999999702,-18.64099999999962,-21.427999999999884,-23.55699999999979,-26.63799999999992,-29.497999999999593,-31.434000000000196,-34.26299999999992,-37.32000000000062,-46.32300000000032,-62.94999999999982,-73.09799999999996,-39.86999999999989,-20.83100000000013,-19.162999999999556,-9.748000000000502
DOO,-32.81700000000001,-40.740999999999985,-12.38799999999992,-17.432999999999993,-20.38299999999981,-22.61999999999989,-25.45799999999963,-28.27300000000014,-30.462000000000444,-33.32300000000032,-34.89599999999973,-42.93700000000081,-64.21399999999994,-75.20200000000023,-42.14300000000003,-23.62800000000061,-21.590000000000146,-9.981999999999971
VER,-5.399000000000342,-6.929000000000087,-2.4349999999994907,-3.0799999999999272,-3.355999999999767,-3.5330000000003565,-4.599999999999454,-5.510000000000218,-6.155999999999949,-6.162999999999556,-6.328000000000429,-10.832000000000335,-29.449999999999818,-25.161000000000058,-3.1749999999992724,-4.04700000000048,-2.6729999999997744,-2.105000000000473
ALO,-15.204999999999927,-20.123000000000502,-6.314000000000306,-8.969000000000051,-10.701000000000022,-12.190999999999804,-13.734999999999673,-15.376999999999498,-16.40599999999995,-18.176000000000386,-19.978000000000065,-21.25300000000061,-26.70799999999963
SAI,-26.730999999999767,-32.87800000000061,-9.731999999999971,-13.220000000000255,-15.436999999999898,-17.335000000000036,-20.49199999999928,-22.898999999999432,-24.63000000000011,-26.764000000000124,-33.51900000000023,-102.8700000000008
