VER,-0.8170000000000073,-0.6890000000003056,-1.3600000000001273,-2.0329999999999018,-2.5300000000002,-3.0979999999999563,-2.9270000000005894,-3.1179999999994834,-3.519000000000233,-3.7919999999994616,-3.798999999999978,-4.331000000000131,-9.32800000000043,-25.747999999999593,-24.573999999999614,-23.36499999999978,-22.71900000000005,-21.811999999999898,-21.22100000000046,-19.93499999999949,-18.375,-12.779999999999745,0.0,0.0,0.0,0.0,0.0,0.0,-1.1890000000003056,-17.661000000000058,-16.158000000000357,-14.63000000000011,-12.970000000000255,-11.420000000000073,-10.410999999999149,-9.5,-8.15099999999984,-7.912999999999556,-7.618000000000393,-7.051000000000386,-6.847999999999956,-6.670000000000073,-7.315000000000509,-7.46100000000024,-8.323999999999614,-9.456000000000131,-13.384000000000015,-29.921000000000276,-23.87199999999939,-4.128999999999905,-4.083000000000538,-3.969000000000051,-5.024999999999636,-5.842999999999847,-9.331000000000131,-5.663000000000466,-6.8509999999987485,-3.6419999999998254,-2.40099999999984,-1.1460000000006403,-4.265000000001237,-5.3509999999987485,-6.581999999998516,-10.061999999999898,-11.19000000000051,-11.826000000000931
GAS,-5.054999999999836,-7.507000000000062,-9.774000000000342,-10.743999999999687,-11.958000000000084,-13.49499999999989,-14.528000000000247,-16.01299999999992,-17.40599999999995,-22.185999999999694,-39.88799999999992,-40.46099999999933,-41.68000000000029,-43.08899999999994,-44.22399999999925,-45.210000000000036,-46.188999999999396,-48.24799999999959,-49.335000000000036,-49.8720000000003,-50.20300000000043,-46.83299999999963,-36.20300000000043,-39.460000000000036,-42.09099999999944,-43.99300000000039,-45.51599999999962,-48.17000000000007,-47.15300000000025,-49.60400000000027,-56.152000000000044,-75.70799999999963,-76.35500000000047,-77.48599999999988,-78.61499999999978,-81.36599999999999,-82.33800000000065,-84.88699999999972,-86.17299999999977,-88.3789999999999,-89.38000000000011,-89.99699999999939,-91.31800000000021,-92.82799999999952,-94.13999999999942,-95.46799999999985,-96.25900000000001,-97.50500000000011,-94.96099999999933,-77.25600000000031,-80.36000000000058,-84.3760000000002,-86.65399999999954,-103.47100000000046,-123.25,-81.26199999999972,-44.00699999999961,-10.703999999999724,-12.046000000000276,-3.1680000000014843,-7.528000000000247,-10.340000000000146,-11.85899999999856,-14.069999999999709,-16.177999999999884,-17.882000000001426
ANT,-4.501999999999953,-6.403000000000247,-8.411000000000058,-9.42599999999993,-10.327000000000226,-11.549999999999727,-12.326000000000022,-13.354999999999563,-14.332000000000335,-15.432999999999993,-16.31800000000021,-16.962999999999738,-17.775000000000546,-19.307999999999993,-20.68499999999949,-21.925000000000182,-23.484999999999673,-25.232999999999265,-26.64300000000003,-28.05699999999979,-33.33100000000013,-47.78099999999995,-36.46799999999985,-37.017000000000735,-37.78699999999935,-38.17900000000009,-38.20299999999952,-38.107999999999265,-35.305999999999585,-35.89400000000023,-36.70399999999972,-37.19599999999991,-37.358000000000175,-37.80799999999999,-38.38599999999951,-38.98700000000008,-39.28200000000015,-40.18199999999979,-40.608000000000175,-40.77100000000064,-41.35100000000057,-41.922999999999774,-43.14500000000044,-45.05499999999938,-46.90599999999995,-48.61200000000008,-49.60400000000027,-50.659999999999854,-51.680999999999585,-54.238000000000284,-53.78600000000006,-53.24499999999989,-54.399999999999636,-41.4980000000005
ALO,-5.882000000000062,-9.057999999999993,-11.615999999999985,-13.221999999999753,-14.643000000000029,-16.05899999999974,-17.375,-18.967999999999847,-20.698999999999614,-22.12199999999939,-23.289999999999964,-24.667999999999665,-34.30000000000018,-37.53899999999976,-44.6929999999993,-64.32099999999991,-64.11799999999948,-64.44999999999982,-64.63299999999981,-64.36499999999978,-63.853000000000065,-60.206999999999425,-48.85999999999967,-51.772000000000844,-53.375,-54.41200000000026,-55.134000000000015,-55.98399999999947,-54.16899999999987,-55.8119999999999,-58.28899999999976,-60.69300000000021,-62.22400000000016,-63.75700000000052,-65.82499999999982,-66.91399999999976,-67.95700000000033,-69.90200000000004,-71.67399999999998,-73.08400000000074,-74.9390000000003,-80.26499999999942,-99.29500000000007,-98.59799999999996,-98.86699999999928,-99.33500000000004,-99.29200000000037,-99.84500000000025,-98.42599999999948,-82.0640000000003,-85.41300000000047,-86.84900000000016,-89.10099999999966,-108.72299999999996,-156.26699999999983,-134.85400000000027,-124.74399999999878,-76.51999999999862,-33.84900000000016,-4.8770000000004075,-9.772000000000844,-13.388999999999214,-16.89799999999923,-19.380999999999403,-20.881000000001222,-21.564000000000306
LEC,-3.395999999999731,-4.606000000000222,-5.548999999999978,-5.914999999999964,-6.19800000000032,-7.311999999999898,-8.103000000000065,-9.115999999999985,-10.475999999999658,-10.613999999999578,-10.481999999999971,-10.476999999999862,-10.850000000000364,-11.411000000000058,-12.306999999999789,-13.128999999999905,-17.625,-36.102999999999156,-35.83799999999974,-35.48700000000008,-34.1230000000005,-28.805999999999585,-15.3100000000004,-14.930000000000291,-14.416999999999462,-14.018000000000029,-13.326999999999316,-12.807999999999993,-9.466999999999643,-9.748000000000502,-10.114000000000487,-10.13799999999992,-9.990999999999985,-9.855000000000473,-10.10399999999936,-11.134000000000015,-11.788000000000466,-12.931999999999789,-13.899000000000342,-19.36200000000008,-37.801000000000386,-37.014000000000124,-37.095000000000255,-36.72199999999975,-36.465000000000146,-37.10699999999997,-37.28300000000036,-37.20899999999983,-33.753999999999905,-15.71100000000024,-16.746000000000095,-17.78099999999995,-19.56999999999971,-21.63000000000011,-32.404999999999745,-11.458999999999833,-13.209999999999127,-5.091999999998734,-4.130999999999403,-1.2010000000009313,-3.0050000000010186,-4.331000000000131,-5.562999999998283,-7.112999999999374,-8.76300000000083,-10.454999999999927
TSU,-10.735000000000127,-14.006000000000313,-17.144999999999982,-19.37099999999964,-21.153000000000247,-23.759000000000015,-25.778000000000247,-31.966999999999643,-50.177999999999884,-49.175999999999476,-48.6850000000004,-49.167999999999665,-50.06800000000021,-51.17499999999927,-52.08599999999933,-52.99299999999948,-54.27899999999954,-55.576999999999316,-56.94300000000021,-58.74299999999948,-59.76800000000003,-56.78600000000006,-46.274999999999636,-52.36500000000069,-70.89499999999953,-70.70499999999993,-70.41399999999976,-70.96000000000004,-68.02000000000044,-68.44200000000001,-69.40099999999984,-70.22400000000016,-70.78600000000006,-72.1859999999997,-73.48799999999937,-74.70699999999943,-75.60500000000047,-76.90399999999954,-78.04100000000017,-78.73000000000047,-81.46399999999994,-84.17299999999977,-86.11700000000019,-93.88500000000022,-112.66699999999946,-111.43000000000029,-112.00900000000001,-112.1289999999999,-108.07200000000012,-89.6319999999996,-90.8060000000005,-92.10800000000017,-93.9409999999998,-116.35000000000036,-158.86599999999999,-137.35999999999967,-127.16399999999885,-78.03099999999904,-36.70000000000073,-6.061000000001513,-11.677999999999884,-16.14099999999962,-20.013999999999214,-22.959999999999127,-26.157000000001062,-28.822000000000116
ALB,-7.505000000000109,-10.997000000000298,-13.71600000000035,-15.483999999999924,-17.554000000000087,-23.583999999999833,-50.293000000000575,-50.00799999999981,-49.748999999999796,-50.32099999999991,-50.19599999999991,-50.98399999999947,-51.88300000000072,-52.89599999999973,-53.82999999999993,-54.95399999999972,-55.94599999999991,-57.21299999999974,-58.32600000000002,-59.54600000000028,-60.51500000000033,-57.667999999999665,-47.22699999999986,-50.746000000000095,-55.02899999999954,-64.51500000000033,-106.0619999999999
HUL,-6.0219999999999345,-8.623000000000047,-10.894999999999982,-12.291999999999916,-13.53500000000031,-15.02099999999973,-16.405000000000655,-17.840000000000146,-22.923999999999978,-40.92900000000009,-41.25600000000031,-41.94999999999982,-43.81800000000021,-45.64499999999953,-46.64099999999962,-47.53099999999995,-48.70299999999952,-50.10899999999947,-51.5619999999999,-52.100000000000364,-52.34400000000005,-49.46799999999985,-38.26599999999962,-41.74200000000019,-43.724999999999454,-45.07999999999993,-45.961999999999534,-46.09099999999944,-44.11499999999978,-45.50300000000061,-46.944000000000415,-48.89900000000034,-49.926000000000386,-51.0619999999999,-52.3179999999993,-53.313999999999396,-54.1220000000003,-55.9429999999993,-57.38600000000042,-58.60699999999997,-59.61200000000008,-60.82499999999982,-63.01900000000023,-65.41699999999946,-71.5679999999993,-91.48499999999967,-92.66600000000017,-94.09299999999985,-91.60199999999986,-73.65599999999995,-74.8119999999999,-76.0029999999997,-79.2509999999993,-94.30000000000018,-112.61899999999969,-57.573999999999614,-41.95299999999952,-9.118000000000393,-9.514000000001033,-2.673000000000684,-5.953000000001339,-8.30199999999968,-9.5,-11.534999999999854,-12.596999999999753,-13.648000000001048
LAW,-7.074000000000069,-10.083000000000084,-12.851000000000113,-14.522999999999683,-16.47900000000027,-18.361999999999625,-20.126000000000204,-22.228000000000065,-24.698999999999614,-26.509000000000015,-27.858000000000175,-29.594999999999345,-30.838999999999942,-32.250999999999294,-33.414999999999964,-34.722999999999956,-36.373999999999796,-43.1269999999995,-62.31999999999971,-62.537999999999556,-62.254000000000815,-58.73899999999958,-47.63000000000011,-51.20300000000043,-51.849999999999454,-52.48099999999977,-53.16899999999987,-54.07799999999952,-52.25200000000041,-53.918000000000575,-57.27400000000034,-59.6840000000002,-61.01299999999992,-61.926000000000386,-62.818999999999505,-64.15699999999924,-65.08399999999983,-66.60499999999956,-67.80299999999988,-68.83100000000013,-70.10600000000068,-71.0010000000002,-72.6220000000003,-77.63799999999992,-97.8179999999993,-98.47000000000025,-98.45100000000002,-98.93299999999999,-96.52700000000004,-80.67799999999988,-84.8720000000003,-85.88100000000031,-87.98199999999997,-105.48000000000047,-150.0020000000004,-127.36899999999969,-121.72899999999936,-74.0069999999996,-31.353000000000975,-3.82300000000032,-8.801000000001295,-12.291999999999462,-15.80199999999968,-19.055999999998676,-22.962000000001353,-25.532000000001062
OCO,-8.34900000000016,-11.952999999999975,-14.723000000000411,-16.736999999999625,-18.75400000000036,-21.085999999999785,-22.4350000000004,-24.25,-26.29699999999957,-28.23999999999978,-29.873999999999796,-31.698999999999614,-34.72900000000027,-38.336999999999534,-41.12299999999959,-42.82099999999991,-45.427999999999884,-47.774999999999636,-51.27000000000044,-58.22099999999955,-76.73100000000068,-72.04899999999998,-59.878999999999905,-60.94600000000082,-63.3779999999997,-64.23499999999967,-64.8109999999997,-65.1899999999996,-63.09900000000016,-64.41399999999976,-66.38699999999972,-68.02099999999973,-69.23400000000038,-71.41700000000037,-72.73299999999927,-73.91499999999996,-74.9380000000001,-78.08899999999994,-81.23400000000038,-83.7450000000008,-84.83400000000074,-86.3809999999994,-92.44599999999991,-110.92000000000007,-111.73399999999947,-111.1230000000005,-112.91100000000006,-113.07300000000032,-109.17699999999968,-90.98599999999988,-92.03200000000015,-93.13299999999981,-95.19799999999941,-115.50500000000011,-153.09900000000016,-130.44400000000041,-122.98499999999876,-74.76699999999983,-32.10100000000057,-4.391000000001441,-10.764000000001033,-14.994999999998981,-19.398999999999432,-23.98999999999978,-28.441000000000713,-32.197000000000116
