PER,-0.9710000000000036,-1.0409999999997126,-2.63799999999992,-1.5029999999997017,-0.34600000000000364,-0.3829999999998108,-0.06899999999995998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LEC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6170000000001892,-0.9589999999998327,-1.0210000000001855,-1.086999999999989,-0.7940000000007785,-1.3079999999999927,-2.1469999999999345,-3.3029999999998836,-4.815000000000509,-4.498999999999796
VER,-3.9720000000002074,-5.01299999999992,-5.300000000000182,-5.373999999999796,-0.56899999999996,-1.4379999999996471,-1.5640000000003056,-1.4200000000000728,-1.6720000000000255,-1.6260000000002037,-1.8450000000002547,-1.8580000000001746,-2.516000000000531,-3.161000000000058,-4.403000000000247,-5.624000000000706,-5.048999999999978
RUS,-3.1820000000002437,-3.2029999999999745,-3.3980000000001382,-3.686999999999898,-0.5799999999999272,-2.687999999999647,-2.951000000000022,-3.2280000000000655,-3.793999999999869,-4.4340000000001965,-5.318000000000211,-5.984000000000378,-6.972999999999956,-7.824000000000524,-8.590000000000146,-9.469000000000051,-8.543999999999869
SAI,-4.791999999999916,-7.106999999999971,-6.313000000000102,-5.976999999999862,-1.0520000000001346,-3.9589999999998327,-4.289000000000215,-4.442000000000007,-5.282999999999902,-5.967000000000098,-6.749000000000251,-7.360000000000582,-8.19000000000051,-9.391999999999825,-10.182999999999993,-11.10400000000027,-10.447000000000116
ALO,-6.5470000000000255,-10.144999999999982,-9.16800000000012,-9.77599999999984,-1.5109999999999673,-4.686999999999898,-4.970000000000255,-4.980000000000018,-5.98700000000008,-6.885999999999967,-7.862999999999829,-8.468000000000757,-9.494000000000597,-10.668999999999869,-11.769000000000233,-12.692000000000007,-11.623999999999796
HAM,-5.44800000000032,-8.510999999999967,-8.382000000000062,-8.234999999999673,-1.056999999999789,-5.0479999999997744,-6.401000000000295,-6.260999999999967,-7.116999999999734,-8.016000000000076,-9.166999999999916,-10.182000000000698,-11.64600000000064,-12.807999999999993,-14.40099999999984,-16.75,-16.52899999999954
STR,-8.161000000000058,-14.315999999999804,-14.963999999999942,-14.409999999999854,-2.1340000000000146,-6.447999999999865,-7.756000000000313,-8.227000000000317,-9.636999999999716,-10.800000000000182,-12.139999999999873,-14.003999999999905,-15.406000000000859,-16.416000000000167,-17.460000000000036,-18.77300000000014,-18.389999999999418
ALB,-7.336999999999989,-11.599999999999909,-10.978999999999814,-10.891000000000076,-1.9110000000000582,-5.94399999999996,-7.160000000000309,-7.798999999999978,-9.322000000000116,-10.468000000000302,-11.907999999999902,-14.635000000000218,-16.6820000000007,-18.132000000000517,-19.88000000000011,-21.726000000000568,-21.759000000000015
PIA,-8.782999999999902,-15.380999999999858,-15.878000000000156,-15.899999999999636,-2.3209999999999127,-7.733999999999924,-9.575000000000273,-9.610000000000127,-10.708000000000084,-11.77200000000039,-13.565000000000055,-15.502000000000407,-17.48199999999997,-19.188000000000102,-21.270000000000437,-22.519000000000233,-22.847999999999956
MAG,-9.968000000000302,-19.755999999999858,-20.48199999999997,-19.0949999999998,-3.288000000000011,-8.894999999999982,-10.695000000000164,-11.896000000000186,-14.152000000000044,-17.01800000000003,-19.57200000000057,-21.400000000000546,-23.038000000000466,-24.54200000000037,-26.08100000000013,-27.6200000000008,-27.98700000000008
ZHO,-11.503999999999905,-22.10799999999972,-23.539999999999964,-21.458999999999833,-3.7530000000001564,-10.114999999999782,-12.644000000000233,-14.383000000000266,-16.557999999999993,-21.21600000000035,-23.789000000000215,-25.765000000000327,-28.386000000000422,-30.682999999999993,-32.827000000000226,-34.590000000000146,-34.563999999999396
GAS,-12.110999999999876,-23.29699999999957,-25.074999999999818,-23.090999999999894,-3.844000000000051,-10.603999999999814,-13.027000000000044,-14.871000000000095,-17.049999999999727,-21.330000000000382,-24.471000000000004,-26.414999999999964,-28.813000000000102,-31.25,-33.50600000000031,-35.70900000000074,-36.917999999999665
DEV,-12.663000000000011,-24.049999999999727,-26.41899999999987,-24.213999999999942,-4.056999999999789,-11.03399999999965,-13.942000000000007,-15.91800000000012,-18.277999999999793,-22.485000000000127,-27.63400000000047,-30.02100000000064,-33.63800000000083,-37.32800000000043,-40.10199999999986,-41.90300000000025,-41.59599999999955
HUL,-9.338000000000193,-18.105000000000018,-18.79399999999987,-17.583000000000084,-2.8510000000001128,-8.268000000000029,-10.097999999999956,-11.327999999999975,-13.75799999999981,-16.583000000000084,-21.286000000000513,-25.64100000000053,-32.69300000000021,-37.409999999999854,-42.77300000000014,-46.82500000000073,-48.60099999999966
BOT,-10.706000000000131,-21.123999999999796,-22.442000000000007,-20.248000000000047,-3.7109999999997854,-9.62099999999964,-12.118000000000393,-13.710000000000036,-16.054999999999836,-21.457000000000335,-26.53800000000001,-29.824000000000524,-33.59100000000035,-39.23500000000058,-44.10099999999966,-48.09300000000076,-49.92199999999957
NOR,-7.81899999999996,-13.079999999999927,-13.563000000000102,-13.27599999999984,-2.0039999999999054,-7.152999999999793,-8.843000000000302,-9.69900000000007,-12.916000000000167,-27.105000000000018,-47.79900000000043,-48.92900000000009,-49.884000000000015,-50.76500000000033,-51.404999999999745,-52.3070000000007,-51.11499999999978
OCO,-14.997000000000298,-25.31899999999996,-30.766999999999825,-25.504999999999654,-4.59900000000016,-11.43100000000004,-14.273000000000138,-16.700000000000273,-19.070999999999913,-22.547000000000025,-27.682000000000244,-37.48400000000038,-57.21400000000085,-58.75700000000052,-60.0029999999997,-61.29500000000007,-60.59699999999975
TSU,-107.66499999999996,-318.6619999999998
