GAS,-9.41500000000002,-11.899000000000001,-13.900999999999954,-15.666999999999916,-17.51800000000003,-19.57899999999995,-22.271000000000072,-24.6579999999999,-27.131999999999834,-29.27800000000002,-32.557000000000016,-34.827,-38.50299999999993,-42.44900000000007,-46.652000000000044,-50.14200000000005,-37.10199999999986,-35.47000000000003,-36.57199999999989,-36.923,-37.77500000000009,-37.88700000000017,-38.03700000000026,-38.33199999999988,-37.8449999999998,-37.577999999999975,-37.134000000000015,-35.95100000000002,-35.73900000000003,-35.78399999999965,-34.92100000000028,-34.39499999999998,-33.77399999999989,-33.003000000000156,-32.02800000000025,-31.223999999999705,-47.6909999999998,-48.46399999999994,-47.060999999999694,-44.879999999999654,-44.347999999999956,-43.36500000000024,-42.728999999999814,-41.70399999999972,-41.13799999999992,-40.20500000000038,-39.70299999999952,-37.573999999999614,-35.55799999999999,-34.8149999999996,-36.876000000000204,-36.71699999999964,-35.2470000000003,-31.846999999999753,-30.050999999999476,-28.988000000000284,-27.977999999999156,-27.38499999999931,-26.30699999999979,-25.425999999999476,-24.78399999999965,-24.161999999999352,-23.813000000000102,-23.253999999999905,-22.49499999999989,-21.877000000000407,-21.545000000000073,-21.31500000000051,-20.912000000000262,-20.953999999999724,-20.90599999999995,-30.343000000000757,-26.23700000000008,-18.962000000000444,-20.067000000000007,-21.98999999999978,-23.537999999999556,-24.33100000000013
PER,-8.642999999999972,-11.116999999999962,-13.018000000000029,-14.784999999999968,-16.611999999999966,-18.771999999999935,-21.351999999999975,-23.7170000000001,-25.88499999999999,-27.7679999999998,-30.508000000000038,-32.72700000000009,-36.659999999999854,-40.53600000000006,-45.113000000000056,-49.016000000000076,-35.11799999999994,-32.83600000000001,-33.93599999999992,-34.36799999999994,-56.871000000000095,-59.73000000000002,-59.822000000000116,-59.09299999999985,-57.77399999999989,-57.259000000000015,-56.108999999999924,-55.39899999999989,-55.99299999999994,-57.621999999999844,-58.595000000000255,-59.31800000000021,-60.56700000000001,-60.40300000000025,-60.914999999999964,-61.021999999999935,-60.92599999999993,-61.284999999999854,-62.06700000000001,-62.28099999999995,-61.86499999999978,-61.870000000000346,-61.49400000000014,-62.04300000000012,-62.978000000000065,-63.64300000000003,-63.29500000000007,-63.21900000000005,-62.42399999999998,-61.884000000000015,-61.14400000000023,-60.620999999999185,-60.67500000000018,-58.19799999999941,-57.70499999999993,-58.25600000000031,-58.37299999999959,-58.634000000000015,-58.51100000000042,-58.33799999999974,-57.86799999999948,-57.7559999999994,-57.6820000000007,-58.09400000000005,-58.789999999999964,-59.457000000000335,-60.05799999999999,-61.53700000000026,-62.80500000000029,-63.98499999999967,-68.14900000000034,-90.32200000000012,-74.27800000000025,-66.39300000000003,-67.76999999999953,-68.94900000000052,-70.10199999999986,-70.46100000000024
ALO,-6.456999999999994,-8.308999999999969,-10.288999999999987,-11.948999999999955,-13.534999999999968,-15.269000000000005,-17.168999999999983,-19.460000000000036,-21.360999999999876,-23.000999999999976,-25.267000000000053,-27.256000000000085,-30.682999999999993,-34.192999999999984,-37.450000000000045,-39.55600000000004,-26.402999999999793,-25.062000000000126,-43.388999999999896,-46.875999999999976,-48.0590000000002,-46.83100000000013,-45.56800000000021,-46.735999999999876,-46.84400000000005,-48.02500000000009,-48.26999999999998,-48.51000000000022,-49.23000000000002,-49.791999999999916,-49.32900000000018,-49.08899999999994,-48.846000000000004,-47.702000000000226,-46.23199999999997,-45.06999999999971,-43.57199999999966,-43.60699999999997,-42.847999999999956,-42.37099999999964,-42.16399999999976,-40.371000000000095,-38.88999999999987,-37.27799999999979,-36.878999999999905,-35.139000000000124,-33.86399999999958,-33.373999999999796,-32.649999999999636,-34.38299999999981,-36.3730000000005,-39.125,25.192000000000007
LEC,-11.425999999999988,-14.044999999999959,-16.301000000000045,-19.159999999999968,-21.46799999999996,-23.764999999999986,-27.000999999999976,-28.424999999999955,-30.172000000000025,-32.44899999999984,-37.28399999999988,-39.499000000000024,-43.07099999999991,-64.98700000000008,-70.10900000000015,-70.87599999999998,-56.00599999999986,-53.51800000000003,-53.94599999999991,-54.40599999999995,-54.610999999999876,-53.80600000000004,-53.70900000000029,-53.615999999999985,-53.00500000000011,-52.835000000000036,-52.79300000000012,-52.909999999999854,-54.60599999999977,-56.08199999999988,-56.39400000000023,-57.14900000000034,-58.28099999999995,-58.68299999999999,-59.39800000000014,-59.567999999999756,-59.180999999999585,-59.59999999999991,-59.91999999999962,-59.85500000000002,-60.195000000000164,-60.14200000000028,-59.86299999999983,-59.985999999999876,-60.32400000000007,-60.19800000000032,-60.04999999999927,-60.07899999999972,-59.430999999999585,-58.978000000000065,-58.57500000000073,-57.97999999999956,-57.88600000000042,-55.29999999999927,-54.572000000000116,-54.740999999999985,-54.71799999999985,-55.21599999999944,-55.21299999999974,-54.777000000000044,-54.1899999999996,-54.36399999999958,-55.0630000000001,-56.064000000000306,-56.53299999999945,-56.90599999999995,-57.98099999999977,-60.14900000000034,-60.97599999999966,-62.13799999999992,-44.5619999999999
STR,-12.442000000000007,-15.367999999999938,-17.498000000000047,-20.362999999999943,-22.66999999999996,-24.99599999999998,-29.002000000000066,-32.4079999999999,-103.52700000000004,-120.58399999999983,-128.47800000000007,-131.279,-135.5429999999999,-141.15599999999995,-143.07600000000002,-144.14700000000016,-131.8069999999998,-133.5530000000001,-134.087,-135.22400000000016,-134.8209999999999,-134.07900000000018,-139.32600000000002,-141.83600000000024,-141.14599999999973,-140.70299999999997,-140.24500000000035,-142.6550000000002,-147.07600000000002,-148.6579999999999,-148.98900000000003,-149.28200000000015,-150.0999999999999,-188.95400000000018,-194.57799999999997,-190.20399999999972,-185.47699999999986,-182.00300000000016,-179.08199999999988,-176.57600000000002,-176.61900000000014,-177.00800000000027,-176.1210000000001,-176.19399999999996,-176.30299999999988,-176.33899999999994,-176.1319999999996,-175.77300000000014,-175.32799999999952,-174.6930000000002,-174.51299999999992,-175.02199999999993,-175.10400000000027,-173.33099999999922,-173.41200000000026,-174.61599999999999,-175.90499999999975,-176.83599999999933,-197.85800000000017,-198.61599999999999,-195.14099999999962,-192.60699999999997,-189.98400000000038,-187.57300000000032,-185.66199999999935,-184.34100000000035,-183.64099999999962,-184.07500000000073,-184.35199999999986,-197.96000000000004,-224.66200000000026,-222.94900000000052,-193.66300000000047,-183.96699999999964,-184.70499999999993,-188.0540000000001
VAN,-10.87700000000001,-13.611999999999966,-15.808999999999969,-17.851,-20.081999999999994,-22.85699999999997,-26.043000000000006,-27.006000000000085,-29.412000000000035,-31.524999999999864,-35.92899999999986,-38.039999999999964,-41.90499999999997,-45.58899999999994,-50.10699999999997,-54.31100000000015,-42.4219999999998,-42.950000000000045,-45.36699999999996,-68.16200000000003,-69.96100000000024,-68.87300000000005,-69.04400000000032,-67.92000000000007,-66.40599999999995,-65.55099999999993,-63.666999999999916,-62.2170000000001,-63.1880000000001,-62.60500000000002,-61.87699999999995,-61.4670000000001,-62.19999999999982,-62.33100000000013,-62.4079999999999,-63.18899999999985,-63.44599999999991,-63.24800000000005,-63.97199999999975,-64.69999999999982,-64.13400000000001,-63.565000000000055,-63.322000000000116,-63.791999999999916,-64.625,-65.47699999999986,-66.32099999999991,-66.32600000000002,-65.01199999999972,-64.45799999999963,-63.83600000000024,-63.542999999999665,-64.04700000000048,-61.927999999999884,-61.99299999999948,-62.88800000000083,-62.90799999999945,-62.76999999999953,-62.79100000000017,-62.30400000000009,-61.91399999999976,-61.97099999999955,-62.10100000000057,-62.03200000000015,-62.55899999999929,-62.89000000000033,-63.503999999999905,-65.04200000000037,-66.19800000000032,-67.34099999999944,-70.07300000000032,-108.3720000000003,-87.5630000000001,-77.90899999999965,-77.8809999999994,-77.94400000000041,-78.61799999999948
MAG,-14.499000000000024,-17.73199999999997,-19.812000000000012,-22.409999999999968,-25.019999999999982,-27.660999999999945,-30.541000000000054,-34.07300000000009,-38.23299999999995,-39.756999999999834,-43.06899999999996,-45.59500000000003,-49.24599999999987,-52.50700000000006,-56.096000000000004,-58.77500000000009,-63.33499999999981,-64.90200000000004,-64.52800000000002,-63.173,-62.371999999999844,-61.51800000000003,-61.472999999999956,-61.67900000000009,-60.528999999999996,-59.572000000000116,-57.80300000000034,-56.608999999999924,-57.0029999999997,-58.366999999999734,-59.865999999999985,-60.08699999999999,-61.472999999999956,-61.49800000000005,-61.85200000000032,-62.45499999999993,-62.45399999999972,-63.00599999999986,-63.60499999999956,-63.590999999999894,-63.639000000000124,-63.208000000000084,-62.940000000000055,-63.014000000000124,-64.35500000000002,-65.08700000000044,-64.94700000000012,-64.875,-64.21299999999974,-63.396999999999935,-63.181000000000495,-62.78299999999945,-63.233000000000175,-61.259000000000015,-60.90799999999945,-61.31500000000051,-61.227999999999156,-61.227999999999156,-61.44599999999991,-61.340000000000146,-60.84199999999964,-60.822000000000116,-60.88100000000031,-61.02099999999973,-61.396999999999935,-61.88000000000011,-62.547999999999774,-64.38700000000063,-65.3720000000003,-66.5,-69.44900000000052,-92.13100000000031,-76.35100000000057,-68.02599999999984,-70.10499999999956,-71.98999999999978,-73.91399999999976,-74.82300000000032
HUL,-9.605000000000018,-12.560999999999922,-14.605999999999995,-16.48599999999999,-18.476,-20.571000000000026,-23.36200000000008,-25.707000000000107,-28.326000000000022,-30.22699999999986,-33.975999999999885,-36.386999999999944,-39.76099999999997,-43.50599999999986,-47.5630000000001,-50.721000000000004,-38.09199999999987,-36.631000000000085,-38.21399999999994,-38.99299999999994,-40.10100000000011,-40.99499999999989,-42.447000000000116,-43.74000000000024,-44.210000000000036,-45.347999999999956,-45.672000000000025,-45.472999999999956,-46.583000000000084,-47.427999999999884,-47.18100000000004,-46.70900000000029,-46.23099999999977,-45.064000000000306,-44.177999999999884,-42.57899999999972,-41.10799999999972,-39.75700000000006,-38.72199999999975,-37.46699999999964,-36.44200000000001,-34.86400000000003,-33.49499999999989,-32.22600000000011,-31.159000000000106,-29.84900000000016,-29.091999999999643,-28.644000000000233,-28.110999999999876,-45.40700000000015,-45.6230000000005,-42.44599999999991,-41.14300000000003,-39.53199999999924,-36.72199999999975,-34.504000000000815,-32.24399999999969,-30.193999999999505,-28.364000000000487,-26.300999999999476,-25.052999999999884,-24.568999999999505,-24.141999999999825,-23.613000000000284,-22.97899999999936,-22.44800000000032,-22.202000000000226,-21.97400000000016,-21.463999999999942,-21.625,-21.533000000000357,-31.4350000000004,-27.386000000000422,-19.528000000000247,-20.480999999999767,-22.436999999999898,-24.070999999999913,-24.838999999999942
HAR,-12.031999999999982,-14.889999999999986,-16.923999999999978,-19.628999999999905,-22.024,-24.352999999999952,-28.346000000000004,-30.876999999999953,-32.64099999999985,-34.72499999999991,-38.82400000000007,-42.0329999999999,-63.18399999999997,-67.00299999999993,-68.44100000000003,-69.25,-54.77099999999996,-52.182000000000016,-53.09899999999993,-52.378000000000156,-52.445000000000164,-52.32999999999993,-52.48700000000008,-52.61200000000008,-51.733999999999924,-51.978999999999814,-52.07099999999991,-52.32999999999993,-53.759000000000015,-55.067999999999756,-55.358000000000175,-56.70100000000002,-57.39899999999989,-58.00700000000006,-58.56899999999996,-58.427999999999884,-58.43899999999985,-58.820000000000164,-59.103999999999814,-58.89300000000003,-59.302000000000135,-59.01099999999997,-58.76099999999997,-58.84400000000005,-59.39200000000028,-59.24800000000005,-58.64399999999932,-59.22400000000016,-58.61899999999969,-57.98199999999997,-57.664999999999964,-57.04899999999998,-56.647000000000844,-54.01299999999992,-53.41100000000006,-53.7450000000008,-53.96799999999985,-54.310999999999694,-53.949000000000524,-53.607999999999265,-53.134000000000015,-53.70299999999952,-54.48400000000038,-55.284999999999854,-55.810999999999694,-56.22699999999986,-57.215000000000146,-58.673000000000684,-59.457000000000335,-60.49499999999989,-77.11400000000049
RIC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
