PIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6970000000001164,-15.958000000000538,-1.6179999999994834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NOR,-0.9239999999999782,-1.08600000000024,-0.9939999999996871,-0.9090000000001055,-0.7439999999996871,-1.0609999999996944,-1.3369999999995343,-1.4309999999995853,-1.7460000000000946,-2.0679999999993015,-2.061999999999898,-2.1460000000006403,-2.5399999999999636,0.0,0.0,-3.9099999999998545,-2.832999999999629,-3.138999999999214,-3.606999999999971,-4.320999999999913,-4.315000000000509,-3.912999999999556,-4.001999999999498,-3.983999999999469,-4.155999999999949,-4.101999999999862,-3.7440000000005966,-3.2520000000004075,-3.25,-2.7750000000005457,-2.480000000000473,-2.644000000000233,-2.969000000000051,-3.3599999999996726,-3.5739999999996144,-3.094999999999345,-2.6790000000000873,-2.344000000000051,-2.3609999999998763,-2.7489999999997963,-3.381999999999607,-3.9309999999995853,-4.535999999999149,-4.746000000000095,-4.467999999999847,-4.078000000000429,-3.7960000000002765,-3.5020000000004075,-3.1999999999989086,-3.2510000000002037,-3.043999999999869,-3.1149999999997817,-3.0490000000008877,-4.279999999998836,-7.264000000001033,-9.747999999999593
RUS,-1.9380000000001019,-1.8500000000003638,-1.9349999999999454,-1.774000000000342,-1.51299999999992,-2.436999999999898,-3.0029999999997017,-3.524999999999636,-3.882999999999811,-4.326999999999316,-4.57799999999952,-4.856000000000677,-5.1119999999991705,-7.229000000000269,-18.195999999999913,-3.2609999999995125,-2.6019999999998618,-4.295999999999367,-5.014000000000124,-6.07799999999952,-6.056999999999789,-5.653999999999542,-5.5770000000002256,-5.9409999999998035,-6.154999999999745,-6.252999999999702,-6.19800000000032,-6.105000000000473,-6.233000000000175,-6.613000000000284,-6.9340000000001965,-7.435999999999694,-8.087000000000444,-8.136000000000422,-8.159999999999854,-8.052999999999884,-8.101999999999862,-8.155999999999949,-8.503999999999905,-8.983000000000175,-9.426000000000386,-9.443999999999505,-9.536999999999352,-9.579999999999927,-9.480000000000473,-9.319999999999709,-9.463999999999942,-9.654000000000451,-9.791999999999462,-10.334000000000742,-10.43499999999949,-11.039999999999054,-12.024000000001251,-12.282999999999447,-12.122999999999593,-11.096999999999753
VER,-3.9050000000002,-4.6580000000003565,-5.270999999999731,-6.081000000000131,-6.893999999999778,-8.134000000000015,-8.927999999999884,-9.818999999999505,-10.84900000000016,-11.918999999999869,-12.948999999999614,-13.463000000000648,-18.117999999999483,-32.44100000000071,-26.494000000000597,-11.77099999999973,-10.630999999999403,-11.306999999999789,-11.945999999999913,-12.27099999999973,-12.194000000000415,-11.998999999999796,-12.208999999999833,-12.488999999999578,-13.02599999999984,-13.484999999999673,-14.337000000000444,-14.654000000000451,-15.204999999999927,-15.7450000000008,-16.16700000000037,-16.670999999999367,-17.322000000000116,-17.44000000000051,-17.5,-17.350999999999658,-17.496000000000095,-17.585000000000036,-17.842000000000553,-18.27300000000014,-18.381999999999607,-18.27899999999954,-18.154999999999745,-17.842999999999847,-17.351000000000568,-17.078999999999724,-17.074999999999818,-17.096000000001368,-17.02599999999984,-17.101000000000568,-16.703999999999724,-17.48699999999917,-18.141999999999825,-18.28099999999904,-18.10200000000077,-16.65599999999904
OCO,-6.48700000000008,-8.042000000000371,-9.40099999999984,-10.518000000000029,-11.342000000000098,-12.766999999999825,-14.050000000000182,-15.20299999999952,-16.340000000000146,-17.568999999999505,-23.56800000000021,-40.512000000000626,-40.39399999999932,-37.97700000000077,-33.27599999999984,-20.938999999999396,-21.943999999999505,-23.177999999999884,-24.00799999999981,-24.685999999999694,-24.619000000000597,-25.041000000000167,-25.53899999999976,-26.433999999999287,-27.347999999999956,-28.542999999999665,-29.23700000000008,-30.152000000000044,-31.189000000000306,-32.39600000000064,-33.73900000000049,-34.91100000000006,-36.21700000000055,-37.17699999999968,-38.26499999999942,-38.99699999999939,-39.64000000000033,-40.96100000000024,-41.740999999999985,-43.001000000000204,-44.11399999999958,-44.927999999999884,-45.64899999999943,-46.28400000000056,-46.53899999999976,-47.072000000000116,-47.77400000000034,-48.20399999999972,-48.74499999999898,-49.4380000000001,-49.55199999999968,-49.93899999999849,-50.80000000000109,-51.16100000000006,-51.163000000000466,-49.96899999999914
ANT,-4.664000000000215,-5.460000000000036,-6.273999999999887,-7.294000000000324,-8.009000000000015,-9.381000000000313,-10.44800000000032,-11.372999999999593,-12.458000000000538,-13.661999999999352,-14.751000000000204,-20.908000000000357,-39.96099999999933,-38.25800000000072,-33.77000000000044,-21.199999999999818,-22.920000000000073,-25.97899999999936,-26.800000000000182,-27.52899999999954,-27.201000000000022,-27.337999999999738,-27.88799999999992,-29.05199999999968,-30.029999999999745,-31.06999999999971,-31.923000000000684,-32.8159999999998,-34.149999999999636,-35.09900000000016,-36.29200000000037,-37.21299999999974,-38.58300000000054,-39.641999999999825,-40.710000000000036,-41.46099999999933,-42.1850000000004,-43.376000000000204,-44.26000000000022,-45.39600000000064,-46.58600000000024,-47.5019999999995,-48.25,-48.59900000000016,-48.88500000000022,-49.150000000000546,-49.86200000000008,-50.29100000000108,-50.664999999999054,-51.28099999999904,-51.61000000000058,-52.19999999999891,-53.262000000000626,-54.259000000000015,-54.63600000000042,-53.74799999999959
ALB,-6.929000000000087,-8.821000000000367,-10.226999999999862,-11.469000000000051,-11.932999999999993,-13.516999999999825,-14.710000000000036,-15.856999999999971,-17.181000000000495,-18.29699999999957,-19.172999999999774,-19.936000000000604,-20.29199999999946,-17.82300000000032,-13.243000000000393,0.0,-0.6899999999995998,-2.459999999999127,-4.2260000000005675,-11.52599999999984,-31.69000000000051,-31.23700000000008,-31.652000000000044,-32.45399999999972,-33.043000000000575,-34.05699999999979,-35.08100000000013,-36.67000000000007,-38.20799999999963,-39.25200000000041,-40.413000000000466,-41.6309999999994,-42.771999999999935,-43.439000000000306,-44.2519999999995,-44.826999999999316,-45.676000000000386,-46.39800000000014,-47.396999999999935,-48.59900000000016,-49.83100000000013,-50.47999999999956,-50.98899999999958,-51.319000000000415,-51.52099999999973,-51.63100000000031,-52.02599999999984,-52.397000000000844,-52.909999999999854,-53.57099999999991,-53.75799999999981,-54.23199999999997,-55.32900000000154,-56.315999999998894,-56.90300000000025,-56.32099999999991
BEA,-9.343000000000302,-11.769000000000233,-13.166999999999916,-15.113000000000284,-16.088999999999942,-17.77900000000045,-19.373999999999796,-20.572000000000116,-21.72699999999986,-23.134000000000015,-24.15399999999954,-25.280000000000655,-26.482999999999265,-24.566000000000713,-21.238000000000284,-9.08600000000024,-9.49200000000019,-11.61699999999928,-13.331000000000131,-14.314000000000306,-15.115999999999985,-15.748999999999796,-17.390000000000327,-19.18199999999979,-20.93000000000029,-27.54399999999987,-45.311000000000604,-45.19999999999982,-45.64300000000003,-46.17200000000048,-46.935999999999694,-47.625,-48.67200000000048,-48.876000000000204,-50.03299999999945,-50.029999999999745,-49.98000000000047,-50.73400000000038,-52.66700000000037,-53.34900000000016,-53.90300000000025,-53.969999999999345,-54.146999999999935,-54.23499999999967,-54.28700000000026,-54.38000000000011,-54.88299999999981,-55.71700000000055,-56.5619999999999,-57.67699999999968,-58.074000000000524,-58.65699999999924,-59.996000000001004,-60.78899999999885,-61.38900000000103,-61.302999999999884
STR,-8.302000000000135,-10.49200000000019,-12.045000000000073,-12.896000000000186,-13.614999999999782,-15.235999999999876,-16.377000000000407,-17.71599999999944,-18.689000000000306,-20.03899999999976,-21.01599999999962,-22.162000000000262,-23.169999999999163,-21.34900000000016,-17.663000000000466,-5.528000000000247,-5.923999999999978,-8.646999999999935,-10.994000000000597,-12.916000000000167,-14.314000000000306,-15.261999999999716,-16.802999999999884,-18.579999999999927,-20.27900000000045,-21.937999999999192,-23.363000000000284,-24.576000000000022,-26.144999999999527,-27.51299999999992,-29.01000000000022,-30.46100000000024,-32.23199999999997,-33.35599999999977,-34.58299999999963,-40.474999999999454,-58.027000000000044,-58.06700000000001,-57.91100000000006,-58.92000000000007,-59.85599999999977,-59.98199999999997,-60.10899999999947,-60.14500000000044,-60.55699999999979,-60.740999999999985,-61.51500000000033,-62.158000000001266,-62.85199999999895,-64.11100000000079,-64.96099999999933,-66.1929999999993,-67.89199999999983,-69.23499999999876,-70.27700000000004,-70.20399999999972
SAI,-8.968000000000302,-11.135000000000218,-12.715999999999894,-13.701000000000022,-14.405999999999949,-16.046000000000276,-17.222999999999956,-18.57799999999952,-19.615999999999985,-20.846999999999753,-21.779999999999745,-23.3100000000004,-24.630999999999403,-22.725000000000364,-18.907000000000153,-6.253999999999905,-12.865999999999985,-32.06999999999971,-32.78300000000036,-34.11399999999958,-34.279999999999745,-34.68499999999949,-35.21100000000024,-36.287999999999556,-37.289999999999964,-38.44999999999982,-39.42100000000028,-40.615999999999985,-42.03399999999965,-42.986000000000786,-44.57600000000002,-45.78200000000015,-47.115999999999985,-48.3730000000005,-50.48499999999967,-52.67399999999998,-53.78700000000026,-54.623999999999796,-55.60400000000027,-57.14500000000044,-58.57899999999972,-59.638999999999214,-62.151999999999134,-63.16899999999987,-63.6880000000001,-64.58300000000054,-65.58800000000065,-66.93500000000131,-67.85800000000017,-69.01300000000083,-69.76000000000022,-70.94499999999971,-73.00600000000122,-74.45699999999852,-75.90999999999985,-76.3869999999988
