VER,-2.3640000000000327,-3.3010000000003856,-3.425000000000182,-3.8779999999997017,-3.907999999999447,-3.5720000000001164,-3.4669999999996435,-3.6340000000000146,-3.048999999999978,-2.7839999999996508,-2.7529999999997017,-2.493999999999687,0.0,0.0,-1.1129999999993743,-0.3930000000000291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.175999999999476,-11.252000000000407,0.0,0.0,-1.6739999999999782,-2.326000000000022,-3.894999999999527,-3.6210000000000946,-4.154000000000451,-5.114999999999782,-5.570999999999913,-6.291000000000167,-6.8770000000004075,-7.390999999999622,-8.117999999999483,-8.86999999999989,-13.998999999999796,-22.639000000000124,-9.36200000000008,-11.623999999999796,-12.478000000000065,-13.07300000000032,-13.49199999999928,-14.212000000000444,-14.998000000000502,-16.27099999999973,-17.275000000000546,-18.52599999999984,-19.506999999999607,-20.55999999999949,-21.376000000000204,-22.30500000000029
LEC,-1.28899999999976,-1.961999999999989,-2.100999999999658,-2.243999999999687,-2.246999999999389,-2.4650000000001455,-2.707999999999629,-3.043999999999869,-4.181999999999789,-5.020999999999731,-5.608999999999469,-6.158999999999651,-8.187999999999192,-16.923999999999978,-5.930999999999585,-6.5789999999997235,-8.320999999999913,-8.851999999999862,-9.763999999999214,-9.869000000000597,-10.855000000000473,-12.028999999999542,-12.708999999999833,-13.523000000000138,-14.134000000000015,-14.506999999999607,-14.899999999999636,-19.44300000000021,-31.72899999999936,-26.283000000000357,-13.601000000000568,-16.359999999999673,-16.963000000000648,-16.896999999999935,-17.755999999999403,-18.537000000000262,-19.51800000000003,-20.682999999999993,-21.489000000000487,-23.2549999999992,-25.552999999999884,-26.784999999999854,-29.131999999999607,-32.259000000000015
HAM,-1.9149999999999636,-2.769000000000233,-3.069999999999709,-3.2399999999997817,-3.384999999999309,-4.731999999999971,-5.641999999999825,-6.613000000000284,-7.619999999999891,-8.280999999999949,-9.710000000000036,-14.893000000000029,-25.152999999999338,-19.51000000000022,-8.76299999999992,-9.561999999999898,-11.481999999999971,-12.608999999999469,-13.605999999999767,-12.978000000000065,-14.365000000000691,-15.53899999999976,-14.930000000000291,-15.931999999999789,-17.016999999999825,-18.0,-22.61999999999989,-34.930999999999585,-33.61899999999969,-28.659999999999854,-16.208999999999833,-18.221999999999753,-18.771999999999935,-19.029999999999745,-20.271999999999935,-21.134000000000015,-22.2450000000008,-23.206999999999425,-24.502000000000407,-26.60099999999875,-28.4429999999993,-33.47599999999875,-52.94499999999971,-49.67100000000028
ALO,-4.974999999999909,-7.152000000000044,-9.583999999999833,-10.643000000000029,-11.666999999999462,-12.844000000000051,-13.778999999999542,-15.059000000000196,-16.050000000000182,-21.48700000000008,-37.41599999999926,-36.38499999999931,-33.427999999999884,-28.14800000000014,-18.304000000000087,-19.52299999999923,-21.908000000000357,-23.08299999999963,-24.500999999999294,-24.374000000000706,-25.663000000000466,-27.24699999999939,-28.452000000000226,-29.704999999999927,-31.315999999999804,-32.125999999999294,-33.15899999999965,-34.67699999999968,-41.14499999999953,-51.414999999999964,-39.927999999999884,-42.761999999999716,-43.13100000000031,-44.172999999999774,-45.73199999999997,-47.03600000000006,-48.22400000000016,-49.51899999999932,-50.6200000000008,-51.831999999998516,-53.20399999999972,-53.95499999999993,-55.21100000000115,-56.184000000001106
RUS,-7.513999999999669,-10.555000000000291,-12.55199999999968,-15.377999999999702,-18.336999999999534,-21.927999999999884,-23.198999999999614,-24.682999999999993,-26.19000000000051,-27.56999999999971,-28.933999999999287,-29.943999999999505,-29.09899999999925,-25.94500000000062,-18.800999999999476,-22.212999999999738,-25.3720000000003,-27.95799999999963,-30.727999999999156,-31.76600000000053,-34.376000000000204,-41.22899999999936,-57.3130000000001,-57.159999999999854,-56.65700000000015,-56.70399999999972,-56.81999999999971,-57.152000000000044,-57.36999999999989,-53.70899999999983,-41.92900000000009,-44.279999999999745,-45.21800000000076,-46.176000000000386,-47.563999999999396,-49.04400000000078,-50.61700000000019,-52.297999999999774,-54.15099999999984,-55.84099999999853,-57.86899999999878,-59.690999999998894,-61.667999999999665,-63.10100000000057
NOR,-5.536999999999807,-8.292000000000371,-10.855999999999767,-15.180999999999585,-23.03899999999976,-39.68199999999979,-40.23399999999947,-41.740999999999985,-42.48500000000058,-44.36399999999958,-45.009000000000015,-45.59699999999975,-44.2529999999997,-42.12700000000041,-34.912999999999556,-39.107999999999265,-47.52400000000034,-62.1309999999994,-61.90399999999954,-57.91600000000017,-56.77000000000044,-55.17000000000007,-54.84299999999985,-56.70600000000013,-57.88299999999981,-58.18799999999919,-58.50500000000011,-59.08600000000024,-59.685999999999694,-56.09299999999985,-44.71799999999985,-47.710000000000036,-49.363000000000284,-50.79200000000037,-53.11999999999989,-55.19100000000071,-57.49200000000019,-60.003999999999905,-62.608000000000175,-65.35199999999895,-67.82599999999911,-69.63899999999921,-71.85300000000097,-73.71900000000096
OCO,-8.592000000000098,-11.847000000000207,-13.453999999999724,-16.085000000000036,-19.365999999999985,-26.988000000000284,-40.69200000000001,-40.8730000000005,-41.53600000000006,-41.047999999999774,-41.365999999999985,-41.6309999999994,-39.563999999999396,-36.483000000000175,-28.065999999999804,-30.255999999999403,-33.457000000000335,-36.77099999999973,-40.70100000000002,-41.501000000000204,-42.965000000000146,-44.76499999999942,-46.96900000000005,-49.6869999999999,-56.10099999999966,-70.07799999999952,-69.04500000000007,-68.40899999999965,-68.90899999999965,-64.78499999999985,-53.00700000000052,-55.67999999999938,-56.95800000000054,-58.25799999999981,-60.576999999999316,-62.7480000000005,-64.24000000000069,-65.57699999999932,-67.33300000000054,-69.14199999999983,-70.28600000000006,-71.80899999999929,-73.37800000000061,-74.71900000000096
STR,-6.800999999999931,-10.25400000000036,-12.07799999999952,-14.799999999999272,-18.02299999999923,-20.61999999999989,-22.406999999999243,-24.01000000000022,-25.38299999999981,-26.55199999999968,-27.777000000000044,-28.88299999999981,-28.238999999999578,-25.337000000000444,-17.39800000000014,-21.661999999999352,-26.673999999999978,-30.510999999999513,-35.45499999999993,-43.39400000000023,-62.129000000000815,-63.21599999999944,-61.70499999999993,-62.154999999999745,-62.789999999999964,-62.710000000000036,-62.94499999999971,-63.23999999999978,-63.563999999999396,-59.71700000000055,-48.335000000000036,-51.6309999999994,-53.1840000000002,-54.759000000000015,-56.60899999999947,-59.13100000000031,-61.38300000000072,-63.550999999999476,-66.04299999999967,-68.59299999999894,-72.05500000000029,-74.60399999999936,-77.14099999999962,-79.34000000000015
TSU,-6.2599999999997635,-8.804000000000087,-10.425000000000182,-13.52599999999984,-14.782999999999447,-16.34400000000005,-17.5029999999997,-19.00800000000072,-24.835000000000036,-38.9340000000002,-38.53600000000006,-39.79099999999926,-36.83899999999994,-32.63600000000042,-23.088999999999942,-25.329999999999927,-28.952000000000226,-32.06700000000001,-35.86799999999948,-36.72200000000066,-38.48100000000068,-40.21399999999994,-42.15700000000015,-49.108000000000175,-64.71799999999985,-64.73499999999967,-65.02300000000014,-65.55799999999999,-66.10999999999967,-62.710000000000036,-51.34699999999975,-54.42199999999957,-55.96900000000005,-57.58799999999974,-59.659999999999854,-61.61500000000069,-63.50800000000072,-66.8179999999993,-69.17200000000048,-71.40299999999843,-73.6919999999991,-75.87199999999939,-78.33100000000013,-80.22100000000137
GAS,-9.554000000000087,-13.403000000000247,-16.064000000000306,-18.09899999999925,-20.942000000000007,-24.036000000000058,-26.964999999999236,-28.644000000000233,-29.60900000000038,-30.475999999999658,-31.65399999999954,-32.322000000000116,-30.63499999999931,-27.483000000000175,-19.96900000000005,-23.335000000000036,-27.704000000000633,-31.344999999999345,-34.95499999999993,-36.07600000000002,-37.9950000000008,-39.85699999999997,-48.23199999999997,-66.64099999999962,-66.44599999999991,-66.57799999999952,-67.07200000000012,-67.79299999999967,-69.54100000000017,-66.02099999999973,-55.30199999999968,-59.47699999999986,-61.275000000000546,-62.72900000000027,-64.34299999999985,-66.20800000000054,-67.79300000000057,-69.47699999999986,-71.73300000000017,-73.75,-75.59599999999955,-77.64300000000003,-80.56999999999971,-83.08400000000074
BOT,-7.867999999999938,-11.309999999999945,-13.990999999999985,-17.225999999999658,-20.2529999999997,-27.902000000000044,-42.177999999999884,-42.79200000000037,-43.82600000000002,-44.88799999999992,-45.77399999999943,-46.211999999999534,-44.67999999999938,-41.233000000000175,-33.67099999999937,-36.79199999999946,-41.001000000000204,-44.34599999999955,-47.49699999999939,-47.289999999999964,-49.45900000000074,-50.353000000000065,-52.037999999999556,-59.08600000000024,-72.83299999999963,-71.97099999999955,-71.63000000000011,-71.68000000000029,-71.7569999999996,-67.77900000000045,-56.322000000000116,-60.297999999999774,-63.126000000000204,-64.52199999999993,-66.52599999999984,-68.55500000000029,-70.36700000000019,-72.29699999999957,-74.57999999999993,-76.85699999999997,-79.26599999999962,-81.46099999999933,-83.53600000000006,-85.19100000000071
ZHO,-8.625999999999749,-12.389000000000124,-15.434000000000196,-17.73700000000008,-21.274999999999636,-24.676000000000386,-31.88299999999981,-46.789999999999964,-46.7470000000003,-47.930999999999585,-47.93199999999979,-48.261999999999716,-46.53899999999976,-43.30000000000018,-35.40599999999995,-38.284999999999854,-42.67000000000007,-46.03600000000006,-49.59599999999955,-49.314000000000306,-50.210000000000036,-53.63199999999961,-56.40700000000015,-60.027000000000044,-66.90999999999985,-81.76199999999972,-80.47800000000007,-80.53399999999965,-80.99099999999999,-77.92900000000009,-66.69400000000041,-70.01899999999932,-70.9390000000003,-72.19899999999961,-74.29799999999977,-76.7450000000008,-79.40900000000056,-82.70799999999963,-85.61200000000099,-87.42900000000009,-90.58299999999872,-92.08599999999933,-94.01400000000103,-95.44100000000071
ALB,-7.063999999999851,-9.719000000000051,-11.472999999999956,-14.140999999999622,-17.221999999999753,-19.06500000000051,-25.08599999999933,-40.09100000000035,-39.5630000000001,-38.61700000000019,-39.90299999999934,-40.74499999999989,-38.99399999999969,-35.650000000000546,-27.298999999999978,-30.951000000000022,-35.44599999999991,-38.50999999999931,-41.73699999999917,-42.311000000000604,-43.556000000000495,-43.66599999999926,-50.037999999999556,-65.48300000000017,-65.8090000000002,-65.99499999999989,-66.41100000000006,-67.07700000000023,-68.17299999999977,-65.4940000000006,-54.64000000000033,-60.02399999999943,-67.17500000000018,-81.8710000000001,-81.30399999999918,-81.76200000000063,-82.51000000000022,-83.93799999999919,-86.7430000000004,-89.42599999999948,-91.53600000000006,-94.26699999999983,-95.3119999999999,-96.1840000000011
MAG,-10.534999999999854,-13.96100000000024,-17.21100000000024,-19.50999999999931,-26.36699999999928,-40.457000000000335,-39.47099999999955,-39.811000000000604,-41.164999999999964,-42.45499999999993,-43.399999999999636,-44.25500000000011,-42.88499999999931,-40.15300000000025,-32.465000000000146,-35.482999999999265,-39.67100000000028,-42.84599999999955,-45.732999999999265,-45.621000000000095,-46.73199999999997,-48.1269999999995,-49.985999999999876,-53.34099999999944,-60.53399999999965,-74.77199999999993,-74.29299999999967,-74.24499999999989,-74.45399999999972,-70.61099999999988,-59.56700000000001,-63.47099999999955,-65.69900000000052,-67.69599999999991,-70.51800000000003,-73.59300000000076,-76.6890000000003,-79.64499999999953,-82.96800000000076,-86.4989999999998,-89.99099999999999,-95.03999999999905,-98.89500000000044,-101.75400000000081
