GAS,-11.090999999999894,-20.564000000000306,-20.210999999999785,-12.835000000000036,-19.220000000000255,-29.552999999999884,-36.73099999999977,-40.76399999999967,-45.67599999999993,-49.039000000000215,-51.71399999999994,-55.302000000000135,-58.25700000000006,-58.784000000000106,-68.33699999999999,-56.031000000000404,-56.10599999999977,-55.65299999999934,-55.21600000000035,-56.42399999999998,-57.15800000000036,-57.73399999999947,-58.97699999999986,-60.33100000000013,-62.248999999999796,-68.25799999999981,-111.92700000000059,-116.15300000000025,-91.65200000000004,-49.96300000000065,-12.725000000000364,-9.186999999999898,-5.822999999999411,-13.11700000000019,-16.427999999999884,-19.222000000000662,-21.28099999999995,-23.111000000000786,-25.623999999999796,-27.251000000000204,-37.375,-19.779999999999745,-6.812000000000808,-5.545000000000073,-4.193000000000211,-10.324000000000524,-17.52899999999954,-14.711999999999534,-15.458000000000538,-17.985000000000582,-20.52300000000014,-20.747999999999593,-21.98700000000008,-24.17699999999968,-24.649000000000342,-24.279999999999745,-28.88299999999981,-22.70299999999952,-3.702000000001135,-6.191999999999098,-7.734999999998763,14.319000000001324
PER,-12.597999999999956,12.529999999999745
LEC,-7.8840000000000146,-12.911000000000058,-12.311999999999898,-4.110999999999876,-6.498000000000047,-8.63000000000011,-9.70199999999977,-10.346999999999753,-10.936999999999898,-11.670000000000073,-13.242999999999938,-14.144999999999982,-14.521999999999935,-14.00500000000011,-16.720000000000255,-20.18000000000029,-16.9350000000004,-14.449999999999818,-12.463000000000648,-12.256999999999607,-12.396999999999935,-11.592999999999847,-11.676000000000386,-12.109000000000378,-13.827000000000226,-14.865999999999985,-18.653000000000247
STR,-15.100999999999658,-29.041999999999916,-24.04599999999982,-3.6140000000000327,-9.983999999999924,-18.56800000000021,-32.284000000000106,-54.097999999999956,-58.723999999999705,-61.840000000000146,-64.89499999999998,-67.58399999999983,-69.35799999999972,-74.44599999999991,-80.71000000000004,-70.13000000000011,-70.88299999999981,-72.14399999999932,-74.67300000000068,-76.48499999999967,-77.36999999999989,-78.87099999999919,-80.70100000000002,-82.98900000000049,-88.1269999999995,-147.6269999999995,-175.39800000000014,-201.08000000000084,-164.73700000000008,-142.75400000000081,-124.1289999999999,-83.50999999999931,-43.792999999999665,-48.26000000000022,-51.9399999999996,-55.266999999999825,-57.97400000000016,-60.50600000000031,-63.55000000000018,-70.42199999999957,-90.76099999999951,-61.80699999999979,-28.845000000000255,-18.958999999999833,-11.574999999999818,-13.228000000000065,-3.6909999999998035,-1.6779999999998836,-3.8350000000000364,-7.930000000000291,-10.845999999999549,-12.27099999999973,-13.104999999999563,-13.01299999999992,-13.447000000000116,-13.916000000000167,-13.858000000000175,-8.80199999999968,-1.8070000000006985,-2.9390000000003056,-4.125,-6.360999999998967,-6.888999999999214,-8.97400000000016
MAG,-12.005999999999858,-24.396999999999935,-19.014999999999873,-1.1950000000001637,-6.338000000000193,-13.759000000000015,-21.52599999999984,-35.17199999999957,-54.53899999999976,-56.81200000000035,-58.52300000000014,-60.70600000000013,-63.17399999999998,-65.64100000000008,-75.4010000000003,-65.56700000000001,-67.67799999999988,-70.22299999999996,-74.04399999999987,-79.18299999999999,-86.66899999999987,-107.69899999999961,-108.0689999999995,-107.33700000000044,-108.53399999999965,-109.76699999999983,-136.442,-140.26000000000022,-107.5039999999999,-83.22000000000025,-41.154999999999745,-12.811999999999898,-7.579999999999927,-15.627000000000407,-21.394999999999527,-25.967999999999847,-29.216999999999643,-32.164999999999964,-35.766999999999825,-41.447000000000116,-56.228000000000065,-40.430999999999585,-25.50500000000011,-12.364999999999782,-11.445999999999913,-27.676000000000386,-15.567000000000007,-12.264000000000124,-14.5,-17.454999999999927,-20.01800000000003,-22.443999999999505,-26.50799999999981,-30.235999999999876,-32.44300000000021,-35.61200000000008,-48.587000000000444,-55.33899999999903,-6.249000000001615,-9.42699999999968,-12.204999999999927,-14.875999999998385,-16.59900000000016,-18.764999999999418
ALB,-16.0029999999997,-29.978000000000065,-39.07899999999972,-9.56100000000015,-16.597999999999956,-21.320999999999913,-27.510999999999967,-30.73299999999972,-33.192999999999756,-35.43700000000035,-37.04399999999987,-39.19300000000021,-40.771999999999935,-41.985999999999876,-52.401000000000295,-41.53500000000031,-42.8090000000002,-43.138999999999214,-44.22200000000066,-46.029999999999745,-47.17500000000018,-48.8179999999993,-49.76900000000023,-50.54399999999987,-51.42000000000007,-52.560999999999694,-66.26500000000033,-83.59200000000055,-60.212000000000444,-19.731000000000677,-4.9650000000001455,-2.4109999999991487,-3.287999999999556,-8.378999999999905,-10.542999999999665,-13.13000000000011,-15.476999999999862,-17.40599999999995,-19.550000000000182,-21.630999999999403,-30.03399999999965,-13.993999999999687,-3.878000000000611,-3.7289999999993597,-3.2020000000002256,-11.923999999999978,-18.048999999999978,-13.793999999999869,-14.952000000000226,-16.01800000000003,-16.61700000000019,-17.64800000000014,-18.078999999999724,-18.60899999999947,-19.158000000000357,-19.164999999999964,-21.838000000000648,-15.877999999999702,-3.1460000000006403,-5.72400000000016,-7.0129999999990105,-8.35899999999856,-8.869999999998981,-10.05199999999968
KVY,-16.572999999999865,-30.284000000000106,-28.753999999999905,-13.68600000000015,-19.733999999999924,-29.244000000000142,-35.289999999999964,-39.7819999999997,-44.88599999999997,-48.14400000000023,-50.858999999999924,-54.61400000000003,-57.5630000000001,-60.759000000000015,-70.07600000000002,-59.82400000000007,-60.70899999999983,-61.8779999999997,-63.24499999999989,-64.84099999999944,-66.61499999999978,-68.48999999999978,-71.08799999999974,-73.56600000000071,-79.5,-103.7510000000002,-130.63500000000022,-133.7460000000001,-113.5560000000005,-74.63700000000063,-32.53600000000006,-11.155999999999949,-6.987999999999374,-14.449999999999818,-19.355999999999767,-22.923999999999978,-26.447000000000116,-29.213999999999942,-32.52899999999954,-35.800999999999476,-47.57899999999972,-29.286999999999352,-9.899000000000342,-8.795000000000073,-9.564000000000306,-22.84600000000046,-8.782999999999447,-4.296999999999571,-5.273000000000138,-8.351999999999862,-9.149999999999636,-9.75,-10.216999999999643,-9.88299999999981,-10.351000000000568,-11.221999999999753,-10.405000000000655,-5.130000000000109,-0.9250000000010914,-1.555000000000291,-2.617999999998574,-4.06499999999869,-5.435999999999694,-8.305000000000291
HUL,-7.05600000000004,-10.106999999999971,-11.253999999999905,-4.532999999999902,-7.298999999999978,-10.393000000000029,-12.38799999999992,-14.45199999999977,-16.11499999999978,-17.38700000000017,-17.996000000000095,-19.24200000000019,-20.65000000000009,-21.29300000000012,-29.276000000000295,-32.03300000000036,-31.432999999999993,-29.505999999999403,-28.939000000000306,-29.264999999999418,-30.18199999999979,-31.84099999999944,-35.30500000000029,-37.30400000000009,-39.034999999999854,-40.11200000000008,-48.82900000000063,-42.05500000000029,-9.04700000000048,-1.5470000000004802,-0.8090000000001965,-0.5159999999996217,-1.332999999999629,-3.7950000000000728,-5.381000000000313,-7.52100000000064,-10.395000000000437,-12.756000000000313,-14.985999999999876,-11.353000000000065
RIC,-13.431999999999789,-27.889999999999873,-26.177999999999884,-12.068000000000211,-18.755999999999858,-27.11200000000008,-33.085999999999785,-38.879999999999654,-43.659999999999854,-46.77300000000014,-49.8449999999998,-53.534000000000106,-56.12699999999995,-29.090999999999894
VER,-4.80600000000004,-5.969000000000051,-7.343999999999596,-2.4160000000001673,-2.8730000000000473,-3.201000000000022,-3.588999999999942,-4.048999999999978,-4.820999999999913,-4.854000000000269,-4.9699999999998,-5.889999999999873,-6.528999999999996,-6.539999999999964,-7.856999999999971,-6.582000000000335,-8.028000000000247,-8.036999999999352,-7.286000000000058,-7.47400000000016,-7.7039999999997235,-7.67699999999968,-8.442000000000007,-9.15900000000056,-12.990999999999985,-35.35499999999956,-43.46600000000035,-36.51100000000042,-7.011999999999716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.210999999999331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NOR,-17.531999999999698,-31.090999999999894,-27.542999999999665,-6.012000000000171,-12.077999999999975,-25.471000000000004,-44.353999999999814,-46.42199999999957,-48.809999999999945,-51.34700000000021,-53.710999999999785,-56.80400000000009,-59.6869999999999,-63.11700000000019,-73.80400000000009,-62.5930000000003,-63.61800000000039,-64.1299999999992,-64.81900000000041,-66.75,-68.40099999999984,-69.61899999999969,-71.91600000000017,-74.4960000000001,-81.16600000000017
HAM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-36.17000000000007,-7.048999999999978,-4.235999999999876,-3.7549999999991996,-9.079000000000633,-11.010000000000218,-10.798000000000684,-11.092999999999847,-10.86700000000019,-11.32799999999952,-11.756999999999607,-15.502999999999702,-2.1129999999993743,-2.5800000000008367,-3.2539999999999054,-2.6669999999994616,-3.975000000000364,0.0,-23.56800000000021,-24.40100000000075,-27.052999999999884,-27.72699999999986,-27.657999999999447,-47.38499999999931,-66.84900000000016,-68.1860000000006,-88.95600000000013,-111.39100000000053,-66.4970000000003,-13.847999999999956,-14.211999999999534,-16.104999999999563,-17.130999999999403,-17.657999999999447,-19.677999999999884
VET,-14.307999999999993,-26.96900000000005,-36.85499999999956,-8.003000000000156,-12.782000000000153,-16.90599999999995,-21.902000000000044,-26.174999999999727,-28.386999999999716,-30.31600000000026,-31.307999999999993,-33.458000000000084,-34.67499999999973,-36.434999999999945,-44.9680000000003,-35.82100000000037,-37.074000000000524,-36.956999999999425,-37.72900000000027,-39.89099999999962,-41.126000000000204,-43.07899999999972,-50.03300000000036,-71.07700000000023,-72.20100000000002,-75.74699999999939,-98.4320000000007,-102.7450000000008,-75.85699999999997,-39.12700000000041,-10.353000000000065,-8.01799999999912,-5.704999999999927,-12.358000000000175,-15.710000000000036,-18.019000000000233,-20.451000000000022,-22.56800000000021,-25.08299999999963,-26.579999999999927,-37.96299999999974,-31.33100000000013,-11.225000000000364,-9.777999999999338,-6.405999999999949,-7.197000000000116,-3.5159999999996217,-17.077000000000226,-17.283000000000357,-18.653000000000247,-18.097999999999956,-18.578999999999724,-18.86999999999989,-17.509000000000015,-17.261000000000422,-17.11999999999989,-18.051000000000386,-13.636999999999716,-2.882000000001426,-3.610999999998967,-4.706999999998516,-4.877999999998792,-4.332999999998719,-7.333000000000538
