GAS,-6.788000000000011,-9.262000000000171,-11.748000000000047,-13.664999999999964,-15.600999999999658,-17.169999999999618,-18.61200000000008,-19.95199999999977,-21.70600000000013,-23.244000000000142,-25.108000000000175,-26.93000000000029,-28.853999999999814,-30.840000000000146,-33.047000000000025,-35.15599999999995,-35.57999999999993,-33.276000000000295,-53.75700000000006,-53.96100000000024,-52.94200000000001,-55.789999999999964,-59.08100000000013,-61.751000000000204,-63.685999999999694,-65.13500000000022,-66.79199999999946,-68.67399999999998,-70.70600000000013,-71.72499999999945,-74.39999999999964,-75.96100000000024,-78.43199999999979,-82.13599999999951,-83.85400000000027,-83.70100000000002,-76.13200000000052,-79.02499999999964,-81.77400000000034,-84.26299999999992,-86.66600000000017,-86.1210000000001,-84.09400000000005,-87.3739999999998,-90.34999999999945,-93.07399999999961,-96.80400000000009,-101.11499999999978,-106.04400000000078,-111.69599999999991,-116.22600000000057,-121.82099999999991
PER,-8.25,-11.105000000000018,-14.005999999999858,-16.077999999999975,-18.64099999999962,-20.82699999999977,-22.351000000000113,-23.71199999999999,-25.182999999999993,-26.896999999999935,-28.9050000000002,-31.10900000000038,-33.034000000000106,-35.25700000000006,-38.51999999999998,-40.335000000000036,-40.677999999999884,-35.927999999999884,-40.59900000000016,-59.876000000000204,-58.08600000000024,-60.13500000000022,-62.68299999999999,-64.93299999999999,-69.06700000000001,-71.17399999999998,-72.8159999999998,-74.2510000000002,-75.71200000000044,-77.21499999999924,-79.63299999999981,-80.98300000000017,-83.51500000000033,-85.6269999999995,-86.88400000000001,-86.50500000000011,-78.92300000000068,-81.92699999999968,-85.00900000000001,-87.46299999999974,-93.00900000000001,-109.92599999999948,-105.91399999999976,-107.27000000000044,-107.60799999999927,-106.67599999999948,-106.3060000000005,-107.49399999999969,-109.58200000000033,-112.4380000000001,-116.59600000000046,-35.22400000000016
LEC,-2.9989999999997963,-3.713000000000193,-6.141999999999825,-32.78800000000001,-32.573999999999614,-32.934999999999945,-33.92399999999998,-34.63599999999997,-35.960999999999785,-38.65300000000025,-40.92500000000018,-43.35200000000032,-45.71900000000005,-47.320000000000164,-49.491999999999734,-50.60600000000022,-51.3119999999999,-45.4369999999999,-45.49000000000024,-45.333000000000084,-43.509000000000015,-45.31700000000001,-47.53200000000015,-50.20299999999952,-55.89300000000003,-75.31999999999971,-75.00500000000011,-75.39600000000064,-76.22400000000016,-76.41799999999967,-77.91699999999946,-78.20200000000023,-79.05799999999999,-81.23499999999967,-80.3739999999998,-77.3149999999996,-67.04500000000007,-67.73300000000017,-68.39800000000014,-69.13599999999951,-69.61200000000008,-67.21599999999944,-63.72599999999966,-65.32099999999991,-68.19799999999941,-71.46099999999933,-93.29300000000057,-92.63699999999972,-94.08000000000084,-95.76500000000033,-98.16200000000026,-96.70399999999972
STR,-7.3270000000002256,-9.869000000000142,-12.373999999999796,-14.474999999999909,-16.496999999999844,-18.195999999999913,-19.661999999999807,-21.108000000000175,-22.871000000000095,-24.42300000000023,-26.230000000000018,-28.14300000000003,-30.008000000000266,-32.06899999999996,-34.34699999999975,-36.24800000000005,-36.746000000000095,-34.61400000000003,-54.5619999999999,-54.83400000000029,-53.93000000000029,-56.652000000000044,-59.80200000000059,-63.69800000000032,-66.55799999999999,-67.33399999999983,-68.44700000000012,-70.1869999999999,-72.51699999999983,-73.74499999999989,-75.99299999999948,-77.6810000000005,-80.69700000000012,-83.3189999999995,-85.04899999999998,-84.79500000000007,-77.17600000000039,-80.13900000000012,-82.90900000000056,-85.38000000000011,-87.73199999999997,-87.26099999999951,-85.25799999999981,-89.36000000000058,-93.10399999999936,-96.13799999999992,-99.85000000000036,-105.34799999999996,-110.69800000000032,-115.08500000000004,-119.83100000000013,-123.75500000000011
MAG,-9.635000000000218,-12.954999999999927,-16.074999999999818,-18.79599999999982,-21.554999999999836,-25.496999999999844,-28.264000000000124,-30.572999999999865,-33.12300000000005,-35.753999999999905,-38.096000000000004,-40.878000000000156,-43.76000000000022,-46.55099999999993,-50.58699999999999,-53.58899999999994,-57.98299999999972,-73.125,-74.30400000000009,-75.30100000000039,-74.57799999999997,-77.86000000000058,-81.84100000000035,-85.07700000000023,-88.22000000000025,-90.71399999999994,-93.11399999999958,-97.37800000000061,-100.14800000000014,-101.78699999999935,-106.27999999999975,-110.90900000000056,-114.31999999999971,-117.71099999999933,-119.63999999999942,-119.8189999999995,-114.10200000000077,-117.59999999999945,-121.18000000000029,-124.26599999999962,-127.3779999999997,-127.66100000000006,-126.27199999999993,-130.30299999999988,-135.84400000000005,-139.11799999999948,-144.8760000000002,-170.15999999999985,-170.03000000000065,-171.33200000000033,-171.81900000000041,-174.28600000000006
ALB,-5.98700000000008,-7.914000000000215,-10.103000000000065,-11.960000000000036,-12.803999999999633,-13.83199999999988,-14.48700000000008,-15.309999999999945,-16.62599999999975,-17.99200000000019,-19.481000000000222,-21.020000000000437,-22.76000000000022,-24.673999999999978,-28.528999999999996,-47.02300000000014,-44.5329999999999,-37.434999999999945,-37.028999999999996,-36.621000000000095,-33.633000000000266,-34.82300000000032,-36.027000000000044,-37.10400000000027,-38.646999999999935,-39.650000000000546,-39.95299999999952,-40.777000000000044,-41.853000000000065,-41.823999999999614,-42.88599999999951,-43.30199999999968,-44.488000000000284,-47.88499999999931,-67.4389999999994,-64.36099999999988,-54.70499999999993,-55.68299999999999,-56.60699999999997,-57.409999999999854,-58.029999999999745,-55.802999999999884,-52.1899999999996,-53.483000000000175,-54.443999999999505,-54.51899999999932,-54.51299999999992,-55.64300000000003,-57.28600000000006,-58.39000000000033,-58.96600000000035,-59.53700000000026,-61.152000000000044
KVY,-11.351000000000113,-14.97400000000016,-18.277000000000044,-21.565999999999804,-24.746999999999844,-28.061999999999898,-30.40599999999995,-32.86400000000003,-35.460000000000036,-38.13200000000006,-41.572000000000116,-44.457000000000335,-47.06600000000026,-49.552000000000135,-51.914999999999964,-53.95400000000018,-53.427999999999884,-48.41200000000026,-49.414999999999964,-50.09700000000021,-50.596000000000004,-53.67700000000059,-57.57499999999982,-61.253999999999905,-66.1909999999998,-70.73999999999978,-78.85599999999977,-101.22600000000057,-102.03400000000056,-102.82799999999952,-104.51099999999951,-105.3789999999999,-108.96699999999964,-111.44799999999941,-112.33899999999994,-111.48300000000017,-105.22500000000036,-108.65399999999954,-112.23900000000049,-115.125,-116.91100000000006,-116.01400000000012,-112.83799999999974,-115.0039999999999,-117.01299999999992,-117.82899999999972,-117.85200000000077,-119.27699999999913,-121.07000000000062,-122.27700000000004,-123.54600000000028,-125.10400000000027
HUL,-7.568000000000211,-10.414000000000215,-13.203999999999724,-15.455999999999676,-17.565999999999804,-19.53800000000001,-21.040999999999713,-22.36700000000019,-24.135999999999967,-25.840999999999894,-27.590000000000146,-29.853000000000065,-31.56399999999985,-33.45400000000018,-35.60999999999967,-37.4369999999999,-37.69200000000001,-33.18100000000004,-36.539999999999964,-57.32800000000043,-55.85600000000022,-58.13100000000031,-61.16399999999976,-63.98499999999967,-67.09299999999985,-70.82899999999972,-71.75500000000011,-73.26900000000023,-74.96500000000015,-75.70799999999963,-78.6889999999994,-80.11899999999969,-82.32999999999993,-84.46899999999914,-86.00799999999981,-85.65200000000004,-77.83200000000033,-80.73499999999967,-83.65300000000025,-86.13000000000011,-88.35099999999966,-87.83399999999983,-85.80199999999968,-90.08100000000013,-94.65699999999924,-96.49499999999989,-98.20000000000073,-101.92299999999977,-107.50600000000031,-112.15500000000065,-117.21100000000024,-122.30699999999979
RIC,-10.820000000000164,-14.43600000000015,-17.865999999999985,-20.110999999999876,-21.909999999999854,-23.68899999999985,-24.58699999999999,-25.735000000000127,-27.116999999999734,-28.490999999999985,-30.007000000000062,-32.00400000000036,-33.85500000000002,-35.68299999999999,-37.304999999999836,-39.15099999999984,-39.23799999999983,-34.51000000000022,-35.61799999999994,-36.314000000000306,-36.44200000000001,-39.639000000000124,-43.22400000000016,-46.48499999999967,-50.038000000000466,-53.53200000000015,-56.858000000000175,-60.767000000000735,-67.56800000000021,-87.92199999999957,-88.76899999999932,-88.97199999999975,-89.93000000000029,-91.04799999999977,-91.28099999999995,-90.07699999999932,-81.73500000000058,-83.79899999999998,-85.8110000000006,-87.85499999999956,-89.1239999999998,-88.32399999999961,-86.17500000000018,-89.30799999999999,-90.86399999999958,-94.09299999999985,-97.02800000000025,-98.24199999999928,-100.94300000000021,-102.61599999999999,-103.88900000000012,-104.80400000000009
VER,-12.086999999999989,-15.608999999999924,-19.021999999999935,-22.600999999999658,-25.61299999999983,-28.729999999999563,-31.43899999999985,-34.29300000000012,-37.5630000000001,-40.125,-42.794000000000324,-45.61400000000003,-48.73000000000002,-54.271000000000186
NOR,-5.442000000000007,-7.550000000000182,-9.590000000000146,-14.915999999999713,-37.103000000000065,-38.41399999999976,-38.49299999999994,-39.33800000000019,-42.228999999999814,-43.34299999999985,-44.845000000000255,-46.9350000000004,-49.429999999999836,-52.600000000000364,-54.121999999999844,-56.266000000000076,-56.37699999999995,-50.92500000000018,-51.8130000000001,-52.31100000000015,-51.72600000000011,-54.753999999999905,-58.891999999999825,-63.35999999999967,-71.38000000000011,-95.66800000000057,-96.42199999999957,-98.04700000000048,-100.70499999999993,-102.23699999999917,-102.90299999999934,-104.18299999999999,-107.29299999999967,-109.98999999999978,-111.29500000000007,-110.59999999999945,-104.82800000000043,-106.7519999999995,-109.83700000000044,-112.35199999999986,-114.0010000000002,-114.5019999999995,-111.58200000000033,-113.89300000000003,-115.96399999999994,-117.36799999999948,-120.16300000000047,-122.89300000000003,-125.92600000000039,-128.46100000000024,-130.9350000000004,-134.13400000000001
