GAS,-4.815000000000055,-6.057999999999993,-6.981999999999971,-8.057000000000244,-8.942000000000007,-10.140000000000327,-11.168999999999869,-16.726000000000113
PER,-8.47400000000016,-10.840999999999894,-12.73299999999972,-14.334000000000287,-15.93600000000015,-17.40000000000009,-19.424999999999727,-20.832000000000335,-21.929999999999836,-23.083999999999833,-24.93899999999985,-26.41399999999976,-28.062000000000353,-28.2199999999998,-29.384999999999764,-30.55300000000034,-31.858000000000175,-32.751000000000204,-29.42699999999968,-30.019999999999982,-30.507000000000062,-31.041999999999916,-32.10600000000022,-32.89599999999973,-33.19900000000007,-33.6579999999999,-39.152000000000044,-62.52099999999973,-64.03600000000006,-64.17299999999977,-39.858000000000175,-40.36999999999989,-40.98899999999958,-41.873999999999796,-42.353000000000065,-43.07299999999941,-43.573999999999614,-44.470000000000255,-45.03600000000006,-45.19499999999971,-45.95300000000043,-46.40800000000036,-46.904999999999745,-48.418000000000575,-49.49499999999989,-50.53600000000006,-51.360999999999876,-53.21599999999944,-53.57499999999982,-54.15699999999924,-78.10499999999956,-59.595000000000255,-21.44300000000021,-7.850999999999658,-8.48700000000008,-6.231999999999971,-3.8890000000001237,-7.806999999999789,-10.541999999999462,-12.340000000000146,-14.421000000000276,-16.61700000000019,-19.652000000000044
LEC,-5.351999999999862,-6.859999999999673,-8.540999999999713,-9.628999999999905,-10.92599999999993,-11.946000000000367,-13.281999999999698,-14.358000000000175,-15.514999999999873,-16.472000000000207,-17.80600000000004,-19.067000000000007,-24.6220000000003,-49.42900000000009,-51.67399999999998,-53.63000000000011,-55.01700000000028,-56.141999999999825,-53.41599999999971,-54.8090000000002,-56.10699999999997,-57.60699999999997,-59.1840000000002,-60.628999999999905,-62.026000000000295,-63.639000000000124,-66.1289999999999,-67.07700000000023,-69.32299999999941,-70.95699999999943,-47.134000000000015,-47.975000000000364,-48.96399999999994,-50.16100000000006,-50.90299999999934,-51.91599999999926,-52.84900000000016,-53.85999999999967,-54.44599999999991,-55.03099999999995,-56.28300000000036,-56.85599999999977,-57.201999999999316,-58.17700000000059,-58.98099999999977,-59.702000000000226,-60.57600000000002,-62.23099999999977,-63.194000000000415,-64.0059999999994,-87.23700000000008,-49.80400000000009,-14.216999999999643,-5.996999999999389,-6.831000000000131,-4.6469999999999345,-2.7849999999998545,-7.451000000000022,-10.042999999999665,-11.809000000000196,-13.739000000000487,-15.998000000000502,-19.110999999999876
STR,-19.994000000000142,-49.95100000000002,-51.246999999999844,-52.322000000000116,-53.59400000000005,-54.79300000000012,-56.233999999999924,-57.25700000000006,-58.06700000000001,-59.88799999999992,-61.49000000000024,-62.478999999999814,-63.13500000000022,-63.89899999999989,-65.11499999999978,-66.27400000000034,-67.46500000000015,-68.92399999999998,-66.05600000000004,-68.64499999999998,-70.47899999999981,-72.39499999999998,-74.80400000000009,-76.9960000000001,-80.38300000000027,-82.14899999999943,-83.79899999999998,-85.23900000000049,-98.33399999999983,-112.8769999999995,-88.79200000000037,-89.5010000000002,-90.35800000000017,-91.43299999999999,-92.34400000000005,-93.1259999999993,-94.09799999999996,-95.02399999999943,-95.6220000000003,-96.07300000000032,-96.78499999999985,-97.1880000000001,-97.23399999999947,-98.06600000000071,-98.74799999999959,-99.10100000000057,-99.65000000000055,-101.25,-102.39000000000033,-118.82399999999961,-143.77099999999973,-134.01600000000053,-146.97500000000036,-140.6899999999996,-92.47699999999986,-41.85199999999986,-7.194999999999709,-12.891999999999825,-17.43499999999949,-19.63500000000022,-22.59900000000016,-25.864000000000487,-29.162999999999556
MAG,-30.536000000000058,-31.56899999999996,-34.68899999999985,-35.63700000000017,-36.735999999999876,-37.80500000000029,-38.92099999999982,-40.402000000000044,-41.1869999999999,-41.90700000000015,-43.39200000000028,-44.42599999999993,-45.49300000000039,-46.7199999999998,-48.240999999999985,-49.65300000000025,-51.039000000000215,-52.21799999999985,-49.25599999999986,-50.88599999999997,-52.547999999999774,-54.33699999999999,-56.41500000000042,-58.373999999999796,-60.30500000000029,-62.014000000000124,-72.36499999999978,-98.77400000000034,-110.52799999999934,-105.39400000000023,-85.9340000000002,-87.19400000000041,-88.93099999999959,-90.52799999999934,-91.83899999999994,-94.64300000000003,-96.75900000000001,-98.55400000000009,-99.92299999999977,-101.19899999999961,-102.8730000000005,-104.2569999999996,-105.21599999999944,-107.08600000000024,-108.39599999999973,-109.91399999999976,-118.00600000000031
ALB,-6.130999999999858,-7.76299999999992,-9.462999999999738,-10.51299999999992,-11.76700000000028,-12.829000000000178,-14.549999999999727,-15.858000000000175,-16.98199999999997,-18.15000000000009,-19.62400000000025,-20.871999999999844,-22.146000000000186,-28.096000000000004,-53.29300000000012,-55.210000000000036,-56.564000000000306,-57.59999999999991,-54.52399999999989,-55.99499999999989,-57.41100000000006,-58.69599999999991,-60.39400000000023,-62.03699999999981,-63.24499999999989,-64.46900000000005,-68.44499999999971,-69.15099999999984,-71.11200000000008,-72.68299999999999,-48.6909999999998,-49.59400000000005,-50.8130000000001,-52.188999999999396,-52.94499999999971,-54.05199999999968,-55.1279999999997,-56.2519999999995,-56.79399999999987,-57.3090000000002,-58.363000000000284,-58.92399999999998,-59.03399999999965,-60.07000000000062,-60.67500000000018,-61.38299999999981,-62.199000000000524,-63.636999999999716,-64.6810000000005,-65.38499999999931,-88.44799999999941,-50.70600000000013,-15.091999999999643,-7.268000000000029,-7.854000000000269,-5.552999999999884,-3.8040000000000873,-18.960000000000036,-27.118999999999687,-52.06700000000001,-52.25700000000052,-56.59100000000035,-57.28399999999965
KVY,-6.815000000000055,-8.442000000000007,-10.335999999999785,-11.472000000000207,-12.903999999999996,-13.963999999999942,-15.410999999999603,-16.73600000000033,-18.010999999999967,-19.240000000000236,-20.51200000000017,-21.73700000000008,-23.036000000000058,-28.828999999999724,-54.621000000000095,-55.86400000000003,-57.48600000000033,-58.527000000000044,-55.45100000000002,-57.00500000000011,-58.509000000000015,-59.85600000000022,-61.73000000000002,-63.23199999999997,-64.36000000000013,-65.54699999999957,-69.01400000000012,-70.19499999999971,-72.38400000000001,-76.43499999999949,-52.793000000000575,-53.582000000000335,-54.5630000000001,-55.612999999999374,-56.26099999999951,-57.17699999999968,-57.84699999999975,-58.75,-59.20299999999952,-59.551000000000386,-60.199000000000524,-60.496000000000095,-60.625999999999294,-61.46300000000065,-62.02399999999943,-62.69500000000062,-63.52000000000044,-64.86399999999958,-65.86200000000008,-66.52899999999954,-94.02899999999954,-73.50600000000031,-31.006999999999607,-11.16399999999976,-10.396999999999935,-8.581000000000131,-4.023000000000138,-6.186999999999898,-8.570999999999913,-9.420000000000073,-10.97400000000016,-12.726000000000568,-15.140999999999622
RIC,-3.6840000000001965,-4.4539999999997235,-5.484999999999673,-6.584000000000287,-7.722000000000207,-8.740999999999985,-9.945999999999913,-10.899000000000342,-12.192999999999756,-13.596000000000004,-15.523000000000138,-17.364000000000033,-19.011000000000422,-25.50799999999981,-50.625,-52.3420000000001,-53.932000000000244,-55.11400000000003,-52.10100000000011,-53.427000000000135,-54.75099999999975,-55.83899999999994,-57.528999999999996,-59.4380000000001,-61.09700000000021,-62.65300000000025,-62.93299999999999,-64.30400000000009,-67.16899999999987,-68.38400000000001,-44.50700000000052,-45.35699999999997,-46.13199999999961,-47.53899999999976,-48.27099999999973,-49.5,-50.36700000000019,-51.447000000000116,-52.15399999999954,-52.9409999999998,-54.363000000000284,-55.126000000000204,-55.74799999999959,-56.61000000000058,-57.56999999999971,-58.327000000000226,-59.29399999999987,-60.70499999999993,-61.63000000000011,-62.54399999999987,-84.47299999999996,-48.048000000000684,-10.016999999999825,-4.0090000000000146,-4.320999999999913,-3.2880000000004657,-2.1340000000000146,-5.420000000000073,-7.4409999999998035,-8.483000000000175,-10.078999999999724,-11.717000000000553,-14.319999999999709
OCO,-9.126999999999953,-11.60799999999972,-13.58199999999988,-15.390000000000327,-17.10400000000027,-18.576000000000022,-20.541999999999916,-21.99200000000019,-23.323999999999614,-24.416999999999916,-26.313000000000102,-28.085000000000036,-34.17800000000034,-59.235999999999876,-60.496000000000095,-61.771000000000186,-63.228000000000065,-64.55799999999999,-62.422999999999774,-64.93100000000004,-67.83399999999983,-69.07300000000032,-70.971,-72.93100000000004,-74.42900000000009,-75.79100000000017,-77.46399999999994,-62.80400000000009
VER,-1.4520000000002256,-1.112999999999829,-1.1099999999996726,-1.236000000000331,-1.443000000000211,-1.4890000000000327,-1.681999999999789,-1.6140000000000327,-1.631999999999607,-1.8009999999999309,-2.05600000000004,-2.018999999999778,-1.8390000000003965,-1.6970000000001164,-2.018999999999778,-2.356000000000222,-2.507000000000062,-6.920000000000073,-24.67599999999993,-25.192000000000007,-25.380999999999858,-25.81800000000021,-26.71900000000005,-27.65000000000009,-27.802000000000135,-27.748999999999796,-27.82300000000032,-27.871000000000095,-29.779999999999745,-29.756999999999607,-5.355999999999767,-5.721999999999753,-6.139999999999418,-6.845999999999549,-7.242999999999483,-8.115999999999985,-9.394999999999527,-10.265999999999622,-10.74499999999989,-11.518000000000029,-12.163000000000466,-13.384000000000015,-13.006999999999607,-12.938000000000102,-12.835000000000036,-13.02100000000064,-12.875,-13.519999999999527,-13.747000000000298,-13.93499999999949,42.53300000000036
NOR,-7.456000000000131,-9.414999999999964,-11.197999999999865,-12.807999999999993,-14.4050000000002,-16.78099999999995,-18.23799999999983,-19.635999999999967,-20.846999999999753,-22.34999999999991,-24.130999999999858,-25.715999999999894,-31.878000000000156,-56.090999999999894,-57.51200000000017,-58.672000000000025,-59.952000000000226,-61.327000000000226,-58.62300000000005,-60.166999999999916,-61.48000000000002,-62.56100000000015,-64.46199999999999,-66.09699999999975,-67.29800000000023,-68.47999999999956,-70.28200000000015,-72.1239999999998,-78.36699999999928,-79.05299999999988,-55.40300000000025,-56.564000000000306,-57.97199999999975,-59.443999999999505,-60.19599999999991,-61.326999999999316,-62.029999999999745,-62.96100000000024,-63.61999999999989,-64.12299999999959,-64.96500000000015,-65.46000000000004,-65.41100000000006,-65.95700000000033,-66.47400000000016,-66.84000000000015,-67.30799999999999,-68.39499999999953,-69.07000000000062,-69.70499999999993,-93.70799999999963,-56.25500000000011,-21.096999999999753,-13.217999999999847,-13.24200000000019,-13.208999999999833,-4.970999999999549,-9.19000000000051,-11.962999999999738,-13.975000000000364,-16.310999999999694,-18.546000000000276,-21.131000000000313
