GAS,-6.9789999999998145,-9.146000000000186,-10.440999999999804,-12.074999999999818,-14.407999999999902,-15.920000000000073,-17.77200000000039,-19.69399999999996,-21.731000000000222,-24.848999999999705,-22.20600000000013,-4.8400000000001455,-3.6960000000003674,-1.6310000000003129,-4.936999999999898,-7.003999999999905,-9.181999999999789,-11.007000000000517,-13.461999999999534,-15.530999999999949,-18.636999999999716,-20.26299999999992,-22.212000000000444,-25.818999999999505,-28.26800000000003,-36.27400000000034,-50.06500000000051,-50.6880000000001,-50.5630000000001,-50.40800000000036,-50.025000000000546,-50.31700000000001,-51.240999999999985,-51.65799999999945,-53.41199999999935,-55.63100000000031,-54.998999999999796,-54.70499999999993,-54.86700000000019,-54.09299999999985,-52.59299999999985,-50.80199999999968,-49.04999999999927,-47.40599999999995
PER,-6.813999999999851,-10.189000000000306,-12.453999999999724,-13.42599999999993,-15.644999999999982,-17.244000000000142,-18.989000000000033,-20.885999999999967,-23.072000000000116,-27.00500000000011,-24.726000000000113,-6.014000000000124,-4.4650000000001455,-1.8890000000001237,-5.679000000000087,-8.6550000000002,-13.143999999999323,-20.534999999999854,-34.318999999999505,-34.202000000000226,-34.464999999999236,-35.91100000000006,-37.064000000000306,-37.82600000000002,-40.03600000000006,-40.72600000000057,-41.435999999999694,-43.47100000000046,-44.50200000000041,-45.47699999999986,-46.34600000000046,-48.177999999999884,-49.30899999999929,-50.414999999999964,-52.789999999999964,-53.57099999999991,-53.35199999999986,-53.551000000000386,-53.99200000000019,-55.70299999999952,-54.84700000000066,-52.82999999999993,-52.96299999999974,-53.19599999999991
LEC,-6.436999999999898,-8.425000000000182,-11.711999999999989,-14.465999999999894,-17.55899999999974,-21.56100000000015,-24.87400000000025,-26.65599999999995,-29.110000000000127,-40.835999999999785,-58.77300000000014,-20.983999999999924,-19.832000000000335,-6.492000000000189,-10.657999999999902,-14.63000000000011,-18.17999999999938,-21.25500000000011,-24.219999999999345,-26.467000000000553,-28.490999999999985,-30.36499999999978,-32.10400000000027,-38.83899999999994,-55.98700000000008,-55.97600000000057,-56.16100000000006,-57.472999999999956,-58.61200000000008,-60.60199999999986,-61.087000000000444,-62.164999999999964,-63.31299999999919,-64.72699999999986,-65.97699999999986,-67.38699999999972,-67.74200000000019,-68.92200000000048,-71.30799999999999,-73.27700000000004,-74.64600000000064,-73.52700000000004,-74.8809999999994,-74.95899999999983
STR,-5.748999999999796,-7.652000000000044,-9.55600000000004,-11.291999999999916,-13.517999999999574,-15.038000000000011,-16.94300000000021,-18.74599999999964,-20.60699999999997,-22.41899999999987,-24.61200000000008,-12.085000000000036,-10.552000000000135,-3.8840000000000146,-7.998000000000047,-11.51299999999992,-14.836999999999534,-17.61999999999989,-19.29699999999957,-20.796000000000276,-22.46599999999944,-23.90400000000045,-25.673999999999978,-28.063999999999396,-30.21100000000024,-32.80300000000079,-33.96100000000024,-35.378999999999905,-36.79600000000028,-37.92000000000007,-38.24499999999989,-39.23499999999967,-40.487999999999374,-41.14300000000003,-42.86399999999958,-44.22099999999955,-46.57099999999991,-47.97199999999975,-49.29400000000078,-50.634000000000015,-51.246000000000095,-50.26100000000042,-51.88199999999961,-52.655000000000655
MAG,-10.337999999999738,-14.193000000000211,-17.30899999999974,-20.585000000000036,-25.06399999999985,-29.202999999999975,-32.19100000000026,-35.009000000000015,-37.63799999999992,-57.447999999999865,-70.17100000000028,-27.365999999999985,-24.64300000000003,-7.260999999999967,-11.768999999999778,-15.826000000000022,-19.92199999999957,-23.028000000000247,-26.091999999999643,-28.860999999999876,-31.711999999999534,-33.935999999999694,-36.39400000000023,-39.82299999999941,-42.159999999999854,-44.850000000000364,-46.95800000000054,-49.5619999999999,-52.92500000000018,-55.21799999999985,-56.764000000000124,-58.94200000000001,-61.85399999999936,-63.961999999999534,-71.90099999999984,-87.94999999999982,-86.82899999999972,-86.4340000000002,-87.34100000000035,-88.3769999999995,-87.7539999999999,-85.63799999999992,-85.60099999999966,-85.5659999999998
ALB,-4.974999999999909,-6.729000000000269,-8.172000000000025,-9.664000000000215,-11.610999999999876,-13.023000000000138,-14.64700000000039,-15.960000000000036,-17.25500000000011,-18.284999999999854,-21.822000000000116,-8.797000000000025,-7.545000000000073,-2.9039999999999964,-6.610999999999876,-9.70699999999988,-12.765999999999622,-13.860999999999876,-15.277999999999338,-16.985000000000582,-19.588999999999942,-21.03099999999995,-22.80199999999968,-23.618999999999687,-24.48199999999997,-25.423000000000684,-25.88500000000022,-27.189000000000306,-28.009000000000015,-28.990999999999985,-29.327000000000226,-30.297999999999774,-31.833999999999833,-32.97199999999975,-34.8809999999994,-36.52099999999973,-37.28099999999995,-38.54500000000007,-40.009000000000015,-41.50699999999961,-41.78600000000006,-40.64500000000044,-41.222999999999956,-42.725000000000364
KVY,-8.625999999999749,-12.047000000000025,-14.246999999999844,-16.375,-19.52599999999984,-22.23700000000008,-23.896000000000186,-25.45699999999988,-26.923999999999978,-35.197000000000116,-36.16100000000006,-16.297999999999774,-15.228000000000065,-4.885999999999967,-9.211999999999989,-12.922000000000025,-16.424999999999272,-19.21100000000024,-21.57299999999941,-23.71600000000035,-25.71099999999933,-27.17200000000048,-29.166000000000167,-31.436999999999898,-33.31700000000001,-35.59600000000046,-37.1840000000002,-39.25800000000072,-41.17900000000009,-42.85999999999967,-43.96700000000055,-45.76499999999942,-47.73099999999977,-49.60899999999947,-51.996000000000095,-57.22400000000016,-59.215000000000146,-61.0,-63.41700000000037,-65.46900000000005,-66.46600000000035,-66.82700000000023,-68.63400000000001,-70.23999999999978
RIC,-3.375999999999749,-4.579999999999927,-5.576000000000022,-6.768000000000029,-8.484999999999673,-9.802000000000135,-11.023000000000138,-11.972999999999956,-13.126999999999953,-14.166999999999916,-15.726000000000113,-7.619000000000142,-6.063000000000102,-2.544000000000324,-6.112999999999829,-9.045000000000073,-10.792999999999665,-11.913000000000466,-14.118999999999687,-16.020000000000437,-16.912999999999556,-17.682999999999993,-18.61499999999978,-20.05999999999949,-20.761999999999716,-22.02300000000014,-22.662000000000262,-23.627000000000407,-24.351000000000568,-24.835000000000036,-24.65599999999995,-25.044999999999163,-25.626999999999498,-26.042999999999665,-26.8149999999996,-27.0649999999996,-26.846999999999753,-26.97400000000016,-27.342000000000553,-26.91899999999987,-25.35199999999986,-22.212999999999738,-21.375,-18.90099999999984
OCO,-4.204999999999927,-5.983999999999924,-7.480000000000018,-8.798999999999978,-10.70699999999988,-11.987999999999829,-13.389000000000124,-14.53899999999976,-15.72400000000016,-16.86999999999989,-20.94300000000021,-10.00799999999981,-8.87900000000036,-3.255000000000109,-7.179999999999836,-10.56899999999996,-14.039999999999964,-16.663000000000466,-17.94499999999971,-19.215000000000146,-20.656999999999243,-22.10900000000038,-23.88299999999981,-26.64099999999962,-28.993999999999687,-29.932999999999993,-30.498000000000502,-31.707000000000335,-32.582000000000335,-33.40099999999984,-33.40900000000056,-34.09199999999964,-35.167999999999665,-35.80999999999949,-36.985999999999876,-38.11399999999958,-38.789999999999964,-39.77300000000014,-40.99000000000069,-42.51599999999962,-42.749000000000706,-41.57999999999993,-42.110999999999876,-40.694000000000415
VER,-2.5219999999999345,-2.894000000000233,-3.155999999999949,-3.4549999999999272,-4.174999999999727,-4.52599999999984,-4.9520000000002256,-5.083999999999833,-5.7159999999998945,-6.605999999999767,-6.419000000000324,-2.4020000000000437,-1.7690000000002328,-1.1840000000001965,-2.456000000000131,-2.8229999999998654,-3.3419999999996435,-3.475000000000364,-3.8539999999993597,-4.068000000000211,-4.380999999999403,-4.412000000000262,-4.4539999999997235,-4.948999999999614,-5.324000000000524,-6.0,-6.030999999999949,-6.721000000000458,-7.319000000000415,-7.890999999999622,-7.735000000000582,-8.252999999999702,-8.854999999999563,-9.367999999999483,-10.041999999999462,-11.101999999999862,-11.113000000000284,-11.338999999999942,-12.469000000000051,-13.63799999999992,-13.858000000000175,-12.57800000000043,-13.492999999999483,-15.485000000000582
NOR,-7.746999999999844,-11.329000000000178,-13.511999999999716,-15.592999999999847,-18.536999999999807,-20.21900000000005,-22.039000000000215,-23.527000000000044,-25.445000000000164,-31.954999999999927,-31.38700000000017,-13.057999999999993,-13.171000000000276,-4.257000000000062,-8.5949999999998,-12.108999999999924,-15.51299999999992,-18.384000000000015,-20.524999999999636,-22.452000000000226,-24.448999999999614,-25.993000000000393,-27.730999999999767,-29.925999999999476,-31.859999999999673,-34.20100000000002,-35.04700000000048,-37.15099999999984,-38.78400000000056,-39.86899999999969,-40.121000000000095,-40.84599999999955,-42.0049999999992,-42.60099999999966,-43.85599999999977,-44.88999999999942,-44.34900000000016,-44.1909999999998,-44.22200000000066,-44.193999999999505,-43.68299999999999,-42.42399999999998,-42.847999999999956,-43.80400000000009
HAM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VET,-9.277999999999793,-13.162000000000262,-15.311999999999898,-17.394000000000233,-20.40899999999965,-23.242999999999938,-25.731000000000222,-27.777999999999793,-30.380999999999858,-39.728000000000065,-38.69300000000021,-17.777999999999793,-16.814000000000306,-5.355000000000018,-9.806999999999789,-13.856999999999971,-17.594999999999345,-20.6850000000004,-23.36999999999989,-25.414999999999964,-27.615999999999985,-29.360999999999876,-31.011999999999716,-33.35199999999986,-35.26500000000033,-37.76500000000033,-39.9980000000005,-42.61999999999989,-46.03400000000056,-48.03700000000026,-49.139000000000124,-52.710000000000036,-55.034999999999854,-57.04600000000028,-59.48999999999978,-61.845000000000255,-63.63100000000031,-65.39500000000044,-67.56500000000051,-69.36700000000019,-70.19700000000012,-70.30799999999999,-71.49699999999939,-72.92500000000018
SAI,0.0
LAT,-12.336999999999989,-16.94300000000021,-20.335000000000036,-22.998000000000047,-26.81899999999996,-29.860999999999876,-33.09900000000016,-37.08399999999983,-40.64800000000014,-60.42900000000009,-72.51099999999997,-28.46199999999999,-26.93600000000015,-7.697000000000116,-12.28899999999976,-16.463000000000193,-20.768999999999323,-23.89100000000053,-26.982999999999265,-30.09900000000016,-33.04699999999957,-35.3119999999999,-38.922999999999774,-41.70799999999963,-44.292999999999665,-47.10600000000068,-49.5659999999998,-53.3070000000007,-56.486000000000786,-62.9970000000003,-76.89400000000023,-76.6309999999994,-77.20299999999952,-77.26199999999972,-78.16199999999935,-78.91299999999956,-78.54300000000057,-78.82700000000023,-79.77600000000075,-80.61399999999958,-80.09000000000015,-77.78300000000036,-77.98199999999997,-77.82000000000062
RUS,-11.20199999999977,-15.274000000000342,-18.417999999999665,-21.182999999999993,-23.466999999999643,-25.891000000000076,-28.694000000000415,-31.26599999999962,-33.728999999999814,-2.550999999999931
RAI,-11.034999999999854,-14.78500000000031,-17.596000000000004,-19.266999999999825,-22.019999999999982,-24.789999999999964,-27.86600000000044,-30.079999999999927,-32.28099999999995,-46.32699999999977,-53.096000000000004,-20.036999999999807,-18.164999999999964,-5.832000000000335,-10.264999999999873,-13.467999999999847,-17.03399999999965,-20.118000000000393,-22.454999999999927,-24.449999999999818,-26.49499999999989,-28.192000000000007,-29.858000000000175,-32.3179999999993,-34.197000000000116,-36.527000000000044,-38.150000000000546,-40.21399999999994,-42.36700000000019,-44.08100000000013,-45.24300000000039,-47.45799999999963,-50.831999999999425,-54.060999999999694,-56.46099999999933,-58.789999999999964,-60.931000000000495,-62.39300000000003,-65.34200000000055,-67.15999999999985,-67.82000000000062,-67.74099999999999,-69.5630000000001,-71.54300000000057
BOT,-1.4159999999997126,-1.2899999999999636,-1.4600000000000364,-1.1280000000001564,-1.6589999999996508,-1.7669999999998254,-1.7660000000000764,-1.669999999999618,-1.8479999999999563,-2.281999999999698,-4.34900000000016,-1.1329999999998108,-1.0170000000002801,-0.6950000000001637,-1.19399999999996,-1.1030000000000655,-1.418999999999869,-2.0910000000003492,-2.518000000000029,-2.743000000000393,-3.0009999999992942,-2.9409999999998035,-2.930000000000291,-3.743999999999687,-3.8320000000003347,-4.063000000000102,-3.7719999999999345,-4.346000000000458,-4.511000000000422,-4.479999999999563,-4.219000000000051,-4.411999999999352,-4.694999999999709,-4.877999999999702,-5.456999999999425,-5.894000000000233,-5.583999999999833,-5.627999999999702,-6.1580000000003565,-7.073999999999614,-7.095000000000255,-5.498000000000502,-6.996000000000095,-8.45300000000043
GRO,-11.572999999999865,-15.899000000000342,-19.346000000000004,-22.132000000000062,-25.70199999999977,-27.44399999999996,-29.903000000000247,-32.36499999999978,-35.05600000000004,-52.10500000000002,-61.04100000000017,-25.643999999999778,-23.19800000000032,-6.786000000000058,-11.284000000000106,-15.01700000000028,-19.081999999999425,-22.09900000000016,-25.034999999999854,-27.6220000000003,-29.98199999999997,-31.809000000000196,-33.72599999999966,-36.76599999999962,-39.06500000000051,-42.54000000000087,-44.71100000000024,-46.97100000000046,-49.34300000000076,-52.552999999999884,-53.94000000000051,-55.80999999999949,-58.219999999999345,-60.14400000000023,-62.451999999999316,-64.77199999999993,-66.71500000000015,-68.16600000000017,-70.5600000000004,-72.55400000000009,-73.53000000000065,-72.8680000000004,-74.33299999999963,-76.82800000000043
GIO,-9.824999999999818,-13.605000000000018,-16.299999999999727,-18.409000000000106,-21.552999999999884,-24.22699999999986,-27.01700000000028,-29.35199999999986,-31.503000000000156,1.1280000000001564
