VER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RUS,-5.813000000000102,-4.657999999999902,-4.541000000000167,-1.1799999999998363,-4.527000000000044,-4.573999999999614,-5.9350000000004,-6.346000000000458,-7.078000000000429,-7.800999999999476,-7.832999999999629,-7.818000000000211,-7.721000000000458,-8.240000000000691,-8.779000000000451,-9.768999999999323,-10.421000000000276,-10.652000000000044,-10.782999999999447,-11.318000000000211,-11.137000000000626,-11.060999999999694,-10.981999999999971,-10.950000000000728,-11.338999999999942,-11.820999999999913,-12.372000000000298,-12.748999999999796,-12.986000000000786,-13.188999999999396,-13.391999999999825,-13.75800000000072,-14.069000000000415,-14.166000000000167,-14.069000000000415,-14.114000000000487,-14.128999999999905,-14.182999999999993,-17.23400000000038,-29.057999999999993,-11.88299999999981,-11.93499999999949,-12.329999999999927,-12.615999999999985,-13.485000000000582,-14.22400000000016,-14.564000000000306,-14.868000000000393,-13.548999999999069,-14.643000000000029,-14.713999999999942
SAI,-0.6590000000001055,-0.8290000000001783,-0.7070000000003347,-0.5670000000000073,-1.498000000000502,-1.63799999999992,-1.4000000000005457,-1.7010000000000218,-2.128000000000611,-2.7399999999997817,-3.076000000000022,-3.4960000000000946,-3.6950000000006185,-3.9830000000001746,-4.520999999999731,-5.028999999999542,-5.306999999999789,-4.941000000000713,-5.3179999999993015,-5.676000000000386,-6.276000000000749,-6.847999999999956,-7.196000000000822,-7.602000000000771,-8.274999999999636,-9.131000000000313,-13.601999999999862,-31.708999999999833,-31.73700000000008,-31.924999999999272,-32.17900000000009,-32.64300000000003,-33.04500000000007,-33.2470000000003,-33.5659999999998,-34.14800000000014,-34.18399999999929,-34.19499999999971,-34.1220000000003,-30.89800000000014,-14.592999999999847,-15.756999999999607,-16.439000000000306,-17.22899999999936,-17.818999999999505,-18.898000000001048,-19.291000000001077,-19.506999999999607,-18.29899999999907,-19.387000000000626,-19.280000000000655
ANT,-3.9159999999997126,-3.5720000000001164,-3.1150000000002365,-1.143999999999778,-3.1549999999997453,-3.0659999999998035,-3.25,-4.317000000000007,-4.826000000000022,-5.543999999999869,-5.873999999999796,-6.667000000000371,-7.1340000000000146,-7.6010000000005675,-8.423999999999978,-9.047999999999774,-9.591999999999643,-13.03900000000067,-31.259000000000015,-30.972000000000662,-32.29100000000017,-32.563999999999396,-32.66200000000026,-32.538000000000466,-32.74799999999959,-32.978000000000065,-33.22699999999986,-33.71099999999933,-34.91400000000067,-35.495999999999185,-35.534999999999854,-35.82999999999993,-36.10199999999986,-36.20300000000043,-36.17900000000009,-36.32800000000043,-36.277000000000044,-36.292999999999665,-36.17700000000059,-32.340000000000146,-15.844000000000051,-17.029999999999745,-17.906999999999243,-18.777000000000044,-19.52599999999984,-20.408000000001266,-20.920000000000073,-21.22400000000016,-19.850000000000364,-20.88500000000022,-21.861000000000786
LAW,-2.4780000000000655,-2.2779999999997926,-2.73700000000008,-0.7279999999996107,-2.0690000000004147,-2.0270000000000437,-2.6350000000002183,-3.4530000000004293,-3.761000000000422,-4.576999999999316,-5.255999999999403,-5.820999999999913,-6.238000000000284,-7.162000000000262,-7.802999999999884,-8.523999999999432,-9.128999999999905,-9.39600000000064,-10.259000000000015,-14.431000000000495,-32.48500000000058,-33.73099999999977,-34.33900000000085,-34.725000000000364,-35.18799999999919,-35.70399999999972,-36.574000000000524,-37.42199999999957,-38.27900000000045,-39.15599999999995,-39.66899999999987,-40.47600000000057,-41.09699999999975,-41.91399999999976,-42.29600000000028,-42.697000000000116,-43.11999999999989,-43.14099999999962,-43.35199999999986,-39.89500000000044,-23.430999999999585,-24.661999999999352,-26.289999999999054,-27.868999999998778,-29.358000000000175,-30.82600000000093,-32.012000000000626,-32.83300000000054,-31.828999999999724,-32.99800000000141,-33.34100000000035
TSU,-8.92599999999993,-7.02599999999984,-6.496000000000095,-1.28899999999976,-3.9769999999998618,-4.393999999999323,-5.498000000000502,-6.187000000000808,-6.8770000000004075,-9.096999999999753,-9.519999999999527,-9.84100000000035,-10.256000000000313,-10.900000000000546,-11.765000000000327,-12.25799999999981,-12.699999999999818,-12.789999999999964,-13.456000000000131,-13.88800000000083,-14.132000000000517,-14.554999999999382,-15.02600000000075,-15.48700000000008,-16.027999999999338,-16.493999999999687,-16.916000000000167,-17.550999999999476,-18.204999999999927,-19.182999999999993,-19.868000000000393,-20.759000000000015,-21.38299999999981,-21.752000000000407,-21.978000000000065,-22.338999999999942,-22.613999999999578,-26.60199999999986,-45.137000000000626,-41.26000000000022,-24.16899999999987,-25.039999999999964,-26.83299999999872,-28.177999999999884,-29.873999999999796,-31.48700000000099,-32.66700000000128,-33.26599999999962,-32.425999999999476,-33.75,-33.94200000000092
NOR,-12.159000000000106,-9.358000000000175,-9.53500000000031,-2.437999999999647,-6.354000000000269,-7.099999999999454,-7.639000000000124,-8.75,-9.090000000000146,-10.299999999999272,-11.041999999999462,-11.697000000000116,-11.871000000000095,-12.324000000000524,-13.19000000000051,-14.018999999999323,-14.760000000000218,-14.939000000000306,-15.542999999999665,-15.570000000000618,-15.626000000000204,-16.042999999999665,-16.566000000000713,-17.39300000000003,-18.148999999999432,-18.64099999999962,-19.23999999999978,-19.73199999999997,-20.2470000000003,-20.81999999999971,-21.421000000000276,-22.194000000000415,-23.02300000000014,-23.472999999999956,-23.88299999999981,-24.274000000000342,-27.683999999999287,-45.764000000000124,-45.918000000000575,-42.21100000000024,-25.52599999999984,-25.97899999999936,-27.27099999999882,-28.70299999999952,-30.23400000000038,-31.71900000000096,-32.89900000000125,-33.72699999999895,-32.736000000000786,-33.88600000000042,-34.301000000001295
HAM,-15.923999999999978,-13.93899999999985,-12.246000000000095,-2.536999999999807,-6.55199999999968,-8.268000000000029,-9.097999999999956,-9.88800000000083,-10.278000000000247,-10.920999999999367,-11.777000000000044,-12.282000000000153,-13.200000000000728,-13.985000000000582,-16.248000000000502,-17.130999999999403,-17.722999999999956,-17.6200000000008,-18.451999999999316,-18.925000000000182,-19.293000000000575,-19.914999999999964,-20.675000000000182,-21.642000000000735,-22.482999999999265,-23.3720000000003,-24.35199999999986,-25.25999999999931,-26.019000000000233,-26.670999999999367,-27.430999999999585,-28.590000000000146,-29.559000000000196,-29.98199999999997,-31.15899999999965,-34.92900000000009,-51.947000000000116,-51.33299999999963,-50.39400000000023,-45.61700000000019,-28.425000000000182,-29.083999999999833,-29.58100000000013,-30.34599999999955,-31.417999999999665,-32.48999999999978,-33.84700000000157,-34.6190000000006,-33.51900000000023,-34.81000000000131,-36.33300000000054
LEC,-14.545999999999822,-11.570999999999913,-10.861000000000331,-2.492999999999938,-6.011999999999716,-6.61200000000008,-7.436999999999898,-8.13800000000083,-8.534999999999854,-9.750999999999294,-10.306999999999789,-10.654000000000451,-10.994000000000597,-11.309000000000196,-12.534999999999854,-13.453999999999724,-13.77099999999973,-13.588000000000648,-17.86200000000008,-35.46100000000024,-35.64400000000023,-35.52599999999984,-35.84300000000076,-35.84300000000076,-36.14499999999953,-36.8769999999995,-37.08899999999994,-38.49199999999928,-39.13500000000022,-39.75699999999961,-40.33299999999963,-41.10500000000047,-42.0619999999999,-42.61499999999978,-42.98400000000038,-43.641999999999825,-43.66899999999987,-44.07099999999991,-45.6880000000001,-42.36000000000058,-26.996000000000095,-28.29399999999987,-31.269000000000233,-32.5049999999992,-33.71299999999974,-35.02599999999984,-36.173000000000684,-36.68399999999929,-35.870999999999185,-36.757000000001426,-36.87700000000041
HAD,-11.326000000000022,-8.054000000000087,-8.057999999999993,-1.2159999999998945,-6.320999999999913,-8.034999999999854,-8.969000000000051,-11.171000000000276,-12.279000000000451,-13.054999999999382,-13.63299999999981,-14.722000000000662,-15.689000000000306,-17.045000000000073,-18.309000000000196,-19.52599999999984,-20.6220000000003,-21.162000000000262,-22.59099999999944,-23.411000000000058,-24.533000000000357,-25.615999999999985,-26.85400000000027,-27.863000000000284,-29.02099999999973,-30.41399999999976,-31.610999999999876,-33.349999999999454,-37.64000000000033,-55.862999999999374,-56.26900000000023,-56.37800000000061,-56.664999999999964,-56.79600000000028,-56.63199999999961,-56.697000000000116,-56.73099999999977,-56.59199999999964,-56.30699999999979,-52.03600000000006,-35.15399999999954,-36.05699999999979,-36.61999999999898,-37.500999999998385,-38.254000000000815,-39.0570000000007,-39.835000000000946,-40.05999999999949,-38.792999999999665,-39.28900000000067,-38.97900000000118
