VER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.782999999999447,-8.01299999999992,-7.447000000000116,-6.765000000000327,-6.304000000000087,-5.826000000000022,-5.189000000000306,-4.559999999999491,-3.266000000000531,-2.4309999999995853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.022999999999229,-2.092000000000553,-1.3809999999994034,-0.03599999999823922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GAS,-8.202999999999975,-10.88799999999992,-12.503999999999905,-13.771999999999935,-15.324999999999818,-16.926000000000386,-18.951999999999316,-20.648999999999432,-22.846999999999753,-25.67699999999968,-31.429000000000087,-50.79000000000087,-51.55000000000018,-52.92699999999968,-53.73500000000058,-54.51299999999992,-55.251000000000204,-53.310999999999694,-45.23399999999947,-46.07499999999982,-46.67999999999938,-47.57899999999972,-49.047999999999774,-50.513999999999214,-51.59100000000035,-52.597999999999956,-53.29500000000007,-54.0649999999996,-53.38799999999992,-54.75700000000052,-56.10199999999986,-60.72699999999986,-80.25799999999981,-80.54399999999987,-80.73999999999978,-81.25300000000061,-81.65300000000025,-81.97899999999936,-82.27099999999973,-82.82899999999972,-83.09400000000005,-83.41500000000087,-82.95899999999983,-84.16399999999976,-83.40300000000025,-83.91399999999976,-106.6939999999995,-111.08799999999974,-77.48499999999967,-70.76099999999951,-72.51900000000023,-74.48399999999947,-77.58899999999994,-79.38600000000042,-90.14200000000073,-109.3169999999991,-62.02000000000044,-25.534999999999854,-17.02599999999984,-4.25,-7.20299999999952,-9.756999999999607,-11.146999999999025,-12.579999999999927,-13.815999999998894,-15.027000000000044,-16.60699999999997,-18.774999999999636,-20.713999999999942,-22.754000000000815,-25.34899999999834,-26.988999999999578
PER,-4.069000000000415,-4.864999999999782,-5.468999999999596,-5.713999999999942,-6.13799999999992,-6.584000000000742,-7.358999999999469,-7.7409999999999854,-8.377999999999702,-9.194000000000415,-10.08600000000024,-10.90900000000056,-11.886999999999716,-15.706999999999425,-33.82900000000063,-33.71100000000024,-33.71599999999944,-30.704999999999927,-20.885999999999513,-20.43199999999979,-19.63299999999981,-19.359999999999673,-18.974999999999454,-18.841999999999643,-18.46900000000005,-17.948999999999614,-17.22900000000027,-16.59400000000005,-14.430000000000291,-14.656000000000859,-14.907999999999447,-15.502000000000407,-15.884000000000015,-16.273999999999432,-16.810999999999694,-18.32800000000043,-22.033000000000357,-22.77599999999984,-24.458999999999833,-28.05999999999949,-46.051000000000386,-45.04100000000017,-45.04899999999998,-45.1220000000003,-43.01100000000042,-42.50799999999981,-55.55000000000018,-56.98199999999997,-35.1869999999999,-27.738000000000284,-28.192000000000007,-28.661000000000058,-29.337000000000444,-30.403000000000247,-30.66700000000037,-41.27399999999943,-18.58300000000054,-10.29700000000048,-5.857999999998356,-1.6589999999996508,-4.510000000000218,-5.699000000000524,-6.32300000000032,-7.423999999999069,-8.522999999999229,-9.761000000000422,-11.22899999999936,-13.180999999998676,-14.279999999998836,-16.808999999999287,-17.859999999998763,-18.14799999999923
ALO,-8.335000000000036,-11.179000000000087,-12.86999999999989,-14.346000000000004,-15.904999999999745,-17.710000000000036,-19.206999999999425,-21.329999999999927,-22.876999999999498,-23.751000000000204,-25.300000000000182,-29.397000000000844,-48.99200000000019,-49.46299999999974,-49.54399999999987,-49.5649999999996,-49.88599999999951,-47.09299999999985,-37.82799999999952,-38.05499999999938,-38.23199999999997,-38.71699999999964,-39.1899999999996,-39.33299999999963,-39.53899999999976,-39.86699999999928,-40.00300000000061,-40.26599999999962,-38.922999999999774,-39.43000000000029,-40.034999999999854,-40.944000000000415,-41.70899999999983,-42.37199999999939,-42.719999999999345,-43.824000000000524,-44.67100000000028,-45.287999999999556,-45.91200000000026,-46.58100000000013,-47.97900000000027,-48.819000000000415,-48.76599999999962,-50.774999999999636,-50.39000000000033,-51.775000000000546,-67.68199999999979,-90.6810000000005,-60.85699999999997,-52.193999999999505,-51.884000000000015,-51.988000000000284,-54.36800000000039,-55.626000000000204,-57.11000000000058,-78.1210000000001,-35.01599999999962,-15.119000000000597,-8.791999999999462,-2.3039999999982683,-5.204999999999927,-6.700000000000728,-7.951999999999316,-9.031999999999243,-10.255999999999403,-11.408000000001266,-12.971999999999753,-14.298999999999069,-15.31499999999869,-17.27100000000064,-18.289999999999054,-18.73400000000038
LEC,-0.6880000000001019,-0.9929999999999382,-1.531999999999698,-1.3039999999996326,-1.1880000000001019,-1.0510000000003856,-1.631999999999607,-1.6769999999996799,-1.824999999999818,-1.78899999999976,-1.9380000000001019,-2.191000000000713,-2.4830000000001746,-2.9349999999994907,-3.5659999999998035,-4.442000000000007,-8.113999999999578,-23.337999999999738,-13.698999999999614,-13.294999999999163,-12.635999999999513,-12.260999999999513,-11.712999999999738,-11.115999999999985,-10.654999999999745,-10.13799999999992,-9.642000000000735,-9.376000000000204,-7.604999999999563,-7.869000000000597,-7.847999999999956,-8.006000000000313,-8.105999999999767,-8.277999999999338,-8.384000000000015,-8.811000000000604,-9.293000000000575,-9.711999999999534,-10.01299999999992,-10.569999999999709,-10.78899999999976,-11.22900000000027,-11.024999999999636,-11.592999999999847,-15.480000000000473,-35.62700000000041,-41.41200000000026,-45.69800000000032,-27.047999999999774,-20.896999999999935,-21.266999999999825,-24.331999999999425,-24.990999999999985,-25.70800000000054,-25.89600000000064,-36.37299999999959,-13.904000000000451,-8.162000000000262,-4.966999999998734,-0.8699999999989814,-2.8520000000007713,-3.6129999999993743,-4.252999999998792,-4.959000000000742,-5.920000000000073,-6.680000000000291,-7.346999999999753,-7.85399999999936,-8.430999999998676,-8.967000000000553,-9.770999999998821,-10.90899999999965
STR,-5.738000000000284,-7.679000000000087,-9.233999999999924,-9.946999999999662,-10.774999999999636,-12.210000000000036,-13.57799999999952,-14.680999999999585,-15.815999999999804,-16.840000000000146,-17.971999999999753,-19.438000000000102,-20.76000000000022,-21.962999999999738,-23.11999999999989,-27.11200000000008,-46.810999999999694,-44.48399999999947,-35.71799999999985,-36.41599999999926,-36.82099999999991,-37.2519999999995,-37.55999999999949,-37.904999999999745,-38.21900000000005,-38.45599999999922,-38.53300000000036,-38.93499999999949,-37.39499999999953,-38.20800000000054,-38.65599999999995,-39.55000000000018,-40.36999999999989,-41.18799999999919,-41.6840000000002,-42.521999999999935,-43.42399999999998,-47.69799999999941,-68.61999999999989,-68.65299999999934,-68.44300000000021,-68.28500000000076,-67.16899999999987,-67.93199999999979,-66.48300000000017,-66.96000000000004,-84.07799999999952,-91.97500000000036,-62.011999999999716,-54.88299999999981,-56.181000000000495,-57.46900000000005,-58.702000000000226,-59.98000000000047,-63.322000000000116,-84.73199999999997,-53.41200000000026,-21.69000000000051,-14.27599999999984,-3.75,-6.617000000000189,-9.031000000000859,-10.425999999999476,-11.65599999999904,-12.770000000000437,-14.121000000001004,-15.524999999999636,-16.96099999999933,-18.534999999999854,-20.129000000000815,-21.661000000000058,-22.439000000000306
MAG,-9.28500000000031,-18.835000000000036,-20.213999999999942,-21.503999999999905,-22.925999999999476,-24.463000000000648,-26.54699999999957,-29.15099999999984,-31.599999999999454,-34.14900000000034,-36.659999999999854,-38.94000000000051,-40.922999999999774,-45.899999999999636,-66.25900000000001,-66.82099999999991,-67.73499999999967,-65.94999999999982,-57.71399999999994,-58.779999999999745,-59.52099999999973,-60.96399999999994,-62.00799999999981,-63.17699999999968,-64.34500000000025,-65.63599999999951,-66.41899999999987,-67.35899999999947,-66.67699999999968,-68.19000000000051,-69.57099999999991,-71.17600000000039,-73.04399999999987,-77.82399999999961,-101.92199999999957,-102.6289999999999,-103.64699999999993,-103.92299999999977,-104.6220000000003,-105.80699999999979,-107.21000000000004,-108.20700000000033,-108.22800000000007,-109.6810000000005,-109.33400000000074,-118.39100000000053,-148.10599999999977,-167.2489999999998,-121.26699999999983,-113.44300000000021,-114.45300000000043,-115.21699999999964,-116.14100000000053,-117.20399999999972,-143.07000000000062,-166.55299999999988,-149.21500000000015,-100.80299999999988,-48.97599999999875,-5.8769999999985885,-10.014999999999418,-13.135000000000218,-15.704999999999927,-18.09399999999914,-20.46099999999933,-22.70600000000013,-25.413000000000466,-27.995999999999185,-30.450999999999112,-32.71099999999933,-35.08499999999913,-36.84900000000016
TSU,-7.569000000000415,-10.224999999999909,-11.868999999999687,-13.30099999999993,-14.53899999999976,-16.244000000000597,-18.233000000000175,-19.833999999999833,-21.72899999999936,-23.34600000000046,-25.046000000000276,-28.061000000000604,-32.74200000000019,-52.5049999999992,-53.306000000000495,-53.90700000000015,-54.751000000000204,-52.789999999999964,-44.48499999999967,-45.581999999999425,-46.23899999999958,-47.081999999999425,-47.78099999999995,-48.65899999999965,-49.332000000000335,-50.0619999999999,-50.746000000000095,-51.402000000000044,-50.32600000000002,-51.20800000000054,-52.013999999999214,-53.18000000000029,-54.4369999999999,-55.78099999999995,-57.20799999999963,-58.89000000000033,-60.509000000000015,-62.20799999999963,-63.534999999999854,-65.15700000000015,-66.33600000000024,-70.60400000000027,-202.3720000000003
ALB,-9.398000000000138,-12.514000000000124,-14.228999999999814,-15.786999999999807,-17.42199999999957,-19.30200000000059,-21.32799999999952,-23.41699999999946,-25.317000000000007,-27.26600000000053,-29.617999999999483,-31.769000000000233,-33.34299999999985,-34.85999999999967,-36.57300000000032,-38.14499999999953,-39.862999999999374,-38.628999999999905,-30.664999999999964,-33.29899999999998,-37.76499999999942,-56.996000000000095,-57.797999999999774,-58.41100000000006,-59.126000000000204,-59.85199999999986,-60.47699999999986,-61.123999999999796,-60.021999999999935,-61.03100000000086,-62.51800000000003,-64.0590000000002,-65.48300000000017,-66.65499999999975,-67.4989999999998,-68.67500000000018,-69.79800000000068,-70.83600000000024,-72.03600000000006,-73.38299999999981,-74.34699999999975,-78.69800000000032,-98.39699999999993,-99.33299999999963,-98.42900000000009,-99.09900000000016,-129.15599999999995,-133.26699999999983,-92.88799999999992,-85.77099999999973,-88.61700000000019,-91.6289999999999,-92.95200000000023,-94.19599999999991,-112.78500000000076,-156.20999999999913,-142.9419999999991,-95.31900000000132,-44.93199999999888,-4.7149999999983265,-7.77100000000064,-10.653000000000247,-12.683999999999287,-14.494999999998981,-16.100000000000364,-17.752000000000407,-19.586999999999534,-21.704999999999927,-23.815999999998894,-25.729999999999563,-28.1979999999985,-30.36999999999898
ZHO,-8.796000000000276,-11.769999999999982,-13.474999999999909,-14.898999999999887,-16.600999999999658,-18.262000000000626,-20.076000000000022,-21.94799999999941,-23.581999999999425,-25.85199999999986,-28.729999999999563,-33.35100000000057,-53.10199999999986,-53.581999999999425,-54.615999999999985,-55.26500000000033,-55.93499999999949,-54.11200000000008,-45.67999999999938,-46.85399999999936,-47.72899999999936,-48.92100000000028,-50.206999999999425,-51.16199999999935,-52.06800000000021,-53.000999999999294,-53.767000000000735,-54.38199999999961,-53.9409999999998,-55.043000000000575,-56.65399999999954,-58.097999999999956,-59.100000000000364,-60.33799999999974,-61.427999999999884,-63.45600000000013,-69.34400000000005,-96.49099999999999,-98.85599999999977,-99.72699999999986,-100.2430000000004,-101.17500000000018,-101.8109999999997,-103.17200000000048,-102.66700000000037,-108.63900000000012,-135.91399999999976,-139.30000000000018,-101.03799999999956,-95.76999999999953,-100.32700000000023,-102.20100000000002,-105.89500000000044,-108.30799999999999,-132.84900000000016,-173.11599999999999,-151.27900000000045,-105.76500000000124,-55.31399999999849,-8.489999999999782,-11.369000000000597,-13.847999999999956,-16.00799999999981,-18.646999999999025,-20.971999999999753,-23.022000000000844,-25.843000000000757,-28.30199999999968,-30.985999999998967,-33.009000000000015,-35.48599999999897,-37.29999999999927
