VER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PIA,-2.848000000000411,-0.874000000000251,-0.8070000000006985,-1.0649999999995998,-1.2630000000008295,-1.181999999999789,-1.6550000000006548,-2.1400000000003274,-2.3640000000004875,-2.4290000000000873,-2.9549999999999272,-6.7849999999998545,-32.197000000000116,-33.34599999999955,-33.311000000000604,-34.53600000000006,-31.338999999999942,-8.186999999999898,-7.698999999999614,-7.451000000000022,-7.553000000000793,-7.819000000000415,-8.11200000000008,-8.22400000000016,-12.487999999999374,-36.025000000000546,-35.57799999999952,-35.97099999999955,-35.42699999999968,-34.95499999999993,-34.78200000000015,-34.42500000000018,-34.08600000000024,-29.335000000000036,-5.83600000000024,-6.130000000000109,-6.510000000000218,-7.095000000000255,-7.592000000000553,-8.13299999999981,-9.231000000000677,-10.279999999999745,-14.72900000000027,-38.22699999999986,-37.95900000000074,-37.30400000000009,-36.57099999999991,-35.27599999999984,-34.397000000000844,-33.72199999999975,-28.328999999999724,-3.888999999999214,-3.8360000000011496,-4.015999999999622,-4.1599999999998545,-5.376000000000204,-4.843999999999141
NOR,-9.486000000000331,-5.872000000000298,-6.664000000000669,-2.8479999999999563,-4.804000000000087,-6.493999999999687,-7.795000000000073,-8.694999999999709,-9.40900000000056,-10.061999999999898,-10.100999999999658,-10.094000000000051,-13.869000000000597,-37.52399999999943,-37.983000000000175,-39.95499999999993,-36.66700000000037,-14.90899999999965,-14.851999999999862,-15.587000000000444,-16.650000000000546,-16.36700000000019,-16.51000000000022,-16.546000000000276,-16.605999999999767,-16.661000000000058,-20.037999999999556,-42.34099999999944,-41.827000000000226,-40.52799999999934,-40.11400000000049,-39.396999999999935,-38.860999999999876,-34.03399999999965,-10.338999999999942,-10.355999999999767,-10.51299999999992,-10.713999999999942,-11.101000000000568,-11.430000000000291,-12.289999999999964,-13.386999999999716,-13.192000000000007,-17.690999999999804,-40.499000000000706,-39.39099999999962,-38.264000000000124,-37.10999999999876,-36.27900000000045,-35.64799999999923,-30.0679999999993,-5.399999999999636,-5.395000000000437,-5.575000000000728,-5.561999999999898,-6.4909999999999854,-5.985999999998967
RUS,-28.083000000000084,-27.297000000000025,-18.4970000000003,-5.930999999999585,-9.316000000000713,-11.805999999999585,-14.13799999999992,-14.82800000000043,-15.606999999999971,-16.23999999999978,-17.436999999999898,-17.826999999999316,-17.554000000000087,-20.677999999999884,-44.10900000000038,-44.884000000000015,-41.64000000000033,-20.496000000000095,-20.26000000000022,-20.425000000000182,-22.090000000000146,-22.79399999999987,-23.137000000000626,-23.74200000000019,-24.6279999999997,-23.97400000000016,-23.579999999999927,-23.167999999999665,-22.79399999999987,-22.506999999999607,-22.4320000000007,-26.538000000000466,-50.016999999999825,-45.332000000000335,-21.300000000000182,-21.64800000000014,-21.903000000000247,-22.14099999999962,-22.597000000000662,-23.067000000000007,-23.842000000000553,-24.08100000000013,-24.09100000000035,-24.623999999999796,-25.056000000000495,-25.967999999999847,-25.795000000000073,-25.69999999999891,-25.552999999999884,-29.483000000000175,-47.48099999999977,-24.28399999999965,-25.46900000000096,-30.371000000001004,-32.19800000000032,-34.13500000000022,-34.1359999999986
LEC,-6.39200000000028,-2.855000000000018,-4.030000000000655,-2.0159999999996217,-3.1900000000005093,-3.7299999999995634,-4.7719999999999345,-5.447000000000116,-6.063000000000102,-6.532999999999447,-6.778000000000247,-11.226999999999862,-35.37800000000061,-35.61699999999928,-37.490999999999985,-39.63200000000052,-36.20499999999993,-14.420000000000073,-15.858000000000175,-17.069000000000415,-18.717000000000553,-19.32300000000032,-20.08100000000013,-20.817000000000007,-26.613999999999578,-50.663000000000466,-51.00600000000031,-50.96799999999985,-50.86399999999958,-50.99799999999959,-50.970000000000255,-51.65400000000045,-52.402000000000044,-48.52800000000025,-25.925000000000182,-26.675000000000182,-27.80699999999979,-28.802999999999884,-29.61500000000069,-30.4350000000004,-31.09600000000046,-31.815999999999804,-36.64099999999962,-60.18499999999949,-60.52000000000044,-60.53399999999965,-60.534999999999854,-60.323999999998705,-60.4950000000008,-60.42399999999907,-55.81999999999971,-32.336999999999534,-33.71399999999994,-35.39800000000105,-35.98800000000119,-39.757000000001426,-38.94599999999991
ALO,-4.265000000000327,-1.818000000000211,-2.1220000000002983,-1.5360000000000582,-2.144000000000233,-2.319999999999709,-3.7770000000000437,-4.467999999999847,-4.746000000000095,-5.243999999999687,-9.952000000000226,-33.32799999999952,-34.44999999999982,-34.68399999999929,-35.86400000000049,-36.90400000000045,-33.6220000000003,-11.845000000000255,-11.980999999999767,-11.9350000000004,-12.396999999999935,-12.846000000000458,-13.720000000000255,-14.47900000000027,-14.959999999999127,-19.731000000000677,-43.246000000000095,-43.14800000000014,-43.46600000000035,-43.76899999999932,-44.564000000000306,-44.82500000000073,-54.08799999999974,-50.39300000000003,-27.860000000000582,-28.78899999999976,-29.930999999999585,-31.246000000000095,-32.32099999999991,-33.85599999999977,-35.54500000000007,-36.89900000000034,-37.93499999999949,-44.271999999999935,-69.11700000000019,-69.91899999999987,-70.47999999999956,-70.74499999999898,-71.79200000000128,-71.92999999999847,-67.54299999999967,-43.852999999999156,-44.61300000000119,-45.85499999999956,-46.94200000000092,-48.77000000000044,-49.01199999999881
OCO,-7.798000000000229,-3.731999999999971,-5.076000000000022,-2.423999999999978,-4.016000000000531,-5.153999999999542,-6.493000000000393,-7.4350000000004,-8.409999999999854,-13.360999999999876,-37.64099999999962,-38.37199999999939,-39.100000000000364,-39.40699999999924,-40.001000000000204,-41.771999999999935,-39.32499999999982,-17.207000000000335,-17.50799999999981,-18.541000000000167,-19.965000000000146,-21.127000000000407,-22.08600000000024,-22.98999999999978,-28.123999999999796,-53.181000000000495,-54.06800000000021,-54.302999999999884,-54.603000000000065,-54.68299999999999,-55.16700000000037,-55.79500000000007,-57.240999999999985,-54.136999999999716,-32.14800000000014,-33.527000000000044,-35.51000000000022,-36.9399999999996,-38.551000000000386,-39.61899999999969,-40.59100000000035,-41.21399999999994,-46.53200000000015,-72.60099999999966,-74.82900000000063,-75.3779999999997,-76.14600000000064,-76.38799999999901,-77.17900000000009,-77.6309999999994,-73.79900000000089,-50.65699999999924,-52.33400000000074,-54.38600000000042,-56.40300000000025,-59.49200000000019,-62.38799999999901
BOT,-12.833000000000084,-10.760000000000218,-12.954000000000633,-6.193999999999505,-9.951000000000022,-13.114999999999782,-15.680000000000291,-17.358000000000175,-19.309000000000196,-20.80999999999949,-22.67999999999938,-24.766999999999825,-26.894000000000233,-28.21599999999944,-30.478000000000065,-32.66899999999987,-30.726000000000568,-10.238000000000284,-11.604999999999563,-13.782000000000153,-19.980000000000473,-44.913000000000466,-45.67900000000009,-46.39100000000053,-46.9409999999998,-47.55300000000079,-47.667999999999665,-47.875,-48.00799999999981,-48.5,-49.59299999999985,-51.09600000000046,-55.15399999999954,-52.27899999999954,-30.712000000000444,-32.939000000000306,-35.06999999999971,-38.626000000000204,-45.14100000000053,-70.79399999999987,-72.90800000000036,-74.63799999999992,-75.95200000000023,-77.90499999999975,-79.48900000000049,-80.3189999999995,-81.48999999999978,-81.96299999999974,-82.67200000000048,-83.76999999999862,-80.1820000000007,-57.35599999999977,-58.970000000001164,-60.585000000000946,-62.29100000000108,-65.28000000000065,-66.57999999999993
ZHO,-23.144000000000233,-21.50500000000011,-15.238000000000284,-5.107999999999265,-8.246000000000095,-11.445999999999913,-13.606000000000677,-15.676000000000386,-17.42200000000048,-19.394999999999527,-20.965000000000146,-22.585000000000036,-24.176000000000386,-25.2529999999997,-27.70600000000013,-29.733000000000175,-27.439000000000306,-9.782000000000153,-33.4369999999999,-33.68199999999979,-34.77900000000045,-35.63100000000031,-36.301000000000386,-37.72900000000027,-39.34899999999925,-39.82900000000063,-40.597999999999956,-40.88299999999981,-41.29200000000037,-42.79099999999926,-43.923000000000684,-46.47100000000046,-48.110999999999876,-44.91200000000026,-27.905000000000655,-53.65099999999984,-55.08100000000013,-57.10900000000038,-58.50500000000011,-59.965000000000146,-61.27400000000034,-62.52300000000014,-63.59299999999985,-65.02899999999954,-66.25,-66.84999999999945,-67.43299999999908,-67.95700000000033,-68.62900000000081,-69.14799999999923,-65.24699999999939,-45.89899999999943,-69.77400000000125,-71.05999999999949,-72.52000000000044,-74.90200000000004,-76.14399999999841
PER,-25.60699999999997,-22.98199999999997,-16.686000000000604,-5.746000000000095,-8.864000000000487,-12.604999999999563,-14.78900000000067,-16.230999999999767,-17.76000000000022,-19.875,-21.335000000000036,-23.217999999999847,-24.73700000000008,-25.80999999999949,-25.978000000000065,-26.636000000000422,-27.006000000000313,-27.372999999999593,-26.778000000000247,-26.64300000000003,-27.35400000000027,-26.74200000000019,-26.538000000000466,-26.993000000000393,-27.769999999999527,-28.39300000000003,-28.560999999999694,-28.945999999999913,-29.676000000000386,-30.16399999999976,-35.21300000000065,-64.35300000000007,-65.78499999999985,-62.07600000000002,-39.72400000000016,-41.042999999999665,-42.35999999999967,-43.60099999999966,-45.249000000000706,-46.8119999999999,-48.10199999999986,-49.01000000000022,-54.077000000000226,-84.01799999999912,-87.88500000000022,-89.08799999999974,-89.8060000000005,-90.03399999999965,-90.45000000000073,-90.65499999999884,-86.41599999999926,-64.23099999999977,-66.53100000000086,-68.5069999999996,-71.29199999999946,-73.81800000000112,-75.1979999999985
