VER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GAS,-5.244000000000142,-6.8840000000000146,-11.39200000000028,-11.978999999999814,-12.419000000000324,-12.98299999999972,-13.94900000000007,-14.668999999999869,-19.873999999999796,-44.02299999999923,-43.97699999999986,-43.787999999999556,-44.54600000000028,-44.58300000000054,-44.936000000000604,-46.66699999999946,-47.827000000000226,-48.95100000000002,-49.686000000000604,-50.46399999999994,-51.84900000000016,-53.00500000000011,-53.89400000000023,-54.965000000000146,-56.07999999999993,-57.603000000000065,-58.94100000000071,-60.20499999999993,-81.73700000000008,-77.09899999999925,-61.02800000000025,-61.835000000000036,-62.74200000000019,-63.32999999999993,-64.21799999999985,-65.02799999999934,-66.11599999999999,-67.36599999999999,-68.94200000000001,-70.5039999999999,-72.21999999999935,-74.09699999999975,-76.32899999999972,-78.24699999999939,-89.28999999999996,-106.38599999999951,-69.88400000000001,-36.62299999999959,-16.09900000000016,-16.462999999999738,-18.00800000000072,-16.807999999999993,-4.479000000000269,-8.49200000000019,-11.488999999999578,-13.9950000000008,-17.459999999999127,-19.8700000000008,-22.6299999999992,-24.71899999999914,-27.09399999999914,-29.199000000000524,-31.424000000000888
ANT,-6.542000000000371,-8.703999999999724,-9.233999999999924,-9.254999999999654,-9.553000000000338,-10.298999999999978,-10.797000000000025,-11.967000000000098,-12.426000000000386,-13.128999999999905,-14.592999999999847,-16.156999999999243,-17.38299999999981,-18.493999999999687,-19.46100000000024,-20.604999999999563,-21.84600000000046,-23.23199999999997,-24.408000000000357,-25.806000000000495,-26.94300000000021,-28.21900000000005,-29.09100000000035,-30.337000000000444,-31.291000000000167,-32.49200000000019,-34.03700000000026,-34.85499999999956,-48.11999999999989,-48.0049999999992,-35.646999999999935,-36.978000000000065,-37.251000000000204,-38.847999999999956,-39.90599999999995,-40.76800000000003,-42.14799999999923,-44.30400000000009,-45.72999999999956,-47.03299999999945,-48.3799999999992,-49.88599999999951,-50.95399999999972,-51.99799999999959,-29.024000000000342
ALO,-3.368000000000393,-4.386999999999716,-4.738000000000284,-5.162999999999556,-5.33600000000024,-6.086999999999989,-6.246000000000095,-6.98700000000008,-7.780999999999949,-9.351999999999862,-12.103000000000065,-16.74499999999989,-39.646999999999935,-41.288000000000466,-42.39100000000053,-42.677999999999884,-43.35400000000027,-44.43299999999999,-44.902000000000044,-45.78300000000036,-47.07500000000073,-47.70000000000073,-48.100000000000364,-48.89300000000003,-50.108000000000175,-51.48000000000047,-52.48199999999997,-53.29399999999987,-69.52700000000004,-53.524999999999636,-39.42000000000007,-41.26900000000023,-45.197000000000116,-47.19799999999941,-49.89300000000003,-52.7519999999995,-55.01499999999942,-57.03600000000006,-59.65300000000025,-62.774999999999636,-65.93099999999959,-69.42099999999937,-71.23499999999967,-72.85199999999986,-84.25500000000011,-104.98399999999947,-91.65899999999965,-55.014000000000124,-21.841999999999643,-19.159999999999854,-20.884000000000015,-19.14599999999973,-5.149000000000342,-9.296000000000276,-12.216999999998734,-14.358000000000175,-16.44499999999971,-18.736000000000786,-20.600000000000364,-22.101999999998952,-23.596999999999753,-25.064000000000306,-27.25
LEC,-5.579000000000178,-7.346999999999753,-7.6599999999998545,-7.869999999999891,-8.347999999999956,-8.991999999999734,-9.658000000000357,-10.262000000000171,-10.780999999999949,-16.274999999999636,-37.4399999999996,-36.43499999999949,-36.11700000000019,-35.77099999999973,-35.59600000000046,-35.27799999999934,-34.975000000000364,-35.61700000000019,-35.71300000000065,-37.79600000000028,-38.483000000000175,-40.04600000000028,-39.45800000000054,-39.358000000000175,-39.805999999999585,-40.89300000000003,-40.25700000000052,-39.835000000000036,-53.84899999999925,-56.57099999999991,-42.15700000000015,-41.837000000000444,-41.88300000000072,-41.5649999999996,-41.26099999999951,-41.4340000000002,-42.552999999999884,-42.613000000000284,-43.360999999999876,-44.23199999999997,-44.29599999999937,-44.49299999999948,-44.89499999999953,-44.97999999999956,-44.914999999999964,-58.365999999999985,-36.371000000000095,-7.088999999999942,-5.493999999999687,-4.8419999999996435,-5.1850000000004,-4.569999999999709,-1.4459999999999127,-3.4229999999997744,-4.625,-5.572000000000116,-6.492000000000189,-8.824000000000524,-10.925999999999476,-13.166999999999462,-15.380999999999403,-17.787000000000262,-20.773999999999432
STR,-4.765000000000327,-6.130999999999858,-6.7029999999999745,-7.423999999999978,-7.722999999999956,-8.472999999999956,-8.652000000000044,-9.5300000000002,-10.176000000000386,-11.385999999999513,-13.572000000000116,-14.8149999999996,-15.648000000000138,-21.26000000000022,-45.38100000000031,-45.65799999999945,-46.603000000000065,-47.6850000000004,-48.47600000000057,-49.18199999999979,-50.378999999999905,-51.35100000000057,-52.04200000000037,-52.72100000000046,-53.58399999999983,-54.91399999999976,-56.23000000000047,-57.0059999999994,-74.92599999999948,-56.09299999999985,-41.96799999999985,-44.14900000000034,-45.90300000000025,-48.1909999999998,-51.345000000000255,-54.78600000000006,-58.10499999999956,-61.28600000000006,-63.47099999999955,-66.15499999999975,-68.72299999999996,-71.5619999999999,-73.85999999999967,-75.95299999999952,-87.96200000000044,-108.4469999999992,-96.77199999999993,-56.621000000000095,-23.872999999999593,-20.828999999999724,-22.91400000000067,-21.238999999999578,-5.53899999999976,-9.67200000000048,-13.540999999999258,-16.37300000000141,-18.80999999999949,-21.32300000000032,-24.002000000000407,-26.109999999998763,-28.40600000000086,-30.65600000000086,-32.99300000000039
TSU,-12.064000000000306,-13.659000000000106,-14.663000000000011,-15.946999999999662,-16.98400000000038,-18.092999999999847,-18.776000000000295,-20.07900000000018,-21.145000000000437,-22.359999999999673,-23.063999999999396,-23.993999999999687,-25.177999999999884,-26.649999999999636,-28.275000000000546,-29.730999999999767,-31.259000000000015,-34.02800000000025,-35.447000000000116,-37.46700000000055,-39.975000000000364,-41.52800000000025,-42.79500000000007,-43.84700000000066,-46.01499999999942,-47.460000000000036,-48.60100000000057,-49.54899999999998,-67.77899999999954,-65.04199999999946,-49.542999999999665,-51.909999999999854,-52.70900000000074,-53.80400000000009,-54.970000000000255,-56.279999999999745,-58.524999999999636,-59.871000000000095,-61.585000000000036,-63.54399999999987,-66.24399999999969,-67.55499999999938,-69.09000000000015,-70.47800000000007,-80.98000000000047,-96.59799999999996,-69.55199999999968,-33.35699999999997,-15.234999999999673,-14.960000000000036,-16.410000000000764,-15.188000000000102,-4.100000000000364,-7.337999999999738,-9.953999999999724,-12.369000000000597,-14.797999999998865,-17.221999999999753,-19.641999999999825,-21.24200000000019,-22.924000000000888,-24.56500000000051,-26.445999999999913
ALB,-4.411000000000058,-5.6030000000000655,-6.119000000000142,-6.653999999999996,-7.041000000000167,-7.730000000000018,-7.817000000000007,-8.56399999999985,-9.344000000000051,-10.6899999999996,-13.110999999999876,-13.893000000000029,-14.21600000000035,-14.792999999999665,-15.579999999999927,-16.091999999999643,-16.865999999999985,-17.829999999999927,-18.35400000000027,-19.123000000000502,-20.01000000000022,-20.661000000000058,-20.998000000000502,-21.584000000000742,-22.462999999999738,-23.840000000000146,-24.582000000000335,-25.460000000000036,-35.789999999999964,-35.83899999999994,-26.072000000000116,-26.126000000000204,-26.465000000000146,-27.01800000000003,-27.61999999999989,-28.35199999999986,-29.34099999999944,-30.2470000000003,-31.01000000000022,-32.88199999999961,-33.98699999999917,-35.01800000000003,-35.853000000000065,-36.47900000000027,-36.82100000000082,-48.495999999999185,-29.89599999999973,-18.693999999999505,-6.417999999999665,-5.369999999999891,-6.82300000000032,-5.4669999999996435,-1.9899999999997817,-4.036000000000058,-5.470999999999549,-6.242000000000189,-7.040999999999258,-9.340000000000146,-11.402000000000044,-14.34900000000016,-15.91400000000067,-18.2450000000008,-17.94499999999971
HUL,-8.944000000000415,-11.092000000000098,-12.503999999999905,-13.7199999999998,-14.414000000000215,-15.60799999999972,-16.340000000000146,-17.41800000000012,-18.35900000000038,-19.135999999999513,-20.264000000000124,-21.46900000000005,-22.502000000000407,-23.697000000000116,-24.932999999999993,-25.927999999999884,-27.275000000000546,-28.744000000000597,-29.920000000000073,-31.582000000000335,-33.111000000000786,-35.69200000000001,-36.77800000000025,-37.866000000000895,-38.84900000000016,-40.496000000000095,-42.64400000000023,-43.23999999999978,-58.71299999999974,-58.427999999999884,-43.71600000000035,-44.99499999999989,-47.13500000000022,-49.22699999999986,-51.751000000000204,-53.41100000000006,-55.72899999999936,-57.46299999999974,-58.1899999999996,-59.98899999999958,-61.82499999999982,-64.70699999999943,-66.8139999999994,-68.49799999999959,-77.72800000000007,-93.79999999999927,-67.46000000000004,-31.40399999999954,-13.867999999999483,-13.15899999999965,-14.682000000000698,-13.177999999999884,-3.71100000000024,-8.030999999999949,-10.86199999999917,-13.345000000001164,-15.60399999999936,-18.229999999999563,-21.64799999999923,-23.64099999999962,-26.165999999999258,-27.970000000001164,-30.296000000000276
LAW,-7.9529999999999745,-10.45199999999977,-11.93100000000004,-12.822999999999865,-13.512000000000171,-14.332999999999629,-14.901000000000295,-15.80600000000004,-16.739000000000487,-21.68199999999979,-45.845000000000255,-46.037999999999556,-45.847999999999956,-46.927999999999884,-47.91400000000067,-48.6299999999992,-49.73500000000058,-50.88200000000052,-51.60400000000027,-52.56500000000051,-53.603000000000065,-54.50500000000011,-55.488000000000284,-56.38800000000083,-57.527000000000044,-59.17200000000048,-60.73500000000058,-62.10099999999966,-85.17599999999948,-78.80399999999918,-62.93299999999999,-63.5029999999997,-64.31500000000051,-65.15200000000004,-66.15700000000015,-67.27399999999943,-68.5609999999997,-69.88200000000052,-71.15999999999985,-72.72499999999945,-74.5029999999997,-76.02399999999943,-78.4960000000001,-81.79500000000007,-95.21300000000065,-113.2539999999999,-78.27899999999954,-41.8130000000001,-17.89099999999962,-17.585000000000036,-19.767000000000735,-18.313000000000102,-4.885000000000218,-8.980999999999767,-13.243999999998778,-15.726000000000568,-18.26800000000003,-20.844999999999345,-23.56500000000051,-25.59900000000016,-27.887000000000626,-30.15099999999984,-32.51100000000042
