VER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PIA,-1.7049999999999272,-1.5630000000001019,-1.5719999999996617,-1.5229999999996835,-0.6460000000001855,-0.8460000000000036,-0.9220000000000255,-1.0160000000000764,-1.0509999999999309,-1.250999999999749,-1.393000000000029,-1.8229999999998654,-2.080000000000382,-2.062999999999647,-2.362999999999829,-2.507000000000062,-2.992999999999938,-3.255000000000109,-3.584999999999127,-3.7489999999997963,-3.9470000000001164,-4.2280000000000655,-4.6159999999999854
NOR,-0.9119999999998072,-0.7250000000003638,-0.7369999999996253,-0.7179999999998472,-1.4350000000004002,-1.6860000000001492,-1.7609999999999673,-2.068000000000211,-2.6520000000000437,-2.99599999999964,-2.961999999999989,-3.0429999999996653,-3.0090000000000146,-2.78899999999976,-3.125999999999749,-3.3530000000000655,-3.8530000000000655,-4.055999999999585,-4.506999999999607,-4.557999999999993,-4.822999999999411,-4.935999999999694,-5.347999999999956
RUS,-2.6920000000000073,-2.919000000000324,-2.967999999999847,-3.0659999999998035,-2.7970000000000255,-3.4279999999998836,-4.075000000000273,-4.289999999999964,-5.38799999999992,-5.632999999999811,-5.506000000000313,-5.56899999999996,-5.596000000000004,-5.583999999999833,-5.934999999999945,-6.150000000000091,-6.491999999999734,-6.97400000000016,-7.479999999999563,-7.679000000000087,-8.052999999999884,-8.302999999999884,-8.35399999999936
SAI,-2.19399999999996,-2.3350000000000364,-2.294999999999618,-2.319999999999709,-2.219000000000051,-2.836999999999989,-3.4780000000000655,-5.0020000000004075,-6.063000000000102,-6.5219999999999345,-6.496000000000095,-6.432999999999993,-6.43100000000004,-6.460999999999785,-6.839999999999691,-7.061999999999898,-7.599000000000615,-8.534999999999854,-9.188999999999396,-9.286000000000058,-9.661000000000058,-9.792999999999665,-9.988999999999578
HAM,-3.1100000000001273,-3.6649999999999636,-3.674999999999727,-4.08199999999988,-3.4450000000001637,-4.1159999999999854,-4.751000000000204,-5.565000000000055,-6.476999999999862,-7.2859999999996035,-7.369000000000142,-7.376999999999953,-7.319000000000415,-7.2409999999999854,-7.554999999999836,-7.942999999999756,-8.415999999999713,-9.103000000000065,-9.993999999999687,-10.109999999999673,-10.443999999999505,-10.860999999999876,-11.206999999999425
LEC,-3.438999999999851,-4.450000000000273,-4.664999999999964,-5.002999999999702,-4.453000000000429,-4.806999999999789,-5.505000000000109,-6.550000000000182,-7.461999999999989,-8.061999999999898,-8.259000000000015,-8.217000000000098,-8.432000000000244,-8.48299999999972,-9.152000000000044,-9.708999999999833,-10.539000000000215,-11.203999999999724,-11.938999999999396,-12.293999999999869,-12.567000000000007,-12.940999999999804,-13.423999999999978
PER,-3.9420000000000073,-5.071000000000367,-5.571999999999662,-5.895999999999731,-5.863000000000284,-7.054000000000087,-7.994999999999891,-8.649000000000342,-9.373999999999796,-10.092999999999847,-10.265000000000327,-10.407999999999902,-10.758000000000266,-11.177999999999884,-12.077999999999975,-12.781999999999698,-13.628000000000156,-14.407999999999447,-15.286999999999352,-15.746999999999389,-16.439000000000306,-17.078999999999724,-17.40899999999965
MAG,-4.5900000000001455,-6.138000000000375,-7.207999999999629,-8.373999999999796,-9.146000000000186,-10.402999999999793,-11.512000000000171,-12.694000000000415,-13.889999999999873,-15.044999999999618,-15.638000000000375,-16.449999999999818,-16.84900000000016,-17.350999999999658,-18.1899999999996,-18.66300000000001,-19.58699999999999,-20.31999999999971,-21.333999999999833,-21.76299999999992,-22.64300000000003,-23.436999999999898,-24.067000000000007
STR,-5.273999999999887,-6.8960000000001855,-7.933999999999742,-9.355999999999767,-9.749000000000251,-11.17300000000023,-12.565000000000055,-13.832000000000335,-15.128000000000156,-16.274999999999636,-16.963000000000193,-17.75799999999981,-18.61200000000008,-19.37099999999964,-20.36499999999978,-21.49499999999989,-22.5949999999998,-23.63500000000022,-25.310999999999694,-26.510999999999513,-27.860999999999876,-29.07299999999941,-30.175000000000182
OCO,-4.900000000000091,-7.300000000000182,-8.584999999999582,-9.959999999999582,-10.503000000000156,-11.992999999999938,-13.456000000000131,-14.796000000000276,-15.990999999999985,-17.096999999999753,-17.927000000000135,-18.708000000000084,-19.493000000000393,-20.347999999999956,-21.30099999999993,-22.30199999999968,-23.56899999999996,-24.54399999999987,-26.05699999999979,-27.264000000000124,-28.511999999999716,-29.836999999999534,-30.838999999999942
GAS,-5.733000000000175,-7.757000000000062,-9.197999999999865,-10.388999999999669,-10.903999999999996,-12.472000000000207,-13.94800000000032,-15.464000000000397,-16.58699999999999,-17.588999999999942,-18.503000000000156,-19.199999999999818,-20.132000000000062,-20.904999999999745,-21.93899999999985,-23.060999999999694,-24.47499999999991,-25.35400000000027,-26.599999999999454,-27.734999999999673,-29.009000000000015,-30.320999999999913,-31.307999999999993
TSU,-6.088999999999942,-8.403999999999996,-9.862999999999829,-11.291999999999916,-11.753000000000156,-13.25,-14.871000000000095,-16.43000000000029,-17.851000000000113,-19.28399999999965,-20.700000000000273,-21.778999999999996,-22.819000000000415,-24.114000000000033,-25.858999999999924,-26.94499999999971,-28.419000000000324,-29.76299999999992,-31.16099999999915,-32.36399999999958,-33.69599999999991,-34.53899999999976,-35.452000000000226
RIC,-7.554000000000087,-10.451000000000022,-12.375,-14.015999999999622,-14.594000000000051,-16.028999999999996,-17.760999999999967,-19.2470000000003,-20.800000000000182,-22.361999999999625,-23.472000000000207,-24.661000000000058,-25.957000000000335,-27.23799999999983,-28.48199999999997,-29.86299999999983,-31.409000000000106,-32.70499999999993,-34.07999999999993,-35.20100000000002,-36.800999999999476,-37.67500000000018,-39.396999999999935
ALO,-6.460000000000036,-9.001000000000204,-10.593999999999596,-12.067000000000007,-12.557999999999993,-13.961999999999989,-15.628000000000156,-17.213000000000193,-18.673999999999978,-20.177999999999884,-21.309000000000196,-22.647999999999683,-23.726000000000113,-24.962999999999738,-26.636999999999716,-27.94399999999996,-29.432000000000244,-30.740999999999985,-32.35199999999986,-33.84699999999975,-37.9380000000001,-40.050999999999476,-43.154999999999745
SAR,-7.262000000000171,-10.019000000000233,-11.768999999999778,-13.391999999999825,-14.010000000000218,-15.43899999999985,-17.1220000000003,-18.657000000000153,-20.40000000000009,-21.79599999999982,-22.89200000000028,-24.16399999999976,-25.416000000000167,-26.701000000000022,-29.449999999999818,-31.085000000000036,-33.253000000000156,-35.29500000000007,-37.45599999999922,-39.10099999999966,-40.89899999999943,-42.568999999999505,-44.07600000000002
ALB,-9.826000000000022,-12.321000000000367,-13.89599999999973,-16.261999999999716,-17.403000000000247,-19.213999999999942,-20.923999999999978,-22.47300000000041,-24.271000000000186,-25.828999999999724,-27.451000000000022,-28.69499999999971,-29.932000000000244,-31.15099999999984,-32.827999999999975,-34.317999999999756,-36.005000000000564,-37.57999999999993,-39.51899999999932,-40.59199999999964,-41.789999999999964,-43.09400000000005,-44.672999999999774
BOT,-7.878999999999905,-10.69800000000032,-12.937999999999647,-14.672999999999774,-15.409000000000106,-16.98199999999997,-18.588000000000193,-20.164999999999964,-21.791000000000167,-23.39599999999973,-24.701000000000022,-25.878999999999905,-27.571000000000367,-29.269999999999982,-31.31899999999996,-32.92699999999968,-34.91800000000012,-36.61200000000008,-38.935999999999694,-41.67099999999937,-43.371000000000095,-44.53700000000026,-46.51099999999951
HUL,-6.925000000000182,-9.537000000000262,-11.235999999999876,-12.651999999999589,-13.291000000000167,-14.791999999999916,-16.314000000000306,-17.9970000000003,-19.57400000000007,-21.009999999999764,-22.121000000000095,-23.31899999999996,-24.572000000000116,-25.690999999999804,-27.355000000000018,-28.726000000000113,-30.2829999999999,-31.52300000000014,-33.20299999999952,-34.5630000000001,-35.93499999999949,-37.08299999999963,-38.422999999999774
ZHO,-8.371000000000095,-11.31100000000015,-13.423999999999978,-15.276999999999589,-16.146000000000186,-17.699999999999818,-19.44399999999996,-21.22300000000041,-23.27300000000014,-25.083999999999833,-28.259000000000015,-29.755999999999858,-31.774000000000342,-33.71199999999999,-36.01499999999987,-38.07400000000007,-40.474000000000615,-42.78200000000015,-45.28899999999976,-47.31800000000021,-49.32099999999991,-51.128999999999905,-53.14300000000003
