VER,-3.9890000000000327,-1.7380000000002838,-1.38799999999992,-3.1010000000005675,-2.0529999999998836,-0.4459999999999127,-10.253999999999905,-35.210000000000036,-34.7519999999995,-34.45100000000002,-34.47100000000046,-34.4399999999996,-34.39599999999973,-34.337000000000444,-34.577000000000226,-34.98999999999978,-35.48100000000068,-35.99200000000019,-37.45900000000074,-38.336999999999534,-39.11700000000019,-39.73899999999958,-44.460000000000036,-66.52700000000004,-59.42199999999957,-58.733000000000175,-57.76500000000033,-56.55199999999968,-52.055999999999585,-49.41700000000037,-49.70899999999983,-50.210000000000036,-51.011999999999716,-51.00300000000061,-51.24200000000019,-51.56600000000071,-51.594999999999345,-52.36500000000069,-53.03899999999976,-53.25,-53.25300000000061,-53.228000000000065,-53.413000000000466,-53.737999999999374,-54.925999999999476,-54.83600000000024,-54.914999999999964,-59.108000000000175,-71.9340000000002,-54.35599999999977,-55.41399999999976,-65.28600000000006,-74.19400000000041,-74.51200000000063,-50.35500000000138,-16.409999999999854,-14.936999999999898,-9.819000000001324,-3.3410000000003492,-5.6229999999995925,-7.286000000000058,-8.710000000000946,-9.072000000000116,-9.427999999999884,-9.655000000000655,-10.069999999999709,-9.950999999999112,-10.199000000000524,-10.514999999999418,-10.54700000000048,-10.056000000000495
GAS,-13.554000000000087,-9.215000000000146,-8.898999999999887,-11.243000000000393,-12.58600000000024,-2.094000000000051,-4.868000000000393,-6.182999999999993,-7.460999999999331,-8.835000000000036,-9.99200000000019,-10.845000000000255,-11.8149999999996,-13.063000000000102,-14.610999999999876,-16.339999999999236,-17.53900000000067,-18.846999999999753,-24.16899999999987,-42.40299999999934,-42.560999999999694,-43.1309999999994,-43.58800000000065,-40.88800000000083,-35.125,-35.46100000000024,-35.55699999999979,-36.48199999999997,-33.70999999999913,-33.15599999999995,-34.84100000000035,-36.42900000000009,-37.641999999999825,-39.30000000000018,-44.259000000000015,-62.05000000000018,-62.30999999999949,-63.365999999999985,-64.27899999999954,-65.02700000000004,-65.39400000000023,-65.90200000000004,-66.38699999999972,-67.1269999999995,-67.63299999999981,-68.58600000000024,-69.15300000000025,-70.88999999999942,-68.23099999999977,-52.685999999999694,-55.49799999999959,-69.21000000000004,-91.28900000000067,-92.10000000000036,-68.07099999999991,-28.641999999999825,-19.20299999999952,-13.552999999999884,-4.5090000000000146,-8.162000000000262,-12.390999999999622,-14.319000000001324,-15.763999999999214,-17.252000000000407,-18.884000000000015,-20.933999999999287,-22.049999999999272,-23.556000000000495,-24.792999999999665,-26.122999999999593,-26.86700000000019
PER,-5.028000000000247,-2.7780000000002474,-2.5470000000000255,-5.1200000000008,-5.454999999999927,-0.6370000000006257,-1.443000000000211,-1.4299999999993815,-1.631999999999607,-1.6850000000004002,-1.643000000000029,-1.5090000000000146,-1.5399999999999636,-1.730000000000473,-1.7269999999998618,-2.014999999999418,-1.856999999999971,-1.9459999999999127,-2.2650000000003274,-2.7049999999999272,-2.993999999999687,-3.407999999999447,-7.690000000000509,-21.569000000000415,-14.252999999999702,-13.710000000000036,-12.864000000000487,-11.950999999999112,-7.250999999999294,-4.67200000000048,-5.018000000000029,-5.305000000000291,-5.436999999999898,-5.691000000000713,-5.738000000000284,-5.859000000000378,-6.119999999999891,-6.743000000000393,-7.304000000000087,-7.8840000000000146,-7.988000000000284,-8.146999999999935,-8.682999999999993,-9.978000000000065,-11.456000000000131,-12.454999999999927,-16.427999999999884,-33.63499999999931,-28.929000000000087,-11.92199999999957,-13.085000000000036,-13.364999999999782,-16.692000000000007,-16.045000000000073,-4.4950000000008,-4.226999999998952,-5.041000000001077,-1.6150000000016007,-0.9940000000005966,-2.0429999999996653,-3.168999999999869,-3.5709999999999127,-5.242999999998574,-7.06499999999869,-9.059000000001106,-9.780000000000655,-11.181000000000495,-11.904000000000451,-12.631999999999607,-13.15899999999965,-14.079999999999927
ALO,-22.151000000000295,-18.34400000000005,-15.594000000000051,-17.887000000000626,-18.704999999999927,-3.641000000000531,-8.158000000000357,-10.248999999999796,-11.373999999999796,-12.309000000000196,-13.751000000000204,-15.144999999999527,-16.898999999999432,-22.038000000000466,-39.14100000000053,-38.86499999999978,-38.78700000000026,-39.29200000000037,-39.85900000000038,-40.61999999999989,-40.91200000000026,-41.47699999999986,-41.92399999999998,-39.01800000000003,-32.92399999999998,-33.238000000000284,-33.00600000000031,-32.96099999999933,-28.938999999999396,-26.577000000000226,-27.51599999999962,-28.493000000000393,-29.359999999999673,-30.40900000000056,-35.194000000000415,-57.57999999999993,-57.66100000000006,-57.95499999999993,-57.78200000000015,-57.490999999999985,-57.53099999999995,-57.225000000000364,-57.0029999999997,-57.29199999999946,-57.365999999999985,-56.96399999999994,-56.720000000000255,-57.15799999999945,-53.36999999999989,-37.11799999999948,-39.09199999999964,-48.465000000000146,-70.75900000000001,-71.76800000000003,-48.152000000000044,-15.397999999999229,-14.300999999999476,-9.055000000000291,-3.1190000000005966,-4.462999999999738,-5.539999999999054,-5.82300000000032,-6.336999999999534,-7.253999999998996,-7.923000000000684,-8.21600000000035,-8.331000000000131,-8.808000000000902,-9.271999999999025,-9.645000000000437,-9.560999999999694
LEC,-8.802000000000135,-6.128000000000156,-4.42699999999968,-7.516000000000531,-8.63000000000011,-1.3389999999999418,-18.396999999999935,-41.28699999999935,-40.572000000000116,-40.13000000000011,-40.073999999999614,-39.79699999999957,-39.83399999999983,-40.05799999999999,-40.59699999999975,-41.081999999999425,-41.28099999999995,-41.94200000000001,-42.66400000000067,-43.95399999999972,-47.99799999999959,-65.01099999999951,-64.31700000000001,-60.931000000000495,-54.13999999999942,-53.09900000000016,-51.918000000000575,-51.011999999999716,-46.21899999999914,-43.2480000000005,-43.40099999999984,-43.9950000000008,-44.10899999999947,-44.874000000000706,-45.13799999999992,-45.160000000000764,-45.5649999999996,-46.36200000000008,-47.30500000000029,-47.98500000000058,-48.641999999999825,-49.274999999999636,-49.926000000000386,-54.0659999999998,-70.47999999999956,-69.72800000000007,-69.1190000000006,-68.76199999999972,-63.82899999999972,-47.524999999999636,-48.412999999999556,-56.712000000000444,-65.49099999999999,-66.52300000000105,-42.73700000000099,-10.355999999999767,-11.207000000000335,-5.213999999999942,-2.1239999999997963,-3.2080000000005384,-4.582000000000335,-5.007999999999811,-5.344999999999345,-6.060999999999694,-6.452000000001135,-6.943999999999505,-7.157999999999447,-7.6340000000000146,-8.181000000000495,-8.423000000000684,-8.440999999998894
STR,-16.814000000000306,-12.357000000000426,-11.768000000000029,-14.043000000000575,-15.460000000000036,-2.9270000000005894,-7.323999999999614,-8.371999999999389,-9.54699999999957,-10.707000000000335,-12.519000000000233,-14.3149999999996,-16.64599999999973,-18.722999999999956,-20.226000000000568,-22.774999999999636,-23.639000000000124,-25.21100000000024,-26.951000000000022,-29.014000000000124,-30.59900000000016,-32.13599999999951,-33.60900000000038,-31.77600000000075,-26.951000000000022,-28.184000000000196,-29.351000000000568,-30.61999999999989,-32.3809999999994,-48.05199999999968,-48.36999999999989,-49.275000000000546,-49.97099999999955,-50.488000000000284,-50.98900000000049,-52.72200000000066,-53.701999999999316,-55.05000000000018,-56.34100000000035,-57.02800000000025,-57.53900000000067,-58.73899999999958,-59.6840000000002,-60.92999999999938,-61.85899999999947,-62.60199999999986,-64.78200000000015,-70.27799999999934,-83.7539999999999,-66.29799999999977,-67.14799999999923,-80.10000000000036,-89.80100000000039,-90.75900000000001,-67.61000000000058,-27.878999999998996,-18.395000000000437,-12.99200000000019,-4.2520000000004075,-7.356999999999971,-9.645000000000437,-11.550000000001091,-13.0,-14.691999999999098,-15.933000000000902,-17.578999999999724,-19.01599999999962,-20.365999999999985,-21.51299999999901,-22.71100000000115,-23.55199999999968
MAG,0.0
TSU,-26.346000000000004,-21.32400000000007,-18.973999999999705,-20.798999999999978,-21.79399999999987,-3.98700000000008,-9.318000000000211,-11.955999999999221,-14.346999999999753,-15.725000000000364,-17.564000000000306,-19.27899999999954,-22.01800000000003,-23.833999999999833,-26.05699999999979,-28.088999999999942,-29.957000000000335,-32.197000000000116,-34.34400000000005,-40.28099999999995,-58.52800000000025,-58.581999999999425,-58.6850000000004,-55.96300000000065,-50.09699999999975,-50.46799999999985,-50.63000000000011,-50.693999999999505,-47.88599999999951,-46.3100000000004,-47.64599999999973,-49.238000000000284,-51.086999999999534,-53.19599999999991,-54.42200000000048,-56.15400000000045,-57.74799999999959,-60.42700000000059,-62.25799999999981,-67.45100000000002,-87.72600000000057,-88.22400000000016,-88.70399999999972,-89.63299999999981,-90.41600000000017,-91.09400000000005,-91.51299999999992,-92.6319999999996,-89.47100000000046,-73.57799999999952,-77.51699999999983,-94.66100000000006,-104.8100000000004,-124.53000000000065,-126.61000000000058,-123.34699999999975,-122.63700000000063,-123.75500000000102,-85.42400000000089,-87.95800000000054,-90.52499999999964,-92.45300000000134,-94.04500000000007,-95.83899999999994,-97.78100000000086,-99.6190000000006,-101.64400000000023,-103.36100000000079,-105.30699999999888,-107.17900000000009
ALB,-24.18600000000015,-20.230000000000018,-18.23199999999997,-23.05200000000059,-23.649000000000342,-4.143000000000029,-9.442000000000007,-12.59099999999944,-14.570999999999913,-16.29200000000037,-18.121000000000095,-19.425000000000182,-21.433999999999287,-23.11700000000019,-25.025000000000546,-26.85699999999997,-28.53900000000067,-30.53400000000056,-32.69800000000032,-34.73399999999947,-36.67900000000009,-38.64300000000003,-40.59700000000066,-38.832000000000335,-38.73199999999997,-56.090000000000146,-55.75700000000052,-55.487999999999374,-51.748999999999796,-50.83899999999994,-52.077000000000226,-53.35400000000027,-54.5019999999995,-55.8100000000004,-57.009000000000015,-58.824000000000524,-60.21299999999974,-62.02400000000034,-63.94800000000032,-66.24099999999999,-67.60100000000057,-69.03700000000026,-70.55100000000039,-72.22699999999986,-73.83100000000013,-75.58299999999963,-81.64900000000034,-99.68099999999959,-95.35800000000017,-79.0630000000001,-81.56999999999971,-101.15599999999995,-110.71600000000035,-126.3130000000001,-121.67699999999968,-117.68199999999888,-85.62800000000061,-43.09600000000137,-4.881999999999607,-9.082000000000335,-13.523999999999432,-16.409999999999854,-19.703999999999724,-22.14300000000003,-24.41899999999987,-26.601000000000568,-28.41699999999946,-30.290000000000873,-32.11700000000019,-34.17500000000109,-36.01599999999962
ZHO,-17.98600000000033,-13.533000000000357,-12.848999999999705,-15.761000000000422,-16.559000000000196,-3.4090000000005602,-8.219000000000051,-10.835000000000036,-11.747999999999593,-12.77100000000064,-14.192000000000007,-15.59900000000016,-17.485999999999876,-19.21600000000035,-20.470000000000255,-25.704999999999927,-43.75600000000031,-43.73500000000058,-44.07900000000063,-44.625,-44.92900000000009,-45.45499999999993,-45.82300000000032,-42.81600000000071,-37.15899999999965,-38.47900000000027,-39.297999999999774,-40.222999999999956,-37.323999999999614,-36.80699999999979,-38.48399999999947,-39.97100000000046,-41.60099999999966,-43.41100000000006,-44.91100000000006,-46.98100000000068,-52.550999999999476,-72.36200000000008,-72.68299999999999,-72.88100000000031,-72.67000000000007,-72.88400000000001,-73.40400000000045,-74.08899999999994,-74.68099999999959,-76.8090000000002,-78.32000000000062,-80.20299999999952,-77.1899999999996,-61.914999999999964,-64.4439999999995,-78.39000000000033,-86.96000000000004,-87.28600000000006,-64.00400000000081,-24.557999999999083,-15.989999999999782,-10.970000000001164,-3.7669999999998254,-6.628999999998996,-9.031999999999243,-11.34900000000016,-14.002999999998792,-15.96600000000035,-17.846000000001368,-19.838999999999942,-21.774999999999636,-24.37300000000141,-25.998999999999796,-27.782000000001062,-29.32499999999891
