VER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NOR,-1.1419999999998254,-1.41399999999976,-1.5210000000001855,-1.5099999999997635,-1.5529999999998836,-1.5620000000003529,-1.6720000000000255,-1.7820000000001528,-1.7249999999994543,-1.5079999999998108,-1.6079999999992651,-1.412000000000262,-1.2690000000002328,-1.1629999999995562,-1.6700000000000728,-1.7599999999993088,-1.949999999999818,-2.431999999999789,-2.4729999999999563,-2.4340000000001965,-2.3460000000004584,-3.068000000000211,-3.5690000000004147,-4.287000000000262
PER,-2.0329999999999018,-2.45699999999988,-3.5239999999998872,-4.195999999999913,-4.1469999999999345,-4.111000000000331,-3.9529999999999745,-4.738000000000284,-5.040999999999258,-5.346999999999753,-6.073999999999614,-6.48700000000008,-7.029999999999745,-7.846999999999753,-8.733000000000175,-9.521999999999935,-10.360999999999876,-11.036000000000058,-11.118999999999687,-11.131000000000313,-11.57300000000032,-12.092999999999847,-12.842000000000553,-13.61700000000019
RUS,-0.8359999999997854,-0.6739999999999782,-0.8209999999999127,-1.3209999999999127,-2.4409999999998035,-2.8850000000002183,-3.713000000000193,-4.33600000000024,-4.790999999999258,-6.639000000000124,-7.427999999999884,-8.105000000000473,-9.056999999999789,-10.20299999999952,-11.359999999999673,-12.755999999999403,-14.181999999999789,-15.493999999999687,-16.6929999999993,-17.978000000000065,-19.686999999999898,-21.716999999999643,-23.623000000000502,-25.878999999999905
LEC,-2.395999999999731,-3.311000000000149,-4.182000000000244,-5.333999999999833,-6.10799999999972,-6.764000000000124,-7.373000000000047,-8.189000000000306,-9.205999999999221,-9.88000000000011,-10.907999999999447,-11.877000000000407,-13.001000000000204,-14.322000000000116,-15.769000000000233,-17.25999999999931,-18.55699999999979,-19.96900000000005,-21.30699999999979,-22.427999999999884,-23.77600000000075,-25.052999999999884,-26.72900000000027,-28.5600000000004
TSU,-3.076000000000022,-4.023999999999887,-5.043999999999869,-5.799999999999727,-6.854999999999563,-7.334000000000287,-8.128000000000156,-8.876000000000204,-10.02599999999984,-10.667000000000371,-11.681999999999789,-12.632000000000517,-13.702000000000226,-15.122999999999593,-16.55500000000029,-18.057999999999993,-19.32799999999952,-21.04399999999987,-22.08099999999922,-23.309000000000196,-25.51000000000022,-26.686999999999898,-27.97900000000027,-29.210000000000036
HAM,-1.6829999999999927,-2.375,-3.3070000000002437,-4.867999999999938,-5.540999999999713,-5.996000000000095,-6.485000000000127,-7.0330000000003565,-7.748999999999796,-8.57300000000032,-9.243999999999687,-9.94800000000032,-10.654999999999745,-12.106999999999971,-13.798999999999978,-15.242999999999483,-16.876000000000204,-18.36499999999978,-20.33599999999933,-22.252000000000407,-25.621000000000095,-28.509000000000015,-31.389000000000124,-34.72600000000057
SAI,-3.3460000000000036,-4.47400000000016,-5.295999999999822,-6.606999999999971,-7.463999999999942,-8.270000000000437,-9.039999999999964,-10.03500000000031,-10.90899999999965,-12.094000000000051,-13.649999999999636,-15.231999999999971,-16.585000000000036,-18.550000000000182,-20.02099999999973,-21.274999999999636,-22.695999999999913,-24.2529999999997,-25.48199999999997,-26.64300000000003,-28.567000000000007,-30.304000000000087,-32.42100000000028,-35.10599999999977
RIC,-4.139999999999873,-5.016000000000076,-6.014999999999873,-7.0219999999999345,-8.047999999999774,-8.846000000000004,-9.610000000000127,-10.409000000000106,-11.513999999999214,-12.506999999999607,-13.793999999999869,-15.44800000000032,-16.811999999999898,-20.074999999999818,-21.90400000000045,-23.484999999999673,-24.896999999999935,-26.63500000000022,-27.951999999999316,-29.918000000000575,-31.18000000000029,-32.03899999999976,-33.03099999999995,-35.302999999999884
PIA,-4.51299999999992,-5.391999999999825,-6.378999999999905,-7.3539999999998145,-8.548999999999978,-9.182999999999993,-10.162000000000262,-11.080000000000382,-12.14599999999973,-13.305999999999585,-14.437999999999192,-16.00800000000072,-17.634000000000015,-19.759000000000015,-21.471999999999753,-22.74499999999989,-24.463999999999942,-26.270000000000437,-27.725999999999658,-29.43000000000029,-31.212000000000444,-33.365999999999985,-35.62700000000041,-38.21900000000005
ALO,-6.246999999999844,-7.516999999999825,-8.661999999999807,-8.971000000000004,-9.978999999999814,-10.662000000000262,-11.485999999999876,-12.320000000000164,-13.545000000000073,-14.496000000000095,-15.587999999999738,-16.837000000000444,-19.03899999999976,-20.80199999999968,-22.730999999999767,-23.889999999999418,-25.509000000000015,-27.131000000000313,-28.769999999999527,-30.57800000000043,-32.521999999999935,-33.863000000000284,-35.9409999999998,-39.060999999999694
STR,-6.701000000000022,-8.572999999999865,-9.5,-10.045999999999822,-11.686999999999898,-12.653000000000247,-13.896999999999935,-15.290000000000418,-16.192000000000007,-16.673999999999978,-17.639999999999418,-18.97700000000077,-20.248999999999796,-21.427999999999884,-23.71600000000035,-25.067000000000007,-26.40899999999965,-27.91700000000037,-29.311999999999898,-31.144000000000233,-33.034999999999854,-34.797999999999774,-36.84900000000016,-39.478000000000065
GAS,-5.1229999999995925,-5.996000000000095,-6.664999999999964,-7.7599999999997635,-8.915999999999713,-9.789000000000215,-10.791000000000167,-11.544000000000324,-12.795999999999367,-13.975999999999658,-15.146999999999935,-16.76000000000022,-18.324999999999818,-20.786000000000058,-23.25500000000011,-24.514999999999418,-26.25500000000011,-28.975999999999658,-30.583999999999833,-32.34100000000035,-34.40300000000025,-36.24200000000019,-38.29500000000007,-40.621000000000095
OCO,-6.45699999999988,-8.027999999999793,-9.023999999999887,-9.972999999999956,-11.010999999999967,-12.042000000000371,-13.304000000000087,-14.134000000000015,-15.235999999999876,-16.235999999999876,-17.25799999999981,-18.689000000000306,-20.88799999999992,-22.527000000000044,-24.38000000000011,-26.27099999999973,-28.0,-29.845000000000255,-31.665999999999258,-33.51299999999992,-35.68000000000029,-37.90899999999965,-40.31700000000001,-42.847999999999956
ALB,-7.692999999999756,-9.726000000000113,-10.784000000000106,-11.3449999999998,-12.534999999999854,-14.38000000000011,-15.632000000000062,-16.91000000000031,-18.33299999999963,-19.865999999999985,-21.45299999999952,-22.908000000000357,-24.44300000000021,-25.969999999999345,-27.865999999999985,-29.76800000000003,-31.380999999999403,-33.21799999999985,-34.677999999999884,-35.99499999999989,-37.51900000000023,-39.164999999999964,-41.0,-43.39400000000023
