GAS,-13.901000000000067,-9.032999999999902,-10.61200000000008,-7.869000000000142,-10.047000000000025,-2.8209999999999127,-4.252999999999702,-5.339999999999691,-6.278000000000247,-6.507000000000062,-7.139000000000124,-7.664999999999964,-8.269999999999982,-8.962000000000444,-9.625,-10.694999999999709,-11.266999999999825,-12.362999999999829,-12.924999999999727,-13.601000000000113,-14.50799999999981,-15.277000000000044,-16.29399999999987,-17.197000000000116,-18.32900000000018,-19.48299999999972,-20.523999999999887,-23.523999999999887,-44.75500000000011,-44.572999999999865,-44.266999999999825,-44.19200000000001,-43.80899999999974,-43.9409999999998,-43.78400000000056,-43.405000000000655,-43.30799999999999,-43.46700000000055,-43.47999999999956,-43.3090000000002,-43.54700000000048,-43.70399999999972,-44.173000000000684,-44.08799999999974,-41.48999999999978,-40.988000000000284,-40.728000000000065,-40.697000000000116,-38.10699999999997,-26.88299999999981,-31.17999999999938,-52.84900000000016,-52.99299999999948,-61.68299999999999,-60.69599999999991,-53.57600000000002,-54.0590000000002,-54.73999999999978,-55.36999999999989,-56.32500000000073,-77.95600000000013,-69.29699999999957,-29.65899999999965,-14.613000000000284,-13.078999999999724,-11.587000000000444,-10.648000000000138,-4.79700000000048,-6.454000000000633,-7.842999999999847,-8.914999999999964,-10.214999999999236,-11.981000000000677,-12.960000000000036,-13.567000000000007,-14.082000000000335,-14.670000000000073,-15.458000000000538,-16.027000000000044,-16.313000000000102,-16.55699999999979,-16.75300000000061,-17.144999999999527,-17.363000000000284,-18.894000000000233,-19.936999999999898,-20.527000000000044
PER,-31.562999999999874,-25.672999999999774,-28.173999999999978,-25.59400000000005,-27.096000000000004,-8.459000000000287,-9.531999999999698,-10.993999999999687,-11.68100000000004,-11.447000000000116,-12.63299999999981,-13.43600000000015,-13.876999999999953,-14.338000000000193,-14.865000000000236,-15.567000000000007,-16.27599999999984,-17.330999999999676,-18.467999999999847,-19.13299999999981,-19.902000000000044,-20.42099999999982,-21.60199999999986,-22.046000000000276,-22.628999999999905,-22.960000000000036,-23.58600000000024,-23.777000000000044,-24.3420000000001,-25.0,-25.284999999999854,-25.677999999999884,-26.264999999999873,-26.738000000000284,-27.27300000000014,-27.340000000000146,-27.827000000000226,-28.29700000000048,-28.693999999999505,-29.014000000000124,-29.610999999999876,-29.923999999999978,-29.88500000000022,-30.086999999999534,-27.769999999999527,-27.311999999999898,-29.69799999999941,-48.947000000000116,-44.9980000000005,-32.28600000000006,-32.50699999999961,-32.31999999999971,-32.1929999999993,-32.57099999999991,-38.358000000000175,-30.561000000000604,-30.657000000000153,-31.110999999999876,-31.10900000000038,-31.410000000000764,-42.784999999999854,-39.365999999999985,-4.093999999999141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LEC,0.0
STR,-11.596000000000004,-7.793999999999869,-8.353000000000065,-6.606000000000222,-8.192000000000007,-2.336999999999989,-3.8029999999998836,-4.80600000000004,-5.457000000000335,-6.0219999999999345,-6.5,-6.907000000000153,-7.704999999999927,-8.33600000000024,-8.927999999999884,-10.022999999999683,-10.648000000000138,-11.580999999999676,-12.210000000000036,-12.90099999999984,-13.75799999999981,-14.463999999999942,-15.523999999999887,-16.403999999999996,-17.55699999999979,-18.597999999999956,-19.722999999999956,-19.92099999999982,-20.66000000000031,-21.31399999999985,-22.005999999999858,-22.536999999999807,-22.932000000000244,-23.539999999999964,-24.02900000000045,-24.12800000000061,-24.43000000000029,-24.91700000000037,-25.292999999999665,-25.711999999999534,-26.10400000000027,-29.559000000000196,-50.60500000000047,-49.68199999999979,-46.61499999999978,-45.577000000000226,-44.733000000000175,-44.14599999999973,-40.53700000000026,-28.841999999999643,-29.87199999999939,-30.307999999999993,-30.8179999999993,-32.05199999999968,-37.92000000000007,-31.779999999999745,-32.57999999999993,-33.17999999999938,-33.88000000000011,-34.50600000000031,-45.72599999999966,-42.237999999999374,-8.03899999999976,-2.9000000000005457,-2.5720000000001164,-2.5789999999997235,-2.0670000000000073,-1.2179999999998472,-2.230000000000473,-3.0369999999993524,-3.7510000000002037,-5.175999999999476,-5.971000000000458,-6.625,-7.278000000000247,-7.9210000000002765,-8.478000000000065,-9.202000000000226,-9.551000000000386,-9.985999999999876,-10.268999999999323,-10.429000000000087,-10.88299999999981,-11.141999999999825,-11.322000000000116,-11.322000000000116,-11.869000000000597
MAG,-21.689000000000078,-16.527000000000044,-17.485999999999876,-14.937000000000353,-20.378999999999905,-5.122000000000298,-7.9529999999999745,-9.42599999999993,-11.24200000000019,-13.005999999999858,-14.559000000000196,-16.369000000000142,-18.115000000000236,-19.56600000000026,-20.965000000000146,-25.268999999999778,-26.86999999999989,-28.489000000000033,-29.914999999999964,-31.498000000000047,-33.129999999999654,-34.66300000000001,-36.37400000000025,-37.82600000000002,-39.72699999999986,-44.18199999999979,-66.0329999999999,-66.14899999999989,-66.33800000000019,-66.67999999999984,-66.94799999999987,-67.4659999999999,-67.74299999999994,-68.26100000000042,-69.03500000000076,-69.36700000000019,-69.84500000000025,-70.48000000000047,-70.85399999999936,-71.3149999999996,-71.92200000000048,-72.46100000000024,-73.14300000000003,-73.76599999999962,-71.97199999999975,-71.99099999999999,-72.46199999999953,-73.22699999999986,-72.05299999999988,-62.082000000000335,-64.82299999999941,-67.92500000000018,-70.05499999999938,-83.72400000000016,-97.95700000000033,-91.27599999999984,-91.81500000000051,-92.69899999999961,-93.61099999999988,-103.91600000000017,-122.47900000000027,-121.42499999999927,-99.83199999999943,-79.11200000000008,-48.51299999999992,-18.649000000000342,-18.265000000000327,-6.842000000000553,-8.772000000000844,-11.523999999999432,-13.657000000000153,-14.701999999999316,-16.150000000000546,-17.243000000000393,-18.796000000000276,-19.907000000000153,-21.346999999999753,-23.069000000000415,-24.712999999999738,-25.578999999999724,-26.714999999999236,-27.52300000000014,-28.857999999999265,-29.596999999999753,-30.528000000000247,-31.380999999999403,-32.36999999999989
ALB,-23.120999999999867,-17.81100000000015,-18.909999999999854,-16.54800000000023,-18.628999999999905,-4.545000000000073,-6.891999999999825,-8.14599999999973,-10.086999999999989,-10.697999999999865,-11.829999999999927,-12.5300000000002,-13.079999999999927,-13.674000000000433,-14.242999999999938,-14.980000000000018,-15.701000000000022,-16.9079999999999,-18.0029999999997,-18.46900000000005,-20.827999999999975,-21.30099999999993,-22.398999999999887,-22.914000000000215,-23.73199999999997,-24.478999999999814,-25.23199999999997,-25.429999999999836,-26.166000000000167,-26.791999999999916,-27.35799999999972,-28.36999999999989,-28.657000000000153,-29.41700000000037,-30.12800000000061,-30.387000000000626,-30.90099999999984,-31.298000000000684,-31.730999999999767,-32.123999999999796,-32.884000000000015,-33.45600000000013,-33.6850000000004,-34.10599999999977,-32.15099999999984,-31.97900000000027,-35.198999999999614,-55.53600000000006,-52.1880000000001,-40.027000000000044,-40.51599999999962,-40.460000000000036,-40.74499999999989,-44.22900000000027,-47.8130000000001,-40.69999999999982,-41.128999999999905,-41.57199999999921,-42.072000000000116,-42.71300000000065,-55.31999999999971,-52.82499999999982,-32.009000000000015,-15.567000000000007,-14.305999999999585,-12.608000000000175,-12.783000000000357,-5.054000000000087,-5.75800000000072,-7.063999999999396,-8.045000000000073,-8.13799999999992,-8.497000000000298,-9.085000000000036,-10.239000000000487,-10.738000000000284,-12.002999999999702,-12.333999999999833,-12.59100000000035,-12.768000000000029,-12.927999999999884,-12.873000000000502,-13.455999999999221,-13.605999999999767,-13.720000000000255,-13.701999999999316,-13.842000000000553
KVY,-10.679000000000087,-6.5770000000002256,-7.425000000000182,-4.903999999999996,-6.764999999999873,-1.9320000000002437,-3.299999999999727,-4.199999999999818,-4.807999999999993,-5.367000000000189,-5.7020000000002256,-6.288000000000011,-7.032999999999902,-7.84900000000016,-8.414000000000215,-9.377999999999702,-9.983999999999924,-10.932999999999993,-11.51299999999992,-12.353999999999814,-13.045999999999822,-13.690000000000055,-14.764000000000124,-15.671000000000276,-16.771999999999935,-17.871000000000095,-21.394000000000233,-41.01599999999962,-40.544000000000324,-40.29500000000007,-39.996999999999844,-39.702999999999975,-39.32699999999977,-39.4369999999999,-39.44800000000032,-39.152000000000044,-38.9409999999998,-39.11200000000008,-39.0659999999998,-38.996000000000095,-39.5619999999999,-39.19300000000021,-39.16900000000078,-39.027000000000044,-36.628999999999905,-36.259000000000015,-35.996000000000095,-35.80999999999949,-32.87700000000041,-21.542999999999665,-23.126000000000204,-24.447000000000116,-28.357999999999265,-57.05799999999999,-56.577000000000226,-49.472999999999956,-49.87700000000041,-50.36899999999969,-50.875,-51.48500000000058,-67.44700000000012,-64.96299999999974,-28.032999999999447,-13.259000000000015,-10.78399999999965,-9.506000000000313,-9.53400000000056,-4.181000000000495,-5.343000000000757,-6.59099999999944,-7.579999999999927,-8.951999999999316,-9.317000000000007,-9.855000000000473,-10.879000000000815,-11.583000000000538,-12.17699999999968,-13.180000000000291,-13.537000000000262,-13.538000000000466,-13.524999999999636,-13.579000000000633,-14.339999999999236,-14.350999999999658,-14.543000000000575,-14.465000000000146,-14.53400000000056
RIC,-9.103000000000065,-4.467999999999847,-5.081000000000131,-3.0579999999999927,-4.458000000000084,-1.4149999999999636,-2.6839999999997417,-3.507999999999811,-4.164999999999964,-4.692000000000007,-4.985999999999876,-5.537000000000262,-6.3969999999999345,-7.0300000000002,-7.7150000000001455,-8.507000000000062,-9.159000000000106,-9.951000000000022,-10.725999999999658,-11.43100000000004,-12.130999999999858,-12.659999999999854,-13.682000000000244,-14.288000000000011,-15.324999999999818,-16.24499999999989,-17.034999999999854,-17.340999999999894,-20.68000000000029,-41.11700000000019,-40.99399999999969,-40.67099999999982,-39.973999999999705,-40.22699999999986,-40.05000000000018,-39.910000000000764,-39.92000000000007,-39.82099999999991,-39.84299999999985,-39.86700000000019,-40.30699999999979,-40.14100000000053,-40.176000000000386,-39.91600000000017,-37.323999999999614,-37.59299999999985,-37.54899999999998,-37.60099999999966,-34.58600000000024,-23.221999999999753,-24.425000000000182,-25.346999999999753,-26.680999999999585,-27.626000000000204,-35.16200000000026,-48.22100000000046,-48.222999999999956,-48.54999999999927,-48.740999999999985,-49.22600000000057,-63.50799999999981,-60.003999999999905,-24.534999999999854,-10.864000000000487,-8.462999999999738,-7.578000000000429,-7.619000000000597,-3.130000000000109,-4.860000000000582,-5.802999999999884,-6.82300000000032,-7.281999999999243,-7.9190000000007785,-8.67700000000059,-9.569000000000415,-10.177999999999884,-10.878999999999905,-11.382000000000517,-11.829999999999927,-12.091999999999643,-12.194999999999709,-12.293000000000575,-12.851999999999862,-12.917999999999665,-13.087000000000444,-12.907999999999447,-13.329999999999927
OCO,-15.303000000000111,-10.80600000000004,-11.773000000000138,-9.14200000000028,-11.826000000000022,-3.25,-4.806999999999789,-6.020999999999731,-7.414000000000215,-7.878999999999905,-8.474999999999909,-9.238000000000284,-9.938000000000102,-10.889000000000124,-11.58600000000024,-12.679999999999836,-13.322000000000116,-14.246999999999844,-14.618999999999687,-15.315000000000055,-16.117999999999938,-16.967999999999847,-17.94100000000026,-18.850000000000364,-19.784999999999854,-20.96199999999999,-21.85199999999986,-22.406999999999698,-22.916000000000167,-23.44300000000021,-23.892999999999574,-24.41899999999987,-24.704999999999927,-25.261000000000422,-25.79400000000078,-25.947000000000116,-26.20600000000013,-26.738000000000284,-27.058999999999287,-27.471999999999753,-30.301000000000386,-50.31800000000021,-49.853000000000065,-48.92099999999937,-45.88000000000011,-44.636999999999716,-43.81700000000001,-43.17399999999998,-39.840000000000146,-28.166000000000167,-29.298999999999978,-29.581999999999425,-30.18499999999949,-31.1220000000003,-37.28900000000067,-30.11200000000008,-31.650000000000546,-32.482999999999265,-33.0600000000004,-33.845000000000255,-44.54899999999998,-40.136999999999716,-6.270999999999731,-1.4350000000004002,-1.3950000000004366,-1.1880000000001019,-1.3920000000007349,-0.5900000000001455,-1.4640000000008513,-2.0159999999996217,-2.5659999999998035,-3.1729999999997744,-4.580000000000837,-5.182999999999993,-5.707000000000335,-6.458000000000538,-7.0460000000002765,-7.775000000000546,-8.131999999999607,-8.654000000000451,-9.0649999999996,-9.228000000000065,-9.627999999999702,-9.786000000000058,-10.123999999999796,-10.240999999999985,-10.518000000000029
VER,0.0
