NOR,-20.182000000000016,-14.958999999999833,-16.296000000000276,-13.56100000000015,-17.315999999999804,-3.95699999999988,-6.186999999999898,-7.192999999999756,-8.070000000000164,-8.795999999999822,-9.590000000000146,-10.709000000000287,-11.728999999999814,-12.615000000000236,-13.238000000000284,-14.248999999999796,-15.072000000000116,-16.328999999999724,-17.414999999999964,-22.70699999999988,-44.41999999999962,-45.13599999999997,-45.74900000000025,-46.35100000000011,-46.75599999999986,-46.84999999999991,-47.371999999999844,-47.317999999999756,-47.858000000000175,-48.7170000000001,-48.5619999999999,-48.63599999999997,-48.628000000000156,-49.087000000000444,-49.53100000000086,-49.613000000000284,-49.96700000000055,-50.75800000000072,-50.8119999999999,-51.07799999999952,-51.41700000000037,-52.09200000000055,-52.38200000000052,-52.44499999999971,-50.608000000000175,-50.36700000000019,-50.79500000000007,-51.38299999999981,-48.79399999999987,-38.064000000000306,-39.75,-41.74399999999969,-43.68499999999949,-52.89099999999962,-67.82800000000043,-60.900000000000546,-63.22699999999986,-63.750999999999294,-64.72299999999996,-67.91100000000006,-86.42199999999957,-83.54099999999926,-38.685999999999694,-17.33300000000054,-15.981999999999971,-14.373999999999796,-14.55200000000059,-5.587999999999738,-7.098000000000866,-8.415999999999258,-9.376999999999498,-10.696999999999207,-12.504000000000815,-13.655999999999949,-14.45300000000043,-14.94000000000051,-15.457000000000335,-16.16700000000037,-16.858000000000175,-17.146999999999935,-17.61999999999989,-17.582000000000335,-17.982999999999265,-18.003999999999905,-18.065999999999804,-18.190999999999804,-19.541000000000167
VET,-17.868000000000166,-12.273999999999887,-13.680000000000291,-11.938000000000102,-14.934999999999945,-3.844000000000051,-5.777999999999793,-8.27099999999973,-9.399000000000342,-10.184000000000196,-13.356000000000222,-14.652000000000044,-15.898999999999887,-17.085000000000036,-18.222000000000207,-19.66899999999987,-20.621999999999844,-21.713999999999942,-22.609999999999673,-23.84400000000005,-25.608999999999924,-26.66300000000001,-28.164000000000215,-29.084000000000287,-30.253000000000156,-32.065000000000055,-33.48000000000002,-34.34400000000005,-35.63500000000022,-37.39800000000014,-41.24599999999964,-63.327000000000226,-63.01999999999998,-62.92100000000028,-62.902000000000044,-62.552999999999884,-62.94499999999971,-63.08400000000074,-63.23399999999947,-63.42699999999968,-63.88299999999981,-64.10300000000007,-64.29700000000048,-64.39999999999964,-62.17500000000018,-61.86200000000008,-61.75500000000011,-61.98899999999958,-59.41100000000006,-48.29899999999998,-49.8769999999995,-50.94799999999941,-52.30999999999949,-64.99399999999969,-81.23800000000028,-73.42399999999998,-73.51200000000063,-73.78799999999956,-74.03700000000026,-79.99499999999989,-97.14000000000033,-94.2539999999999,-49.0619999999999,-32.48900000000049,-17.092999999999847,-15.207999999999629,-15.619000000000597,-5.943000000000211,-7.67200000000048,-8.995999999999185,-10.139000000000124,-11.131999999999607,-13.02600000000075,-14.580000000000837,-15.331000000000131,-15.900000000000546,-16.720000000000255,-17.463000000000648,-18.128999999999905,-18.658000000000357,-19.211999999999534,-19.488000000000284,-20.065999999999804,-21.001000000000204,-21.650000000000546,-22.00799999999981,-22.610999999999876
FIT,-27.718999999999824,-22.478000000000065,-23.771000000000186,-22.73400000000038,-24.545000000000073,-7.6460000000001855,-10.005999999999858,-13.362999999999829,-15.358000000000175,-17.702999999999975,-21.28099999999995,-23.215999999999894,-24.983999999999924,-26.72300000000041,-28.539000000000215,-30.48199999999997,-32.20199999999977,-34.15599999999995,-36.723999999999705,-38.572000000000116,-40.4399999999996,-42.14800000000014,-44.05600000000004,-46.01000000000022,-48.82900000000018,-51.259000000000015,-53.340999999999894,-54.95199999999977,-56.73199999999997,-60.21900000000005,-66.29999999999973,-91.16600000000017,-91.06299999999965,-91.25900000000001,-91.29100000000017,-91.72200000000066,-92.30200000000059,-92.63900000000012,-92.98099999999977,-97.125,-100.01299999999992,-100.87700000000041,-101.68299999999999,-103.63900000000012,-102.08199999999943,-105.01299999999992,-105.53200000000015,-107.26099999999951,-105.03300000000036,-94.50900000000001,-96.45399999999972,-99.89499999999953,-112.5679999999993,-138.44800000000032,-131.04700000000048,-124.07000000000062,-124.84000000000015,-125.9389999999994,-131.51000000000022,-150.38300000000072,-168.42799999999988,-152.5619999999999,-117.2509999999993,-107.10100000000057,-84.44899999999961,-48.23999999999978,-21.637000000000626,-8.199999999999818,-9.884000000000015,-12.115999999999985,-14.179000000000087,-15.221999999999753,-16.80200000000059,-18.454000000000633,-20.277000000000044,-21.95800000000054,-23.592999999999847,-25.064000000000306,-26.381000000000313,-27.675000000000182,-29.24699999999939,-31.548999999999978,-33.10599999999977,-34.04500000000007,-35.00300000000061,-35.97400000000016,-36.858000000000175
SAI,-5.2690000000000055,-2.411000000000058,-2.2090000000002874,-2.006000000000313,-2.0340000000001055,-0.8380000000001928,-1.9299999999998363,-2.518000000000029,-3.2480000000000473,-3.6979999999998654,-4.083000000000084,-4.601000000000113,-5.371000000000095,-6.0330000000003565,-6.526000000000295,-7.3419999999996435,-8.096999999999753,-8.724999999999909,-9.182999999999993,-9.860999999999876,-10.636999999999716,-11.170000000000073,-11.842000000000098,-12.383000000000266,-12.932999999999993,-13.724999999999909,-14.385000000000218,-18.09999999999991,-38.57100000000037,-38.715000000000146,-38.95499999999993,-38.33699999999999,-38.06100000000015,-38.01100000000042,-37.92100000000028,-37.60900000000038,-37.664999999999964,-37.71700000000055,-37.362999999999374,-37.1880000000001,-37.181000000000495,-37.261999999999716,-37.06500000000051,-36.94599999999991,-34.44599999999991,-33.8720000000003,-33.73499999999967,-33.70799999999963,-30.536000000000058,-19.186999999999898,-20.456999999999425,-21.375999999999294,-22.47400000000016,-23.884000000000015,-32.293000000000575,-46.01100000000042,-46.58400000000074,-46.998999999999796,-47.20300000000043,-47.75200000000041,-62.350000000000364,-58.33799999999974,-23.1299999999992,-8.079999999999927,-6.095000000000255,-5.676000000000386,-6.805000000000291,-2.3280000000004293,-4.091000000000349,-5.210000000000036,-5.976999999999862,-6.482999999999265,-7.15900000000056,-7.963999999999942,-8.715000000000146,-9.293999999999869,-10.067000000000007,-10.59900000000016,-10.956000000000131,-11.121000000000095,-11.234999999999673,-11.489000000000487,-11.93499999999949,-12.037000000000262,-12.22400000000016,-12.018999999999323,-12.579999999999927
LAT,-24.807000000000016,-20.375,-19.934000000000196,-17.58699999999999,-21.039999999999964,-5.268000000000029,-8.515999999999622,-10.415999999999713,-12.911000000000058,-14.68899999999985,-16.08100000000013,-17.50500000000011,-19.028000000000247,-20.351000000000113,-21.47499999999991,-23.491999999999734,-24.751999999999953,-26.06899999999996,-27.317999999999756,-28.641999999999825,-30.130999999999858,-31.215000000000146,-32.81100000000015,-34.13100000000031,-35.6869999999999,-37.31899999999996,-41.57400000000007,-62.184999999999945,-62.33899999999994,-62.809999999999945,-63.4399999999996,-64.18200000000024,-64.19299999999976,-64.72299999999996,-65.27900000000045,-65.23400000000038,-65.78600000000006,-66.03200000000015,-66.54599999999937,-66.83500000000004,-67.32800000000043,-67.64500000000044,-68.05000000000018,-68.51999999999953,-66.72400000000016,-66.66100000000006,-66.83399999999983,-67.48300000000017,-65.17000000000007,-54.152000000000044,-56.318999999999505,-59.01599999999962,-51.14800000000014
RUS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.00799999999981,-18.11999999999989,-16.560999999999694,-12.537000000000262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.813000000000102,-5.082000000000335,-4.800000000000182,-5.298000000000684,-1.8960000000006403,-3.344000000000051,-3.9979999999995925,-4.148000000000138,-3.7359999999998763,-3.4240000000008877,-3.2229999999999563,-2.7899999999999636,-2.369999999999891,-2.3469999999997526,-4.439000000000306,-24.07800000000043,-22.48199999999997,-21.90599999999995,-21.28900000000067,-20.54199999999946,-19.66699999999946,-19.429000000000087,-18.872999999999593,-18.556000000000495
RAI,-29.107999999999947,-24.688000000000102,-25.505999999999858,-24.662000000000262,-25.659000000000106,-8.139999999999873,-10.572999999999865,-12.682999999999993,-14.786000000000058,-16.876000000000204,-20.63299999999981,-22.34400000000005,-24.148999999999887,-26.04300000000012,-27.597000000000207,-29.549999999999727,-31.416999999999916,-33.48199999999997,-35.4069999999997,-37.20399999999972,-39.23199999999997,-40.809999999999945,-45.03200000000015,-71.77100000000019,-72.48000000000002,-73.03699999999981,-74.31700000000001,-74.27199999999993,-74.94700000000012,-75.44599999999991,-75.73000000000002,-76.36599999999999,-76.73500000000013,-77.33399999999983,-77.7430000000004,-78.29200000000037,-78.86899999999969,-79.65599999999995,-80.19499999999971,-80.64400000000023,-81.40300000000025,-82.51299999999992,-83.07600000000002,-83.71199999999953,-82.11799999999948,-82.34199999999964,-82.76900000000023,-83.35800000000017,-81.01200000000063,-70.34100000000035,-72.52199999999993,-74.29799999999977,-76.09799999999996,-92.65099999999984,-106.8110000000006,-99.46700000000055,-99.8720000000003,-100.8189999999995,-101.69900000000052,-115.19300000000021,-132.71100000000024,-131.40299999999934,-114.78099999999995,-91.91300000000047,-60.922999999999774,-26.06800000000021,-19.791000000000167,-7.238000000000284,-9.070000000000618,-11.411000000000058,-12.717999999999847,-13.532999999999447,-14.65100000000075,-15.460000000000036,-16.993000000000393,-17.619000000000597,-18.625,-19.436999999999898,-20.033000000000357,-20.72900000000027,-22.25999999999931,-22.736000000000786,-23.844999999999345,-24.215000000000146,-24.520000000000437,-25.222999999999956,-26.153000000000247
BOT,-3.0920000000000982,-1.5850000000000364,-1.3960000000001855,-0.9619999999999891,-1.2910000000001673,-0.6069999999999709,-1.125999999999749,-1.58199999999988,-1.8070000000002437,-1.9360000000001492,-1.775000000000091,-1.8099999999999454,-2.1280000000001564,-2.282000000000153,-2.2539999999999054,-2.4909999999999854,-2.300000000000182,-2.28899999999976,-2.0609999999996944,-2.11200000000008,-2.01299999999992,-1.9220000000000255,-1.9890000000000327,-1.8900000000003274,-2.0720000000001164,-2.244999999999891,-2.4209999999998217,-2.5270000000000437,-2.713999999999942,-2.923999999999978,-3.0339999999996508,-2.9830000000001746,-2.706000000000131,-2.855000000000473,-2.837000000000444,-2.6700000000000728,-2.475000000000364,-2.829000000000633,-2.759999999999309,-2.751999999999498,-2.981999999999971,-2.8599999999996726,-3.0,-3.108999999999469,-0.6769999999996799,0.0,0.0,0.0,0.0,-8.561999999999898,-8.435999999999694,-8.28399999999965,-7.911999999999352,-7.539999999999964,-9.036000000000058,-5.643000000000029,-5.4450000000006185,-5.623999999999796,-5.261999999999716,-4.914999999999964,-5.266999999999825,-6.274999999999636,-15.731999999999971,-5.516000000000531,-3.9030000000002474,-3.462999999999738,-3.3830000000007203,-1.610000000000582,-2.980000000000473,-4.6729999999997744,-5.2409999999999854,-5.723999999999251,-6.640000000000327,-7.266000000000531,-8.051000000000386,-8.654000000000451,-11.932999999999993,-14.018000000000029,-14.478000000000065,-14.515999999999622,-14.943999999999505,-14.748000000000502,-14.98700000000008,-14.96599999999944,-15.556000000000495,-15.190999999999804,-15.389000000000124
AIT,-26.129000000000133,-21.994000000000142,-22.909000000000106,-21.19100000000026,-23.471999999999753,-6.7719999999999345,-9.33199999999988,-12.07699999999977,-14.028999999999996,-17.25,-19.57400000000007,-21.050000000000182,-22.577000000000226,-24.156000000000404,-25.483999999999924,-27.083999999999833,-28.73799999999983,-30.509000000000015,-31.67099999999982,-33.085000000000036,-34.55699999999979,-36.284000000000106,-37.82999999999993,-39.21199999999999,-40.891000000000076,-42.71199999999999,-43.876000000000204,-44.78699999999981,-46.53700000000026,-48.284999999999854,-52.83499999999958,-75.18100000000004,-74.9659999999999,-74.78700000000026,-75.20700000000033,-75.10500000000047,-75.72100000000046,-76.5630000000001,-77.03499999999985,-77.65499999999975,-78.1810000000005,-78.80000000000018,-79.26900000000023,-79.63699999999972,-77.8819999999996,-78.79799999999977,-79.1869999999999,-79.69599999999991,-77.24499999999989,-67.76199999999972,-69.73599999999988,-71.27300000000014,-72.86399999999958,-87.0590000000002,-102.61499999999978,-95.28800000000047,-95.76500000000033,-96.4369999999999,-108.50300000000061,-160.34600000000046,-191.79899999999998,-193.89399999999932,-140.84999999999945,-107.92100000000028,-93.7430000000004,-61.19599999999991,-33.152000000000044,-10.25,-11.423999999999978,-12.82799999999952,-14.865999999999985,-16.19499999999971,-17.64600000000064,-18.9970000000003,-21.088000000000648,-23.319000000000415,-24.97900000000027,-26.395000000000437,-27.395000000000437,-28.413000000000466,-29.6899999999996,-30.307999999999993,-31.185999999999694,-32.099999999999454,-32.65300000000025,-32.97599999999966,-33.67399999999998
GIO,-23.908999999999878,-18.932999999999993,-21.08600000000024,-18.682000000000244,-22.101000000000113,-6.074000000000069,-8.872999999999593,-11.284999999999854,-13.403999999999996,-15.871000000000095,-17.092999999999847,-18.41300000000001,-19.864000000000033,-21.153000000000247,-22.186999999999898,-24.333999999999833,-25.498000000000047,-26.963999999999942,-28.17699999999968,-29.54399999999987,-30.97799999999961,-32.26200000000017,-33.896999999999935,-35.18100000000004,-36.771000000000186,-41.55899999999974,-62.99200000000019,-62.94499999999971,-63.36100000000033,-63.72699999999986,-64.14799999999968,-64.80400000000009,-65.20999999999958,-65.71200000000044,-66.25800000000072,-66.40900000000056,-66.73400000000038,-67.35400000000027,-67.64499999999953,-67.96500000000015,-68.47000000000025,-68.8109999999997,-69.32400000000052,-69.72999999999956,-68.08199999999943,-68.26299999999992,-68.32799999999952,-68.78499999999985,-66.26200000000063,-55.292999999999665,-58.845000000000255,-60.625999999999294,-62.3779999999997,-74.30400000000009,-88.0010000000002,-80.16899999999987,-80.32300000000032,-80.60999999999967,-80.98700000000008,-87.82900000000063,-106.21000000000004,-113.90399999999954,-83.14499999999953,-58.9350000000004,-27.50799999999981,-17.16700000000037,-17.301000000000386,-6.190000000000509,-8.143000000000029,-9.661000000000058,-10.90099999999984,-11.617999999999483,-13.649000000000342,-15.321000000000822,-16.046000000000276,-16.86700000000019,-17.69300000000021,-18.577000000000226,-19.185999999999694,-19.824999999999818,-20.572000000000116,-20.928000000000793,-22.07299999999941,-22.514000000000124,-22.983000000000175,-23.389999999999418,-24.110999999999876
