HAM,-2.306999999999789,-1.8609999999998763,-2.21100000000024,-1.7609999999999673,-1.0,-2.23700000000008,-1.6889999999998508,-1.8690000000001419,-1.8899999999998727,-2.124000000000251,-2.000999999999749,-2.0520000000001346,-2.3049999999998363,-2.354000000000269,-1.9609999999997854,-1.6770000000001346,-1.3849999999997635,-0.8859999999999673,-0.32300000000032014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.759999999999309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BOT,0.0,-1.2289999999998145,-1.4679999999998472,-0.98700000000008,-0.5160000000000764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.138999999999669,-2.2640000000001237,-2.9299999999998363,-3.0329999999999018,-3.299999999999727,-3.638999999999669,-4.0219999999999345,-4.8659999999999854,-6.665999999999258,-7.42200000000048,-7.324999999999818,-7.662000000000262,-7.957000000000335,-8.159999999999854,-8.014000000000124,-8.667999999999665,-7.838999999999942,-8.246000000000095,-8.916999999999462,-9.576999999999316,-6.016000000000531,0.0,-11.247999999999593,-11.996000000000095,-13.057000000000698,-14.224999999999454,-14.331999999999425,-14.331000000000131,-14.188999999999396,-14.548000000000684,-15.122000000000298,-15.123999999999796,-14.61700000000019,-14.707999999999629,-15.013999999999214,-15.938000000000102,-16.52599999999984,-17.034999999999854,-17.69300000000021,-18.35699999999997,-18.378999999999905,-20.1929999999993,-21.563000000000102,-23.536000000000058,-25.118000000000393,-25.195999999999913,-25.592000000000553
VER,-2.7399999999997817,-3.8089999999997417,-4.315000000000055,-4.314000000000306,-2.5219999999999345,-2.7970000000000255,-4.4409999999998035,-4.690000000000055,-5.063999999999851,-5.637000000000171,-6.518999999999778,-7.580000000000382,-8.556999999999789,-9.476000000000113,-10.221000000000004,-11.163000000000011,-12.118999999999687,-12.379999999999654,-11.934000000000196,-12.765999999999622,-13.519000000000233,-14.666999999999916,-18.952000000000226,-42.985999999999876,-44.08100000000013,-44.63500000000022,-44.8090000000002,-44.66999999999916,-45.664999999999964,-46.0659999999998,-46.771999999999935,-47.391999999999825,-47.719999999999345,-48.16899999999987,-48.41600000000017,-48.011999999999716,-48.414999999999964,-48.813999999999396,-49.451999999999316,-45.7450000000008,-36.49199999999928,-20.710000000000036,-20.92700000000059,-21.00300000000061,-21.430999999999585,-21.57799999999952,-22.225999999999658,-22.813000000000102,-23.80500000000029,-23.820999999999913,-23.945999999999913,-23.782999999999447,-24.092999999999847,-25.16699999999946,-25.910000000000764,-26.796000000000276,-26.94499999999971,-27.394000000000233,-28.084000000000742,-28.79200000000037,-30.240999999999985,-30.578999999999724,-31.902000000000044,-33.29500000000007,-33.01299999999992,-34.50800000000072
LEC,-2.7590000000000146,-6.833999999999833,-8.045000000000073,-7.969000000000051,-7.711999999999989,-8.04300000000012,-8.929000000000087,-10.215999999999894,-10.976999999999862,-11.840999999999894,-12.897999999999683,-12.952000000000226,-13.666000000000167,-14.460000000000036,-15.101999999999862,-15.689000000000306,-16.067999999999756,-16.509999999999764,-15.538000000000011,-16.153999999999996,-16.771999999999935,-17.677999999999884,-18.19900000000007,-19.128999999999905,-20.528999999999996,-20.72900000000027,-21.421000000000276,-22.15399999999954,-24.085000000000036,-24.501000000000204,-25.738000000000284,-26.876000000000204,-28.342999999999847,-32.483000000000175,-57.72900000000027,-58.5029999999997,-58.85599999999977,-59.5029999999997,-60.36699999999928,-56.82500000000073,-47.310999999999694,-31.960000000000036,-32.288000000000466,-33.358000000000175,-34.6899999999996,-35.44499999999971,-36.444000000000415,-37.48700000000008,-38.664999999999964,-39.97699999999986,-40.82099999999991,-41.15299999999934,-41.792999999999665,-43.24699999999939,-44.40800000000036,-46.72099999999955,-47.70899999999983,-49.52800000000025,-51.2470000000003,-53.38799999999992,-56.287999999999556,-59.23499999999967,-61.5,-62.9369999999999,-63.853000000000065,-65.31200000000081
GAS,-4.329999999999927,-7.403999999999996,-9.355000000000018,-10.019999999999982,-10.088000000000193,-11.012000000000171,-11.635999999999967,-13.639000000000124,-16.25500000000011,-17.188000000000102,-17.66399999999976,-18.738000000000284,-19.528999999999996,-20.88500000000022,-22.08699999999999,-23.649000000000342,-25.467999999999847,-26.230000000000018,-26.125,-27.64099999999962,-29.034999999999854,-30.704999999999927,-32.36999999999989,-34.085999999999785,-36.141999999999825,-37.391999999999825,-39.11700000000019,-44.11499999999978,-70.7430000000004,-73.21500000000015,-74.75900000000001,-76.33399999999983,-78.48899999999958,-79.8710000000001,-82.86399999999958,-84.05299999999988,-85.39199999999983,-86.99299999999948,-88.55199999999968,-85.72100000000046,-77.04399999999987,-62.19999999999982,-63.814000000000306,-65.32300000000032,-67.03799999999956,-68.38500000000022,-70.3760000000002,-71.45199999999932,-72.84700000000066,-74.43299999999999,-75.0619999999999,-75.78899999999976,-76.57299999999941,-77.88400000000001,-81.94300000000021,-83.47099999999955,-84.03899999999976,-85.0590000000002,-86.16000000000076,-87.65400000000045,-89.48399999999947,-90.78700000000026,-93.98599999999988,-95.86400000000049,-95.98499999999967
SAI,-1.0729999999998654,0.0,0.0,0.0,0.0,-2.1140000000000327,-4.057999999999993,-6.970000000000255,-9.014999999999873,-11.195000000000164,-12.690999999999804,-15.696000000000367,-17.69900000000007,-19.559000000000196,-21.29699999999957,-23.128000000000156,-24.67099999999982,-25.61299999999983,-25.658000000000357,-29.182999999999993,-31.369000000000142,-33.64799999999968,-35.610999999999876,-37.90099999999984,-40.65599999999995,-47.21700000000055,-71.11400000000049,-71.78299999999945,-74.06500000000051,-74.76999999999953,-76.32499999999982,-79.29500000000007,-80.2529999999997,-82.85300000000007,-84.62299999999959,-85.38699999999972,-86.53399999999965,-87.7539999999999,-89.15199999999913,-88.3740000000007,-79.55099999999948,-64.91899999999987,-66.04100000000017,-67.35300000000007,-68.75900000000001,-70.31800000000021,-71.3760000000002,-72.58999999999924,-74.35400000000027,-76.35300000000007,-77.08199999999943,-77.63699999999972,-78.73899999999958,-81.80499999999938,-82.70800000000054,-85.00600000000031,-85.82899999999972,-86.63699999999972,-87.56700000000001,-88.91899999999987,-90.57299999999941,-92.1180000000004,-94.88500000000022,-97.5630000000001,-97.40099999999984
PER,-11.492999999999938,-31.192000000000007,-31.721000000000004,-31.103000000000065,-30.29800000000023,-30.28500000000031,-30.516000000000076,-31.583000000000084,-32.89499999999998,-33.707000000000335,-34.35500000000002,-35.603000000000065,-37.096000000000004,-38.746000000000095,-39.60099999999966,-40.99299999999994,-42.70399999999972,-44.27099999999973,-45.12300000000005,-47.396999999999935,-48.539999999999964,-50.14499999999998,-50.80000000000018,-52.153999999999996,-52.75500000000011,-53.42200000000048,-53.69999999999982,-54.024999999999636,-54.9940000000006,-55.215000000000146,-56.46399999999994,-57.34699999999975,-58.02099999999973,-60.26900000000023,-61.17699999999968,-61.51599999999962,-62.1220000000003,-63.03199999999924,-63.82599999999911,-60.8130000000001,-51.740999999999985,-36.59900000000016,-37.4409999999998,-38.67100000000028,-43.73999999999978,-67.19300000000021,-68.35999999999967,-69.04500000000007,-69.92600000000039,-71.07899999999972,-71.47299999999996,-71.74099999999999,-72.57099999999991,-73.75900000000001,-74.7470000000003,-76.59500000000025,-78.52599999999984,-82.20899999999983,-84.17300000000068,-86.17500000000018,-88.37299999999959,-90.28399999999965,-93.45899999999983,-97.21100000000024,-99.0069999999996
OCO,-5.431999999999789,-9.202999999999975,-12.717999999999847,-13.738000000000284,-13.809000000000196,-14.432999999999993,-15.019999999999982,-16.989000000000033,-18.876999999999953,-20.965999999999894,-23.05699999999979,-23.664000000000215,-25.289999999999964,-26.882000000000062,-28.192000000000007,-30.347999999999956,-31.88799999999992,-33.98700000000008,-33.939000000000306,-35.51599999999962,-37.52599999999984,-39.435999999999694,-41.20499999999993,-44.13499999999976,-46.34299999999985,-47.80400000000009,-49.41399999999976,-50.943999999999505,-53.043000000000575,-54.001000000000204,-55.26800000000003,-56.322000000000116,-57.435999999999694,-60.96699999999964,-62.61899999999969,-63.4369999999999,-64.52700000000004,-66.1969999999992,-67.6279999999997,-64.82999999999993,-55.86799999999948,-40.925999999999476,-41.90400000000045,-43.521999999999935,-44.89499999999953,-45.84199999999964,-47.251000000000204,-48.39099999999962,-49.92500000000018,-51.84699999999975,-52.860999999999876,-53.858000000000175,-58.92099999999937,-84.72899999999936,-85.94000000000051,-87.55000000000018,-88.24399999999969,-89.23499999999967,-90.19900000000052,-91.72100000000046,-93.61399999999958,-95.22599999999966,-97.57800000000043,-99.6190000000006,-100.57800000000043
RIC,-3.8040000000000873,-5.936000000000149,-7.030999999999949,-7.3279999999999745,-7.304000000000087,-9.351000000000113,-10.592000000000098,-13.052000000000135,-14.891999999999825,-17.070999999999913,-19.80899999999974,-21.714000000000397,-24.509999999999764,-29.66800000000012,-53.67499999999973,-55.01500000000033,-56.3149999999996,-56.68899999999985,-56.68000000000029,-58.159999999999854,-59.108999999999924,-60.503999999999905,-61.74499999999989,-63.24800000000005,-64.88500000000022,-66.34700000000066,-67.23099999999977,-67.9989999999998,-70.875,-71.4989999999998,-72.93099999999959,-74.78700000000026,-76.71699999999964,-78.19599999999991,-80.01000000000022,-82.83099999999922,-84.02400000000034,-85.65299999999934,-87.41499999999996,-84.96000000000004,-76.0689999999995,-61.527000000000044,-63.09299999999985,-64.75600000000031,-68.02499999999964,-69.88900000000012,-72.82399999999961,-74.76299999999992,-76.78300000000036,-78.57999999999993,-79.54299999999967,-81.86299999999937,-82.79099999999926,-85.60999999999967,-86.8720000000003,-88.60400000000027,-89.17100000000028,-90.3149999999996,-91.45900000000074,-92.99799999999959,-94.9380000000001,-96.42000000000007,-98.79600000000028,-100.77900000000045,-101.27199999999993
VET,-6.063999999999851,-11.349999999999909,-14.965999999999894,-16.60400000000027,-17.016999999999825,-17.662000000000262,-18.177999999999884,-20.278000000000247,-22.391999999999825,-24.646000000000186,-26.686999999999898,-28.626999999999953,-31.472999999999956,-32.59400000000005,-33.934999999999945,-35.33899999999994,-36.54699999999957,-37.74399999999969,-37.42300000000023,-38.823999999999614,-40.858000000000175,-42.59199999999964,-44.11799999999994,-45.623999999999796,-47.83899999999994,-49.06500000000051,-54.13600000000042,-79.6269999999995,-83.10000000000036,-84.0019999999995,-85.24799999999959,-86.29899999999998,-87.44999999999982,-88.90200000000004,-91.60499999999956,-92.44499999999971,-93.32700000000023,-94.77399999999943,-95.83299999999963,-92.97299999999996,-84.23599999999988,-69.32999999999993,-70.52000000000044,-71.94800000000032,-73.07299999999941,-74.07899999999972,-75.42200000000048,-77.05199999999968,-78.7490000000007,-82.63699999999972,-83.0609999999997,-84.3779999999997,-85.01800000000003,-86.47699999999986,-87.79600000000028,-89.72500000000036,-90.09500000000025,-91.11099999999988,-93.26000000000022,-94.92000000000007,-96.83100000000013,-98.04600000000028,-100.29200000000037,-101.81500000000051,-102.41200000000026
RAI,-2.9650000000001455,-4.706000000000131,-5.469000000000051,-5.316000000000258,-5.8659999999999854,-7.083000000000084,-8.721999999999753,-12.722000000000207,-16.05899999999974,-19.31100000000015,-25.592999999999847,-52.00700000000006,-52.80099999999993,-53.26999999999998,-54.25,-56.04899999999998,-57.417999999999665,-57.972999999999956,-58.17800000000034,-59.60599999999977,-60.470000000000255,-61.60799999999972,-62.82600000000002,-64.40099999999984,-66.59799999999996,-67.65200000000004,-68.29200000000037,-69.52099999999973,-71.44999999999982,-73.9399999999996,-75.79399999999987,-78.97299999999996,-82.26999999999953,-84.11700000000019,-85.83399999999983,-86.97399999999925,-88.17799999999988,-91.10699999999997,-92.38499999999931,-89.70300000000043,-81.29799999999977,-66.57899999999972,-67.6210000000001,-68.94000000000051,-70.59900000000016,-72.01800000000003,-74.17100000000028,-75.46999999999935,-77.60000000000036,-79.79399999999987,-82.35199999999986,-82.95299999999952,-84.62199999999939,-87.17199999999957,-88.54700000000048,-90.50600000000031,-91.71199999999953,-93.10699999999997,-94.4940000000006,-96.06800000000021,-98.77199999999993,-100.97500000000036,-105.60400000000027,-108.03600000000006,-108.9310000000005
ALB,-4.119999999999891,-9.462999999999738,-12.170000000000073,-12.903000000000247,-13.003999999999905,-13.63000000000011,-14.44399999999996,-15.88000000000011,-17.695999999999913,-20.31800000000021,-22.77099999999973,-24.91800000000012,-26.63799999999992,-28.88700000000017,-30.76599999999962,-33.03300000000036,-34.70399999999972,-36.07099999999991,-40.439000000000306,-66.0939999999996,-67.61400000000003,-68.17499999999973,-68.75300000000016,-70.08599999999979,-71.55999999999949,-71.9980000000005,-72.40000000000055,-73.27099999999973,-75.41200000000026,-77.47800000000007,-78.53600000000006,-80.17900000000009,-83.09399999999914,-84.77300000000014,-86.5619999999999,-87.69799999999941,-89.3159999999998,-92.125,-93.35599999999977,-90.86599999999999,-82.04099999999926,-67.20299999999952,-68.34799999999996,-69.58100000000013,-71.47099999999955,-76.80199999999968,-100.31900000000041,-101.42900000000009,-102.50500000000011,-106.35999999999967,-106.42499999999927,-106.875,-107.14499999999953,-107.88299999999981,-108.28000000000065,-109.64900000000034,-109.54199999999946,-110.01900000000023,-110.31800000000021,-111.36899999999969,-112.29299999999967,-112.85099999999966,-114.2489999999998,-115.55200000000059,-115.17000000000007
NOR,-2.632999999999811,-3.0989999999997053,-3.661000000000058,-3.8520000000003165,-4.954000000000178,-6.211999999999989,-7.518000000000029,-9.659000000000106,-12.875,-15.081000000000131,-16.705999999999676,-18.248000000000047,-21.2199999999998,-23.56899999999996,-25.419999999999618,-27.463000000000193,-29.303999999999633,-36.13999999999987,-67.93000000000029,-70.47499999999991,-72.11999999999989,-73.58999999999969,-74.84999999999991,-76.49499999999989,-78.36499999999978,-79.69400000000041,-80.97000000000025,-83.23099999999977,-85.16200000000026,-86.41499999999996,-88.10499999999956,-90.85000000000036,-92.3219999999992,-93.97699999999986,-95.54100000000017,-97.14399999999932,-98.3760000000002,-100.74799999999959,-102.70699999999943,-100.32400000000052,-91.83099999999922,-77.48599999999988,-83.52300000000014,-109.34600000000046,-110.66899999999987,-111.58799999999974,-113.01699999999983,-113.93299999999999,-115.27300000000014,-116.60300000000007,-116.73999999999978,-117.07099999999991,-118.30399999999918,-119.69599999999991,-119.89000000000033,-121.51199999999972,-121.71500000000015,-123.91499999999996,-124.6230000000005,-125.73400000000038,-127.20399999999972,-127.97299999999996,-129.5659999999998,-130.6289999999999,-129.5590000000002
RUS,-5.454000000000178,-10.016000000000076,-12.887000000000171,-14.461999999999989,-14.619000000000142,-15.643000000000029,-16.704999999999927,-19.139000000000124,-21.380999999999858,-23.758000000000266,-25.880999999999858,-28.220000000000255,-31.23700000000008,-34.233999999999924,-36.27099999999973,-38.52500000000009,-40.6899999999996,-42.422999999999774,-42.38500000000022,-44.19599999999991,-45.835000000000036,-47.6869999999999,-49.54600000000028,-51.70699999999988,-54.884000000000015,-56.46600000000035,-58.21600000000035,-59.76499999999942,-62.176000000000386,-63.69499999999971,-65.72199999999975,-67.64900000000034,-69.40099999999984,-71.38599999999951,-73.83899999999994,-79.74399999999969,-111.66799999999967,-113.73899999999958,-115.38499999999931,-112.58400000000074,-105.07999999999993,-90.53899999999976,-92.94999999999982,-96.41100000000006,-98.24699999999939,-99.74200000000019,-102.34100000000035,-106.36999999999989,-109.45600000000013,-111.52400000000034,-112.07699999999932,-113.41299999999956,-114.92199999999957,-116.46799999999985,-117.77700000000004,-120.14000000000033,-121.17999999999938,-124.94499999999971,-126.97500000000036,-128.96900000000005,-130.88699999999972,-132.2529999999997,-134.55000000000018,-136.1820000000007,-137.16200000000026
