VER,-0.6470000000003893,-0.7319999999999709,-3.561999999999898,-2.731999999999971,-1.3250000000007276,-0.4359999999996944,-0.6460000000006403,-1.0229999999992287,-1.4130000000004657,-1.806999999999789,-3.0850000000000364,-4.314000000000306,-5.386999999999716,-6.007000000000517,-6.988000000000284,-7.845000000000255,-8.309000000000196,-23.891999999999825,-28.916000000000167,-28.034999999999854,-27.134000000000015,-11.327000000000226,-6.944000000000415,-1.1680000000005748,-1.0299999999997453,-0.08899999999994179,-1.2229999999999563,-1.8779999999997017,-2.469000000000051,-2.9520000000002256,-3.4830000000001746,-3.7460000000000946,-4.474999999999454,-4.489999999999782,-5.212000000000444,-5.561000000000604,-5.243000000000393,-7.257999999999811,74.13000000000011
GAS,-6.766000000000076,-8.64200000000028,-18.254999999999654,-16.800000000000182,-17.480000000000473,-4.282999999999447,-6.829000000000633,-9.364999999999782,-11.57800000000043,-13.514999999999418,-15.472999999999956,-17.524999999999636,-19.338999999999942,-21.207000000000335,-23.347999999999956,-25.445999999999913,-27.462000000000444,-28.77299999999923,-31.889000000000124,-33.58100000000013,-50.402000000000044,-42.271999999999935,-58.90899999999965,-21.427999999999884,-22.569000000000415,-6.5590000000001965,-8.338999999999942,-11.634999999999309,-13.672999999999774,-15.57799999999952,-18.01000000000022,-19.980999999999767,-22.523999999999432,-24.474999999999454,-27.283000000000357,-30.105999999999767,-32.77100000000064,-35.96900000000005,-51.65599999999995,-37.40400000000045,-39.128999999999905,-41.64000000000033,-43.839999999999236,-46.095000000000255,-49.154999999999745,-51.34900000000016,-53.449000000000524,-55.35900000000038,-57.983000000000175,-60.727999999999156,-62.48500000000058,-63.94599999999991,-68.00600000000122,-69.46299999999974,-70.51800000000003,-71.92000000000007,-73.12200000000121,-76.19499999999971
PER,-2.5700000000001637,-3.1140000000000327,-10.13799999999992,-7.462999999999738,-5.673000000000684,-1.4229999999997744,-2.5910000000003492,-3.6920000000000073,-5.427999999999884,-6.3619999999991705,-7.506999999999607,-8.641999999999825,-9.664999999999964,-10.320999999999913,-11.445000000000618,-12.643000000000029,-13.865999999999985,-14.947000000000116,-16.340000000000146,-31.34100000000035,-38.985999999999876,-24.291000000000167,-25.201000000000022,-5.655999999999949,-5.520999999999731,-2.0429999999996653,-3.712999999999738,-5.01299999999992,-6.173999999999978,-6.6469999999999345,-7.0020000000004075,-7.326000000000022,-7.937999999999192,-8.261999999999716,-9.342999999999847,-10.882000000000517,-11.123000000000502,-12.238000000000284,-18.432999999999993,-11.690999999999804,-12.009000000000015,-12.653000000000247,-13.128999999999905,-13.105999999999767,-13.4399999999996,-13.784999999999854,-14.217999999999847,-14.615999999999985,-15.573999999998705,-18.53099999999904,-19.452000000001135,-20.09100000000035,-20.285000000001673,-20.170000000000073,-19.953999999999724,-20.116000000001804,-19.70600000000013,-20.540000000000873
ALO,-7.440000000000055,-9.753000000000156,-19.92699999999968,-17.421000000000276,-18.813000000000102,-4.766999999999825,-7.859000000000378,-10.212999999999738,-12.225000000000364,-14.110999999999876,-16.045000000000073,-17.965000000000146,-20.342999999999847,-22.034999999999854,-24.004000000000815,-25.83600000000024,-28.001000000000204,-29.182999999999993,-31.15599999999995,-31.850000000000364,-32.45899999999983,-18.74499999999989,-17.170000000000073,-4.9780000000000655,-3.9470000000001164,-1.0999999999994543,-3.1309999999994034,-4.471999999999753,-5.819999999999709,-8.604999999999563,-11.3149999999996,-13.05199999999968,-15.287999999999556,-17.047999999999774,-19.074999999999818,-21.25500000000011,-23.72699999999986,-26.735999999999876,-52.01000000000022,-39.87700000000041,-41.6869999999999,-43.76000000000022,-46.081999999999425,-47.65900000000056,-50.3779999999997,-52.58600000000024,-54.66899999999987,-56.870999999999185,-60.52299999999923,-64.45600000000013,-68.28000000000065,-73.96000000000095,-93.26400000000103,-104.07899999999972,-103.27399999999943,-112.01200000000063,-110.75799999999981
LEC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STR,-11.540000000000418,-15.728000000000065,-41.12599999999975,-39.54600000000028,-29.506000000000313,-8.751999999999498,-13.069000000000415,-16.44799999999941,-19.569000000000415,-22.208999999999833,-25.86200000000008,-29.787999999999556,-32.73499999999967,-34.38200000000052,-36.324000000000524,-38.21600000000035,-39.71399999999994,-41.180999999999585,-42.94499999999971,-44.483000000000175,-46.40300000000025,-35.19000000000051,-54.0619999999999,-18.368000000000393,-19.79200000000037,-5.969000000000051,-7.806999999999789,-9.995999999999185,-12.108999999999469,-14.003999999999905,-15.791000000000167,-17.972999999999956,-20.376999999999498,-23.11200000000008,-26.38500000000022,-29.29200000000037,-31.811999999999898,-35.07999999999993,-51.49200000000019,-36.6230000000005,-38.771999999999935,-41.177999999999884,-43.552999999999884,-45.863000000000284,-48.857999999999265,-51.11500000000069,-52.98900000000049,-55.09200000000055,-57.87299999999959,-62.0059999999994,-65.46800000000076,-68.1929999999993,-70.42000000000007,-72.21600000000035,-73.88999999999942,-77.19400000000132,-79.38900000000103,-83.58899999999994
MAG,-10.014000000000124,-13.389000000000124,-24.666999999999916,-21.461999999999534,-23.69800000000032,-6.846999999999753,-10.141000000000531,-13.01299999999992,-15.088999999999942,-17.088999999999942,-19.722999999999956,-22.238000000000284,-24.39599999999973,-26.114000000000487,-27.640000000000327,-32.07999999999993,-33.457000000000335,-35.547999999999774,-37.082000000000335,-38.59299999999985,-40.014000000000124,-26.69300000000021,-28.702000000000226,-8.75,-9.009000000000015,-2.8710000000000946,-4.418999999999869,-6.515999999999622,-8.32799999999952,-9.907999999999447,-12.579999999999927,-14.603000000000065,-18.09099999999944,-21.16899999999987,-24.654999999999745,-27.3720000000003,-29.681000000000495,-32.564000000000306,-58.663000000000466,-46.0630000000001,-47.28399999999965,-49.07300000000032,-51.10399999999936,-52.22199999999975,-54.85599999999977,-57.6840000000002,-59.39100000000053,-61.1190000000006,-63.62799999999879,-66.67399999999907,-68.94100000000071,-72.121000000001,-74.89500000000044,-76.82300000000032,-78.14699999999903,-82.01000000000022,-84.19499999999971
TSU,-7.894000000000233,-10.407000000000153,-20.792999999999665,-18.125,-19.88000000000011,-5.132999999999811,-8.361000000000786,-10.794999999999163,-12.971000000000458,-14.824999999999818,-16.99200000000019,-19.628999999999905,-22.378999999999905,-24.472999999999956,-26.681000000000495,-30.06500000000051,-32.319000000000415,-49.22199999999975,-56.18000000000029,-57.060999999999694,-58.03400000000056,-44.4980000000005,-59.595000000000255,-22.289999999999964,-23.496000000000095,-6.859999999999673,-8.944999999999709,-11.817000000000007,-14.620999999999185,-17.00500000000011,-20.26599999999962,-23.090000000000146,-25.576999999999316,-29.251000000000204,-31.88500000000022,-34.78300000000036,-37.238000000000284,-40.89599999999973,-57.82999999999993,-43.11800000000039,-45.26000000000022,-47.310999999999694,-49.60399999999936,-51.636999999999716,-55.154999999999745,-59.0570000000007,-61.43000000000029,-63.740999999999985,-66.69599999999991,-69.65799999999945,-71.96000000000095,-74.6319999999996,-78.38000000000102,-79.88500000000022,-83.1859999999997,-84.89900000000125,-86.60699999999997
ALB,-11.995000000000346,-16.41800000000012,-28.906999999999698,-25.85199999999986,-27.959000000000742,-8.188000000000102,-12.44800000000032,-15.850999999999658,-19.21100000000024,-21.55999999999949,-25.41699999999946,-29.265000000000327,-31.926000000000386,-33.512000000000626,-35.26500000000033,-37.108000000000175,-38.61200000000008,-40.228000000000065,-41.63600000000042,-43.09100000000035,-45.5570000000007,-35.8100000000004,-42.36499999999978,-15.579999999999927,-16.28899999999976,-4.350999999999658,-6.233000000000175,-8.855999999999767,-10.944999999999709,-12.63799999999992,-14.59900000000016,-16.83100000000013,-19.51800000000003,-22.204999999999927,-25.451000000000022,-27.99200000000019,-30.521999999999935,-33.462000000000444,-47.436000000000604,-33.0,-34.404999999999745,-36.097999999999956,-37.78399999999965,-38.902000000000044,-41.4369999999999,-42.775000000000546,-43.983000000000175,-45.52299999999923,-47.581999999998516,-49.6919999999991,-51.18500000000131,-52.621000000001004,-53.65600000000086,-54.17100000000028,-54.80199999999968,-55.83100000000013,-72.16899999999987,-79.3739999999998
ZHO,-9.537000000000262,-12.80600000000004,-23.935999999999694,-20.096999999999753,-22.86500000000069,-6.438000000000102,-9.731000000000677,-12.42699999999968,-14.712000000000444,-16.48999999999978,-20.177999999999884,-23.817000000000007,-25.121000000000095,-26.65599999999995,-28.675000000000182,-31.449999999999818,-32.91700000000037,-35.152000000000044,-37.787999999999556,-40.14000000000033,-56.54200000000037,-50.462000000000444,-62.94800000000032,-25.140000000000327,-25.33300000000054,-7.858000000000175,-10.179000000000087,-12.565999999999804,-15.567000000000007,-17.70299999999952,-20.350000000000364,-23.295000000000073,-25.78899999999976,-28.189000000000306,-30.310999999999694,-32.00600000000031,-33.90300000000025,-37.04100000000017,-52.70100000000002,-40.72900000000027,-42.19999999999982,-44.3779999999997,-46.54999999999927,-48.1909999999998,-51.568999999999505,-54.253999999999905,-55.67900000000009,-57.751000000000204,-61.003999999998996,-64.80199999999968,-68.34799999999996,-71.14099999999962,-72.89600000000064,-73.52800000000025,-73.9419999999991,-75.20600000000013,-75.85000000000036,-81.6869999999999
RIC,-4.863000000000284,-6.479000000000269,-14.583999999999833,-13.536000000000058,-13.411000000000058,-2.9329999999999927,-5.03400000000056,-6.71599999999944,-8.295000000000073,-9.9399999999996,-11.811999999999898,-13.443000000000211,-15.35400000000027,-16.83600000000024,-18.2450000000008,-19.73700000000008,-20.869000000000597,-22.34899999999925,-23.652000000000044,-25.288000000000466,-41.19800000000032,-33.85100000000057,-38.85699999999997,-13.752000000000407,-15.454999999999927,-3.8840000000000146,-5.498999999999796,-7.847999999999956,-9.931999999999789,-11.755999999999403,-13.865999999999985,-15.710000000000036,-18.505999999999403,-21.32300000000032,-22.777000000000044,-24.03899999999976,-25.517000000000735,-28.04700000000048,-41.628999999999905,-28.68000000000029,-30.095000000000255,-31.753999999999905,-33.04699999999957,-34.01500000000033,-35.52799999999934,-37.0590000000002,-38.43199999999979,-40.00200000000041,-42.15799999999945,-44.146999999999025,-45.57600000000093,-46.978000000000975,-47.98000000000138,-48.35699999999997,-48.70999999999913,-49.835000000000946,-50.42400000000089,-53.74200000000019
