RUS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.993999999999687,-1.8400000000001455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VER,-0.9819999999999709,-1.5310000000004038,-1.9769999999998618,-2.4840000000003783,-2.8040000000000873,-3.2760000000002947,-3.657000000000153,-4.13799999999992,-4.5770000000002256,-5.15099999999984,-5.662000000000262,-6.363999999999578,-7.0659999999998035,-7.716000000000349,-7.856000000000677,-8.27099999999973,-8.529000000000451,-8.939000000000306,-15.3100000000004,-31.087000000000444,-30.764000000000124,-29.868000000000393,-28.79399999999987,-27.954000000000633,-20.64600000000064,-12.480000000000473,-5.652000000000044,-3.701000000000022,-4.056000000000495,-3.6779999999998836,-3.5169999999998254,-3.3649999999997817,-2.9179999999996653,-2.829000000000633,-2.8479999999999563,-4.711999999999534,-5.01299999999992,-4.88799999999992,-4.938000000000102,-4.71100000000024,-4.845999999999549,-4.293999999999869,-4.319000000000415,-3.300999999999476,-3.7049999999999272,-4.219000000000051,-4.967999999999847,-5.903999999999542,-6.038000000000466,-5.895000000000437,-4.835000000000946,-4.1340000000000146,-5.484000000000378,-5.810999999999694,-5.984000000000378,-6.316999999999098,-6.325999999999112,-6.219999999999345,-5.814000000000306,-5.6270000000004075,-5.406000000000859,-5.430000000000291
NOR,-1.6610000000000582,-2.1510000000002947,-2.868999999999687,-3.5100000000002183,-4.391999999999825,-5.135000000000218,-5.566000000000258,-5.942999999999756,-6.3419999999996435,-6.935999999999694,-7.354000000000269,-8.02599999999984,-8.435999999999694,-8.947000000000116,-8.993000000000393,-9.418999999999869,-9.623000000000502,-10.028000000000247,-10.671000000000276,-10.427999999999884,-9.957000000000335,-9.418999999999869,-9.070999999999913,-8.831000000000131,-2.8060000000004948,-1.4070000000001528,-10.523000000000138,-8.462999999999738,-8.364999999999782,-8.103000000000065,-7.911999999999352,-7.711999999999534,-7.2979999999997744,-7.2409999999999854,-7.348999999999251,-6.993999999999687,-6.871000000000095,-6.681999999999789,-6.360000000000582,-6.264000000000124,-7.195999999999913,-6.826999999999316,-6.395000000000437,-4.8859999999995125,-4.934999999999491,-4.9210000000002765,-5.477999999999156,-6.670999999999367,-6.844000000000051,-6.579000000000633,-5.537000000000262,-4.838999999999942,-6.392000000001644,-6.808000000000902,-7.045000000000073,-7.036000000000058,-7.018000000000029,-7.140999999999622,-6.555000000000291,-6.40599999999904,-6.27100000000064,-6.066000000000713
PIA,-3.0770000000002256,-4.212000000000444,-5.144999999999982,-5.993000000000393,-6.757999999999811,-7.8279999999999745,-8.309000000000196,-8.865999999999985,-9.351999999999862,-10.422999999999774,-11.139000000000124,-12.338999999999942,-13.042999999999665,-13.699000000000524,-13.959000000000742,-14.403000000000247,-14.818000000000211,-14.702000000000226,-14.903000000000247,-14.636000000000422,-14.32300000000032,-13.706000000000131,-13.394000000000233,-13.740999999999985,-7.264000000000124,0.0,0.0,-18.360000000000582,-18.213999999999942,-17.721999999999753,-17.217999999999847,-16.946999999999207,-16.49200000000019,-16.325000000000728,-16.365999999999985,-15.904999999999745,-15.445999999999913,-14.841999999999643,-14.282000000000153,-14.096999999999753,-13.712999999999738,-12.643000000000029,-12.027000000000044,-10.875,-10.577000000000226,-9.530999999999949,-9.182999999999993,-10.660999999999149,-11.86999999999989,-13.015000000000327,-11.871999999999389,-10.365999999999985,-9.661000000000058,-10.385000000000218,-10.112999999999374,-9.857999999998356,-10.125,-9.904000000000451,-9.105000000001382,-8.582000000000335,-8.215000000000146,-8.14600000000064
ANT,-3.95699999999988,-6.200000000000273,-7.425999999999931,-8.062000000000353,-8.922000000000025,-9.801000000000386,-10.939000000000306,-11.871999999999844,-12.881999999999607,-14.122000000000298,-15.025000000000546,-16.154999999999745,-17.14599999999973,-18.035000000000764,-18.73400000000038,-19.536000000000058,-20.092000000000553,-20.783000000000357,-21.570999999999913,-22.056000000000495,-22.412999999999556,-22.02900000000045,-22.04699999999957,-21.819000000000415,-20.988000000000284,-31.394000000000233,-23.86700000000019,-22.52300000000014,-23.40400000000045,-23.728000000000065,-24.623999999999796,-26.126999999999498,-26.32799999999952,-27.064000000000306,-27.16899999999987,-27.68499999999949,-27.9970000000003,-28.537999999999556,-28.779999999999745,-28.61200000000008,-28.480999999999767,-27.5029999999997,-26.84400000000005,-25.284999999999854,-24.470000000000255,-24.188000000000102,-23.912999999999556,-23.865999999999985,-25.202000000000226,-25.26600000000053,-24.985000000000582,-25.38500000000022,-26.999000000001615,-27.713999999999942,-28.119000000000597,-28.414999999999054,-28.584999999999127,-28.804000000000087,-30.30000000000109,-30.675999999999476,-30.813000000000102,-33.681000000000495
LEC,-3.6590000000001055,-5.587000000000444,-6.594000000000051,-7.289000000000215,-8.166000000000167,-9.139000000000124,-10.217000000000098,-10.983999999999924,-11.442000000000007,-12.506999999999607,-13.666000000000167,-14.798999999999978,-15.599999999999454,-16.27100000000064,-16.767000000000735,-17.389000000000124,-18.411000000000058,-19.50300000000061,-20.423000000000684,-20.498000000000502,-26.760999999999513,-43.72400000000016,-42.943999999999505,-42.152000000000044,-35.27000000000044,-27.734999999999673,-22.63799999999992,-21.769000000000233,-22.676000000000386,-23.050000000000182,-23.65599999999995,-24.35899999999947,-24.716999999999643,-25.09900000000016,-25.728000000000065,-26.393999999999323,-26.44300000000021,-26.974999999999454,-27.041000000000167,-26.990999999999985,-26.84599999999955,-26.134000000000015,-25.46600000000035,-23.831999999999425,-23.019999999999527,-22.032000000000153,-21.86699999999928,-22.230999999999767,-23.197000000000116,-23.783000000000357,-23.566000000000713,-24.454999999999927,-27.40600000000086,-29.03900000000067,-30.583999999998923,-33.09299999999894,-34.61899999999878,-35.57099999999991,-36.57000000000153,-37.8169999999991,-42.887000000000626,-45.996000000001004
ALO,-6.264000000000124,-8.47400000000016,-9.422000000000025,-11.133000000000266,-12.565999999999804,-14.115000000000236,-15.718000000000302,-17.585999999999785,-19.220000000000255,-20.829999999999927,-22.44300000000021,-24.3779999999997,-26.179000000000087,-27.13000000000011,-27.876000000000204,-29.139000000000124,-30.248000000000502,-31.36200000000008,-32.284999999999854,-33.61000000000058,-34.228000000000065,-34.83100000000013,-35.81999999999971,-36.58600000000024,-31.639000000000124,-26.021999999999935,-28.69500000000062,-53.36800000000039,-55.806000000000495,-57.988000000000284,-59.55000000000018,-61.089999999999236,-62.537999999999556,-63.98400000000038,-65.48299999999927,-70.95699999999943,-73.71600000000035,-75.36499999999978,-76.875,-78.13799999999992,-79.42599999999948,-80.46000000000004,-80.19599999999991,-79.97099999999955,-80.84699999999975,-81.3710000000001,-83.35799999999927,-84.66299999999956,-85.21399999999994,-84.95300000000043,-83.69200000000092,-82.16599999999926,-81.91900000000169,-81.70100000000093,-82.3159999999989,-82.1359999999986,-81.92299999999886,-81.77700000000004,-81.3760000000002,-80.9380000000001,-80.91100000000006,-80.66699999999946
HAM,-4.69800000000032,-6.899000000000342,-8.182999999999993,-9.303000000000338,-9.903999999999996,-10.885999999999967,-11.875,-13.119000000000142,-14.188999999999396,-15.266999999999825,-16.01600000000053,-16.840000000000146,-18.557999999999993,-19.38500000000022,-20.046000000000276,-21.184000000000196,-21.70800000000054,-22.340000000000146,-23.019000000000233,-23.53099999999995,-24.46100000000024,-25.49499999999989,-26.22099999999955,-32.58100000000013,-44.061000000000604,-36.764000000000124,-30.394000000000233,-28.842999999999847,-29.181000000000495,-29.36499999999978,-29.701000000000022,-29.91399999999976,-30.158000000000357,-30.403000000000247,-30.682999999999993,-30.85899999999947,-31.188000000000102,-31.380999999999403,-31.59600000000046,-31.668000000000575,-31.609999999999673,-30.8779999999997,-29.82300000000032,-27.81999999999971,-26.342999999999847,-31.13799999999992,-44.8799999999992,-42.5049999999992,-40.74000000000069,-38.8779999999997,-36.220000000001164,-33.63699999999881,-32.69500000000153,-31.32799999999952,-31.235000000000582,-31.09599999999955,-30.203999999999724,-29.735000000000582,-32.49700000000121,-36.582000000000335,-68.9930000000004,-80.2510000000002
BEA,-6.739000000000033,-9.09100000000035,-11.088999999999942,-12.481000000000222,-13.9699999999998,-15.711999999999989,-17.963999999999942,-19.785999999999603,-21.728000000000065,-23.292999999999665,-25.075000000000728,-26.771999999999935,-28.560999999999694,-30.265000000000327,-32.0600000000004,-33.69300000000021,-35.056000000000495,-36.42100000000028,-38.014000000000124,-39.835000000000036,-40.711999999999534,-41.072000000000116,-47.331999999999425,-64.20899999999983,-58.02300000000014,-51.83600000000024,-45.72400000000016,-44.699000000000524,-45.90900000000056,-47.45499999999993,-48.83100000000013,-51.17399999999998,-54.19300000000021,-57.548000000000684,-60.84699999999975,-63.70299999999952,-67.1260000000002,-70.69999999999982,-72.30200000000059,-73.82400000000052,-75.58899999999994,-76.51599999999962,-77.73099999999977,-79.46199999999953,-82.61099999999988,-83.43299999999999,-85.53099999999995,-89.86699999999928,-92.38900000000012,-94.60199999999986,-93.51400000000103,-92.57499999999891,-93.01100000000042,-93.03399999999965,-93.09599999999955,-92.96399999999994,-93.09299999999894,-93.60199999999895,-93.42500000000109,-93.47999999999956,-93.75400000000081,-93.52700000000004
SAI,-12.166999999999916,-15.201000000000022,-17.161999999999807,-19.2170000000001,-21.463999999999942,-24.610000000000127,-27.14200000000028,-29.784000000000106,-31.916000000000167,-34.13100000000031,-36.47100000000046,-39.10199999999986,-41.527000000000044,-42.92900000000009,-43.73900000000049,-45.44499999999971,-47.07900000000063,-48.371000000000095,-50.10500000000047,-51.155000000000655,-52.27599999999984,-53.64900000000034,-54.93000000000029,-56.07800000000043,-50.952000000000226,-45.248999999999796,-40.72199999999975,-41.51600000000053,-44.07999999999993,-46.28200000000015,-48.16699999999946,-50.659999999999854,-53.595000000000255,-56.749000000000706,-60.34400000000005,-63.123999999999796,-66.70499999999993,-69.9989999999998,-71.55699999999979,-73.14000000000033,-74.89599999999973,-75.86599999999999,-77.34000000000015,-77.90899999999965,-78.94599999999991,-81.0590000000002,-85.01899999999932,-89.375,-91.79899999999998,-99.53400000000056,-115.51499999999942,-114.29899999999907,-113.72600000000057,-112.54399999999987,-111.59799999999996,-110.63999999999942,-110.58799999999974,-110.23500000000058,-109.5580000000009,-108.50299999999879,-107.20900000000074
HAD,-5.512000000000171,-7.89200000000028,-10.114000000000033,-11.870000000000346,-13.425000000000182,-15.125,-16.450000000000273,-18.371999999999844,-20.110999999999876,-21.725999999999658,-23.441000000000713,-25.291000000000167,-27.039999999999964,-28.707000000000335,-30.14300000000003,-31.76600000000053,-33.311000000000604,-34.84100000000035,-36.83899999999994,-44.391999999999825,-63.3090000000002,-64.48599999999988,-65.08100000000013,-66.23400000000038,-60.97100000000046,-55.23900000000049,-50.387000000000626,-51.07000000000062,-53.35999999999967,-55.38799999999992,-57.211999999999534,-59.21799999999985,-60.8720000000003,-62.82800000000043,-64.8759999999993,-70.57200000000012,-75.4970000000003,-77.96999999999935,-79.73500000000058,-81.14800000000014,-82.63400000000001,-84.66599999999926,-85.25200000000041,-85.10199999999986,-85.51400000000012,-86.22999999999956,-87.22599999999966,-90.67199999999957,-93.28300000000036,-95.84400000000005,-98.8090000000011,-98.96199999999953,-99.88500000000022,-100.5689999999995,-104.8159999999989,-107.68199999999888,-108.64199999999983,-109.62199999999939,-111.78100000000086,-112.38500000000022,-113.79000000000087
TSU,-11.262000000000171,-14.32300000000032,-16.476000000000113,-18.501000000000204,-20.478999999999814,-22.91800000000012,-25.34900000000016,-27.651000000000295,-29.90599999999995,-32.39000000000033,-34.6850000000004,-37.14899999999943,-45.66100000000006,-65.83400000000074,-65.72000000000025,-65.7510000000002,-65.85400000000027,-65.8130000000001,-65.96399999999994,-65.87700000000041,-66.61399999999958,-67.34100000000035,-68.29899999999998,-69.23900000000049,-64.35000000000036,-58.68000000000029,-53.89900000000034,-54.97400000000016,-57.715000000000146,-60.488000000000284,-62.99200000000019,-65.52099999999973,-67.89400000000023,-70.04600000000028,-72.37199999999939,-74.74299999999948,-77.84000000000015,-80.40799999999945,-82.58200000000033,-84.24499999999989,-88.13799999999992,-90.39399999999932,-90.82999999999993,-90.02499999999964,-89.45499999999993,-89.63299999999981,-90.05899999999929,-91.98799999999937,-94.26400000000012,-98.13100000000031,-99.4930000000004,-103.68999999999869,-107.42100000000028,-108.63700000000063,-109.48599999999897,-110.0049999999992,-112.8819999999996,-113.74599999999919,-114.27500000000146,-114.73799999999937,-115.72400000000016
STR,-9.916999999999916,-11.91000000000031,-13.837999999999738,-15.857000000000426,-17.91300000000001,-20.19100000000026,-22.37400000000025,-24.38899999999967,-26.45299999999952,-28.597999999999956,-30.533000000000357,-33.112999999999374,-35.4369999999999,-37.59200000000055,-38.6820000000007,-40.8130000000001,-42.51500000000033,-44.06500000000051,-45.75700000000052,-46.789999999999964,-48.15799999999945,-49.431000000000495,-50.79899999999998,-52.097999999999956,-47.728000000000065,-42.22900000000027,-38.189000000000306,-38.8159999999998,-41.427999999999884,-44.08399999999983,-46.81700000000001,-50.0059999999994,-52.76100000000042,-56.121000000000095,-59.326999999999316,-62.465000000000146,-66.07300000000032,-75.5019999999995,-93.77800000000025,-94.63100000000031,-98.19200000000001,-98.98399999999947,-99.48899999999958,-102.92599999999948,-103.1859999999997,-104.92100000000028,-108.52599999999984,-110.45499999999993,-111.61700000000019,-115.48700000000008,-116.45299999999952,-116.45700000000033,-117.50300000000061,-118.37199999999939,-120.15599999999904,-120.68999999999869,-121.84799999999996,-122.08399999999892,-121.73199999999997,-121.20199999999932,-120.94499999999971
ALB,-12.855000000000018,-16.080000000000382,-18.215999999999894,-20.73700000000008,-22.695000000000164,-26.510999999999967,-29.226000000000113,-32.05099999999993,-34.51000000000022,-36.78600000000006,-38.832000000000335,-41.94999999999982,-45.534999999999854,-47.53200000000015,-49.40800000000036,-51.011999999999716,-52.46600000000035,-54.074000000000524,-55.54700000000048,-56.75700000000052,-58.3159999999998,-59.53600000000006,-60.82300000000032,-62.264000000000124,-57.061000000000604,-52.31999999999971,-47.69999999999982,-47.71100000000024,-49.75600000000031,-51.462000000000444,-53.3809999999994,-55.634000000000015,-57.871000000000095,-60.25300000000061,-62.974999999999454,-65.64399999999932,-68.47599999999966,-71.59000000000015,-74.22800000000007,-76.49499999999989,-79.02399999999943,-90.04399999999987,-109.97599999999966,-108.64199999999983,-107.20200000000023,-106.78200000000015,-108.33399999999983,-111.65299999999934,-113.73000000000047,-118.25800000000072,-119.28700000000026,-118.54699999999866,-118.16800000000148,-118.76200000000063,-120.79199999999946,-121.16499999999905,-122.7510000000002,-123.48500000000058,-122.87200000000121,-122.13899999999921,-121.77499999999964
LAW,-8.036000000000058,-10.557999999999993,-12.355000000000018,-14.321000000000367,-15.909000000000106,-17.89300000000003,-19.952000000000226,-22.263000000000375,-24.09599999999955,-25.80999999999949,-27.712000000000444,-30.448999999999614,-32.70499999999993,-34.67000000000007,-36.789999999999964,-38.82999999999993,-40.552999999999884,-42.06200000000081,-43.52599999999984,-44.766999999999825,-46.211999999999534,-47.82800000000043,-49.39400000000023,-50.58100000000013,-46.45499999999993,-40.71299999999974,-36.42900000000009,-36.84900000000016,-39.53400000000056,-41.847999999999956,-44.24799999999959,-46.748999999999796,-48.88600000000042,-51.34400000000005,-53.95100000000002,-56.71900000000005,-59.39500000000044,-62.219999999999345,-64.80200000000059,-67.75799999999981,-70.63499999999931,-72.45299999999952,-74.56800000000021,-76.17599999999948,-77.77800000000025,-80.10400000000027,-84.13299999999981,-94.8189999999995,-114.39800000000014,-119.46400000000085,-120.28700000000026,-120.72799999999916,-120.4270000000015,-121.49799999999959,-121.54399999999987,-122.08499999999913,-123.27399999999943,-125.07699999999932,-124.73700000000099,-124.21600000000035,-123.60000000000036
COL,-8.521999999999935,-11.296000000000276,-13.049999999999727,-15.084000000000287,-16.80699999999979,-18.99200000000019,-21.06800000000021,-23.133000000000266,-25.16699999999946,-27.15099999999984,-29.10900000000038,-31.61200000000008,-33.85099999999966,-41.48200000000088,-58.64600000000064,-59.30000000000018,-59.509000000000015,-60.116000000000895,-61.01600000000053,-61.121000000000095,-64.95299999999952,-66.3720000000003,-67.13799999999992,-67.87800000000061,-62.913000000000466,-57.22699999999986,-52.73500000000058,-54.22100000000046,-56.94000000000051,-59.48499999999967,-62.001000000000204,-64.78199999999924,-66.86300000000028,-69.23100000000068,-71.05499999999938,-73.45799999999963,-76.82400000000052,-79.53399999999965,-81.8100000000004,-83.52199999999993,-87.66399999999976,-92.21000000000004,-93.64999999999964,-94.71699999999964,-95.45799999999963,-99.2489999999998,-101.08399999999983,-105.92899999999918,-108.53099999999995,-111.83100000000104,-112.34799999999996,-113.01299999999901,-115.10600000000159,-116.78700000000026,-118.71799999999894,-119.8179999999993,-122.41599999999926,-129.72899999999936,-132.98000000000138,-136.8119999999999,-139.34499999999935
BOR,-10.152000000000044,-12.22900000000027,-14.275000000000091,-16.382000000000062,-18.65000000000009,-21.452999999999975,-23.757000000000062,-25.878000000000156,-28.30500000000029,-30.474999999999454,-32.57900000000063,-35.01599999999962,-42.77899999999954,-69.92000000000007,-69.92000000000007,-70.14300000000003,-70.51000000000022,-70.84800000000087,-71.22000000000025,-71.15200000000004,-71.27999999999975,-71.58500000000004,-72.04899999999998,-72.4960000000001,-67.13300000000072,-61.35699999999997,-56.69800000000032,-57.610999999999876,-60.45399999999972,-62.95600000000013,-65.36799999999948,-67.75,-70.14000000000033,-72.36000000000058,-75.3219999999992,-77.99299999999948,-80.30100000000039,-82.72400000000016,-84.90800000000036,-86.55500000000029,-89.27599999999984,-94.10299999999916,-95.83100000000013,-96.38999999999942,-98.67100000000028,-100.29500000000007,-103.7539999999999,-106.61799999999948,-110.23100000000068,-112.95400000000063,-113.84799999999996,-115.44999999999891,-119.24099999999999,-122.94599999999991,-128.49499999999898,-132.2579999999998,-134.1899999999987,-136.0030000000006,-137.71000000000095,-140.51800000000003,-143.20800000000054
OCO,-11.557999999999993,-13.541000000000167,-15.847999999999956,-17.702999999999975,-19.728000000000065,-22.19800000000032,-24.583000000000084,-26.815000000000055,-29.203999999999724,-31.617999999999483,-33.85100000000057,-36.25500000000011,-38.396999999999935,-40.460000000000036,-41.64000000000033,-43.436000000000604,-44.88799999999992,-46.33300000000054,-47.780000000000655,-48.79500000000007,-50.197000000000116,-51.4970000000003,-52.831999999999425,-53.97699999999986,-49.311000000000604,-43.83899999999994,-39.574000000000524,-40.470000000000255,-43.1230000000005,-51.39500000000044,-70.67999999999938,-71.48999999999978,-72.38400000000001,-73.89600000000064,-76.6259999999993,-79.1880000000001,-81.6859999999997,-84.02700000000004,-85.92700000000059,-88.00700000000052,-90.28999999999996,-95.11099999999988,-98.5649999999996,-98.6319999999996,-99.99799999999959,-104.34699999999975,-105.13599999999951,-108.73999999999978,-111.19900000000052,-115.6269999999995,-118.64999999999964,-121.29899999999907,-122.6810000000005,-128.46099999999933,-130.1810000000005,-132.70699999999852,-134.6359999999986,-136.52000000000044,-138.26900000000023,-141.03099999999904,-143.58799999999974
GAS,-12.43600000000015,-15.74100000000044,-17.723999999999705,-19.907000000000153,-22.271000000000186,-25.287000000000262,-27.769000000000233,-30.598999999999705,-33.1279999999997,-36.19599999999991,-38.21100000000024,-40.573999999999614,-43.28199999999924,-45.47700000000077,-47.17100000000028,-48.98099999999977,-50.914999999999964,-52.42800000000079,-54.13500000000022,-55.77000000000044,-57.48700000000008,-58.84700000000066,-60.16100000000006,-67.05799999999999,-79.0570000000007,-71.16399999999976,-65.25200000000041,-64.44700000000012,-65.8100000000004,-66.77499999999964,-68.2539999999999,-69.73599999999988,-71.4340000000002,-73.34300000000076,-76.3179999999993,-78.67099999999937,-81.07300000000032,-83.46999999999935,-85.59400000000005,-87.54200000000037,-89.80399999999918,-94.72499999999945,-96.38000000000011,-98.16299999999956,-99.42199999999957,-100.93199999999979,-104.48499999999967,-107.2529999999997,-110.78999999999996,-115.8720000000003,-126.03700000000026,-141.69800000000032,-140.01000000000022,-138.40400000000045,-137.5640000000003,-136.2469999999994,-136.01900000000023,-137.40099999999984,-139.09500000000116,-142.02700000000004,-143.91599999999926
